date,derek_feed_ready,exists,expected,failure_reason,file,folder,injury_columns_present,lineup_columns_present,llm_generated_value_suspected,market_columns_present,missing_required_columns,placeholder_value_count,pmf_validity_pass,presence_override,relative_path,required_columns_present,role_minutes_columns_present,row_count,run_mode,unexpected_null_required_columns
2026-04-27,,False,required,missing_required_file,manifest.json,derek_forward_feed,,,False,,,0,,,derek_forward_feed/manifest.json,,,,t25,
2026-04-28,,False,required,missing_required_file,feed_manifest.json,derek_forward_feed,,,False,,,0,,,derek_forward_feed/feed_manifest.json,,,,t25,
2026-04-28,,False,required,missing_required_file,manifest.json,derek_forward_feed,,,False,,,0,,,derek_forward_feed/manifest.json,,,,t25,
2026-05-05,,False,required,missing_required_file,feed_manifest.json,derek_forward_feed,,,False,,,0,,,derek_forward_feed/feed_manifest.json,,,,t25,
2026-05-05,,False,required,missing_required_file,manifest.json,derek_forward_feed,,,False,,,0,,,derek_forward_feed/manifest.json,,,,t25,
2026-05-09,,False,required,missing_required_file,derek_forward_feed.parquet,derek_forward_feed,,,False,,,0,,,derek_forward_feed/derek_forward_feed.parquet,,,,t25,
2026-05-09,,False,required,missing_required_file,derek_forward_feed.csv,derek_forward_feed,,,False,,,0,,,derek_forward_feed/derek_forward_feed.csv,,,,t25,
2026-05-09,,False,required,missing_required_file,derek_forward_feed.jsonl,derek_forward_feed,,,False,,,0,,,derek_forward_feed/derek_forward_feed.jsonl,,,,t25,
2026-05-09,,False,required,missing_required_file,manifest.json,derek_forward_feed,,,False,,,0,,,derek_forward_feed/manifest.json,,,,t25,
2026-05-10,,False,required,missing_required_file,feed_manifest.json,derek_forward_feed,,,False,,,0,,,derek_forward_feed/feed_manifest.json,,,,t25,
2026-05-10,,False,required,missing_required_file,manifest.json,derek_forward_feed,,,False,,,0,,,derek_forward_feed/manifest.json,,,,t25,
2026-05-11,,False,required,missing_required_file,feed_manifest.json,derek_forward_feed,,,False,,,0,,,derek_forward_feed/feed_manifest.json,,,,t25,
2026-05-11,,False,required,missing_required_file,manifest.json,derek_forward_feed,,,False,,,0,,,derek_forward_feed/manifest.json,,,,t25,
