role_bucket,n,nll_mean,rps_mean,mean_error,abs_mean_error,outcome_prob_assigned_mean
bench,48,1.6339586744339103,0.045270151697741234,0.9376498292848137,2.1124616921529604,0.3443116004766163
core,24,2.6233706143558417,0.0861947515241749,-2.891693912613077,3.147944128955064,0.18002969300037389
rotation,12,1.66278807152106,0.03925628466295269,1.8227397060688497,1.8227397060688497,0.2711241271335826
starter,108,2.699360429218512,0.0896027415300798,0.9978169980910381,3.552377611668953,0.1518338540384929
