stat,n,clv_close_minus_morning_p_mean,clv_book_close_minus_morning_p_mean,model_edge_movement_mean
ast,38,-0.18185752763875934,0.0023945285332617823,-0.0023945285332617823
fg3m,118,0.004619243048368242,-0.0014242444418082864,0.0014242444418082864
pts,81,-0.06784899983742212,-0.0015053726437635336,0.0015053726437635336
reb,111,-0.10201986369925672,-0.003931803623429043,0.0039318036234290395
