role_bucket,n,nll_mean,rps_mean,mean_error,abs_mean_error,outcome_prob_assigned_mean
core,36,1.9546809020208318,0.029770953104689316,2.1260332561855466,2.5101366332734796,0.2200340922496915
rotation,60,2.0409052583421063,0.03481680648149712,2.302584066027714,3.0276729893156187,0.24056188969902856
starter,72,2.466995971410233,0.048720951881783194,1.6670506387665307,3.365705404510432,0.14418548824492927
