player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,model_prob_raw,model_prob_cal,cal_source,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,cal_applied,is_sparse,pmf,fair_odds_over,fair_odds_under,pmf_median,edge_over,edge_under,line_vs_median,mkt_true_over,mkt_true_under,actual,result,profit,clv_proxy,clv,clv_is_true,grade_date
191,Tim Hardaway Jr.,21681591,Minnesota Timberwolves @ Denver Nuggets,8,fg3m,UNDER,2.0,152,142,152,caesars,0.7957,1.0,0.7957,live_cal,0.4899,0.3058,1.0052,0.165,1.4,"{'0.1': 0.54, '0.2': 1.03, '0.25': 1.03, '0.33': 1.03, '0.4': 1.26, '0.5': 1.4, '0.6': 1.66, '0.67': 1.95, '0.75': 2.05, '0.8': 2.36, '0.9': 2.62}",0,2,0.025,global,True,False,"{'1': 0.5395, '2': 0.3155, '3': 0.145}",372,-372,1,-0.2983,0.2983,1.0,0.5101,0.4899,1.0,HIT,1.52,-0.3058,-0.3058,False,2026-04-18
666679,Cameron Johnson,21681591,Minnesota Timberwolves @ Denver Nuggets,8,fg3m,UNDER,2.0,140,154,140,fanduel,0.7957,1.0,0.7957,live_cal,0.5142,0.2815,0.9097,0.15,1.51,"{'0.1': 0.46, '0.2': 0.79, '0.25': 0.92, '0.33': 1.11, '0.4': 1.23, '0.5': 1.51, '0.6': 1.79, '0.67': 1.91, '0.75': 2.02, '0.8': 2.21, '0.9': 2.42}",0,3,0.025,global,True,False,"{'0': 0.1125, '1': 0.3835, '2': 0.504}",9900,-9900,2,-0.4858,0.4858,0.0,0.4858,0.5142,2.0,PUSH,0.0,-0.2815,-0.2815,False,2026-04-18
3547244,Onyeka Okongwu,21681589,Atlanta Hawks @ New York Knicks,1,fg3m,UNDER,1.5,130,-145,130,betway,0.7945,0.9986,0.7945,live_cal,0.4235,0.371,0.8274,0.159,1.2,"{'0.1': 0.45, '0.2': 0.52, '0.25': 0.79, '0.33': 1.11, '0.4': 1.15, '0.5': 1.2, '0.6': 1.37, '0.67': 1.82, '0.75': 1.89, '0.8': 2.17, '0.9': 2.66}",0,2,0.0366,global,True,False,"{'0': 0.177, '1': 0.443, '2': 0.247, '3': 0.133}",163,-163,1,-0.1965,0.1965,0.5,0.5765,0.4235,4.0,MISS,-1.0,-0.371,-0.371,False,2026-04-18
666609,Rui Hachimura,21681592,Houston Rockets @ Los Angeles Lakers,14,fg3m,UNDER,1.5,125,-145,125,fanatics,0.7957,1.0,0.7957,live_cal,0.4289,0.3668,0.7903,0.158,1.11,"{'0.1': 0.42, '0.2': 0.42, '0.25': 0.45, '0.33': 0.61, '0.4': 0.8, '0.5': 1.11, '0.6': 1.12, '0.67': 1.24, '0.75': 1.43, '0.8': 1.7, '0.9': 1.96}",0,2,0.0463,global,True,False,"{'0': 0.2755, '1': 0.4885, '2': 0.236}",324,-324,1,-0.3351,0.3351,0.5,0.5711,0.4289,2.0,MISS,-1.0,-0.3668,-0.3668,False,2026-04-18
192,James Harden,21681590,Toronto Raptors @ Cleveland Cavaliers,6,fg3m,UNDER,2.5,125,-150,125,caesars,0.7952,0.9994,0.7952,live_cal,0.4255,0.3697,0.7892,0.158,1.8,"{'0.1': 0.56, '0.2': 1.19, '0.25': 1.19, '0.33': 1.32, '0.4': 1.63, '0.5': 1.8, '0.6': 2.05, '0.67': 2.23, '0.75': 2.33, '0.8': 2.52, '0.9': 3.02}",0,3,0.0544,global,True,False,"{'1': 0.3705, '2': 0.4235, '3': 0.206}",385,-385,2,-0.3685,0.3685,0.5,0.5745,0.4255,4.0,MISS,-1.0,-0.3697,-0.3697,False,2026-04-18
61,Mikal Bridges,21681589,Atlanta Hawks @ New York Knicks,20,fg3m,UNDER,1.5,123,-125,123,betway,0.7957,1.0,0.7957,live_cal,0.4467,0.349,0.7744,0.157,0.99,"{'0.1': 0.38, '0.2': 0.38, '0.25': 0.38, '0.33': 0.4, '0.4': 0.57, '0.5': 0.99, '0.6': 1.0, '0.67': 1.0, '0.75': 1.16, '0.8': 1.53, '0.9': 2.13}",0,2,0.025,global,True,False,"{'0': 0.3725, '1': 0.4245, '2': 0.203}",393,-393,1,-0.3503,0.3503,0.5,0.5533,0.4467,1.0,HIT,1.23,-0.349,-0.349,False,2026-04-18
237,LeBron James,21681592,Houston Rockets @ Los Angeles Lakers,14,fg3m,UNDER,1.5,104,-113,104,draftkings,0.7957,1.0,0.7957,live_cal,0.4802,0.3155,0.6232,0.139,0.93,"{'0.1': 0.28, '0.2': 0.28, '0.25': 0.28, '0.33': 0.35, '0.4': 0.5, '0.5': 0.93, '0.6': 1.0, '0.67': 1.06, '0.75': 1.2, '0.8': 1.4, '0.9': 2.01}",0,3,0.0307,global,True,False,"{'0': 0.399, '1': 0.417, '2': 0.184}",443,-443,1,-0.3358,0.3358,0.5,0.5198,0.4802,1.0,HIT,1.04,-0.3155,-0.3155,False,2026-04-18
246,Nikola Jokic,21681591,Minnesota Timberwolves @ Denver Nuggets,8,fg3m,UNDER,1.5,104,-119,104,draftkings,0.7945,0.9986,0.7945,live_cal,0.4743,0.3202,0.6208,0.149,0.86,"{'0.1': 0.26, '0.2': 0.26, '0.25': 0.3, '0.33': 0.55, '0.4': 0.82, '0.5': 0.86, '0.6': 0.96, '0.67': 1.01, '0.75': 1.31, '0.8': 1.41, '0.9': 1.71}",0,3,0.0436,global,True,False,"{'0': 0.3135, '1': 0.5175, '2': 0.169}",492,-492,1,-0.3567,0.3567,0.5,0.5257,0.4743,2.0,MISS,-1.0,-0.3202,-0.3202,False,2026-04-18
1028028519,Reed Sheppard,21681592,Houston Rockets @ Los Angeles Lakers,11,fg3m,UNDER,2.5,102,-125,102,caesars,0.7957,1.0,0.7957,live_cal,0.4712,0.3245,0.6073,0.149,1.87,"{'0.1': 0.71, '0.2': 0.83, '0.25': 1.16, '0.33': 1.36, '0.4': 1.44, '0.5': 1.87, '0.6': 2.27, '0.67': 2.39, '0.75': 2.67, '0.8': 2.98, '0.9': 3.56}",0,2,0.0606,global,True,False,"{'1': 0.413, '2': 0.289, '3': 0.188, '4': 0.11}",236,-236,2,-0.2308,0.2308,0.5,0.5288,0.4712,5.0,MISS,-1.0,-0.3245,-0.3245,False,2026-04-18
38017684,Jabari Smith Jr.,21681592,Houston Rockets @ Los Angeles Lakers,11,pts,OVER,14.5,102,102,-115,fanduel,0.783,0.9072,0.783,live_cal,0.4807,0.3023,0.5816,0.132,15.64,"{'0.1': 9.26, '0.2': 11.33, '0.25': 11.8, '0.33': 13.12, '0.4': 14.1, '0.5': 15.64, '0.6': 16.84, '0.67': 17.57, '0.75': 19.05, '0.8': 20.7, '0.9': 23.31}",0,3,0.0399,global,True,False,"{'9': 0.111, '10': 0.0485, '11': 0.0585, '12': 0.0745, '13': 0.0645, '14': 0.069, '15': 0.0645, '16': 0.0815, '17': 0.0915, '18': 0.057, '19': 0.0435, '20': 0.0305, '21': 0.0365, '22': 0.0385, '23': 0.1305}",-135,135,16,0.0933,-0.0933,-1.5,0.4807,0.5193,16.0,HIT,1.02,0.3023,0.3023,False,2026-04-18
