player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,model_prob_raw,model_prob_cal,cal_source,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,cal_applied,is_sparse,pmf,fair_odds_over,fair_odds_under,pmf_median,edge_over,edge_under,line_vs_median,mkt_true_over,mkt_true_under,actual,result,profit,clv_proxy,clv,clv_is_true,grade_date
3547267,Isaiah Stewart,21684793,Detroit Pistons @ Orlando Magic,9,stl,UNDER,1.0,125,155,125,betparx,0.8265,0.8265,0.8265,pmf,0.5312,0.2953,0.8597,0.106,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.0, '0.67': 1.0, '0.75': 1.0, '0.8': 1.0, '0.9': 2.0}",0,1,0.025,pmf_raw,False,True,"{'0': 0.6076, '1': 0.2649, '2': 0.0922, '3': 0.0048, '4': 0.0047, '5': 0.0039, '6': 0.0039, '7': 0.0036, '8': 0.0053, '9': 0.0042, '10': 0.0048}",476,-476,0,-0.2953,0.2953,1.0,0.4688,0.5312,0.0,HIT,1.25,-0.2953,-0.2953,False,2026-04-25
73,Jalen Brunson,21681982,New York Knicks @ Atlanta Hawks,20,stl,UNDER,0.5,165,-171,165,draftkings,0.6546,0.6546,0.6546,pmf,0.3742,0.2804,0.7348,0.069,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.0, '0.67': 1.0, '0.75': 1.0, '0.8': 1.0, '0.9': 2.0}",0,3,0.025,pmf_raw,False,True,"{'0': 0.6546, '1': 0.2147, '2': 0.0962, '3': 0.0051, '4': 0.0046, '5': 0.0044, '6': 0.0035, '7': 0.0037, '8': 0.0047, '9': 0.0041, '10': 0.0044}",190,-190,0,-0.2804,0.2804,0.5,0.6258,0.3742,1.0,MISS,-1.0,-0.2804,-0.2804,False,2026-04-25
17896075,Cade Cunningham,21684793,Detroit Pistons @ Orlando Magic,9,pts,UNDER,27.5,105,-118,105,draftkings,0.8365,0.8365,0.8365,pmf,0.474,0.3625,0.7148,0.067,18.0,"{'0.1': 6.0, '0.2': 10.0, '0.25': 12.0, '0.33': 14.0, '0.4': 16.0, '0.5': 18.0, '0.6': 20.0, '0.67': 22.0, '0.75': 24.0, '0.8': 26.0, '0.9': 31.0}",0,2,0.0391,pmf_raw,False,False,"{'0': 0.0127, '1': 0.0125, '2': 0.0118, '3': 0.0147, '4': 0.0173, '5': 0.0185, '6': 0.019, '7': 0.0227, '8': 0.0272, '9': 0.0222, '10': 0.0267, '11': 0.034, '12': 0.0365, '13': 0.0393, '14': 0.041, '15': 0.038, '16': 0.0437, '17': 0.048, '18': 0.0413, '19': 0.0425, '20': 0.0362, '21': 0.033, '22': 0.0367, '23': 0.0403, '24': 0.0377, '25': 0.031, '26': 0.0253, '27': 0.0265, '28': 0.0243, '29': 0.018, '30': 0.0168, '31': 0.0165, '32': 0.0147, '33': 0.0103, '34': 0.013, '35': 0.0088, '36': 0.0085, '37': 0.006, '38': 0.0047, '39': 0.0047, '40': 0.004, '41': 0.0037, '42': 0.0018, '43': 0.0027}",512,-512,18,-0.3625,0.3625,9.5,0.526,0.474,27.0,HIT,1.0499999999999998,-0.3625,-0.3625,False,2026-04-25
351,Royce O'Neale,21684895,Oklahoma City Thunder @ Phoenix Suns,24,reb,UNDER,4.5,120,-139,120,caesars,0.743,0.743,0.743,pmf,0.4387,0.3043,0.6346,0.088,3.0,"{'0.1': 0.0, '0.2': 1.0, '0.25': 1.0, '0.33': 2.0, '0.4': 2.0, '0.5': 3.0, '0.6': 3.0, '0.67': 4.0, '0.75': 5.0, '0.8': 5.0, '0.9': 6.0}",0,2,0.0461,pmf_raw,False,False,"{'0': 0.147, '1': 0.1718, '2': 0.1708, '3': 0.1432, '4': 0.1103, '5': 0.0938, '6': 0.0638, '7': 0.0395, '8': 0.0262, '9': 0.014, '10': 0.0083, '11': 0.0045, '12': 0.0037, '13': 0.0022}",289,-289,3,-0.3043,0.3043,1.5,0.5613,0.4387,6.0,MISS,-1.0,-0.3043,-0.3043,False,2026-04-25
61,Mikal Bridges,21681982,New York Knicks @ Atlanta Hawks,20,stl,UNDER,0.5,160,-194,160,draftkings,0.626,0.626,0.626,pmf,0.3682,0.2578,0.6276,0.051,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.0, '0.67': 1.0, '0.75': 1.0, '0.8': 1.0, '0.9': 2.0}",0,2,0.0545,pmf_raw,False,True,"{'0': 0.626, '1': 0.2255, '2': 0.1139, '3': 0.0046, '4': 0.0042, '5': 0.004, '6': 0.0041, '7': 0.0037, '8': 0.0049, '9': 0.0044, '10': 0.0047}",167,-167,0,-0.2578,0.2578,0.5,0.6318,0.3682,0.0,HIT,1.6,-0.2578,-0.2578,False,2026-04-25
38017685,Chet Holmgren,21684895,Oklahoma City Thunder @ Phoenix Suns,21,blk,UNDER,1.5,138,-175,138,betmgm,0.676,0.676,0.676,pmf,0.3977,0.2783,0.6088,0.063,1.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 1.0, '0.6': 1.0, '0.67': 1.0, '0.75': 2.0, '0.8': 2.0, '0.9': 3.0}",0,2,0.0665,pmf_raw,False,True,"{'0': 0.4203, '1': 0.2556, '2': 0.1524, '3': 0.1177, '4': 0.0081, '5': 0.008, '6': 0.0068, '7': 0.0064, '8': 0.0085, '9': 0.0081, '10': 0.008}",209,-209,1,-0.2783,0.2783,0.5,0.6023,0.3977,2.0,MISS,-1.0,-0.2783,-0.2783,False,2026-04-25
176,Rudy Gobert,21681983,Denver Nuggets @ Minnesota Timberwolves,18,stl,UNDER,0.5,135,-140,135,draftkings,0.6589,0.6589,0.6589,pmf,0.4218,0.2371,0.5484,0.053,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.0, '0.67': 1.0, '0.75': 1.0, '0.8': 1.0, '0.9': 2.0}",0,3,0.025,pmf_raw,False,True,"{'0': 0.6589, '1': 0.2103, '2': 0.0997, '3': 0.0044, '4': 0.004, '5': 0.0035, '6': 0.0033, '7': 0.0033, '8': 0.0045, '9': 0.0038, '10': 0.0042}",193,-193,0,-0.2371,0.2371,0.5,0.5782,0.4218,2.0,MISS,-1.0,-0.2371,-0.2371,False,2026-04-25
1028036515,Oso Ighodaro,21684895,Oklahoma City Thunder @ Phoenix Suns,24,reb,UNDER,6.5,115,-125,115,betway,0.7188,0.7188,0.7188,pmf,0.4557,0.2631,0.5453,0.073,4.0,"{'0.1': 1.0, '0.2': 2.0, '0.25': 2.0, '0.33': 3.0, '0.4': 3.0, '0.5': 4.0, '0.6': 5.0, '0.67': 6.0, '0.75': 7.0, '0.8': 8.0, '0.9': 10.0}",0,2,0.0307,pmf_raw,False,False,"{'0': 0.0745, '1': 0.0968, '2': 0.12, '3': 0.125, '4': 0.117, '5': 0.0993, '6': 0.0862, '7': 0.0772, '8': 0.057, '9': 0.046, '10': 0.0253, '11': 0.026, '12': 0.0147, '13': 0.012, '14': 0.008, '15': 0.0057, '16': 0.0043, '17': 0.0022, '18': 0.0015}",256,-256,4,-0.2631,0.2631,2.5,0.5443,0.4557,3.0,HIT,1.15,-0.2631,-0.2631,False,2026-04-25
131,Donte DiVincenzo,21681983,Denver Nuggets @ Minnesota Timberwolves,18,reb,UNDER,3.5,-103,-105,-103,betway,0.779,0.779,0.779,pmf,0.4976,0.2814,0.5353,0.078,2.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 1.0, '0.33': 1.0, '0.4': 1.0, '0.5': 2.0, '0.6': 2.0, '0.67': 3.0, '0.75': 3.0, '0.8': 4.0, '0.9': 5.0}",0,2,0.0296,pmf_raw,False,False,"{'0': 0.2338, '1': 0.2293, '2': 0.18, '3': 0.136, '4': 0.086, '5': 0.0615, '6': 0.034, '7': 0.0155, '8': 0.0105, '9': 0.0075, '10': 0.003, '11': 0.0015, '12': 0.0013}",352,-352,2,-0.2814,0.2814,1.5,0.5024,0.4976,0.0,HIT,0.970873786407767,-0.2814,-0.2814,False,2026-04-25
387,Julius Randle,21681983,Denver Nuggets @ Minnesota Timberwolves,18,reb,UNDER,6.5,106,-115,106,betmgm,0.7413,0.7413,0.7413,pmf,0.4758,0.2655,0.527,0.061,4.0,"{'0.1': 1.0, '0.2': 2.0, '0.25': 2.0, '0.33': 3.0, '0.4': 3.0, '0.5': 4.0, '0.6': 5.0, '0.67': 6.0, '0.75': 7.0, '0.8': 7.0, '0.9': 9.0}",0,3,0.0303,pmf_raw,False,False,"{'0': 0.0668, '1': 0.095, '2': 0.1128, '3': 0.1308, '4': 0.1263, '5': 0.1092, '6': 0.1005, '7': 0.0688, '8': 0.0633, '9': 0.0413, '10': 0.029, '11': 0.0192, '12': 0.016, '13': 0.0085, '14': 0.005, '15': 0.004, '16': 0.0013}",286,-286,4,-0.2655,0.2655,2.5,0.5242,0.4758,9.0,MISS,-1.0,-0.2655,-0.2655,False,2026-04-25
