player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,model_prob_raw,model_prob_cal,cal_source,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,cal_applied,is_sparse,pmf,fair_odds_over,fair_odds_under,pmf_median,edge_over,edge_under,line_vs_median,mkt_true_over,mkt_true_under,actual,result,profit,clv_proxy,clv,clv_is_true,grade_date
17896055,Scottie Barnes,21681995,Cleveland Cavaliers @ Toronto Raptors,28,fg3m,UNDER,1.0,162,194,162,fanduel,0.7464,0.7464,0.7464,pmf_cal,0.5288,0.2176,0.9555,0.101,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 1.0, '0.67': 1.0, '0.75': 1.0, '0.8': 1.0, '0.9': 2.0}",0,3,0.025,pmf_cal,True,False,"{'0': 0.5033, '1': 0.3256, '2': 0.1477, '15': 0.0233}",294,-294,0,-0.2176,0.2176,1.0,0.4712,0.5288,0.0,HIT,1.62,-0.2176,-0.2176,False,2026-05-01
17896076,Evan Mobley,21681995,Cleveland Cavaliers @ Toronto Raptors,6,blk,UNDER,1.5,140,-122,140,draftkings,0.7844,0.7844,0.7844,pmf,0.4312,0.3531,0.8825,0.131,1.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 1.0, '0.5': 1.0, '0.6': 1.0, '0.67': 1.0, '0.75': 1.0, '0.8': 2.0, '0.9': 2.0}",0,2,0.025,pmf_raw,False,True,"{'0': 0.3777, '1': 0.4067, '2': 0.1573, '3': 0.0067, '4': 0.0072, '5': 0.0079, '6': 0.0064, '7': 0.0067, '8': 0.0082, '9': 0.0073, '10': 0.0079}",364,-364,1,-0.3532,0.3532,0.5,0.5688,0.4312,0.0,HIT,1.4,-0.3532,-0.3532,False,2026-05-01
38017734,Jamal Cain,21684812,Detroit Pistons @ Orlando Magic,22,reb,UNDER,3.5,128,-149,128,draftkings,0.7298,0.7298,0.7298,pmf_cal,0.423,0.3068,0.6638,0.126,2.0,"{'0.1': 0.0, '0.2': 1.0, '0.25': 1.0, '0.33': 1.0, '0.4': 2.0, '0.5': 2.0, '0.6': 3.0, '0.67': 3.0, '0.75': 4.0, '0.8': 4.0, '0.9': 5.0}",0,1,0.047,pmf_cal,True,False,"{'0': 0.1347, '1': 0.2094, '2': 0.216, '3': 0.1696, '4': 0.112, '5': 0.0697, '6': 0.0369, '7': 0.0257, '8': 0.0109, '9': 0.0071, '10': 0.0034, '11': 0.0016, '12': 0.0013}",270,-270,2,-0.3068,0.3068,1.5,0.577,0.423,4.0,MISS,-1.0,-0.3068,-0.3068,False,2026-05-01
322,Donovan Mitchell,21681995,Cleveland Cavaliers @ Toronto Raptors,6,fg3m,UNDER,2.5,118,-136,118,fanduel,0.735,0.735,0.735,pmf_cal,0.4432,0.2918,0.6024,0.087,2.0,"{'0.1': 0.0, '0.2': 1.0, '0.25': 1.0, '0.33': 1.0, '0.4': 1.0, '0.5': 2.0, '0.6': 2.0, '0.67': 2.0, '0.75': 3.0, '0.8': 3.0, '0.9': 4.0}",0,3,0.045,pmf_cal,True,False,"{'0': 0.1766, '1': 0.3162, '2': 0.2423, '3': 0.1439, '4': 0.0592, '5': 0.0385, '15': 0.0233}",277,-277,2,-0.2918,0.2918,0.5,0.5568,0.4432,2.0,HIT,1.1799999999999997,-0.2918,-0.2918,False,2026-05-01
22,Deandre Ayton,21681996,Los Angeles Lakers @ Houston Rockets,14,reb,UNDER,8.5,105,-118,105,fanduel,0.7585,0.7585,0.7585,pmf_cal,0.474,0.2845,0.5549,0.095,6.0,"{'0.1': 2.0, '0.2': 3.0, '0.25': 4.0, '0.33': 5.0, '0.4': 5.0, '0.5': 6.0, '0.6': 7.0, '0.67': 7.0, '0.75': 8.0, '0.8': 9.0, '0.9': 11.0}",0,2,0.0391,pmf_cal,True,False,"{'0': 0.0222, '1': 0.0356, '2': 0.0638, '3': 0.0909, '4': 0.101, '5': 0.1282, '6': 0.1212, '7': 0.1081, '8': 0.0874, '9': 0.0725, '10': 0.0549, '11': 0.0425, '12': 0.0245, '13': 0.0169, '14': 0.0106, '15': 0.0087, '16': 0.0048, '17': 0.0019, '18': 0.0014}",314,-314,6,-0.2845,0.2845,2.5,0.526,0.474,16.0,MISS,-1.0,-0.2845,-0.2845,False,2026-05-01
38017684,Jabari Smith Jr.,21681996,Los Angeles Lakers @ Houston Rockets,11,blk,UNDER,0.5,130,-155,130,betparx,0.6738,0.6738,0.6738,pmf,0.417,0.2568,0.5498,0.08,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.0, '0.67': 0.0, '0.75': 1.0, '0.8': 1.0, '0.9': 2.0}",0,3,0.0526,pmf_raw,False,True,"{'0': 0.6738, '1': 0.2096, '2': 0.087, '3': 0.0042, '4': 0.0039, '5': 0.0033, '6': 0.0032, '7': 0.003, '8': 0.0045, '9': 0.0035, '10': 0.004}",207,-207,0,-0.2568,0.2568,0.5,0.583,0.417,1.0,MISS,-1.0,-0.2568,-0.2568,False,2026-05-01
192,James Harden,21681995,Cleveland Cavaliers @ Toronto Raptors,6,stl,UNDER,1.5,-108,154,-108,draftkings,0.7899,0.7899,0.7899,pmf,0.5688,0.2211,0.5212,0.106,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 1.0, '0.67': 1.0, '0.75': 1.0, '0.8': 2.0, '0.9': 2.0}",0,3,0.025,pmf_raw,False,True,"{'0': 0.5312, '1': 0.2586, '2': 0.1238, '3': 0.0446, '4': 0.006, '5': 0.0059, '6': 0.0055, '7': 0.0052, '8': 0.0069, '9': 0.006, '10': 0.0063}",376,-376,0,-0.2211,0.2211,1.5,0.4312,0.5688,2.0,MISS,-1.0,-0.2211,-0.2211,False,2026-05-01
17896062,Alperen Sengun,21681996,Los Angeles Lakers @ Houston Rockets,11,ast,UNDER,5.5,120,-147,120,draftkings,0.6721,0.6721,0.6721,pmf_cal,0.433,0.239,0.4785,0.083,4.0,"{'0.1': 1.0, '0.2': 2.0, '0.25': 3.0, '0.33': 3.0, '0.4': 4.0, '0.5': 4.0, '0.6': 5.0, '0.67': 5.0, '0.75': 6.0, '0.8': 7.0, '0.9': 8.0}",0,3,0.0597,pmf_cal,True,False,"{'0': 0.0437, '1': 0.0669, '2': 0.1031, '3': 0.1375, '4': 0.1543, '5': 0.1665, '6': 0.1168, '7': 0.0907, '8': 0.0561, '9': 0.0286, '10': 0.0159, '11': 0.0106, '12': 0.0039, '13': 0.0024, '14': 0.0014}",205,-205,4,-0.2391,0.2391,1.5,0.567,0.433,1.0,HIT,1.2000000000000002,-0.2391,-0.2391,False,2026-05-01
17553995,Austin Reaves,21681996,Los Angeles Lakers @ Houston Rockets,14,ast,UNDER,5.5,104,-120,104,betparx,0.7236,0.7236,0.7236,pmf_cal,0.4733,0.2503,0.4762,0.086,4.0,"{'0.1': 1.0, '0.2': 2.0, '0.25': 2.0, '0.33': 3.0, '0.4': 3.0, '0.5': 4.0, '0.6': 5.0, '0.67': 5.0, '0.75': 6.0, '0.8': 6.0, '0.9': 7.0}",0,3,0.0457,pmf_cal,True,False,"{'0': 0.056, '1': 0.0914, '2': 0.1209, '3': 0.1603, '4': 0.155, '5': 0.14, '6': 0.1102, '7': 0.0679, '8': 0.0459, '9': 0.0237, '10': 0.0142, '11': 0.0077, '12': 0.0027, '13': 0.0021}",262,-262,4,-0.2503,0.2503,1.5,0.5267,0.4733,2.0,HIT,1.04,-0.2503,-0.2503,False,2026-05-01
17896073,Jalen Suggs,21684812,Detroit Pistons @ Orlando Magic,22,blk,UNDER,0.5,125,-162,125,betparx,0.6208,0.6208,0.6208,pmf,0.4182,0.2026,0.3968,0.06,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.0, '0.67': 1.0, '0.75': 1.0, '0.8': 1.0, '0.9': 2.0}",0,3,0.0728,pmf_raw,False,True,"{'0': 0.6208, '1': 0.2475, '2': 0.0964, '3': 0.0046, '4': 0.0039, '5': 0.0047, '6': 0.0038, '7': 0.0041, '8': 0.0049, '9': 0.0046, '10': 0.0047}",164,-164,0,-0.2026,0.2026,0.5,0.5818,0.4182,0.0,HIT,1.25,-0.2026,-0.2026,False,2026-05-01
