player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,model_prob_raw,model_prob_cal,cal_source,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,cal_applied,is_sparse,pmf,fair_odds_over,fair_odds_under,pmf_median,edge_over,edge_under,line_vs_median,mkt_true_over,mkt_true_under,result,profit,actual,clv,clv_proxy,clv_is_true,grade_date
460,Nikola Vucevic,21682743,Philadelphia 76ers @ Boston Celtics,2,fg3m,OVER,0.5,-124,-124,115,draftkings,0.8146,0.8146,0.8146,pmf_cal,0.5434,0.2712,0.4715,0.124,1.0,"{'0.1': 0.0, '0.2': 1.0, '0.25': 1.0, '0.33': 1.0, '0.4': 1.0, '0.5': 1.0, '0.6': 2.0, '0.67': 2.0, '0.75': 3.0, '0.8': 3.0, '0.9': 4.0}",0,1,0.0287,pmf_cal,True,False,"{'0': 0.1854, '1': 0.3198, '2': 0.2389, '3': 0.1394, '4': 0.0558, '5': 0.0375, '15': 0.0233}",-439,439,1,0.2712,-0.2712,-0.5,0.5434,0.4566,NO_ACTION,0.0,,,,False,2026-05-02
3547254,Tyrese Maxey,21682743,Philadelphia 76ers @ Boston Celtics,23,fg3m,UNDER,2.5,125,-140,125,betmgm,0.6424,0.6424,0.6424,pmf_cal,0.4324,0.2099,0.4453,0.069,2.0,"{'0.1': 0.0, '0.2': 1.0, '0.25': 1.0, '0.33': 1.0, '0.4': 2.0, '0.5': 2.0, '0.6': 2.0, '0.67': 3.0, '0.75': 3.0, '0.8': 3.0, '0.9': 4.0}",0,3,0.0378,pmf_cal,True,False,"{'0': 0.1128, '1': 0.2716, '2': 0.258, '3': 0.1769, '4': 0.0906, '5': 0.0357, '6': 0.0311, '15': 0.0233}",180,-180,2,-0.21,0.21,0.5,0.5676,0.4324,HIT,1.25,2.0,-0.21,-0.21,False,2026-05-02
3547254,Tyrese Maxey,21682743,Philadelphia 76ers @ Boston Celtics,23,ast,UNDER,6.5,-118,105,-118,betmgm,0.7755,0.7755,0.7755,pmf_cal,0.526,0.2495,0.4327,0.099,5.0,"{'0.1': 1.0, '0.2': 2.0, '0.25': 3.0, '0.33': 3.0, '0.4': 4.0, '0.5': 5.0, '0.6': 5.0, '0.67': 6.0, '0.75': 6.0, '0.8': 7.0, '0.9': 8.0}",0,3,0.0391,pmf_cal,True,False,"{'0': 0.0412, '1': 0.0648, '2': 0.1009, '3': 0.1315, '4': 0.1522, '5': 0.155, '6': 0.13, '7': 0.0888, '8': 0.0572, '9': 0.0368, '10': 0.0196, '11': 0.0114, '12': 0.0058, '13': 0.0022, '14': 0.0013}",345,-345,5,-0.2495,0.2495,1.5,0.474,0.526,MISS,-1.0,7.0,-0.2495,-0.2495,False,2026-05-02
17553967,Neemias Queta,21682743,Philadelphia 76ers @ Boston Celtics,2,stl,UNDER,0.5,-175,180,-175,betparx,0.814,0.814,0.814,pmf,0.6405,0.1735,0.2791,0.122,0.0,"{'0.1': 0.0, '0.2': 0.0, '0.25': 0.0, '0.33': 0.0, '0.4': 0.0, '0.5': 0.0, '0.6': 0.0, '0.67': 0.0, '0.75': 0.0, '0.8': 0.0, '0.9': 1.0}",0,2,0.025,pmf_raw,False,True,"{'0': 0.814, '1': 0.1533, '2': 0.0162, '3': 0.0021, '4': 0.0023, '5': 0.0018, '6': 0.0019, '7': 0.0017, '8': 0.0025, '9': 0.002, '10': 0.0023}",438,-438,0,-0.1735,0.1735,0.5,0.3595,0.6405,HIT,0.5714285714285714,0.0,-0.1735,-0.1735,False,2026-05-02
