player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,model_prob_raw,model_prob_cal,cal_source,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,cal_applied,is_sparse,pmf,fair_odds_over,fair_odds_under,pmf_median,edge_over,edge_under,line_vs_median,mkt_true_over,mkt_true_under,actual,result,profit,clv_proxy,clv,clv_is_true,grade_date
1057262518,Dylan Harper,21681964,Portland Trail Blazers @ San Antonio Spurs,27,blk,OVER,0.5,225,225,-350,betway,0.6622,0.9,0.6622,live_cal,0.2835,0.3787,1.1521,0.113,0.32,"{'0.1': 0.15, '0.2': 0.15, '0.25': 0.15, '0.33': 0.15, '0.4': 0.15, '0.5': 0.32, '0.6': 0.63, '0.67': 0.78, '0.75': 0.87, '0.8': 0.94, '0.9': 1.53}",0,2,0.0955,global,True,True,"{'0': 0.5585, '1': 0.3375, '2': 0.104}",127,-127,0,0.158,-0.158,0.5,0.2835,0.7165,0.0,MISS,-1.0,0.3787,0.3787,False,2026-04-19
182,Jerami Grant,21681964,Portland Trail Blazers @ San Antonio Spurs,25,blk,OVER,0.5,200,200,-300,betway,0.6622,0.9,0.6622,live_cal,0.3077,0.3545,0.9865,0.118,0.32,"{'0.1': 0.15, '0.2': 0.15, '0.25': 0.15, '0.33': 0.16, '0.4': 0.21, '0.5': 0.32, '0.6': 0.77, '0.67': 0.81, '0.75': 0.84, '0.8': 1.0, '0.9': 1.51}",0,2,0.0933,global,True,True,"{'0': 0.54, '1': 0.3585, '2': 0.1015}",117,-117,0,0.1523,-0.1523,0.5,0.3077,0.6923,0.0,MISS,-1.0,0.3545,0.3545,False,2026-04-19
38017649,Julian Champagnie,21681964,Portland Trail Blazers @ San Antonio Spurs,27,blk,OVER,0.5,180,180,-235,betparx,0.6622,0.9,0.6622,live_cal,0.3374,0.3248,0.8541,0.114,0.32,"{'0.1': 0.15, '0.2': 0.15, '0.25': 0.15, '0.33': 0.15, '0.4': 0.15, '0.5': 0.32, '0.6': 0.68, '0.67': 0.75, '0.75': 0.87, '0.8': 1.01, '0.9': 1.47}",0,2,0.0686,global,True,True,"{'0': 0.5505, '1': 0.4495}",122,-122,0,0.1121,-0.1121,0.5,0.3374,0.6626,1.0,HIT,1.7999999999999998,0.3248,0.3248,False,2026-04-19
8,Grayson Allen,21684877,Phoenix Suns @ Oklahoma City Thunder,24,fg3m,UNDER,1.5,132,-140,132,draftkings,0.7943,0.9984,0.7943,live_cal,0.4249,0.3694,0.8429,0.153,1.23,"{'0.1': 0.46, '0.2': 0.55, '0.25': 0.74, '0.33': 1.12, '0.4': 1.16, '0.5': 1.23, '0.6': 1.42, '0.67': 1.74, '0.75': 1.96, '0.8': 2.01, '0.9': 2.61}",0,2,0.025,global,True,False,"{'0': 0.1415, '1': 0.4755, '2': 0.2645, '3': 0.1185}",161,-161,1,-0.1921,0.1921,0.5,0.5751,0.4249,,NO_ACTION,0.0,,,False,2026-04-19
3547242,Deni Avdija,21681964,Portland Trail Blazers @ San Antonio Spurs,25,fg3m,UNDER,1.5,130,-154,130,fanduel,0.7946,0.9987,0.7946,live_cal,0.4176,0.377,0.8276,0.141,1.06,"{'0.1': 0.32, '0.2': 0.51, '0.25': 0.81, '0.33': 0.96, '0.4': 0.99, '0.5': 1.06, '0.6': 1.38, '0.67': 1.55, '0.75': 1.66, '0.8': 1.91, '0.9': 2.49}",0,3,0.0511,global,True,False,"{'0': 0.193, '1': 0.457, '2': 0.35}",186,-186,1,-0.2324,0.2324,0.5,0.5824,0.4176,2.0,MISS,-1.0,-0.377,-0.377,False,2026-04-19
1057261935,VJ Edgecombe,21682711,Philadelphia 76ers @ Boston Celtics,23,fg3m,UNDER,1.5,113,-125,113,betway,0.7946,0.9987,0.7946,live_cal,0.458,0.3366,0.6925,0.136,0.96,"{'0.1': 0.29, '0.2': 0.38, '0.25': 0.54, '0.33': 0.8, '0.4': 0.95, '0.5': 0.96, '0.6': 1.11, '0.67': 1.49, '0.75': 1.6, '0.8': 1.7, '0.9': 2.2}",0,3,0.035,global,True,False,"{'0': 0.2365, '1': 0.4405, '2': 0.323}",210,-210,1,-0.219,0.219,0.5,0.542,0.458,0.0,HIT,1.13,-0.3366,-0.3366,False,2026-04-19
666541,Luguentz Dort,21684877,Phoenix Suns @ Oklahoma City Thunder,21,fg3m,UNDER,1.5,110,-118,110,betrivers,0.7943,0.9983,0.7943,live_cal,0.468,0.3263,0.668,0.135,1.22,"{'0.1': 0.37, '0.2': 0.51, '0.25': 0.65, '0.33': 0.77, '0.4': 0.94, '0.5': 1.22, '0.6': 1.49, '0.67': 1.87, '0.75': 2.18, '0.8': 2.49, '0.9': 3.0}",0,1,0.0275,global,True,False,"{'0': 0.1945, '1': 0.407, '2': 0.201, '3': 0.1975}",151,-151,1,-0.1335,0.1335,0.5,0.532,0.468,2.0,MISS,-1.0,-0.3263,-0.3263,False,2026-04-19
70,Jaylen Brown,21682711,Philadelphia 76ers @ Boston Celtics,2,fg3m,UNDER,1.5,105,-106,105,fanduel,0.7945,0.9986,0.7945,live_cal,0.4867,0.3079,0.6288,0.143,1.1,"{'0.1': 0.33, '0.2': 0.55, '0.25': 0.8, '0.33': 0.97, '0.4': 1.0, '0.5': 1.1, '0.6': 1.34, '0.67': 1.5, '0.75': 1.62, '0.8': 1.75, '0.9': 2.2}",0,3,0.025,global,True,False,"{'0': 0.1755, '1': 0.4935, '2': 0.331}",202,-202,1,-0.1823,0.1823,0.5,0.5133,0.4867,2.0,MISS,-1.0,-0.3078,-0.3078,False,2026-04-19
172,Paul George,21682711,Philadelphia 76ers @ Boston Celtics,23,fg3m,UNDER,2.5,104,-132,104,fanduel,0.7952,0.9994,0.7952,live_cal,0.4628,0.3324,0.6222,0.133,2.11,"{'0.1': 0.99, '0.2': 1.33, '0.25': 1.38, '0.33': 1.76, '0.4': 1.88, '0.5': 2.11, '0.6': 2.28, '0.67': 2.5, '0.75': 2.68, '0.8': 2.76, '0.9': 3.42}",0,3,0.0692,global,True,False,"{'1': 0.2745, '2': 0.3955, '3': 0.33}",203,-203,2,-0.2072,0.2072,0.5,0.5372,0.4628,1.0,HIT,1.04,-0.3324,-0.3324,False,2026-04-19
3547254,Tyrese Maxey,21682711,Philadelphia 76ers @ Boston Celtics,23,fg3m,UNDER,2.5,101,-110,101,betmgm,0.7957,1.0,0.7957,live_cal,0.4871,0.3086,0.5994,0.142,1.45,"{'0.1': 0.44, '0.2': 0.9, '0.25': 1.08, '0.33': 1.15, '0.4': 1.18, '0.5': 1.45, '0.6': 1.74, '0.67': 1.91, '0.75': 2.23, '0.8': 2.31, '0.9': 3.07}",0,3,0.0313,global,True,False,"{'0': 0.113, '1': 0.405, '2': 0.308, '3': 0.174}",475,-475,1,-0.3389,0.3389,1.5,0.5129,0.4871,1.0,HIT,1.0099999999999998,-0.3086,-0.3086,False,2026-04-19
