feature,importance
mp_mean_season,1739
mp_mean_last5,1607
mp_ewma,1588
mp_trend_3v10,1564
mp_ceiling_last10,1396
mp_std_last10,1372
mp_floor_last10,1258
mp_mean_last10,1055
mp_mean_last3,1043
mp_cv_last10,1004
days_rest,957
mp_median_last10,868
role_stability_index,752
games_35plus_last10,165
games_30plus_last10,134
games_20minus_last10,129
starter_rate_last10,125
is_home,114
b2b_flag,51
num_teammates_inactive,0
vacated_teammate_minutes,0
implied_total,0
