player_id,player_name,stat,line,actual,p_realized,over_realized,nll
399,Mitchell Robinson,reb,4.5,5,0.1381,1.0,1.9797772185668907
399,Mitchell Robinson,stl,0.5,0,0.728,0.0,0.3174542307854511
399,Mitchell Robinson,blk,0.5,2,0.107,1.0,2.234926444520231
18,OG Anunoby,pts,16.5,33,0.003,1.0,5.809142990314028
18,OG Anunoby,stl,1.5,1,0.3191,0.0,1.1422507456979392
414,Landry Shamet,stl,0.5,0,0.6065,0.0,0.5000505505980322
161,De'Aaron Fox,pts,14.5,18,0.0521,1.0,2.954590330222816
161,De'Aaron Fox,reb,3.5,5,0.1446,1.0,1.9337839692574728
161,De'Aaron Fox,ast,6.5,7,0.1187,1.0,2.1311559773665145
1028025261,Stephon Castle,pts,16.5,13,0.0471,0.0,3.055482277959765
1028025261,Stephon Castle,ast,6.5,5,0.1708,0.0,1.7672619976276676
1028025261,Stephon Castle,stl,0.5,0,0.3219,0.0,1.1335143406773744
1057262518,Dylan Harper,pts,13.5,21,0.0207,1.0,3.8776215787108135
1057262518,Dylan Harper,reb,5.5,4,0.1561,0.0,1.8572584514607504
1057262518,Dylan Harper,ast,3.5,3,0.1695,0.0,1.774902352161632
666682,Keldon Johnson,reb,2.5,4,0.1054,1.0,2.2499926428748758
666682,Keldon Johnson,fg3m,0.5,0,0.2058,0.0,1.5808504555821878
666682,Keldon Johnson,stl,0.5,1,0.1526,1.0,1.8799351601317804
61,Mikal Bridges,reb,3.5,2,0.1176,0.0,2.1404662435176105
61,Mikal Bridges,ast,2.5,2,0.2235,0.0,1.4983438649285137
61,Mikal Bridges,fg3m,1.5,1,0.3917,0.0,0.9372590383103514
56677822,Victor Wembanyama,pts,27.5,24,0.0489,0.0,3.017977882501311
56677822,Victor Wembanyama,reb,11.5,13,0.049,1.0,3.0159349808715104
56677822,Victor Wembanyama,ast,3.5,1,0.1732,0.0,1.7533082828538022
447,Karl-Anthony Towns,pts,17.5,13,0.0592,0.0,2.826833737092177
447,Karl-Anthony Towns,reb,11.5,10,0.0888,0.0,2.4213686289840126
73,Jalen Brunson,pts,27.5,36,0.0207,1.0,3.8776215787108135
73,Jalen Brunson,fg3m,2.5,3,0.1807,1.0,1.7109170813839545
202,Josh Hart,pts,10.5,6,0.0613,0.0,2.791975436039971
202,Josh Hart,reb,8.5,8,0.1353,0.0,2.0002607438053945
202,Josh Hart,ast,4.5,6,0.1101,1.0,2.206366235253503
202,Josh Hart,stl,1.5,2,0.2217,1.0,1.5064301623598713
17896033,Miles McBride,fg3m,0.5,0,0.1655,0.0,1.7987840841650191
3547246,Devin Vassell,pts,12.5,18,0.0283,1.0,3.564893474332945
38017649,Julian Champagnie,pts,9.5,5,0.0547,0.0,2.9058915695542016
