stat,role_bucket,book,line,player_id,market_logloss,market_brier,market_no_vig_over_prob,actual_outcome,is_push
pra,starter,bovada,39.5,175,0.8953318808533115,0.3499053604656219,0.5915279878971256,39,False
pra,starter,bovada,42.5,175,0.6731064296764994,0.2399809864118409,0.4898785425101215,39,False
pra,starter,bovada,43.5,175,0.5903376866937241,0.1987910260051117,0.4458598726114649,39,False
pra,starter,betmgm,40.5,175,0.7230001437096264,0.2649221453287196,0.5147058823529411,39,False
pra,starter,betonlineag,41.5,175,0.6869755913352542,0.2469142447472964,0.4969046636401156,39,False
pra,starter,draftkings,41.5,175,0.6870577694646135,0.2469553322581998,0.4969460053750305,39,False
pra,starter,hardrockbet_fl,41.5,175,0.6931471805599453,0.25,0.5,39,False
pra,starter,espnbet,41.5,175,0.6931471805599453,0.25,0.5,39,False
pra,starter,fliff,41.5,175,0.6659469542607888,0.236403310175173,0.4862132352941176,39,False
pra,starter,betparx,42.5,175,0.5549611845383411,0.1813954570172128,0.4259054554912543,39,False
pra,starter,betparx,41.5,175,0.6306268235786112,0.2187825182101976,0.4677419354838709,39,False
pra,starter,betparx,40.5,175,0.7196544618469908,0.2632505974379606,0.5130795235028978,39,False
pra,starter,betparx,39.5,175,0.8153648132841944,0.3108309186310595,0.5575221238938053,39,False
pra,starter,hardrockbet_az,41.5,175,0.6931471805599453,0.25,0.5,39,False
pra,starter,hardrockbet,41.5,175,0.6931471805599453,0.25,0.5,39,False
pts,core,williamhill_us,7.5,201,0.7174202169161519,0.2621341775500463,0.511990407673861,2,False
pts,core,betonlineag,7.5,201,0.7395200832854151,0.2731703967052769,0.5226570545829042,2,False
pts,core,betmgm,7.5,201,0.6931471805599453,0.25,0.5,2,False
pts,core,bovada,5.5,201,1.1778449517449014,0.4789447554302855,0.6920583468395461,2,False
pts,core,bovada,6.5,201,0.9205672886414152,0.3620512779006453,0.6017069701280228,2,False
pts,core,bovada,7.5,201,0.7346038942382915,0.2707168440310238,0.5203045685279188,2,False
pts,core,bovada,8.5,201,0.5903376866937241,0.1987910260051117,0.4458598726114649,2,False
pts,core,bovada,9.5,201,0.4700036292457356,0.140625,0.375,2,False
pts,core,bovada,10.5,201,0.3680850106767632,0.0948280617511932,0.3079416531604538,2,False
pts,core,draftkings,7.5,201,0.7161347769772226,0.2614918081876241,0.511362697297744,2,False
pts,core,fanduel,3.5,201,1.6979065604217087,0.6673805696212475,0.816933638443936,2,False
pts,core,fanduel,4.5,201,1.4034539814027174,0.5688980528228531,0.7542533081285445,2,False
pts,core,fanduel,5.5,201,1.1033628914267075,0.4465533119202174,0.6682464454976303,2,False
pts,core,fanduel,6.5,201,0.9003986964118903,0.3523519442404068,0.5935924058142985,2,False
pts,core,fanduel,7.5,201,0.6931471805599453,0.25,0.5,2,False
pts,core,fanduel,8.5,201,0.5396238139707482,0.1739160932413797,0.4170324846356453,2,False
pts,core,fanduel,10.5,201,0.3327923796628124,0.0801348380249124,0.2830809743252139,2,False
pts,core,fanduel,9.5,201,0.4142828005108086,0.1150471111949039,0.3391859537110934,2,False
pts,core,fanatics,7.5,201,0.7135977910312362,0.260223901391598,0.5101214574898786,2,False
pts,core,fanduel,7.5,201,0.6931471805599453,0.25,0.5,2,False
pts,core,fliff,7.5,201,0.7211079955575885,0.2639768395869377,0.5137867647058824,2,False
pts,core,betparx,7.5,201,0.7256809542200983,0.2662612855576012,0.5160051216389244,2,False
pts,core,espnbet,8.5,201,0.5531011069142289,0.1804861378102438,0.4248366013071895,2,False
pts,core,espnbet,7.5,201,0.6931471805599453,0.25,0.5,2,False
pts,core,espnbet,6.5,201,0.9205672886414152,0.3620512779006453,0.6017069701280228,2,False
pts,core,hardrockbet_fl,7.5,201,0.6931471805599453,0.25,0.5,2,False
pts,core,hardrockbet_az,7.5,201,0.6931471805599453,0.25,0.5,2,False
pts,core,hardrockbet,7.5,201,0.6931471805599453,0.25,0.5,2,False
reb,core,williamhill_us,8.5,201,0.6555562066211367,0.2312136202523413,0.4808467741935484,2,False
reb,core,fanduel,8.5,201,0.6369074622370692,0.2219110716481115,0.4710743801652893,2,False
reb,core,fanduel,11.5,201,0.2411620568168881,0.0459183673469387,0.2142857142857143,2,False
reb,core,fanduel,10.5,201,0.3459319603096626,0.0855207864859859,0.2924393723252496,2,False
reb,core,fanduel,9.5,201,0.4936578201436253,0.1517962556923596,0.3896103896103896,2,False
reb,core,fanduel,8.5,201,0.6306268235786112,0.2187825182101976,0.4677419354838709,2,False
reb,core,fanduel,7.5,201,0.9030266814175578,0.3536193699517148,0.5946590367191226,2,False
reb,core,fanduel,6.5,201,1.229497907896182,0.5006420418354867,0.7075606276747504,2,False
reb,core,fanduel,5.5,201,1.5940256334392136,0.6350395178776109,0.7968936678614098,2,False
reb,core,bovada,9.5,201,0.4375353670664931,0.1255811500731534,0.35437430786268,2,False
reb,core,bovada,8.5,201,0.6147216529526526,0.2108725364295671,0.4592085979482169,2,False
reb,core,bovada,7.5,201,0.8758617418785105,0.3404688109124174,0.5834970530451867,2,False
reb,core,bovada,6.5,201,1.1954752638154955,0.4864223804574243,0.6974398758727697,2,False
reb,core,betmgm,8.5,201,0.6752148410992832,0.2410348043844881,0.4909529553679131,2,False
reb,core,betonlineag,8.5,201,0.6568015688870058,0.2318354181564376,0.4814929056138186,2,False
reb,core,draftkings,8.5,201,0.6229872536955158,0.214980726425858,0.4636601410794959,2,False
reb,core,fanatics,8.5,201,0.6533409301595255,0.2301077069751861,0.4796954314720812,2,False
reb,core,hardrockbet_fl,8.5,201,0.6931471805599453,0.25,0.5,2,False
reb,core,espnbet,9.5,201,0.5079847127643867,0.1586373376445997,0.3982930298719772,2,False
reb,core,espnbet,8.5,201,0.6533409301595255,0.2301077069751861,0.4796954314720812,2,False
reb,core,espnbet,7.5,201,0.9205672886414152,0.3620512779006453,0.6017069701280228,2,False
reb,core,fliff,8.5,201,0.674367285908349,0.2406111722557894,0.490521327014218,2,False
reb,core,betparx,8.5,201,0.6594712970241042,0.2331685866597426,0.4828753324200177,2,False
reb,core,hardrockbet_az,8.5,201,0.6931471805599453,0.25,0.5,2,False
reb,core,hardrockbet,8.5,201,0.6931471805599453,0.25,0.5,2,False
ast,core,betonlineag,2.5,201,0.4997478931875712,0.1546977987682863,0.3933164104995955,2,False
ast,core,betmgm,2.5,201,0.4922327906893748,0.1511187459120672,0.388739946380697,2,False
ast,core,bovada,1.5,201,0.4842676849956726,0.147342168899502,0.6161482461945731,2,False
ast,core,bovada,2.5,201,0.4700036292457356,0.140625,0.375,2,False
ast,core,draftkings,1.5,201,0.4749345503321429,0.142940130976219,0.6219257599674118,2,False
ast,core,fanatics,2.5,201,0.5089932824379293,0.1591208807842143,0.3988995873452545,2,False
ast,core,fanduel,1.5,201,0.4996523231678654,0.1546521903800025,0.6067415730337079,2,False
ast,core,fliff,2.5,201,0.5089932824379293,0.1591208807842143,0.3988995873452545,2,False
ast,core,betparx,1.5,201,0.4700036292457356,0.140625,0.625,2,False
ast,core,espnbet,3.5,201,0.2096417318803381,0.035768377401092,0.1891252955082742,2,False
ast,core,espnbet,2.5,201,0.4469309025004363,0.1298967371667652,0.3604118993135011,2,False
ast,core,espnbet,1.5,201,0.4808679978918433,0.1457357178420857,0.6182465221611129,2,False
ast,core,hardrockbet_fl,2.5,201,0.4996523231678655,0.1546521903800025,0.3932584269662921,2,False
