role_bucket,n,nll_mean,rps_mean,mean_error,abs_mean_error,outcome_prob_assigned_mean
core,84,3.473798791093662,0.07768175941938057,-1.498310187801088,5.084242458081398,0.1430419931896736
rotation,60,3.8955042359676284,0.07871891825746108,-3.330346347427409,4.368187431369711,0.19489085267056402
starter,24,2.8578099532711203,0.07155208953674914,-1.3010724338819066,2.0848256148553688,0.10349353263651917
