pmf_json,player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,role_bucket,mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status
"{""0"": 0.02085939884671014, ""1"": 0.01982022058549029, ""2"": 0.026939464573387126, ""3"": 0.03646679530376928, ""4"": 0.04453063946506159, ""5"": 0.04796938134919331, ""6"": 0.055411093768984294, ""7"": 0.06131873711511856, ""8"": 0.06700482851073619, ""9"": 0.07135908702612721, ""10"": 0.07052828041307466, ""11"": 0.06342289706124234, ""12"": 0.06617633554653961, ""13"": 0.056708249197127615, ""14"": 0.049971264312539156, ""15"": 0.0455332748508229, ""16"": 0.03843362128288545, ""17"": 0.03416739238302019, ""18"": 0.027753144647287866, ""19"": 0.022919168063910533, ""20"": 0.01698546725518476, ""21"": 0.012752561139047167, ""22"": 0.01125682670659435, ""23"": 0.008319434366813339, ""24"": 0.0068735001876001805, ""25"": 0.0049778628931081564, ""26"": 0.0027150200378277343, ""27"": 0.0026536515335190292, ""28"": 0.0019164759952708958, ""29"": 0.001077299175858994, ""30"": 0.001075059823586572, ""31"": 0.00036249925198375175, ""32"": 0.00031705813419850506, ""33"": 0.00044928196445779054, ""34"": 0.00024170135076523886, ""35"": 9.00188017845121e-05, ""36"": 9.665700154034757e-05, ""37"": 0.00016975181331347635, ""38"": 7.400720344000594e-05, ""39"": 0.00011003311311886948, ""40"": 5.501655655943317e-05, ""41"": 8.252483483913359e-05, ""44"": 2.7508278279709004e-05, ""45"": 2.7508278279706856e-05}",Deandre Ayton,22,LAL,OKC,False,21708301,,pts,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,10.656485695325705,10,9,0.02085939884671014,0.9791406011532899,0.9593203805677994,0.9323809159944125,0.8959141206906431,0.8513834812255816,0.8034140998763882,0.748003006107404,0.6866842689922854,0.6196794404815492,0.548320353455422,0.4777920730423473,0.41436917598110495,0.3481928404345654,0.29148459123743775,0.2415133269248986,0.19598005207407568,0.15754643079119027,0.12337903840817005,0.09562589376088218,0.07270672569697165,,,,,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,1.1102230246251565e-16,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.020055336218867702, ""1"": 0.028240932421663607, ""2"": 0.04471941860585643, ""3"": 0.06489826000684462, ""4"": 0.0856090004797756, ""5"": 0.09931727533900842, ""6"": 0.11041708211401889, ""7"": 0.11013470054589763, ""8"": 0.10371425735847659, ""9"": 0.08522573852685456, ""10"": 0.06799085687762671, ""11"": 0.05273517659730687, ""12"": 0.03869517684062906, ""13"": 0.029008584329013508, ""14"": 0.01905914650581398, ""15"": 0.013737471777331617, ""16"": 0.00882821652138445, ""17"": 0.006480529327525783, ""18"": 0.004472958679703148, ""19"": 0.0023328700858057717, ""20"": 0.0017971532902599733, ""21"": 0.0009064626806762793, ""22"": 0.0006600111462547354, ""23"": 0.0003039626208186998, ""24"": 0.0002064824374476209, ""25"": 0.00018171250974912957, ""26"": 0.00010449055745890651, ""27"": 6.113638590766327e-05, ""28"": 3.8904972850331156e-05, ""29"": 4.446282611465125e-05, ""30"": 2.2231413057326235e-05}",Deandre Ayton,22,LAL,OKC,False,21708301,,reb,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,7.225587337951348,7,6,0.020055336218867702,0.9799446637811327,0.951703731359469,0.9069843127536126,0.842086052746768,0.7564770522669925,0.6571597769279839,0.546742694813965,0.4366079942680674,0.3328937369095908,0.24766799838273618,0.1796771415051095,0.12694196490780263,0.08824678806717356,0.05923820373816006,0.040179057232346084,0.026441585455014467,0.017613368933630018,0.011132839606104235,0.006659880926401088,0.0043270108405953165,,,,,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.5087513960999748, ""1"": 0.27075561095174394, ""2"": 0.12696738020440543, ""3"": 0.05405263903820005, ""4"": 0.022684032840224296, ""5"": 0.009161102510224608, ""6"": 0.004576180379923507, ""7"": 0.0019036205446720585, ""8"": 0.0006316426006505348, ""9"": 0.000307555653728461, ""10"": 0.0001593772660875086, ""11"": 3.29746067767063e-05, ""12"": 1.0991535592235312e-05, ""14"": 5.495767796114986e-06}",Deandre Ayton,22,LAL,OKC,False,21708301,,ast,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,0.8741588326798524,0,0,0.5087513960999748,0.4912486039000254,0.22049299294828148,0.09352561274387607,0.03947297370567603,0.016788940865451737,0.007627838355227126,0.0030516579753036193,0.001148037430631561,0.0005163948299810262,0.0002088391762525652,4.9461910165056596e-05,1.6487303388350297e-05,5.495767796114986e-06,5.495767796114986e-06,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 1.0}",Deandre Ayton,22,LAL,OKC,False,21708301,,fg3m,,,,,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.33368915416262146, ""1"": 0.258088021612625, ""2"": 0.19584590906917237, ""3"": 0.11115713373149051, ""4"": 0.05786451486637689, ""5"": 0.024569534970675173, ""6"": 0.011037294266940055, ""7"": 0.0045889384237883975, ""8"": 0.0017730543014301359, ""9"": 0.0007216004607369395, ""10"": 0.0003432849947652456, ""11"": 0.00015503414029795174, ""12"": 0.00016652499907992841}",Deandre Ayton,22,LAL,OKC,False,21708301,,tov,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,1.4637186738704466,1,0,0.33368915416262146,0.6663108458373787,0.4082228242247536,0.21237691515558124,0.10121978142409072,0.04335526655771382,0.01878573158703865,0.007748437320098598,0.003159498896310201,0.001386444594880065,0.0006648441341431258,0.00032155913937788013,0.00016652499907992841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.123728230129827, ""1"": 0.0904229549748087, ""2"": 0.09723616060574918, ""3"": 0.09987562905317593, ""4"": 0.08970594078581309, ""5"": 0.08723788761398082, ""6"": 0.07877470777324948, ""7"": 0.0664210134545411, ""8"": 0.056622837621738656, ""9"": 0.04431261793641659, ""10"": 0.037400163394043985, ""11"": 0.029730381029013927, ""12"": 0.023461791146422394, ""13"": 0.017588773333443254, ""14"": 0.014213027052657751, ""15"": 0.009844516308627815, ""16"": 0.008689756269277881, ""17"": 0.006286060919428519, ""18"": 0.005346050563897531, ""19"": 0.00327041642199566, ""20"": 0.0031320629003920254, ""21"": 0.0021946487531967975, ""22"": 0.0010636821111410571, ""23"": 0.0011536466687290287, ""24"": 0.0005780570986254656, ""25"": 0.00032172487795874944, ""26"": 0.00017811413765728688, ""27"": 0.0003005468916775341, ""28"": 0.0002868621254559963, ""29"": 9.820076297859055e-05, ""30"": 0.00010069204210118371, ""31"": 0.00015961984940647794, ""32"": 0.00010967724690438416, ""33"": 2.1935449380876118e-05, ""34"": 6.580634814261681e-05, ""35"": 6.580634814261016e-05}",Alex Caruso,89,OKC,LAL,True,21708301,,pts,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation,phase8_role_aware_pmf_cal_v2,rotation,5.352023527214128,4,0,0.123728230129827,0.8762717698701729,0.7858488148953642,0.688612654289615,0.5887370252364391,0.49903108445062616,0.4117931968366453,0.3330184890633958,0.26659747560885466,0.20997463798711602,0.1656620200506994,0.1282618566566554,0.09853147562764147,0.07506968448121909,0.05748091114777583,0.04326788409511808,0.033423367786490264,0.02473361151721239,0.01844755059778387,0.01310150003388634,0.00983108361189068,,,,,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,2.220446049250313e-16,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.10113981676967321, ""1"": 0.1532053489781784, ""2"": 0.18282930466646904, ""3"": 0.16376051439687087, ""4"": 0.1334139454684323, ""5"": 0.09368437488798981, ""6"": 0.06392368066519437, ""7"": 0.0400975434268568, ""8"": 0.027424913550339068, ""9"": 0.01650100222532667, ""10"": 0.010668837021414716, ""11"": 0.005655604142112022, ""12"": 0.003446612435064236, ""13"": 0.0016922684085144215, ""14"": 0.0009669373684097296, ""15"": 0.0005155692965370616, ""16"": 0.00040267619515286124, ""17"": 0.00028808235347983145, ""18"": 0.0001723939828685178, ""19"": 6.812680506693493e-05, ""20"": 8.051349689732456e-05, ""21"": 1.2386691830349373e-05, ""22"": 3.716007549104381e-05, ""23"": 6.193345915173032e-06, ""24"": 6.193345915176389e-06}",Alex Caruso,89,OKC,LAL,True,21708301,,reb,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation,phase8_role_aware_pmf_cal_v2,rotation,3.3166026106445607,3,2,0.10113981676967321,0.8988601832303267,0.7456548342521482,0.5628255295856792,0.3990650151888084,0.2656510697203761,0.17196669483238627,0.10804301416719192,0.06794547074033513,0.040520557189996066,0.024019554964669402,0.013350717943254684,0.007695113801142661,0.004248501366078426,0.002556232957564004,0.0015892955891542743,0.0010737262926172125,0.0006710500974643513,0.00038296774398451983,0.00021057376111600212,0.00014244695604906718,,,,,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.374387876359286, ""1"": 0.2531171335534196, ""2"": 0.17828554386999412, ""3"": 0.0989637131917843, ""4"": 0.05241913084076969, ""5"": 0.02405727144339822, ""6"": 0.010362917130886017, ""7"": 0.004276969755054774, ""8"": 0.002250421761091433, ""9"": 0.001060041437747019, ""10"": 0.0003993085146302343, ""11"": 0.00023483584697040228, ""12"": 0.0001270749527906468, ""13"": 1.7328402653269414e-05, ""14"": 2.888067108877578e-05, ""15"": 5.776134217751727e-06, ""17"": 5.7761342177528365e-06}",Alex Caruso,89,OKC,LAL,True,21708301,,ast,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation,phase8_role_aware_pmf_cal_v2,rotation,1.3651178933691526,1,0,0.374387876359286,0.625612123640714,0.3724949900872944,0.19420944621730027,0.09524573302551599,0.04282660218474629,0.018769330741348077,0.00840641361046206,0.004129443855407285,0.0018790220943158524,0.0008189806565688332,0.00041967214193859884,0.00018483629496819656,5.7761342177549754e-05,4.0432939524280344e-05,1.1552268435504563e-05,5.7761342177528365e-06,5.7761342177528365e-06,0.0,0.0,0.0,,,,,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.21421064712707982, ""1"": 0.34567795859223693, ""2"": 0.277350231107099, ""3"": 0.11874825153169954, ""4"": 0.044012911641884755}",Alex Caruso,89,OKC,LAL,True,21708301,,fg3m,,,,,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:rotation,phase8_role_aware_pmf_cal_v2,rotation,1.4326748219690726,1,1,0.21421064712707982,0.7857893528729203,0.4401113942806833,0.1627611631735843,0.044012911641884755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.47602005001809833, ""1"": 0.304743711785619, ""2"": 0.14296831487426595, ""3"": 0.04879364850209696, ""4"": 0.017948573411069178, ""5"": 0.0058616091322723895, ""6"": 0.002151975376102076, ""7"": 0.0009459369285378859, ""8"": 0.00035396090241137507, ""9"": 0.00011528699366970768, ""10"": 5.356413301028087e-05, ""11"": 3.665162309741703e-05, ""12"": 6.716319749375568e-06}",Alex Caruso,89,OKC,LAL,True,21708301,,tov,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation,phase8_role_aware_pmf_cal_v2,rotation,0.8625857122859433,1,0,0.47602005001809833,0.5239799499819016,0.21923623819628257,0.07626792332201665,0.027474274819919684,0.009525701408850507,0.0036640922765781184,0.0015121169004760422,0.0005661799719381562,0.00021221906952678115,9.693207585707347e-05,4.3367942846792604e-05,6.716319749375568e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,2.220446049250313e-16,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
