bucket_dimension,bucket_value,n,thin_sample,mean_AE,variance_AE,std_residual_mean,std_residual_sd,pmf_nll_mean,pmf_rps_mean,brier_over_model_mean,brier_over_market_mean,logloss_over_model_mean,logloss_over_market_mean,coverage_10,coverage_25,coverage_50,coverage_75,coverage_90,sum_actual,sum_expected_mean,sum_expected_variance,sum_sq_residual
edge_bucket,0_to_5pct,10,True,1.004526872718667,0.6263466950227178,-0.1007209584562466,0.8500439848511778,2.065274115826152,0.0953818571925035,0.255316009,0.24678540599999996,0.7046179928391239,0.6867317756717383,0.1,0.5,0.7,0.9,0.9,61.0,60.72510517803139,207.2142868160745,129.78798370873778
edge_bucket,10_to_20pct,54,False,1.0590757784210711,0.8111085853449774,0.12607887767438747,0.9351638739877491,2.158646389126988,0.11484525872073494,0.2605673990740741,0.25342010259259257,0.7233013852633904,0.7011537472242367,0.18518518518518517,0.2777777777777778,0.5370370370370371,0.7407407407407407,0.9814814814814815,290.0,273.82365446252396,710.0494715221233,575.9272223712583
edge_bucket,5_to_10pct,29,True,1.2188083157408318,1.4770145703301842,0.24786266153212552,1.0232538300961556,1.9962550279426297,0.12606405639072135,0.2725770534482759,0.25718669965517243,0.7409267770370548,0.70778819279893,0.2413793103448276,0.27586206896551724,0.4827586206896552,0.8275862068965517,0.896551724137931,144.0,118.14819290305881,270.0961988361953,398.936021071859
edge_bucket,ge_20pct,15,True,1.2392613722843209,1.0082666242309188,0.17699553317978597,1.2060265258607539,2.4354960808593407,0.15969951401547844,0.3878304513333333,0.2537832393333334,1.024219747981231,0.700852584650681,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.6666666666666666,0.8666666666666667,145.0,117.00518005553795,354.707653825211,357.6398887112149
injury_context,fallback_used,40,False,1.053304543859776,1.2560609524221553,0.14200327051601616,1.1092275981260449,2.015829846608864,0.13795288411703394,0.28516648275,0.25453100675,0.7804349505522541,0.7035071466911482,0.325,0.375,0.575,0.725,0.9,172.0,163.29560239977278,385.51254731723,484.22725735397114
injury_context,latest_valid_report_selected,68,False,1.1515562994777755,0.8456699462237669,0.1465274878138565,0.9100881251588313,2.2207395489704513,0.11306908123127146,0.2785195830882353,0.25347738544117643,0.7608416097693708,0.7004114794133741,0.14705882352941177,0.2647058823529412,0.5,0.7941176470588235,0.9558823529411765,468.0,406.4065301993793,1156.5550636823743,978.0638585090988
line_bucket,10_to_15,9,True,1.3081483022066207,0.9204266173918609,0.5537186218333563,0.8368104374697212,3.3213157757860583,0.11364147631916739,0.2821561911111111,0.25396671000000004,0.7617712909561003,0.70108685335799,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.8888888888888888,136.0,103.96374766575887,373.99168324491234,344.23189994180296
line_bucket,15_to_20,5,True,0.9502913244819055,2.0105798901453498,-0.11059466564135834,1.6048879299773624,3.7509331864474063,0.15876481638414583,0.15339757,0.250577828,0.49034590538045536,0.6943089093523835,0.2,0.4,0.8,0.8,0.8,70.0,73.6616216486704,245.85087169644456,494.302818607576
line_bucket,1_to_1p5,15,True,1.10898555546314,1.0089718299773491,0.11187653755212021,1.0909436734847746,1.52124667172356,0.1686235999666667,0.2703134826666666,0.25660479733333336,0.744327677208614,0.7074497801894437,0.3333333333333333,0.4,0.6,0.8,0.9333333333333333,20.0,18.0345,17.631014228018,17.78919669
line_bucket,2_to_2p5,6,True,1.4405877598060006,1.2501352835317248,0.6295185070670282,0.9574744199025138,1.8772889828781902,0.158604294,0.3160000166666667,0.2787027033333333,0.8323279639795498,0.750858852554889,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334,18.0,12.494900000000001,11.195517088727001,13.99591093
line_bucket,3_to_5,10,True,1.1234348426272625,0.7784528000276741,0.2117352438207149,0.9665981412427902,2.1207753726875977,0.09791020227774276,0.320699245,0.27131436,0.854735372314704,0.7364136918345923,0.0,0.3,0.4,0.8,0.9,35.0,31.154454777411985,44.32643461635905,34.506037142348326
line_bucket,4_to_7,6,True,1.1740559946344213,1.1420374161041544,0.2644289941906796,1.118104779062427,2.594692690342025,0.1111022623164426,0.23881557833333333,0.26894321,0.6700063863042452,0.7311763861345081,0.16666666666666666,0.16666666666666666,0.5,0.6666666666666666,0.8333333333333334,34.0,28.959436479507055,55.1638228783843,62.99914974245724
