bucket_dimension,bucket_value,n,thin_sample,mean_AE,variance_AE,std_residual_mean,std_residual_sd,pmf_nll_mean,pmf_rps_mean,brier_over_model_mean,brier_over_market_mean,logloss_over_model_mean,logloss_over_market_mean,coverage_10,coverage_25,coverage_50,coverage_75,coverage_90,sum_actual,sum_expected_mean,sum_expected_variance,sum_sq_residual
edge_bucket,0_to_5pct,56,False,0.8729860825819916,0.5244745097446621,-0.20715337818782645,0.9703717725289501,2.7225370805396403,0.10675433559329237,0.24236256839285714,0.24349087821428572,0.6781990110394717,0.6802777188600668,0.19642857142857142,0.35714285714285715,0.6428571428571429,0.8392857142857143,0.9642857142857143,338.0,387.17684822684987,1247.657028569447,654.3643083884426
edge_bucket,10_to_20pct,834,False,1.1193000501012533,0.8276119060559344,0.1404075296705549,0.989031592343972,2.535127525922587,0.11123267696981286,0.27261865207434055,0.2510266962709832,0.7457125016301058,0.6952905140878956,0.21103117505995203,0.29256594724220625,0.49640287769784175,0.7721822541966427,0.907673860911271,4939.0,4412.57909311557,13084.341773073706,10828.757034300814
edge_bucket,5_to_10pct,347,False,1.0575837868070983,0.8120796628794674,0.03063061403313555,0.9292454747349712,2.543690258531064,0.10706920813327467,0.2514410506051873,0.24511641158501443,0.6961346874538351,0.6832674029087337,0.18155619596541786,0.3256484149855908,0.5446685878962536,0.7809798270893372,0.9250720461095101,2544.0,2405.483169972255,7605.544715203641,6176.308188337288
edge_bucket,ge_20pct,459,False,1.21752841302464,1.0248000905413055,0.3343445875291509,1.0472162603382669,2.510759973608984,0.1245177739269358,0.2880244398257081,0.24105432422657952,0.7921894503515989,0.6827541971376423,0.2047930283224401,0.2701525054466231,0.42919389978213507,0.6949891067538126,0.8823529411764706,2609.0,2142.865802629281,5808.7189959822645,5952.775753011626
injury_context,fresh,368,False,1.0722535822658483,0.8066990163623247,0.08499199802715192,0.959990383403925,2.5754001648477156,0.11591858321625123,0.26381716752717393,0.2512149314673913,0.7251884039347665,0.6969528136277986,0.1331521739130435,0.31521739130434784,0.5380434782608695,0.75,0.9184782608695652,2738.0,2553.5004454955097,7913.267544287684,6383.625144188783
injury_context,latest_valid_report_selected,29,True,1.0554329798203905,0.8619202176940041,0.04561415378533765,1.0234941499706485,2.4491419226893516,0.11667603050671894,0.28124529896551725,0.2515047482758621,0.7615928758105548,0.6963585990560087,0.2413793103448276,0.3448275862068966,0.4827586206896552,0.7586206896551724,0.8275862068965517,196.0,185.70577549448427,559.0113616558042,481.8231945317924
injury_context,unavailable,1278,False,1.1315272946111168,0.8682481287748611,0.17692935058065606,1.0091207206815203,2.5187818357142677,0.11285755389324229,0.2731765705399061,0.24539640030516433,0.7510510153729423,0.6862638639612495,0.22535211267605634,0.2918622848200313,0.4812206572769953,0.7574334898278561,0.9061032863849765,7349.0,6494.761580210669,18919.048732148505,16426.42865988835
injury_context,very_stale,21,True,1.2879246413970598,0.9024987630943376,0.5179382636313177,1.0446713721118004,3.0515342029368986,0.13235102175805627,0.2870968395238095,0.2539881638095238,0.7751591210696657,0.7013120652783836,0.0,0.09523809523809523,0.42857142857142855,0.7142857142857143,0.8095238095238095,147.0,114.1371127432919,354.9348747370678,320.32828542924733
line_bucket,10_to_15,111,False,1.0924168250074273,1.001221837879579,0.18353542373616383,0.99842109131718,3.2673339443067433,0.12262485460707184,0.24216590198198196,0.25127595936936936,0.6775812979949113,0.6957009469998106,0.09009009009009009,0.18018018018018017,0.46846846846846846,0.7207207207207207,0.8828828828828829,1347.0,1233.0458202077232,4907.9932441640585,4913.990016222496
line_bucket,15_to_20,112,False,1.1966719575306923,0.9458288855451756,0.4536878379402308,1.002881246379967,3.91203867888181,0.130828789690979,0.2718996067857143,0.2507393580357143,0.7413795816974422,0.6946292337111293,0.026785714285714284,0.13392857142857142,0.33035714285714285,0.6428571428571429,0.8482142857142857,2076.0,1734.8112713226628,6308.373074225963,5966.641474398336
line_bucket,1_to_1p5,251,False,1.1035234660043918,0.6533570708521782,0.08661421330580793,0.9920336114542228,1.961672869335116,0.13388665715300704,0.2725935312350598,0.23516666792828686,0.7675147617248527,0.6752857588606501,0.28286852589641437,0.36254980079681276,0.5617529880478087,0.7689243027888446,0.8804780876494024,366.0,331.6649,652.573675484817,426.36362512999995
line_bucket,20_to_25,47,False,1.081950384880058,0.6676789481271705,0.19606745314443516,1.0085806596727938,4.416126478600853,0.12651896975219942,0.2605214646808511,0.24899855063829782,0.720321210574332,0.6911436155658539,0.0425531914893617,0.1276595744680851,0.46808510638297873,0.7659574468085106,0.8936170212765957,970.0,896.5290955624841,2967.855493975651,1981.5746344111067
line_bucket,2_to_2p5,65,False,1.11399311911605,0.7192660668714012,0.22847795551301817,1.263329570915582,2.5256064600585684,0.17856483950909643,0.25728329092307695,0.25127210707692305,0.7201409693938307,0.7035339692301106,0.2,0.35384615384615387,0.5538461538461539,0.8,0.9076923076923077,155.0,139.1391,216.859155289315,155.97943169
line_bucket,3_to_5,114,False,0.9932241516105144,0.8691650070085392,-0.012771836199632755,1.0519002812214513,2.429350883314126,0.11139665492093151,0.23530704771929825,0.2468303712280702,0.6651361577243079,0.6868258343944416,0.11403508771929824,0.3157894736842105,0.5964912280701754,0.7894736842105263,0.9649122807017544,381.0,383.59921008989556,650.2317878187412,565.1587164166511
line_bucket,4_to_7,167,False,1.2136259076616347,1.1010441553792296,0.37801425337698347,1.1240518751872612,2.918684294856668,0.1281038151598806,0.29686334341317366,0.24931952838323354,0.7942179660847967,0.6917890401289776,0.09580838323353294,0.19161676646706588,0.38922155688622756,0.6946107784431138,0.874251497005988,943.0,777.0104395817771,1469.7579953257043,1618.26845057526
line_bucket,5_to_8,85,False,1.074467585044317,0.6938842706440339,0.08820898312156597,0.8825481493075192,2.504705044904835,0.09992584237175334,0.24724313764705882,0.2506361554117647,0.6889766614694365,0.6944454873636332,0.10588235294117647,0.23529411764705882,0.47058823529411764,0.788235294117647,0.9647058823529412,493.0,458.83189671065406,761.9506448321249,528.7055674560903
line_bucket,7_to_10,85,False,1.1573161883857788,1.0858361773187721,0.3473345193488819,1.1525483643748755,3.1176831572267334,0.12561025354391578,0.26232511964705885,0.24435289270588234,0.7209547922433974,0.6818000405589946,0.07058823529411765,0.21176470588235294,0.4235294117647059,0.7058823529411765,0.8823529411764706,660.0,570.2849460012877,1152.8267746320855,1251.7810180772333
line_bucket,ge_10,30,False,1.127716537028714,0.7029000662176551,0.23284495453967077,0.8327835842800054,2.701932048223537,0.10375720966967653,0.24920119666666674,0.250457706,0.6945294073037311,0.6940537729068956,0.03333333333333333,0.16666666666666666,0.4,0.7666666666666667,0.9,320.0,283.7592510996867,542.9058533771738,381.608560288768
line_bucket,ge_25,56,False,1.0437116883833637,0.6015298442256347,0.08371463208050933,0.8095795513386803,3.667559101110355,0.09744967336748635,0.22385015553571433,0.24912927285714287,0.6385147703239199,0.691408308457987,0.05357142857142857,0.19642857142857142,0.5178571428571429,0.7142857142857143,0.9642857142857143,1362.0,1304.9580790933198,5247.348360432732,3156.436641848741
line_bucket,ge_3,13,True,1.1503538645353748,2.360940866651171,0.2227775153465029,1.4760367861060426,2.6838257238110774,0.18047388799450553,0.1804711715384615,0.2124536076923077,0.5376412616328247,0.6171992850735684,0.3076923076923077,0.46153846153846156,0.6923076923076923,0.7692307692307693,0.8461538461538461,44.0,38.2491,49.697242784580006,117.33225144999999
line_bucket,ge_8,17,True,1.157545322895987,1.0413270940298043,0.4014713404381387,1.4316272083082355,3.2606475534957404,0.13453355980028833,0.23288382235294117,0.25508495882352944,0.6580186702599911,0.7033667522118607,0.17647058823529413,0.23529411764705882,0.35294117647058826,0.7647058823529411,0.8823529411764706,141.0,121.80948530571685,213.5793704240329,222.4059851483733
line_bucket,le_half,309,False,1.007394638040396,0.41403927379362654,0.004339394808975275,0.6650434704737759,1.253136926886333,0.05935335474559512,0.2979467394498382,0.24568854100323628,0.8044475203799587,0.6845458424410432,0.49838187702265374,0.5080906148867314,0.5533980582524272,0.8284789644012945,0.9385113268608414,223.0,221.36310000000003,576.065908686925,238.51391049
line_bucket,lt_10,28,True,1.1384886424964784,1.068588824761779,0.1681245182975928,1.07990394529377,3.8162909336535504,0.1218094151240932,0.2733960096428571,0.24756804999999998,0.7424471872679067,0.6882712637716387,0.07142857142857142,0.17857142857142858,0.39285714285714285,0.7142857142857143,0.8928571428571429,268.0,235.39980110151075,957.7579839010248,1023.4494784230069
line_bucket,lt_3,52,False,1.1288029560499788,0.9218177447736945,0.13846491573922928,0.9928110250274177,2.2291917203379303,0.11579489693507689,0.2799801017307692,0.25022070153846154,0.7572903996837774,0.6936616122260872,0.15384615384615385,0.2692307692307692,0.5192307692307693,0.7307692307692307,0.8653846153846154,149.0,131.99823689459126,210.2983821135101,193.85678032943252
line_bucket,lt_4,154,False,1.0954364384217679,1.0115686121524936,0.12508955934160237,1.139695505777508,2.648755916992365,0.1259200685514642,0.2945232298701299,0.25571848097402594,0.7902999873234929,0.7046661715375985,0.16883116883116883,0.24675324675324675,0.4805194805194805,0.7467532467532467,0.922077922077922,532.0,485.6511809726453,860.18756536062,870.1387416826749
lineup_confirmed,projected,418,False,1.0797859351783128,0.8140481020043696,0.10401093126800089,0.9710539377965265,2.590561231300539,0.11679668651960402,0.2661958491626794,0.25137436344497605,0.7302245636099595,0.6971305936806226,0.1339712918660287,0.3062200956937799,0.5287081339712919,0.7488038277511961,0.9066985645933014,3081.0,2853.3433337332854,8827.213780680557,7185.776624149823
lineup_confirmed,unavailable,1278,False,1.1315272946111168,0.8682481287748611,0.17692935058065606,1.0091207206815203,2.5187818357142677,0.11285755389324229,0.2731765705399061,0.24539640030516433,0.7510510153729423,0.6862638639612495,0.22535211267605634,0.2918622848200313,0.4812206572769953,0.7574334898278561,0.9061032863849765,7349.0,6494.761580210669,18919.048732148505,16426.42865988835
low_line_discrete,no,1136,False,1.1189214257350963,0.8653614168266658,0.21699932990877788,1.070427513095373,3.012551567003054,0.12421411204134199,0.263999122596831,0.24977684039612674,0.7252258593708082,0.6931552953456614,0.10475352112676056,0.2227112676056338,0.4612676056338028,0.7323943661971831,0.903169014084507,9841.0,8795.076913943954,26517.622928657318,22947.327748418174
low_line_discrete,yes,560,False,1.0650455311485132,0.5411493689324777,0.04121614381380564,0.8279479709250663,1.5707128582339123,0.09276024564606009,0.2865830693392857,0.24097248717857148,0.7878937303399023,0.6803953406934027,0.4017857142857143,0.44285714285714284,0.5571428571428572,0.8017857142857143,0.9125,589.0,553.028,1228.6395841717422,664.87753562
minutes_volatility_bucket,unavailable,1696,False,1.115734161738199,0.85100489743873,0.15895771185855118,1.0000836841829075,2.536472748069847,0.11382840143912626,0.27145608614386796,0.2468697426356132,0.7459180809172072,0.6889421027718025,0.2028301886792453,0.2954009433962264,0.49292452830188677,0.7553066037735849,0.90625,10430.0,9348.104913943956,27746.26251282906,23612.205284038173
overall,ALL,1696,False,1.115734161738199,0.85100489743873,0.15895771185855118,1.0000836841829075,2.536472748069847,0.11382840143912626,0.27145608614386796,0.2468697426356132,0.7459180809172072,0.6889421027718025,0.2028301886792453,0.2954009433962264,0.49292452830188677,0.7553066037735849,0.90625,10430.0,9348.104913943956,27746.26251282906,23612.205284038173
p0_bucket,20_to_50pct,294,False,1.043898790136272,0.6649843315653386,0.042484251706345955,0.9339956410246133,1.8665622162796212,0.1195604076027395,0.2668586612585034,0.24211539581632652,0.7374985926113592,0.6788305944763767,0.2925170068027211,0.3673469387755102,0.6156462585034014,0.7857142857142857,0.8945578231292517,454.0,434.9080622468527,928.618601913907,617.5168202728588
