bucket_dimension,bucket_value,n,thin_sample,mean_AE,variance_AE,std_residual_mean,std_residual_sd,pmf_nll_mean,pmf_rps_mean,brier_over_model_mean,brier_over_market_mean,logloss_over_model_mean,logloss_over_market_mean,coverage_10,coverage_25,coverage_50,coverage_75,coverage_90,sum_actual,sum_expected_mean,sum_expected_variance,sum_sq_residual
edge_bucket,0_to_5pct,23,True,0.7066803830211922,0.6612737875261538,-0.5770813926040711,1.0343897205959482,3.4968830271749924,0.11224341954048614,0.24815351869565222,0.25397542434782605,0.6914583105074775,0.7023179552071351,0.30434782608695654,0.5217391304347826,0.7391304347826086,0.9130434782608695,1.0,142.0,200.93949600372827,631.7282397814016,417.74532580747774
edge_bucket,10_to_20pct,499,False,1.1163526683260045,0.8468256676263135,0.15019439263621578,1.0312555700032604,2.7117944741826943,0.117261646692038,0.27285473741482963,0.25066657460921843,0.7476031489336612,0.6946692359863261,0.19438877755511022,0.25851703406813625,0.48096192384769537,0.7875751503006012,0.9098196392785571,3026.0,2710.6129504196497,7963.437362181903,6743.643160830019
edge_bucket,5_to_10pct,138,False,1.1434978167372358,1.0210436756883796,0.1577647177554357,1.0495178040659459,2.883683013252638,0.12030152733419906,0.24578787652173914,0.24222661079710148,0.6840325864898851,0.6773311079589249,0.15217391304347827,0.2608695652173913,0.5,0.7463768115942029,0.8913043478260869,1241.0,1085.2666107758466,3494.406012670822,3567.9411595249903
edge_bucket,ge_20pct,341,False,1.2511711547243058,0.9882164060997464,0.3735565220889658,1.052769278215081,2.591471525988142,0.1304953521040086,0.30130363255131964,0.24148382926686218,0.8188377846063944,0.6803166681330395,0.20527859237536658,0.25513196480938416,0.41348973607038125,0.6744868035190615,0.8797653958944281,1926.0,1539.3577391291376,4051.431655135118,4003.6912297963736
injury_context,unavailable,980,False,1.1412679288817884,0.9130007694040676,0.204032379022355,1.0515656064469174,2.7052771226238113,0.12185338237900546,0.27805742543877554,0.2462893491020408,0.7615299514321333,0.6872708011099927,0.1989795918367347,0.2673469387755102,0.4673469387755102,0.746938775510204,0.9010204081632653,6188.0,5422.03968358507,15786.068395032178,14412.692590529614
injury_context,very_stale,21,True,1.2879246413970598,0.9024987630943376,0.5179382636313177,1.0446713721118004,3.0515342029368986,0.13235102175805627,0.2870968395238095,0.2539881638095238,0.7751591210696657,0.7013120652783836,0.0,0.09523809523809523,0.42857142857142855,0.7142857142857143,0.8095238095238095,147.0,114.1371127432919,354.9348747370678,320.32828542924733
line_bucket,10_to_15,67,False,1.062556870127647,1.1725135559039506,0.13177689871550088,1.072654695285179,3.26973630683982,0.13219687110779274,0.22671983104477614,0.2539273146268657,0.6452993565685342,0.7010063014456946,0.11940298507462686,0.22388059701492538,0.5074626865671642,0.746268656716418,0.8805970149253731,770.0,724.6670946727758,2819.836219455549,3306.296192740578
line_bucket,15_to_20,77,False,1.2584800329507355,1.04981922915498,0.5930447513967648,1.0239208741014805,4.137043589106862,0.14424746689423412,0.2825640844155844,0.25034071090909094,0.7635613602099522,0.6938297755376615,0.012987012987012988,0.09090909090909091,0.2727272727272727,0.6103896103896104,0.8181818181818182,1478.0,1174.43261815967,4063.6358072160674,4266.083010698147
line_bucket,1_to_1p5,127,False,1.2201256794697217,0.8655114481900026,0.18190505277802005,1.1461454811446772,2.1636180994225853,0.15547514407742788,0.2874895294488189,0.23294930582677165,0.8014594103218402,0.6666930986408536,0.2677165354330709,0.31496062992125984,0.5433070866141733,0.7480314960629921,0.8818897637795275,187.0,153.2629,250.486138228881,216.79862024999997
line_bucket,20_to_25,33,False,1.0680849002970731,0.7798392866378014,0.1755954025063461,1.123233567964111,4.865516098949563,0.14612239642810376,0.26489304272727277,0.2487577036363636,0.7319284399680539,0.6906611397425101,0.06060606060606061,0.15151515151515152,0.48484848484848486,0.7272727272727273,0.8787878787878788,674.0,631.0359783314381,1898.5407777350513,1480.556685761679
