bucket_dimension,bucket_value,n,thin_sample,mean_AE,variance_AE,std_residual_mean,std_residual_sd,pmf_nll_mean,pmf_rps_mean,brier_over_model_mean,brier_over_market_mean,logloss_over_model_mean,logloss_over_market_mean,coverage_10,coverage_25,coverage_50,coverage_75,coverage_90,sum_actual,sum_expected_mean,sum_expected_variance,sum_sq_residual
edge_bucket,0_to_5pct,70,False,0.8801583853991309,0.5039409036300858,-0.15139032579298226,0.8428156998097651,2.2319102798897985,0.10216115522642204,0.25597355485714285,0.255175575,0.7079899859927034,0.7049303897898548,0.2,0.37142857142857144,0.6428571428571429,0.8714285714285714,0.9571428571428572,415.0,471.50604582584003,1616.0696655483366,814.4036075855993
edge_bucket,10_to_20pct,712,False,1.0887519331552007,0.6813027403409581,0.1376552915893231,0.9266376199645817,2.313978049451319,0.10138802494311226,0.26507413933988766,0.25079811693820225,0.729275883759015,0.6955752771869866,0.20224719101123595,0.30196629213483145,0.5210674157303371,0.7654494382022472,0.9171348314606742,4034.0,3705.1598965335265,11616.130151586098,7914.101304432837
edge_bucket,5_to_10pct,388,False,1.0293571444414529,0.7870125248196711,0.011210482738772632,0.89354560942966,2.291140674319878,0.10442981383667764,0.25050664355670105,0.24456540701030927,0.6943931928204086,0.6821566532325333,0.211340206185567,0.3427835051546392,0.5592783505154639,0.8041237113402062,0.9381443298969072,2364.0,2296.578998616411,7226.400846774801,5687.267975779245
edge_bucket,ge_20pct,270,False,1.234951927834881,1.0200685872088593,0.29103011547741375,0.9662346853414913,2.241351212208489,0.10733683524831397,0.2707754295185185,0.2446052515555556,0.752339691969686,0.6898308613760878,0.21481481481481482,0.28888888888888886,0.44074074074074077,0.7111111111111111,0.8962962962962963,1708.0,1383.049786394898,4158.63299024267,4242.090879076994
injury_context,fallback_used,130,False,1.0990414006064224,0.9022772374427019,0.26103873552951135,1.1252907132281054,2.324997539016035,0.14438758245051037,0.29556497353846156,0.25785243546153847,0.7969958837849032,0.7100632312415593,0.23076923076923078,0.2923076923076923,0.5076923076923077,0.7230769230769231,0.9,623.0,566.8576267065507,1491.677834488401,1345.9069556567065
injury_context,fresh,368,False,1.0722535822658483,0.8066990163623247,0.08499199802715192,0.959990383403925,2.5754001648477156,0.11591858321625123,0.26381716752717393,0.2512149314673913,0.7251884039347665,0.6969528136277986,0.1331521739130435,0.31521739130434784,0.5380434782608695,0.75,0.9184782608695652,2738.0,2553.5004454955097,7913.267544287684,6383.625144188783
injury_context,latest_valid_report_selected,157,False,0.9972661729651703,0.8483410214803397,0.012104563313442205,0.9514006378926422,2.2978257414162377,0.11263180621839158,0.27170387229299364,0.25092889464968154,0.746378837960805,0.698491288134709,0.19745222929936307,0.3375796178343949,0.5605095541401274,0.8152866242038217,0.9299363057324841,986.0,988.7029428345368,3036.7555086047732,2576.204270155822
injury_context,unavailable,727,False,1.1068912974273233,0.6851809293694451,0.1245622726844719,0.8647110082265267,2.1234888568411727,0.08773065839838855,0.25407779696011,0.24454839623108665,0.7073945926738464,0.6842426200912376,0.25034387895460797,0.3204951856946355,0.5103163686382394,0.781292984869326,0.9243466299862448,3785.0,3419.486636851544,11201.167409613328,7674.8262957416
injury_context,unknown,37,False,1.1329059604556626,0.576291974375418,0.04851513991154742,0.7758813610577501,2.1432243354170026,0.08562405081187145,0.21750312270270267,0.24003140540540543,0.6255545509679625,0.6730787237144124,0.16216216216216217,0.2702702702702703,0.5405405405405406,0.7837837837837838,0.972972972972973,242.0,213.60996273924266,619.4304824206499,356.972815702514
injury_context,very_stale,21,True,1.2879246413970598,0.9024987630943376,0.5179382636313177,1.0446713721118004,3.0515342029368986,0.13235102175805627,0.2870968395238095,0.2539881638095238,0.7751591210696657,0.7013120652783836,0.0,0.09523809523809523,0.42857142857142855,0.7142857142857143,0.8095238095238095,147.0,114.1371127432919,354.9348747370678,320.32828542924733
line_bucket,10_to_15,100,False,1.033963150259865,0.8478309340236747,0.07750165623152816,0.9268997711732513,3.238394290046309,0.1080173360712514,0.2403510763,0.24956459760000002,0.6743281285177382,0.6922786999483371,0.1,0.19,0.49,0.75,0.91,1173.0,1134.469830675485,4660.6244316120665,3951.4215649872162
line_bucket,15_to_20,80,False,1.1030486345976847,0.7828255747991121,0.21117670779422273,0.8961186456540056,3.4211766185533308,0.10452806384671971,0.26048451362499997,0.24982710812500003,0.7178236064045949,0.6928052788335034,0.05,0.2,0.4375,0.7125,0.9,1375.0,1246.5452173842764,5047.708648483539,3951.4754241675755
line_bucket,1_to_1p5,221,False,1.0931645205792475,0.6468160317953325,0.09316012591183484,0.9504430275878799,1.8898680706643536,0.12568397755788982,0.264759684479638,0.24228465113122172,0.7463669850339931,0.6891455632380872,0.2850678733031674,0.37104072398190047,0.5746606334841629,0.7782805429864253,0.8778280542986425,321.0,293.64290000000005,575.6081539855961,372.31258203
