game_id,snapshot_type,snapshot_dir,matched_rows,mean_nll,median_p_realized,present
21713531,close_lock,deliveries/2026-05-24/derek_game_snapshots/21713531/close_lock,67,2.069729708264571,0.1668575816166253,True
