player_name,projected_minutes,stat,pmf_mean,market_line,p_over
Alex Caruso,20.1287,ast,1.998,1.5,0.6715
Alex Caruso,20.1287,blk,0.3122,0.5,0.235
Alex Caruso,20.1287,fg3m,1.0028,1.5,0.2506
Alex Caruso,20.1287,pa,10.978,11.5,0.4407
Alex Caruso,20.1287,pr,12.4495,12.5,0.4734
Alex Caruso,20.1287,pra,14.4475,13.5,0.5399
Alex Caruso,20.1287,pts,8.98,8.5,0.5142
Alex Caruso,20.1287,ra,5.4676,5.5,0.4862
Alex Caruso,20.1287,reb,3.4696,2.5,0.7203
Alex Caruso,20.1287,stl,0.9192,1.5,0.257
Cason Wallace,22.458,ast,2.0293,2.5,0.3447
Cason Wallace,22.458,blk,0.3312,0.5,0.2528
Cason Wallace,22.458,fg3m,1.377,1.5,0.2617
Cason Wallace,22.458,pa,10.7402,10.5,0.4869
Cason Wallace,22.458,pr,12.4582,11.5,0.537
Cason Wallace,22.458,pra,14.4875,14.5,0.4734
Cason Wallace,22.458,pts,8.711,8.5,0.4833
Cason Wallace,22.458,ra,5.7765,5.5,0.5456
Cason Wallace,22.458,reb,3.7472,3.5,0.5536
Cason Wallace,22.458,stl,1.4928,1.5,0.4007
Chet Holmgren,26.8848,ast,1.5999,1.5,0.5116
Chet Holmgren,26.8848,blk,0.5623,1.5,0.1606
Chet Holmgren,26.8848,fg3m,1.0023,1.5,0.2545
Chet Holmgren,26.8848,pa,16.1151,14.5,0.5838
Chet Holmgren,26.8848,pr,22.7499,21.5,0.5585
Chet Holmgren,26.8848,pra,24.3498,22.5,0.5919
Chet Holmgren,26.8848,pts,14.5152,13.5,0.5486
Chet Holmgren,26.8848,ra,9.8345,8.5,0.6955
Chet Holmgren,26.8848,reb,8.2347,7.5,0.6213
Chet Holmgren,26.8848,stl,0.4685,0.5,0.3426
De'Aaron Fox,29.717,ast,5.5287,5.5,0.5072
De'Aaron Fox,29.717,blk,0.3802,0.5,0.2403
De'Aaron Fox,29.717,fg3m,1.812,1.5,0.5093
De'Aaron Fox,29.717,pa,24.4494,19.5,0.7759
De'Aaron Fox,29.717,pr,23.8359,18.5,0.7945
De'Aaron Fox,29.717,pra,29.3646,23.5,0.8052
De'Aaron Fox,29.717,pts,18.9207,14.5,0.7633
De'Aaron Fox,29.717,ra,10.4438,8.5,0.7797
De'Aaron Fox,29.717,reb,4.9152,3.5,0.8085
De'Aaron Fox,29.717,stl,0.7257,0.5,0.4699
Devin Vassell,30.3946,ast,2.5989,2.5,0.5342
Devin Vassell,30.3946,blk,0.6694,0.5,0.5159
Devin Vassell,30.3946,fg3m,2.1768,2.5,0.3638
Devin Vassell,30.3946,pa,16.481,15.5,0.5505
Devin Vassell,30.3946,pr,19.4051,18.5,0.5432
Devin Vassell,30.3946,pra,22.004,20.5,0.5822
Devin Vassell,30.3946,pts,13.882,13.5,0.5167
Devin Vassell,30.3946,ra,8.122,6.5,0.7657
Devin Vassell,30.3946,reb,5.5231,4.5,0.717
Devin Vassell,30.3946,stl,0.7537,0.5,0.4843
Dylan Harper,21.693,ast,2.2578,2.5,0.417
Dylan Harper,21.693,blk,0.4,0.5,0.2491
Dylan Harper,21.693,fg3m,1.1347,0.5,0.3807
Dylan Harper,21.693,pa,14.6073,11.5,0.6608
Dylan Harper,21.693,pr,17.2978,12.5,0.7447
Dylan Harper,21.693,pra,19.5556,15.5,0.703
Dylan Harper,21.693,pts,12.3496,9.5,0.652
Dylan Harper,21.693,ra,7.206,5.5,0.7318
Dylan Harper,21.693,reb,4.9483,3.5,0.7469
Dylan Harper,21.693,stl,0.8309,0.5,0.6157
Isaiah Hartenstein,20.7473,ast,2.6271,2.5,0.534
Isaiah Hartenstein,20.7473,blk,0.3711,0.5,0.2549
Isaiah Hartenstein,20.7473,pa,11.5842,9.5,0.6216
Isaiah Hartenstein,20.7473,pr,16.7832,14.5,0.6303
Isaiah Hartenstein,20.7473,pra,19.4103,17.5,0.6023
Isaiah Hartenstein,20.7473,pts,8.9571,7.5,0.5805
Isaiah Hartenstein,20.7473,ra,10.4532,9.5,0.6172
Isaiah Hartenstein,20.7473,reb,7.8261,7.5,0.551
Isaiah Hartenstein,20.7473,stl,0.4674,0.5,0.3353
Jalen Williams,23.1237,ast,4.4639,3.5,0.6992
Jalen Williams,23.1237,blk,0.2134,0.5,0.1854
Jalen Williams,23.1237,fg3m,0.7277,0.5,0.571
Jalen Williams,23.1237,pa,21.7101,16.5,0.736
Jalen Williams,23.1237,pr,22.1122,16.5,0.7535
Jalen Williams,23.1237,pra,26.576,20.5,0.7654
Jalen Williams,23.1237,pts,17.2463,13.5,0.6693
Jalen Williams,23.1237,ra,9.3297,7.5,0.7435
Jalen Williams,23.1237,reb,4.8659,3.5,0.7618
Jalen Williams,23.1237,stl,0.6871,0.5,0.448
Jared McCain,19.9079,ast,1.4901,1.5,0.4709
Jared McCain,19.9079,blk,0.2088,0.5,0.1503
Jared McCain,19.9079,fg3m,0.9659,2.5,0.1424
Jared McCain,19.9079,pr,14.1903,14.5,0.4456
Jared McCain,19.9079,pra,15.6804,15.5,0.4739
Jared McCain,19.9079,pts,11.2672,11.5,0.448
Jared McCain,19.9079,reb,2.9231,2.5,0.5863
Jared McCain,19.9079,stl,0.4182,0.5,0.2875
Jaylin Williams,16.6919,ast,1.312,1.5,0.4662
Jaylin Williams,16.6919,fg3m,0.8193,1.5,0.2445
Jaylin Williams,16.6919,pr,9.4066,9.5,0.43
Jaylin Williams,16.6919,pra,10.7186,11.5,0.3925
Jaylin Williams,16.6919,pts,6.0714,5.5,0.4649
Jaylin Williams,16.6919,reb,3.3352,4.5,0.2976
Jaylin Williams,16.6919,stl,0.2729,0.5,0.2161
Julian Champagnie,28.4283,ast,1.9907,1.5,0.6374
Julian Champagnie,28.4283,blk,0.5934,0.5,0.3489
Julian Champagnie,28.4283,fg3m,2.0037,2.5,0.3137
Julian Champagnie,28.4283,pa,12.5642,10.5,0.6398
Julian Champagnie,28.4283,pr,16.4257,14.5,0.6212
Julian Champagnie,28.4283,pra,18.4164,16.5,0.6188
Julian Champagnie,28.4283,pts,10.5735,8.5,0.6331
Julian Champagnie,28.4283,ra,7.8429,6.5,0.7187
Julian Champagnie,28.4283,reb,5.8522,5.5,0.5541
Julian Champagnie,28.4283,stl,0.6278,0.5,0.4538
Keldon Johnson,18.3706,ast,1.271,0.5,0.7451
