player_name,projected_minutes,stat,pmf_mean,market_line,p_over
Keldon Johnson,18.3706,blk,0.2948,0.5,0.1934
Keldon Johnson,18.3706,fg3m,1.1377,0.5,0.3788
Keldon Johnson,18.3706,pr,14.2456,9.5,0.7572
Keldon Johnson,18.3706,pra,15.5166,10.5,0.7676
Keldon Johnson,18.3706,pts,10.5007,6.5,0.725
Keldon Johnson,18.3706,reb,3.7449,2.5,0.7423
Keldon Johnson,18.3706,stl,0.471,0.5,0.3222
Luguentz Dort,20.3532,ast,1.3974,0.5,0.7774
Luguentz Dort,20.3532,blk,0.2073,0.5,0.1896
Luguentz Dort,20.3532,fg3m,0.6722,1.5,0.1997
Luguentz Dort,20.3532,pa,9.1695,6.5,0.6623
Luguentz Dort,20.3532,pr,11.2068,7.5,0.7245
Luguentz Dort,20.3532,pra,12.6042,8.5,0.7461
Luguentz Dort,20.3532,pts,7.7721,5.5,0.6408
Luguentz Dort,20.3532,ra,4.8322,3.5,0.7276
Luguentz Dort,20.3532,reb,3.4348,2.5,0.6855
Luguentz Dort,20.3532,stl,0.4646,0.5,0.33
Shai Gilgeous-Alexander,31.7954,ast,8.1954,8.5,0.4673
Shai Gilgeous-Alexander,31.7954,blk,0.346,0.5,0.2488
Shai Gilgeous-Alexander,31.7954,fg3m,1.1681,1.5,0.3474
Shai Gilgeous-Alexander,31.7954,pa,34.2911,38.5,0.2691
Shai Gilgeous-Alexander,31.7954,pr,30.0131,34.5,0.2524
Shai Gilgeous-Alexander,31.7954,pra,38.2085,42.5,0.2702
Shai Gilgeous-Alexander,31.7954,pts,26.0958,30.5,0.2555
Shai Gilgeous-Alexander,31.7954,ra,12.1127,11.5,0.5977
Shai Gilgeous-Alexander,31.7954,reb,3.9173,3.5,0.6144
Shai Gilgeous-Alexander,31.7954,stl,0.7205,1.5,0.1882
Stephon Castle,29.1926,ast,6.4957,6.5,0.4922
Stephon Castle,29.1926,blk,0.3476,0.5,0.2356
Stephon Castle,29.1926,fg3m,1.7867,1.5,0.5019
Stephon Castle,29.1926,pa,25.2404,23.5,0.6081
Stephon Castle,29.1926,pr,24.5497,21.5,0.6868
Stephon Castle,29.1926,pra,31.0454,28.5,0.6487
Stephon Castle,29.1926,pts,18.7447,16.5,0.6398
Stephon Castle,29.1926,ra,12.3007,12.5,0.47
Stephon Castle,29.1926,reb,5.8049,5.5,0.5482
Stephon Castle,29.1926,stl,0.5948,0.5,0.4472
Victor Wembanyama,31.0774,ast,3.1111,3.5,0.365
Victor Wembanyama,31.0774,blk,2.7449,3.5,0.1915
Victor Wembanyama,31.0774,fg3m,2.0037,1.5,0.5237
Victor Wembanyama,31.0774,pa,27.7626,29.5,0.3837
Victor Wembanyama,31.0774,pr,37.3022,39.5,0.3747
Victor Wembanyama,31.0774,pra,40.4133,43.5,0.3357
Victor Wembanyama,31.0774,pts,24.6515,26.5,0.3703
Victor Wembanyama,31.0774,ra,15.7618,16.5,0.4068
Victor Wembanyama,31.0774,reb,12.6507,13.5,0.3712
Victor Wembanyama,31.0774,stl,0.6293,0.5,0.4533
