role_bucket,n_rows,n_scored,n_market_joined,n_books,n_players,n_games,model_brier_avg,market_brier_avg,model_logloss_avg,market_logloss_avg,model_rps_avg,market_rps_avg,market_coverage_status,availability_freshness_status,failure_reason,market_superiority_pass,brier_delta_model_minus_market,logloss_delta_model_minus_market,rps_delta_model_minus_market,rps_status,model_beats_market_brier,model_beats_market_logloss,model_beats_market_rps,calibration_pass,model_ece,market_ece,model_calibration_slope,model_calibration_intercept,market_calibration_slope,market_calibration_intercept,pit_ks,mean_error,variance_error,p0_error,model_better_calibrated
bench,160,160,160,13,12,4,0.2502577726130337,0.2358474327195003,0.6992261073798717,0.6647326039472224,1.2957853751097823,,covered,unknown,model_logloss_not_better,False,0.014410339893533436,0.03449350343264923,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
core,1819,1819,1819,14,22,7,0.2325629682142794,0.2231504159942445,0.9585534389780112,0.6360217872887535,2.653826641306402,,covered,unknown,model_logloss_not_better,False,0.009412552220034898,0.3225316516892577,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
fringe,93,93,93,13,5,3,0.2160940337683173,0.24364024274470295,1.165800593880778,0.6807615422304875,2.909870154257627,,covered,unknown,insufficient_scored_rows,False,-0.027546208976385655,0.4850390516502906,,unavailable_market_distribution,True,False,True,False,,,,,,,,,,,False
inactive_risk,77,77,77,6,3,3,0.32146882539971067,0.2442025781467234,0.8615210105315119,0.679683241289953,3.1425689480987753,,covered,unknown,insufficient_scored_rows,False,0.07726624725298728,0.1818377692415588,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
none,2703,0,0,14,2,0,,,,,,,none,unknown,insufficient_scored_rows,False,,,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
rotation,681,681,681,14,13,6,0.2502526785349856,0.22746293312606752,0.8396460952641003,0.6444916381955732,1.9095132902569611,,covered,unknown,model_logloss_not_better,False,0.022789745408918094,0.19515445706852708,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
starter,1627,1627,1627,14,18,6,0.24281896608205214,0.21218535945113368,1.0356355180326127,0.6123617432856582,2.778436971016075,,covered,unknown,model_logloss_not_better,False,0.030633606630918464,0.4232737747469545,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
