stat,role_bucket,book,line,player_id,model_logloss,market_logloss,delta_logloss,model_brier,market_brier,delta_brier,model_p_over,market_no_vig_over_prob,actual_outcome,is_push
pts,starter,bovada,14.5,666400,0.7480597104181717,1.1296083890370736,-0.38154867861890196,0.27742977585630824,0.4581126772366712,-0.18068290138036297,0.5267160296177706,0.6768402154398564,11,False
pts,starter,bovada,15.5,666400,0.6320165007478806,0.9808292530117262,-0.34881275226384556,0.21947453042567988,0.390625,-0.17115046957432012,0.46848108865319193,0.625,11,False
pts,starter,bovada,16.5,666400,0.5261854632726877,0.8285518175661483,-0.3023663542934606,0.16740002977171534,0.3173280448504033,-0.14992801507868794,0.40914548729237543,0.5633187772925764,11,False
pts,starter,bovada,17.5,666400,0.4491303443341473,0.7135977910312362,-0.26446744669708894,0.1309116067999815,0.260223901391598,-0.1293122945916165,0.3618170902541525,0.5101214574898786,11,False
pts,starter,bovada,18.5,666400,0.3821254410666425,0.6147216529526526,-0.2325962118860101,0.10086376020128786,0.2108725364295671,-0.11000877622827925,0.31759055433259953,0.4592085979482169,11,False
pts,starter,bovada,19.5,666400,0.31274163916032616,0.5250462798663205,-0.2123046407059943,0.07212508413593283,0.16684938467137075,-0.09472430053543793,0.2685611366820092,0.40847201210287437,11,False
pts,starter,bovada,20.5,666400,0.2530025787268859,0.4375353670664931,-0.18453278833960718,0.0499675030153173,0.12558115007315349,-0.07561364705783619,0.22353412047228338,0.35437430786268,11,False
pts,starter,bovada,21.5,666400,0.21012085124362018,0.3680850106767632,-0.15796415943314301,0.03591544560516579,0.09482806175119322,-0.058912616146027434,0.189513708224935,0.3079416531604538,11,False
pts,starter,draftkings,18.5,666400,0.3821254410666425,0.7346038942382915,-0.35247845317164905,0.10086376020128786,0.2707168440310238,-0.16985308382973596,0.31759055433259953,0.5203045685279188,11,False
pts,starter,fanduel,18.5,666400,0.3821254410666425,0.7598385550586174,-0.37771311399197494,0.10086376020128786,0.28329864724245574,-0.1824348870411679,0.31759055433259953,0.532258064516129,11,False
pts,starter,williamhill_us,18.5,666400,0.3821254410666425,0.7196544618469908,-0.3375290207803483,0.10086376020128786,0.26325059743796064,-0.1623868372366728,0.31759055433259953,0.5130795235028978,11,False
pts,starter,espnbet,19.5,666400,0.31274163916032616,0.6558294175527503,-0.3430877783924241,0.07212508413593283,0.23135002674608574,-0.1592249426101529,0.2685611366820092,0.4809885931558936,11,False
pts,starter,fliff,19.5,666400,0.31274163916032616,0.7029801014761842,-0.390238462315858,0.07212508413593283,0.2549163031697948,-0.18279121903386197,0.2685611366820092,0.5048923679060665,11,False
pts,starter,hardrockbet,20.5,666400,0.2530025787268859,0.6558294175527503,-0.40282683882586434,0.0499675030153173,0.23135002674608574,-0.18138252373076844,0.22353412047228338,0.4809885931558936,11,False
pts,starter,hardrockbet_az,20.5,666400,0.2530025787268859,0.6558294175527503,-0.40282683882586434,0.0499675030153173,0.23135002674608574,-0.18138252373076844,0.22353412047228338,0.4809885931558936,11,False
pts,starter,hardrockbet_fl,18.5,666400,0.3821254410666425,0.6533409301595255,-0.27121548909288307,0.10086376020128786,0.23010770697518615,-0.12924394677389828,0.31759055433259953,0.4796954314720812,11,False
fg3m,starter,bovada,2.5,666400,0.563347743025101,1.003355870859443,-0.44000812783434196,0.18550249000000002,0.4011360802886957,-0.21563359028869566,0.4307,0.6333530455351862,1,False
fg3m,starter,bovada,3.5,666400,0.26331471600348655,0.5531011069142289,-0.2897863909107423,0.05359225000000001,0.18048613781024386,-0.12689388781024385,0.2315,0.4248366013071895,1,False
fg3m,starter,draftkings,3.5,666400,0.26331471600348655,0.6731064296764994,-0.4097917136730128,0.05359225000000001,0.23998098641184096,-0.18638873641184095,0.2315,0.48987854251012153,1,False
fg3m,starter,fanduel,3.5,666400,0.26331471600348655,0.6383603977678604,-0.3750456817643738,0.05359225000000001,0.22263517208839337,-0.16904292208839336,0.2315,0.4718423169750604,1,False
fg3m,starter,williamhill_us,3.5,666400,0.26331471600348655,0.6306268235786112,-0.36731210757512467,0.05359225000000001,0.21878251821019765,-0.16519026821019764,0.2315,0.4677419354838709,1,False
fg3m,starter,fliff,3.5,666400,0.26331471600348655,0.6840146969966726,-0.42069998099318606,0.05359225000000001,0.24543388603652888,-0.19184163603652887,0.2315,0.4954128440366972,1,False
fg3m,starter,hardrockbet,3.5,666400,0.26331471600348655,0.7029801014761842,-0.4396653854726976,0.05359225000000001,0.2549163031697948,-0.2013240531697948,0.2315,0.5048923679060665,1,False
fg3m,starter,hardrockbet_az,3.5,666400,0.26331471600348655,0.7029801014761842,-0.4396653854726976,0.05359225000000001,0.2549163031697948,-0.2013240531697948,0.2315,0.5048923679060665,1,False
fg3m,starter,hardrockbet_fl,3.5,666400,0.26331471600348655,0.5785273394893223,-0.3152126234858358,0.05359225000000001,0.19296383096635483,-0.13937158096635482,0.2315,0.4392764857881137,1,False
pts,bench,bovada,6.5,17896033,0.7046195817221821,0.9808292530117262,-0.2762096712895441,0.2557359510763492,0.390625,-0.13488904892365078,0.5057034220532319,0.625,3,False
pts,bench,bovada,7.5,17896033,0.5738754707704142,0.77825071039724,-0.2043752396268258,0.1906736997972247,0.2924553405331333,-0.10178164073590862,0.43666199719831894,0.5407914020517831,3,False
pts,bench,bovada,8.5,17896033,0.45905715711955886,0.6147216529526526,-0.15566449583309372,0.1355129767874733,0.2108725364295671,-0.07535955964209382,0.36812087252351405,0.4592085979482169,3,False
pts,bench,bovada,9.5,17896033,0.37452972824005915,0.4842676849956726,-0.10973795675561343,0.09758590795862349,0.14734216889950208,-0.049756260940878594,0.3123874324594757,0.3838517538054269,3,False
pts,bench,bovada,10.5,17896033,0.29753635028360753,0.39032005247927337,-0.09278370219566584,0.06623129370918529,0.10443224635695847,-0.03820095264777318,0.25735441264758857,0.32315978456014366,3,False
