stat,n,nll_mean,rps_mean,mean_error,abs_mean_error,outcome_prob_assigned_mean
ast,12,2.1096751534767315,0.05852045331813907,-0.002117993776816466,1.7462408951463193,0.13529212509888403
fg3m,19,1.61133091763414,0.036689773543956805,0.5760878366966679,1.2403426663901636,0.22441744598117444
pts,17,2.569417021553647,0.10307424348472863,-2.0299183926558686,4.95109821192674,0.03456159488852364
reb,20,2.538764489455284,0.08559629907922682,0.7094988885525145,2.4010478052056152,0.09089280122745773
