player_id,player_name,game_id,game,team_id,stat,side,line,odds,bet_vendor,model_prob,market_prob,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,actual,result,profit,clv,clv_proxy,clv_is_true,grade_date
38017677,Dyson Daniels,18447801,Orlando Magic @ Atlanta Hawks,1,fg3m,OVER,0.5,160,betway,0.574,0.3571,0.4924,0.077,0.68,"{'0.1': 0.52, '0.2': 0.52, '0.25': 0.55, '0.33': 0.61, '0.4': 0.68, '0.5': 0.68, '0.6': 0.68, '0.67': 0.85, '0.75': 1.11, '0.8': 1.35, '0.9': 1.71}",0,3,0.0,MISS,-1.0,0.2169,0.2169,False,2026-03-16
1057279425,Drake Powell,18447803,Portland Trail Blazers @ Brooklyn Nets,3,blk,OVER,0.5,300,betmgm,0.3658,0.234,0.4632,0.039,0.32,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.32, '0.6': 0.32, '0.67': 0.45, '0.75': 0.65, '0.8': 0.65, '0.9': 1.12}",0,1,2.0,HIT,3.0,0.1224,0.1318,True,2026-03-16
38017715,Josh Minott,18447803,Portland Trail Blazers @ Brooklyn Nets,3,stl,UNDER,0.5,165,betway,0.5488,0.3484,0.4543,0.069,0.36,"{'0.1': 0.3, '0.2': 0.3, '0.25': 0.3, '0.33': 0.3, '0.4': 0.32, '0.5': 0.36, '0.6': 0.36, '0.67': 0.39, '0.75': 1.12, '0.8': 1.38, '0.9': 1.79}",0,0,,NO_ACTION,0.0,,,False,2026-03-16
351,Royce O'Neale,18447804,Phoenix Suns @ Boston Celtics,24,blk,OVER,0.5,210,betmgm,0.4654,0.3008,0.4426,0.053,0.82,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.48, '0.5': 0.82, '0.6': 1.11, '0.67': 1.22, '0.75': 1.3, '0.8': 1.71, '0.9': 1.71}",0,2,2.0,HIT,2.1,0.1646,0.1646,True,2026-03-16
666609,Rui Hachimura,18447807,Los Angeles Lakers @ Houston Rockets,14,blk,OVER,0.5,275,betway,0.3837,0.2458,0.4388,0.04,0.35,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.35, '0.6': 0.38, '0.67': 0.61, '0.75': 0.61, '0.8': 0.61, '0.9': 0.62}",0,2,0.0,MISS,-1.0,0.1379,0.1379,False,2026-03-16
3547274,Tre Jones,18447805,Memphis Grizzlies @ Chicago Bulls,5,blk,OVER,0.5,290,betmgm,0.3687,0.2386,0.438,0.038,0.32,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.32, '0.6': 0.35, '0.67': 0.44, '0.75': 0.82, '0.8': 1.09, '0.9': 1.15}",0,2,1.0,HIT,2.9,0.1301,0.1301,False,2026-03-16
1057279594,Will Riley,18447802,Golden State Warriors @ Washington Wizards,30,blk,OVER,0.5,275,betway,0.3834,0.25,0.4378,0.04,0.34,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.34, '0.6': 0.4, '0.67': 0.58, '0.75': 0.71, '0.8': 1.0, '0.9': 1.0}",0,2,0.0,MISS,-1.0,0.1376,0.1334,True,2026-03-16
8,Grayson Allen,18447804,Phoenix Suns @ Boston Celtics,24,blk,OVER,0.5,275,betway,0.3829,0.2458,0.4358,0.04,0.32,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.32, '0.6': 0.41, '0.67': 0.56, '0.75': 0.76, '0.8': 0.9, '0.9': 1.14}",0,2,0.0,MISS,-1.0,0.1371,0.1371,False,2026-03-16
17896060,Sam Hauser,18447804,Phoenix Suns @ Boston Celtics,2,blk,OVER,0.5,320,betway,0.3405,0.2222,0.43,0.034,0.32,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.32, '0.6': 0.32, '0.67': 0.32, '0.75': 0.33, '0.8': 0.79, '0.9': 1.0}",0,2,0.0,MISS,-1.0,0.1097,0.1183,True,2026-03-16
283,Brook Lopez,18447808,San Antonio Spurs @ LA Clippers,13,blk,UNDER,0.5,188,betway,0.4964,0.3297,0.4297,0.057,0.35,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.35, '0.6': 0.53, '0.67': 0.67, '0.75': 0.89, '0.8': 1.13, '0.9': 1.13}",0,2,2.0,MISS,-1.0,-0.1667,-0.1667,False,2026-03-16
1016384149,Tristan Vukcevic,18447802,Golden State Warriors @ Washington Wizards,30,pts,UNDER,12.5,102,draftkings,0.7028,0.4881,0.4196,0.103,6.96,"{'0.1': 3.2, '0.2': 4.61, '0.25': 4.61, '0.33': 4.81, '0.4': 6.46, '0.5': 6.96, '0.6': 7.68, '0.67': 8.05, '0.75': 10.49, '0.8': 10.74, '0.9': 11.64}",0,1,11.0,HIT,1.02,-0.2147,-0.2147,False,2026-03-16
3547246,Devin Vassell,18447808,San Antonio Spurs @ LA Clippers,27,blk,OVER,0.5,210,betmgm,0.4571,0.3008,0.4171,0.05,0.59,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.47, '0.5': 0.59, '0.6': 0.78, '0.67': 0.94, '0.75': 1.13, '0.8': 1.42, '0.9': 1.66}",0,2,0.0,MISS,-1.0,0.1563,0.1563,False,2026-03-16
56677822,Victor Wembanyama,18447808,San Antonio Spurs @ LA Clippers,27,reb,UNDER,12.0,107,betmgm,0.672,0.5095,0.3909,0.091,7.21,"{'0.1': 4.41, '0.2': 4.92, '0.25': 5.85, '0.33': 6.25, '0.4': 6.55, '0.5': 7.21, '0.6': 8.04, '0.67': 8.04, '0.75': 8.47, '0.8': 9.71, '0.9': 11.56}",0,2,13.0,MISS,-1.0,-0.1625,-0.1625,False,2026-03-16
56677822,Victor Wembanyama,18447808,San Antonio Spurs @ LA Clippers,27,pts,UNDER,26.5,-103,fanduel,0.7028,0.4878,0.385,0.099,13.78,"{'0.1': 9.74, '0.2': 13.78, '0.25': 13.78, '0.33': 13.78, '0.4': 13.78, '0.5': 13.78, '0.6': 15.19, '0.67': 15.68, '0.75': 17.94, '0.8': 18.44, '0.9': 21.4}",0,2,21.0,HIT,0.970873786407767,-0.215,-0.215,False,2026-03-16
413,Collin Sexton,18447805,Memphis Grizzlies @ Chicago Bulls,5,blk,OVER,0.5,350,betway,0.3071,0.2059,0.382,0.027,0.33,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.33, '0.6': 0.33, '0.67': 0.38, '0.75': 0.38, '0.8': 0.39, '0.9': 0.54}",0,2,,NO_ACTION,0.0,,,False,2026-03-16
161,De'Aaron Fox,18447808,San Antonio Spurs @ LA Clippers,27,blk,OVER,0.5,280,betmgm,0.362,0.2434,0.3755,0.034,0.32,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.32, '0.6': 0.32, '0.67': 0.39, '0.75': 0.65, '0.8': 0.65, '0.9': 1.02}",0,2,2.0,HIT,2.8,0.1186,0.1186,False,2026-03-16
38017715,Josh Minott,18447803,Portland Trail Blazers @ Brooklyn Nets,3,pts,UNDER,10.5,-106,betway,0.7028,0.4955,0.3657,0.097,3.91,"{'0.1': 2.09, '0.2': 2.09, '0.25': 2.09, '0.33': 2.44, '0.4': 3.35, '0.5': 3.91, '0.6': 3.91, '0.67': 4.42, '0.75': 6.11, '0.8': 6.29, '0.9': 8.14}",0,0,,NO_ACTION,0.0,,,False,2026-03-16
17895966,Jalen Green,18447804,Phoenix Suns @ Boston Celtics,24,stl,UNDER,1.0,175,betparx,0.4954,0.5,0.3623,0.052,0.83,"{'0.1': 0.3, '0.2': 0.3, '0.25': 0.3, '0.33': 0.41, '0.4': 0.72, '0.5': 0.83, '0.6': 1.04, '0.67': 1.4, '0.75': 1.4, '0.8': 1.44, '0.9': 2.09}",0,2,0.0,HIT,1.75,-0.1591,-0.0046,True,2026-03-16
1057279760,Ben Saraf,18447803,Portland Trail Blazers @ Brooklyn Nets,3,blk,OVER,0.5,275,betway,0.363,0.2458,0.3613,0.033,0.32,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.32, '0.6': 0.33, '0.67': 0.39, '0.75': 0.68, '0.8': 0.68, '0.9': 0.98}",0,1,0.0,MISS,-1.0,0.1172,0.1172,False,2026-03-16
1028048549,Cam Spencer,18447805,Memphis Grizzlies @ Chicago Bulls,15,blk,OVER,0.5,260,betmgm,0.3781,0.2577,0.3612,0.035,0.32,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.32, '0.6': 0.36, '0.67': 0.54, '0.75': 0.65, '0.8': 0.65, '0.9': 1.04}",0,2,0.0,MISS,-1.0,0.1204,0.1204,False,2026-03-16
87,Jevon Carter,18447801,Orlando Magic @ Atlanta Hawks,22,blk,OVER,0.5,200,betway,0.4526,0.3077,0.3577,0.045,0.73,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.34, '0.4': 0.34, '0.5': 0.73, '0.6': 0.92, '0.67': 0.92, '0.75': 1.06, '0.8': 1.06, '0.9': 1.06}",0,2,0.0,MISS,-1.0,0.1449,0.1449,False,2026-03-16
3547242,Deni Avdija,18447803,Portland Trail Blazers @ Brooklyn Nets,25,pts,UNDER,22.5,-108,draftkings,0.7028,0.4946,0.3535,0.095,12.41,"{'0.1': 7.24, '0.2': 8.68, '0.25': 8.84, '0.33': 9.64, '0.4': 10.32, '0.5': 12.41, '0.6': 13.47, '0.67': 14.42, '0.75': 15.69, '0.8': 16.39, '0.9': 18.22}",0,2,18.0,HIT,0.925925925925926,0.1972,0.2082,True,2026-03-16
38017697,Max Christie,18447806,Dallas Mavericks @ New Orleans Pelicans,7,blk,OVER,0.5,275,betmgm,0.3596,0.2458,0.3486,0.032,0.32,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.32, '0.6': 0.32, '0.67': 0.35, '0.75': 0.65, '0.8': 0.74, '0.9': 0.95}",0,2,0.0,MISS,-1.0,0.1138,0.1138,False,2026-03-16
1028039105,Jaylen Wells,18447805,Memphis Grizzlies @ Chicago Bulls,15,stl,UNDER,0.5,180,betway,0.4801,0.3403,0.3443,0.048,0.34,"{'0.1': 0.3, '0.2': 0.31, '0.25': 0.31, '0.33': 0.31, '0.4': 0.31, '0.5': 0.34, '0.6': 0.63, '0.67': 0.9, '0.75': 1.12, '0.8': 1.58, '0.9': 1.88}",0,2,1.0,MISS,-1.0,-0.1398,-0.1398,False,2026-03-16
17896060,Sam Hauser,18447804,Phoenix Suns @ Boston Celtics,2,ast,OVER,1.5,165,betway,0.5052,0.3498,0.3388,0.051,2.34,"{'0.1': 0.83, '0.2': 1.02, '0.25': 1.26, '0.33': 1.7, '0.4': 1.96, '0.5': 2.34, '0.6': 2.49, '0.67': 2.84, '0.75': 3.26, '0.8': 3.59, '0.9': 4.3}",0,2,2.0,HIT,1.65,0.1384,0.1554,True,2026-03-16
38017677,Dyson Daniels,18447801,Orlando Magic @ Atlanta Hawks,1,stl,UNDER,1.5,125,betparx,0.594,0.4154,0.3364,0.067,0.73,"{'0.1': 0.3, '0.2': 0.3, '0.25': 0.36, '0.33': 0.41, '0.4': 0.55, '0.5': 0.73, '0.6': 1.26, '0.67': 1.34, '0.75': 1.46, '0.8': 1.58, '0.9': 2.23}",0,3,1.0,HIT,1.25,0.1112,0.1786,True,2026-03-16
1016384149,Tristan Vukcevic,18447802,Golden State Warriors @ Washington Wizards,30,blk,UNDER,0.5,145,betparx,0.5453,0.3818,0.3359,0.058,0.35,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.33, '0.5': 0.35, '0.6': 0.48, '0.67': 0.48, '0.75': 0.81, '0.8': 0.94, '0.9': 1.55}",0,1,1.0,MISS,-1.0,0.1444,0.1635,True,2026-03-16
1028025261,Stephon Castle,18447808,San Antonio Spurs @ LA Clippers,27,ast,UNDER,7.5,105,draftkings,0.6498,0.4951,0.3321,0.079,4.93,"{'0.1': 2.28, '0.2': 3.0, '0.25': 3.64, '0.33': 3.96, '0.4': 4.37, '0.5': 4.93, '0.6': 5.11, '0.67': 5.2, '0.75': 5.71, '0.8': 6.4, '0.9': 7.81}",0,2,8.0,MISS,-1.0,-0.1547,-0.1547,False,2026-03-16
420,Marcus Smart,18447807,Los Angeles Lakers @ Houston Rockets,14,blk,OVER,0.5,200,betway,0.4411,0.3125,0.3232,0.04,0.56,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.33, '0.4': 0.33, '0.5': 0.56, '0.6': 0.72, '0.67': 0.99, '0.75': 1.02, '0.8': 1.25, '0.9': 1.35}",0,2,0.0,MISS,-1.0,0.1286,0.1286,False,2026-03-16
1028025497,Tristan Da Silva,18447801,Orlando Magic @ Atlanta Hawks,22,ast,OVER,2.5,140,betway,0.5506,0.3846,0.3213,0.057,3.45,"{'0.1': 1.98, '0.2': 2.76, '0.25': 2.81, '0.33': 3.19, '0.4': 3.45, '0.5': 3.45, '0.6': 3.67, '0.67': 4.24, '0.75': 4.4, '0.8': 4.73, '0.9': 5.63}",0,2,1.0,MISS,-1.0,0.166,0.166,False,2026-03-16
1028025177,Matas Buzelis,18447805,Memphis Grizzlies @ Chicago Bulls,5,ast,OVER,2.5,140,betmgm,0.549,0.3887,0.3175,0.057,3.54,"{'0.1': 1.73, '0.2': 2.82, '0.25': 2.82, '0.33': 3.23, '0.4': 3.54, '0.5': 3.54, '0.6': 3.58, '0.67': 3.78, '0.75': 4.21, '0.8': 4.89, '0.9': 5.97}",0,2,1.0,MISS,-1.0,0.1603,0.1603,False,2026-03-16
666508,Nicolas Claxton,18447803,Portland Trail Blazers @ Brooklyn Nets,3,blk,UNDER,0.5,143,betparx,0.5391,0.3837,0.3099,0.054,0.34,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.34, '0.5': 0.34, '0.6': 0.34, '0.67': 0.51, '0.75': 0.51, '0.8': 0.82, '0.9': 1.19}",0,2,2.0,MISS,-1.0,0.1943,0.1554,True,2026-03-16
1028025344,Donovan Clingan,18447803,Portland Trail Blazers @ Brooklyn Nets,25,reb,UNDER,13.5,-116,fanduel,0.7028,0.5179,0.3086,0.089,6.32,"{'0.1': 3.82, '0.2': 4.32, '0.25': 4.49, '0.33': 5.43, '0.4': 5.6, '0.5': 6.32, '0.6': 7.57, '0.67': 7.57, '0.75': 9.15, '0.8': 9.8, '0.9': 11.38}",0,2,11.0,HIT,0.8620689655172413,0.205,0.1849,True,2026-03-16
38017686,Bennedict Mathurin,18447808,San Antonio Spurs @ LA Clippers,13,blk,OVER,0.5,200,betway,0.4308,0.3105,0.2925,0.037,0.49,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.33, '0.5': 0.49, '0.6': 1.01, '0.67': 1.01, '0.75': 1.31, '0.8': 1.52, '0.9': 1.78}",0,2,0.0,MISS,-1.0,0.1203,0.1203,False,2026-03-16
161,De'Aaron Fox,18447808,San Antonio Spurs @ LA Clippers,27,ast,UNDER,6.5,115,fanduel,0.6007,0.4557,0.2915,0.063,5.43,"{'0.1': 2.33, '0.2': 3.34, '0.25': 3.92, '0.33': 4.31, '0.4': 4.76, '0.5': 5.43, '0.6': 5.43, '0.67': 5.67, '0.75': 5.94, '0.8': 6.85, '0.9': 8.21}",0,2,6.0,HIT,1.15,-0.145,-0.145,False,2026-03-16
3547242,Deni Avdija,18447803,Portland Trail Blazers @ Brooklyn Nets,25,ast,UNDER,6.5,105,betway,0.6299,0.4822,0.2913,0.069,4.09,"{'0.1': 1.51, '0.2': 2.53, '0.25': 3.03, '0.33': 3.42, '0.4': 3.72, '0.5': 4.09, '0.6': 4.13, '0.67': 4.52, '0.75': 5.06, '0.8': 6.09, '0.9': 7.18}",0,2,5.0,HIT,1.0499999999999998,0.1463,0.1477,True,2026-03-16
3547244,Onyeka Okongwu,18447801,Orlando Magic @ Atlanta Hawks,1,stl,UNDER,0.5,175,betway,0.4689,0.3444,0.2893,0.041,0.45,"{'0.1': 0.3, '0.2': 0.3, '0.25': 0.31, '0.33': 0.31, '0.4': 0.45, '0.5': 0.45, '0.6': 0.6, '0.67': 0.6, '0.75': 0.87, '0.8': 1.02, '0.9': 1.63}",0,2,0.0,HIT,1.75,0.1289,0.1245,True,2026-03-16
57,Devin Booker,18447804,Phoenix Suns @ Boston Celtics,24,blk,OVER,0.5,225,betmgm,0.3959,0.2869,0.2865,0.032,0.34,"{'0.1': 0.32, '0.2': 0.32, '0.25': 0.32, '0.33': 0.32, '0.4': 0.32, '0.5': 0.34, '0.6': 0.5, '0.67': 0.65, '0.75': 0.68, '0.8': 0.89, '0.9': 1.05}",0,2,1.0,HIT,2.25,0.1155,0.109,True,2026-03-16
17896035,Isaiah Jackson,18447808,San Antonio Spurs @ LA Clippers,13,reb,UNDER,6.0,110,fanduel,0.609,0.5093,0.2789,0.063,2.93,"{'0.1': 1.25, '0.2': 1.75, '0.25': 1.96, '0.33': 2.42, '0.4': 2.57, '0.5': 2.93, '0.6': 3.75, '0.67': 4.14, '0.75': 5.02, '0.8': 6.07, '0.9': 7.26}",0,0,1.0,HIT,1.1,-0.0997,-0.0997,False,2026-03-16
57,Devin Booker,18447804,Phoenix Suns @ Boston Celtics,24,fg3m,OVER,2.5,162,fanduel,0.4878,0.3725,0.2781,0.043,2.88,"{'0.1': 0.83, '0.2': 2.33, '0.25': 2.33, '0.33': 2.47, '0.4': 2.65, '0.5': 2.88, '0.6': 3.69, '0.67': 3.72, '0.75': 4.16, '0.8': 4.54, '0.9': 4.79}",0,2,2.0,MISS,-1.0,0.1087,0.1153,True,2026-03-16
