player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,model_prob_raw,model_prob_cal,cal_source,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,cal_applied,is_sparse,actual,result,profit,clv_proxy,clv,clv_is_true,grade_date
17896076,Evan Mobley,18447921,Cleveland Cavaliers @ Los Angeles Lakers,6,fg3m,OVER,0.5,-115,-115,-120,betway,0.5759,0.7061,0.5759,global_side,0.4951,0.0808,0.0767,0.022,1.05,"{'0.1': 0.11, '0.2': 0.11, '0.25': 0.14, '0.33': 0.79, '0.4': 1.05, '0.5': 1.05, '0.6': 1.05, '0.67': 1.44, '0.75': 1.77, '0.8': 1.77, '0.9': 2.35}",0,2,0.03,global,True,False,0.0,MISS,-1.0,0.0808,0.0808,False,2026-03-31
