player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,is_sparse,actual,result,profit,clv_proxy,clv,clv_is_true,grade_date
101,John Collins,18447830,LA Clippers @ New Orleans Pelicans,13,reb,UNDER,8.5,116,143,116,caesars,0.7028,0.5294,0.1733,0.518,0.112,5.08,"{'0.1': 3.43, '0.2': 3.67, '0.25': 3.67, '0.33': 4.0, '0.4': 4.54, '0.5': 5.08, '0.6': 6.03, '0.67': 6.39, '0.75': 6.74, '0.8': 7.22, '0.9': 7.46}",1,2,0.04,global,False,8.0,HIT,1.1600000000000001,-0.1734,-0.1734,False,2026-03-19
4,Bam Adebayo,18447828,Los Angeles Lakers @ Miami Heat,16,reb,UNDER,9.5,132,-175,132,betway,0.6366,0.4038,0.2328,0.4769,0.09,7.0,"{'0.1': 4.95, '0.2': 5.48, '0.25': 5.91, '0.33': 6.25, '0.4': 6.25, '0.5': 7.0, '0.6': 7.65, '0.67': 7.72, '0.75': 8.19, '0.8': 8.67, '0.9': 10.29}",0,3,0.04,global,False,10.0,MISS,-1.0,-0.2328,-0.2328,False,2026-03-19
4,Bam Adebayo,18447828,Los Angeles Lakers @ Miami Heat,16,pts,UNDER,31.5,106,-140,106,fanduel,0.7028,0.4542,0.2486,0.4477,0.106,19.19,"{'0.1': 11.17, '0.2': 15.0, '0.25': 15.41, '0.33': 15.41, '0.4': 16.3, '0.5': 19.19, '0.6': 21.82, '0.67': 23.91, '0.75': 26.15, '0.8': 26.34, '0.9': 28.95}",0,3,0.04,global,False,28.0,HIT,1.06,-0.2486,-0.2486,False,2026-03-19
132,Luka Doncic,18447828,Los Angeles Lakers @ Miami Heat,14,pts,UNDER,49.5,100,100,100,betway,0.7028,0.5,0.2028,0.4055,0.101,20.9,"{'0.1': 12.02, '0.2': 15.76, '0.25': 16.32, '0.33': 16.37, '0.4': 17.44, '0.5': 20.9, '0.6': 23.29, '0.67': 25.58, '0.75': 28.47, '0.8': 28.47, '0.9': 30.47}",0,3,0.04,global,False,60.0,MISS,-1.0,-0.2028,-0.2028,False,2026-03-19
666969,Zion Williamson,18447830,LA Clippers @ New Orleans Pelicans,19,reb,UNDER,5.5,128,167,128,caesars,0.6051,0.5394,0.0657,0.3796,0.074,4.02,"{'0.1': 2.31, '0.2': 2.55, '0.25': 3.01, '0.33': 3.36, '0.4': 3.49, '0.5': 4.02, '0.6': 4.66, '0.67': 5.29, '0.75': 5.44, '0.8': 5.52, '0.9': 7.5}",0,3,0.04,global,False,5.0,HIT,1.2800000000000002,-0.0657,-0.0657,False,2026-03-19
265,Kyle Kuzma,18447832,Milwaukee Bucks @ Utah Jazz,17,reb,UNDER,6.5,-105,-102,-105,fanduel,0.7028,0.5036,0.1992,0.372,0.098,3.26,"{'0.1': 1.55, '0.2': 2.14, '0.25': 2.6, '0.33': 2.81, '0.4': 3.02, '0.5': 3.26, '0.6': 3.37, '0.67': 3.96, '0.75': 4.32, '0.8': 4.32, '0.9': 5.24}",0,2,0.04,global,False,5.0,HIT,0.9523809523809523,-0.1992,-0.1992,False,2026-03-19
17896048,Cam Thomas,18447832,Milwaukee Bucks @ Utah Jazz,17,pts,UNDER,16.5,-105,-130,-105,betway,0.7028,0.4754,0.2274,0.372,0.098,4.46,"{'0.1': 2.39, '0.2': 2.79, '0.25': 3.41, '0.33': 4.02, '0.4': 4.23, '0.5': 4.46, '0.6': 5.63, '0.67': 5.63, '0.75': 6.47, '0.8': 7.36, '0.9': 9.74}",0,1,0.04,global,False,14.0,HIT,0.9523809523809523,-0.2274,-0.2274,False,2026-03-19
1028264794,Elijah Harkless,18447832,Milwaukee Bucks @ Utah Jazz,29,ast,UNDER,6.5,-105,-140,-105,betway,0.7028,0.4675,0.2352,0.372,0.098,2.27,"{'0.1': 0.97, '0.2': 1.49, '0.25': 1.85, '0.33': 2.2, '0.4': 2.2, '0.5': 2.27, '0.6': 2.88, '0.67': 3.14, '0.75': 3.91, '0.8': 3.91, '0.9': 5.0}",0,0,0.04,global,False,10.0,MISS,-1.0,-0.2353,-0.2353,False,2026-03-19
17895858,Quentin Grimes,18447833,Philadelphia 76ers @ Sacramento Kings,23,pts,UNDER,21.5,102,-122,102,betparx,0.6777,0.4739,0.2037,0.3689,0.09,11.99,"{'0.1': 5.99, '0.2': 6.85, '0.25': 7.19, '0.33': 7.64, '0.4': 9.86, '0.5': 11.99, '0.6': 13.27, '0.67': 15.24, '0.75': 17.52, '0.8': 18.75, '0.9': 20.78}",0,2,0.04,global,False,27.0,MISS,-1.0,-0.2038,-0.2038,False,2026-03-19
38017716,Ousmane Dieng,18447832,Milwaukee Bucks @ Utah Jazz,17,pts,UNDER,14.5,-105,-124,-105,caesars,0.6989,0.4806,0.2183,0.3646,0.096,7.0,"{'0.1': 3.64, '0.2': 6.18, '0.25': 6.18, '0.33': 6.18, '0.4': 7.0, '0.5': 7.0, '0.6': 7.77, '0.67': 8.56, '0.75': 10.23, '0.8': 10.23, '0.9': 12.58}",0,2,0.04,global,False,13.0,HIT,0.9523809523809523,-0.2183,-0.2183,False,2026-03-19
56677856,Jordan Miller,18447830,LA Clippers @ New Orleans Pelicans,13,pts,UNDER,13.5,145,-120,145,fanduel,0.5538,0.428,0.1257,0.3567,0.062,9.38,"{'0.1': 5.68, '0.2': 7.24, '0.25': 7.63, '0.33': 7.63, '0.4': 8.26, '0.5': 9.38, '0.6': 11.43, '0.67': 12.63, '0.75': 15.83, '0.8': 15.83, '0.9': 16.54}",0,2,0.04,global,False,11.0,HIT,1.4500000000000002,-0.1258,-0.1258,False,2026-03-19
1057260888,Airious Bailey,18447832,Milwaukee Bucks @ Utah Jazz,29,reb,UNDER,7.5,115,-170,115,betway,0.6279,0.4249,0.2031,0.3501,0.076,4.91,"{'0.1': 2.42, '0.2': 3.47, '0.25': 4.17, '0.33': 4.23, '0.4': 4.34, '0.5': 4.91, '0.6': 5.6, '0.67': 5.86, '0.75': 6.8, '0.8': 6.89, '0.9': 8.68}",0,3,0.04,global,False,9.0,MISS,-1.0,-0.203,-0.203,False,2026-03-19
56677856,Jordan Miller,18447830,LA Clippers @ New Orleans Pelicans,13,reb,UNDER,7.5,104,-120,104,betway,0.6606,0.4733,0.1873,0.3476,0.084,3.93,"{'0.1': 1.48, '0.2': 1.91, '0.25': 2.22, '0.33': 3.06, '0.4': 3.42, '0.5': 3.93, '0.6': 3.95, '0.67': 3.99, '0.75': 4.18, '0.8': 4.52, '0.9': 4.52}",0,2,0.04,global,False,8.0,MISS,-1.0,-0.1873,-0.1873,False,2026-03-19
265,Kyle Kuzma,18447832,Milwaukee Bucks @ Utah Jazz,17,ast,OVER,1.5,120,120,-175,betway,0.6053,0.4167,0.1886,0.3316,0.069,3.16,"{'0.1': 2.07, '0.2': 2.41, '0.25': 2.56, '0.33': 2.92, '0.4': 2.92, '0.5': 3.16, '0.6': 3.53, '0.67': 3.53, '0.75': 3.66, '0.8': 3.82, '0.9': 4.97}",0,2,0.025,global,False,1.0,MISS,-1.0,0.1886,0.1886,False,2026-03-19
1028214238,Justin Edwards,18447833,Philadelphia 76ers @ Sacramento Kings,23,pts,UNDER,12.5,-113,-104,-113,betparx,0.7028,0.51,0.1928,0.3247,0.092,4.51,"{'0.1': 2.34, '0.2': 3.84, '0.25': 3.84, '0.33': 4.09, '0.4': 4.51, '0.5': 4.51, '0.6': 5.15, '0.67': 6.42, '0.75': 8.34, '0.8': 8.34, '0.9': 9.82}",0,1,0.04,global,False,32.0,MISS,-1.0,-0.1928,-0.1928,False,2026-03-19
56677856,Jordan Miller,18447830,LA Clippers @ New Orleans Pelicans,13,ast,UNDER,5.5,-114,-114,-114,fanduel,0.7028,0.5,0.2028,0.3192,0.091,2.81,"{'0.1': 1.42, '0.2': 1.79, '0.25': 2.0, '0.33': 2.07, '0.4': 2.28, '0.5': 2.81, '0.6': 2.83, '0.67': 2.95, '0.75': 3.67, '0.8': 4.11, '0.9': 4.19}",0,2,0.04,global,False,5.0,HIT,0.8771929824561404,-0.2028,-0.2028,False,2026-03-19
192,James Harden,18447829,Cleveland Cavaliers @ Chicago Bulls,6,pts,UNDER,35.5,-115,106,-115,fanduel,0.7028,0.5242,0.1785,0.3138,0.09,19.29,"{'0.1': 10.08, '0.2': 13.65, '0.25': 14.22, '0.33': 15.47, '0.4': 17.33, '0.5': 19.29, '0.6': 21.64, '0.67': 23.46, '0.75': 24.2, '0.8': 25.34, '0.9': 29.12}",0,3,0.04,global,False,36.0,MISS,-1.0,-0.1786,-0.1786,False,2026-03-19
101,John Collins,18447830,LA Clippers @ New Orleans Pelicans,13,pts,UNDER,18.5,-115,-105,-115,draftkings,0.7028,0.5108,0.1919,0.3138,0.09,10.65,"{'0.1': 6.29, '0.2': 7.87, '0.25': 8.09, '0.33': 8.98, '0.4': 9.37, '0.5': 10.65, '0.6': 11.95, '0.67': 12.35, '0.75': 14.31, '0.8': 14.97, '0.9': 16.7}",1,2,0.04,global,False,18.0,HIT,0.8695652173913042,-0.192,-0.192,False,2026-03-19
1028264794,Elijah Harkless,18447832,Milwaukee Bucks @ Utah Jazz,29,pts,UNDER,21.5,-115,-120,-115,betway,0.7028,0.4951,0.2076,0.3138,0.09,5.86,"{'0.1': 2.1, '0.2': 3.52, '0.25': 3.54, '0.33': 3.9, '0.4': 4.63, '0.5': 5.86, '0.6': 5.86, '0.67': 7.67, '0.75': 10.22, '0.8': 10.83, '0.9': 11.65}",0,0,0.04,global,False,23.0,MISS,-1.0,-0.2077,-0.2077,False,2026-03-19
56677822,Victor Wembanyama,18447831,Phoenix Suns @ San Antonio Spurs,27,pts,UNDER,31.5,-117,-110,-117,draftkings,0.7028,0.5072,0.1955,0.3034,0.089,12.66,"{'0.1': 8.57, '0.2': 12.66, '0.25': 12.66, '0.33': 12.66, '0.4': 12.66, '0.5': 12.66, '0.6': 14.56, '0.67': 14.57, '0.75': 16.99, '0.8': 17.2, '0.9': 20.36}",0,2,0.04,global,False,34.0,MISS,-1.0,-0.1956,-0.1956,False,2026-03-19
137,Andre Drummond,18447833,Philadelphia 76ers @ Sacramento Kings,23,reb,UNDER,9.5,-110,103,-110,draftkings,0.6824,0.5153,0.1671,0.3028,0.083,4.04,"{'0.1': 1.06, '0.2': 1.87, '0.25': 1.87, '0.33': 2.0, '0.4': 2.72, '0.5': 4.04, '0.6': 4.86, '0.67': 5.16, '0.75': 5.73, '0.8': 6.54, '0.9': 8.57}",0,1,0.04,global,False,11.0,MISS,-1.0,-0.1671,-0.1671,False,2026-03-19
38017730,Dominick Barlow,18447833,Philadelphia 76ers @ Sacramento Kings,23,reb,UNDER,4.5,120,-153,120,draftkings,0.5921,0.4291,0.163,0.3026,0.063,3.83,"{'0.1': 1.72, '0.2': 2.36, '0.25': 2.87, '0.33': 2.92, '0.4': 3.09, '0.5': 3.83, '0.6': 4.19, '0.67': 4.21, '0.75': 4.34, '0.8': 4.9, '0.9': 5.68}",0,2,0.04,global,False,8.0,MISS,-1.0,-0.163,-0.163,False,2026-03-19
247,Derrick Jones Jr.,18447830,LA Clippers @ New Orleans Pelicans,13,pts,UNDER,22.5,-115,-112,-115,fanduel,0.6912,0.5031,0.1881,0.2923,0.084,16.27,"{'0.1': 7.99, '0.2': 11.06, '0.25': 12.22, '0.33': 12.71, '0.4': 14.33, '0.5': 16.27, '0.6': 16.69, '0.67': 17.92, '0.75': 19.36, '0.8': 19.43, '0.9': 21.29}",0,3,0.04,global,False,22.0,HIT,0.8695652173913042,-0.1881,-0.1881,False,2026-03-19
17896048,Cam Thomas,18447832,Milwaukee Bucks @ Utah Jazz,17,ast,UNDER,4.5,-110,-130,-110,betway,0.6757,0.481,0.1947,0.2899,0.08,3.05,"{'0.1': 0.54, '0.2': 1.08, '0.25': 1.27, '0.33': 2.04, '0.4': 2.36, '0.5': 3.05, '0.6': 3.47, '0.67': 3.47, '0.75': 3.47, '0.8': 3.47, '0.9': 4.25}",0,1,0.04,global,False,4.0,HIT,0.9090909090909092,-0.1947,-0.1947,False,2026-03-19
38017727,Collin Gillespie,18447831,Phoenix Suns @ San Antonio Spurs,24,pts,UNDER,25.5,-105,-115,-105,draftkings,0.6606,0.4892,0.1714,0.2897,0.076,15.63,"{'0.1': 6.97, '0.2': 8.9, '0.25': 10.02, '0.33': 11.46, '0.4': 13.2, '0.5': 15.63, '0.6': 15.81, '0.67': 16.83, '0.75': 18.44, '0.8': 18.44, '0.9': 18.44}",0,3,0.04,global,False,24.0,HIT,0.9523809523809523,-0.1714,-0.1714,False,2026-03-19
17895966,Jalen Green,18447831,Phoenix Suns @ San Antonio Spurs,24,reb,UNDER,9.0,-120,199,-120,caesars,0.7028,0.6199,0.0829,0.2884,0.087,3.17,"{'0.1': 1.93, '0.2': 2.31, '0.25': 2.47, '0.33': 2.75, '0.4': 2.97, '0.5': 3.17, '0.6': 3.69, '0.67': 4.13, '0.75': 4.13, '0.8': 4.74, '0.9': 5.99}",0,2,0.04,global,False,8.0,HIT,0.8333333333333335,-0.0829,-0.0829,False,2026-03-19
1028029291,Cody Williams,18447832,Milwaukee Bucks @ Utah Jazz,29,pts,UNDER,29.5,-120,-102,-120,caesars,0.7028,0.5193,0.1835,0.2884,0.087,9.97,"{'0.1': 6.13, '0.2': 7.34, '0.25': 7.34, '0.33': 7.34, '0.4': 7.34, '0.5': 9.97, '0.6': 12.32, '0.67': 14.73, '0.75': 15.7, '0.8': 16.46, '0.9': 18.07}",0,2,0.04,global,False,23.0,HIT,0.8333333333333335,-0.1835,-0.1835,False,2026-03-19
472,Russell Westbrook,18447833,Philadelphia 76ers @ Sacramento Kings,26,ast,UNDER,7.5,100,-110,100,caesars,0.6422,0.4884,0.1538,0.2844,0.071,4.65,"{'0.1': 1.89, '0.2': 2.66, '0.25': 3.18, '0.33': 4.0, '0.4': 4.36, '0.5': 4.65, '0.6': 4.69, '0.67': 5.37, '0.75': 6.04, '0.8': 6.64, '0.9': 8.02}",0,2,0.04,global,False,8.0,MISS,-1.0,-0.1538,-0.1538,False,2026-03-19
17895858,Quentin Grimes,18447833,Philadelphia 76ers @ Sacramento Kings,23,ast,UNDER,4.5,-105,105,-105,caesars,0.6572,0.5122,0.145,0.2831,0.074,2.64,"{'0.1': 1.39, '0.2': 1.72, '0.25': 2.02, '0.33': 2.14, '0.4': 2.6, '0.5': 2.64, '0.6': 2.94, '0.67': 3.04, '0.75': 3.48, '0.8': 3.79, '0.9': 4.55}",0,2,0.04,global,False,7.0,MISS,-1.0,-0.145,-0.145,False,2026-03-19
192,James Harden,18447829,Cleveland Cavaliers @ Chicago Bulls,6,reb,UNDER,7.5,100,-150,100,betway,0.6392,0.4545,0.1847,0.2784,0.07,5.22,"{'0.1': 2.89, '0.2': 3.85, '0.25': 3.85, '0.33': 4.39, '0.4': 5.13, '0.5': 5.22, '0.6': 5.62, '0.67': 5.99, '0.75': 6.53, '0.8': 6.54, '0.9': 8.24}",0,3,0.04,global,False,7.0,HIT,1.0,-0.1847,-0.1847,False,2026-03-19
1057261935,VJ Edgecombe,18447833,Philadelphia 76ers @ Sacramento Kings,23,pts,UNDER,20.5,102,-120,102,betmgm,0.6189,0.4758,0.1431,0.2501,0.061,14.08,"{'0.1': 10.09, '0.2': 11.51, '0.25': 12.01, '0.33': 12.01, '0.4': 13.08, '0.5': 14.08, '0.6': 15.63, '0.67': 17.23, '0.75': 18.78, '0.8': 19.77, '0.9': 24.3}",0,3,0.04,global,False,38.0,MISS,-1.0,-0.1431,-0.1431,False,2026-03-19
38017711,Jabari Walker,18447833,Philadelphia 76ers @ Sacramento Kings,23,pts,UNDER,7.5,100,-115,100,betmgm,0.6234,0.4831,0.1402,0.2468,0.062,4.81,"{'0.1': 2.07, '0.2': 3.41, '0.25': 3.45, '0.33': 4.04, '0.4': 4.04, '0.5': 4.81, '0.6': 5.68, '0.67': 5.77, '0.75': 6.7, '0.8': 6.72, '0.9': 9.83}",0,0,0.04,global,False,0.0,HIT,1.0,-0.1403,-0.1403,False,2026-03-19
17896065,Josh Giddey,18447829,Cleveland Cavaliers @ Chicago Bulls,5,ast,UNDER,15.5,-130,-110,-130,betway,0.7028,0.519,0.1837,0.2433,0.079,5.14,"{'0.1': 2.29, '0.2': 3.24, '0.25': 3.61, '0.33': 4.01, '0.4': 4.47, '0.5': 5.14, '0.6': 5.2, '0.67': 5.97, '0.75': 6.73, '0.8': 7.02, '0.9': 8.26}",0,2,0.04,global,False,19.0,MISS,-1.0,-0.1838,-0.1838,False,2026-03-19
161,De'Aaron Fox,18447831,Phoenix Suns @ San Antonio Spurs,27,pts,UNDER,16.5,-105,122,-105,fanduel,0.6366,0.5321,0.1045,0.2429,0.064,12.2,"{'0.1': 7.98, '0.2': 12.06, '0.25': 12.06, '0.33': 12.06, '0.4': 12.2, '0.5': 12.2, '0.6': 12.7, '0.67': 12.9, '0.75': 13.66, '0.8': 14.9, '0.9': 18.02}",0,2,0.04,global,False,23.0,MISS,-1.0,-0.1045,-0.1045,False,2026-03-19
17553994,Davion Mitchell,18447828,Los Angeles Lakers @ Miami Heat,16,pts,UNDER,12.5,-115,-120,-115,betway,0.6619,0.4951,0.1668,0.2375,0.068,10.45,"{'0.1': 3.02, '0.2': 5.87, '0.25': 6.77, '0.33': 7.81, '0.4': 8.47, '0.5': 10.45, '0.6': 11.47, '0.67': 11.8, '0.75': 11.8, '0.8': 11.8, '0.9': 12.48}",0,2,0.04,global,False,16.0,MISS,-1.0,-0.1668,-0.1668,False,2026-03-19
57,Devin Booker,18447831,Phoenix Suns @ San Antonio Spurs,24,pts,UNDER,25.5,-135,105,-135,draftkings,0.7028,0.5408,0.162,0.2233,0.075,19.55,"{'0.1': 11.9, '0.2': 16.31, '0.25': 16.57, '0.33': 16.83, '0.4': 17.62, '0.5': 19.55, '0.6': 20.95, '0.67': 21.72, '0.75': 22.46, '0.8': 22.46, '0.9': 23.86}",0,2,0.04,global,False,22.0,HIT,0.7407407407407407,-0.162,-0.162,False,2026-03-19
38017712,Ryan Rollins,18447832,Milwaukee Bucks @ Utah Jazz,17,ast,UNDER,6.5,-105,110,-105,betway,0.6246,0.5182,0.1064,0.2194,0.058,4.88,"{'0.1': 2.09, '0.2': 2.76, '0.25': 3.53, '0.33': 3.83, '0.4': 4.13, '0.5': 4.88, '0.6': 5.16, '0.67': 5.16, '0.75': 5.61, '0.8': 6.28, '0.9': 7.08}",0,3,0.04,global,False,5.0,HIT,0.9523809523809523,-0.1064,-0.1064,False,2026-03-19
1028036515,Oso Ighodaro,18447831,Phoenix Suns @ San Antonio Spurs,24,reb,UNDER,5.5,105,130,105,betway,0.5923,0.5287,0.0635,0.2141,0.051,4.15,"{'0.1': 2.42, '0.2': 2.93, '0.25': 3.05, '0.33': 3.28, '0.4': 3.49, '0.5': 4.15, '0.6': 5.07, '0.67': 5.07, '0.75': 5.31, '0.8': 5.96, '0.9': 6.19}",0,2,0.04,global,False,7.0,MISS,-1.0,-0.0636,-0.0636,False,2026-03-19
38017727,Collin Gillespie,18447831,Phoenix Suns @ San Antonio Spurs,24,reb,OVER,2.5,100,100,-150,betway,0.6053,0.4545,0.1507,0.2105,0.053,3.81,"{'0.1': 2.82, '0.2': 2.89, '0.25': 3.25, '0.33': 3.51, '0.4': 3.76, '0.5': 3.81, '0.6': 4.24, '0.67': 4.34, '0.75': 4.54, '0.8': 4.54, '0.9': 6.33}",0,3,0.025,global,False,2.0,MISS,-1.0,0.1508,0.1508,False,2026-03-19
38017711,Jabari Walker,18447833,Philadelphia 76ers @ Sacramento Kings,23,reb,UNDER,4.5,-130,115,-130,betmgm,0.6835,0.5486,0.1349,0.2093,0.068,1.63,"{'0.1': 1.23, '0.2': 1.31, '0.25': 1.31, '0.33': 1.46, '0.4': 1.46, '0.5': 1.63, '0.6': 1.86, '0.67': 2.05, '0.75': 2.76, '0.8': 3.11, '0.9': 4.05}",0,0,0.04,global,False,1.0,HIT,0.7692307692307692,-0.1349,-0.1349,False,2026-03-19
125,DeMar DeRozan,18447833,Philadelphia 76ers @ Sacramento Kings,26,pts,UNDER,19.5,-105,-111,-105,fanduel,0.6177,0.4933,0.1244,0.206,0.054,11.93,"{'0.1': 7.11, '0.2': 10.02, '0.25': 10.02, '0.33': 10.31, '0.4': 11.25, '0.5': 11.93, '0.6': 13.11, '0.67': 14.73, '0.75': 17.97, '0.8': 19.17, '0.9': 21.55}",0,2,0.04,global,False,13.0,HIT,0.9523809523809523,-0.1244,-0.1244,False,2026-03-19
1057262518,Dylan Harper,18447831,Phoenix Suns @ San Antonio Spurs,27,reb,UNDER,5.5,-120,-120,-120,betway,0.6561,0.5,0.1561,0.2028,0.061,3.41,"{'0.1': 1.74, '0.2': 2.0, '0.25': 2.2, '0.33': 2.51, '0.4': 2.78, '0.5': 3.41, '0.6': 3.41, '0.67': 4.02, '0.75': 4.66, '0.8': 4.66, '0.9': 5.59}",0,2,0.04,global,False,6.0,MISS,-1.0,-0.1561,-0.1561,False,2026-03-19
18677986,Trey Murphy III,18447830,LA Clippers @ New Orleans Pelicans,19,ast,OVER,2.5,-102,-102,-130,fanduel,0.6053,0.4718,0.1334,0.1986,0.051,4.35,"{'0.1': 2.85, '0.2': 3.18, '0.25': 3.51, '0.33': 3.97, '0.4': 4.0, '0.5': 4.35, '0.6': 4.63, '0.67': 5.23, '0.75': 5.23, '0.8': 5.86, '0.9': 6.34}",0,3,0.025,global,False,2.0,MISS,-1.0,0.1335,0.1335,False,2026-03-19
1028214238,Justin Edwards,18447833,Philadelphia 76ers @ Sacramento Kings,23,reb,UNDER,3.5,-125,131,-125,draftkings,0.6644,0.562,0.1024,0.1959,0.061,1.18,"{'0.1': 0.27, '0.2': 0.73, '0.25': 0.86, '0.33': 0.86, '0.4': 0.95, '0.5': 1.18, '0.6': 1.48, '0.67': 1.9, '0.75': 1.99, '0.8': 2.14, '0.9': 3.4}",0,1,0.04,global,False,0.0,HIT,0.8,-0.1024,-0.1024,False,2026-03-19
137,Andre Drummond,18447833,Philadelphia 76ers @ Sacramento Kings,23,ast,UNDER,1.5,-120,-115,-120,betway,0.6522,0.5049,0.1473,0.1958,0.059,0.74,"{'0.1': 0.4, '0.2': 0.48, '0.25': 0.56, '0.33': 0.56, '0.4': 0.65, '0.5': 0.74, '0.6': 0.74, '0.67': 0.77, '0.75': 0.93, '0.8': 1.26, '0.9': 1.55}",0,1,0.04,global,False,4.0,MISS,-1.0,-0.1473,-0.1473,False,2026-03-19
