player_name,player_id,team,opponent,is_home,game_id,stat,line,market_line,pmf_source,calibration_source,cal_source,role_bucket,role_source,minutes_mean,minutes_q50,p_inactive_used,mean,pmf_mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,p_over,fair_over_odds_american,fair_under_odds_american,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status,injury_context_source,injury_report_fetched_at_utc,expected_lineup_status,official_lineup_status,lineup_source,lineup_last_updated_utc
Jarrett Allen,9,CLE,NYK,False,21713897,pts,0.5,0.5,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,projected_bdl_lineup,27.2404,29.5884,0.05,12.6953,12.6953,12,12,0.0109,0.9891,0.9827,0.9715,0.9478,0.9203,0.8908,0.8476,0.8033,0.7443,0.6833,0.6118,0.543,0.47,0.4078,0.3473,0.2958,0.2463,0.2042,0.1634,0.1335,0.9891,-9105.0,9105.0,pre_close,2026-05-22T12:07:34Z,ca3b8e02#phase10c,398cd6c5-1700-4aee-9375-1ecd7a3be0d5,ok,0.0,high,full,current_phase8,unknown,projected,missing,bdl_injuries_only,2026-05-22T12:06:49Z,projected,projected,bdl_lineup_freshness_manifest,2026-05-22T12:06:30Z
Jarrett Allen,9,CLE,NYK,False,21713897,pts,1.5,1.5,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,projected_bdl_lineup,27.2404,29.5884,0.05,12.6953,12.6953,12,12,0.0109,0.9891,0.9827,0.9715,0.9478,0.9203,0.8908,0.8476,0.8033,0.7443,0.6833,0.6118,0.543,0.47,0.4078,0.3473,0.2958,0.2463,0.2042,0.1634,0.1335,0.9827,-5696.0,5696.0,pre_close,2026-05-22T12:07:34Z,ca3b8e02#phase10c,398cd6c5-1700-4aee-9375-1ecd7a3be0d5,ok,0.0,high,full,current_phase8,unknown,projected,missing,bdl_injuries_only,2026-05-22T12:06:49Z,projected,projected,bdl_lineup_freshness_manifest,2026-05-22T12:06:30Z
Jarrett Allen,9,CLE,NYK,False,21713897,pts,2.5,2.5,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,projected_bdl_lineup,27.2404,29.5884,0.05,12.6953,12.6953,12,12,0.0109,0.9891,0.9827,0.9715,0.9478,0.9203,0.8908,0.8476,0.8033,0.7443,0.6833,0.6118,0.543,0.47,0.4078,0.3473,0.2958,0.2463,0.2042,0.1634,0.1335,0.9715,-3404.0,3404.0,pre_close,2026-05-22T12:07:34Z,ca3b8e02#phase10c,398cd6c5-1700-4aee-9375-1ecd7a3be0d5,ok,0.0,high,full,current_phase8,unknown,projected,missing,bdl_injuries_only,2026-05-22T12:06:49Z,projected,projected,bdl_lineup_freshness_manifest,2026-05-22T12:06:30Z
Jarrett Allen,9,CLE,NYK,False,21713897,pts,3.5,3.5,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,projected_bdl_lineup,27.2404,29.5884,0.05,12.6953,12.6953,12,12,0.0109,0.9891,0.9827,0.9715,0.9478,0.9203,0.8908,0.8476,0.8033,0.7443,0.6833,0.6118,0.543,0.47,0.4078,0.3473,0.2958,0.2463,0.2042,0.1634,0.1335,0.9478,-1814.0,1814.0,pre_close,2026-05-22T12:07:34Z,ca3b8e02#phase10c,398cd6c5-1700-4aee-9375-1ecd7a3be0d5,ok,0.0,high,full,current_phase8,unknown,projected,missing,bdl_injuries_only,2026-05-22T12:06:49Z,projected,projected,bdl_lineup_freshness_manifest,2026-05-22T12:06:30Z
Jarrett Allen,9,CLE,NYK,False,21713897,pts,4.5,4.5,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,projected_bdl_lineup,27.2404,29.5884,0.05,12.6953,12.6953,12,12,0.0109,0.9891,0.9827,0.9715,0.9478,0.9203,0.8908,0.8476,0.8033,0.7443,0.6833,0.6118,0.543,0.47,0.4078,0.3473,0.2958,0.2463,0.2042,0.1634,0.1335,0.9203,-1155.0,1155.0,pre_close,2026-05-22T12:07:34Z,ca3b8e02#phase10c,398cd6c5-1700-4aee-9375-1ecd7a3be0d5,ok,0.0,high,full,current_phase8,unknown,projected,missing,bdl_injuries_only,2026-05-22T12:06:49Z,projected,projected,bdl_lineup_freshness_manifest,2026-05-22T12:06:30Z
Jarrett Allen,9,CLE,NYK,False,21713897,pts,5.5,5.5,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,projected_bdl_lineup,27.2404,29.5884,0.05,12.6953,12.6953,12,12,0.0109,0.9891,0.9827,0.9715,0.9478,0.9203,0.8908,0.8476,0.8033,0.7443,0.6833,0.6118,0.543,0.47,0.4078,0.3473,0.2958,0.2463,0.2042,0.1634,0.1335,0.8908,-816.0,816.0,pre_close,2026-05-22T12:07:34Z,ca3b8e02#phase10c,398cd6c5-1700-4aee-9375-1ecd7a3be0d5,ok,0.0,high,full,current_phase8,unknown,projected,missing,bdl_injuries_only,2026-05-22T12:06:49Z,projected,projected,bdl_lineup_freshness_manifest,2026-05-22T12:06:30Z
Jarrett Allen,9,CLE,NYK,False,21713897,pts,6.5,6.5,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,projected_bdl_lineup,27.2404,29.5884,0.05,12.6953,12.6953,12,12,0.0109,0.9891,0.9827,0.9715,0.9478,0.9203,0.8908,0.8476,0.8033,0.7443,0.6833,0.6118,0.543,0.47,0.4078,0.3473,0.2958,0.2463,0.2042,0.1634,0.1335,0.8476,-556.0,556.0,pre_close,2026-05-22T12:07:34Z,ca3b8e02#phase10c,398cd6c5-1700-4aee-9375-1ecd7a3be0d5,ok,0.0,high,full,current_phase8,unknown,projected,missing,bdl_injuries_only,2026-05-22T12:06:49Z,projected,projected,bdl_lineup_freshness_manifest,2026-05-22T12:06:30Z
Jarrett Allen,9,CLE,NYK,False,21713897,pts,7.5,7.5,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,projected_bdl_lineup,27.2404,29.5884,0.05,12.6953,12.6953,12,12,0.0109,0.9891,0.9827,0.9715,0.9478,0.9203,0.8908,0.8476,0.8033,0.7443,0.6833,0.6118,0.543,0.47,0.4078,0.3473,0.2958,0.2463,0.2042,0.1634,0.1335,0.8033,-408.0,408.0,pre_close,2026-05-22T12:07:34Z,ca3b8e02#phase10c,398cd6c5-1700-4aee-9375-1ecd7a3be0d5,ok,0.0,high,full,current_phase8,unknown,projected,missing,bdl_injuries_only,2026-05-22T12:06:49Z,projected,projected,bdl_lineup_freshness_manifest,2026-05-22T12:06:30Z
Jarrett Allen,9,CLE,NYK,False,21713897,pts,8.5,8.5,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,projected_bdl_lineup,27.2404,29.5884,0.05,12.6953,12.6953,12,12,0.0109,0.9891,0.9827,0.9715,0.9478,0.9203,0.8908,0.8476,0.8033,0.7443,0.6833,0.6118,0.543,0.47,0.4078,0.3473,0.2958,0.2463,0.2042,0.1634,0.1335,0.7443,-291.0,291.0,pre_close,2026-05-22T12:07:34Z,ca3b8e02#phase10c,398cd6c5-1700-4aee-9375-1ecd7a3be0d5,ok,0.0,high,full,current_phase8,unknown,projected,missing,bdl_injuries_only,2026-05-22T12:06:49Z,projected,projected,bdl_lineup_freshness_manifest,2026-05-22T12:06:30Z
Jarrett Allen,9,CLE,NYK,False,21713897,pts,9.5,9.5,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,projected_bdl_lineup,27.2404,29.5884,0.05,12.6953,12.6953,12,12,0.0109,0.9891,0.9827,0.9715,0.9478,0.9203,0.8908,0.8476,0.8033,0.7443,0.6833,0.6118,0.543,0.47,0.4078,0.3473,0.2958,0.2463,0.2042,0.1634,0.1335,0.6833,-216.0,216.0,pre_close,2026-05-22T12:07:34Z,ca3b8e02#phase10c,398cd6c5-1700-4aee-9375-1ecd7a3be0d5,ok,0.0,high,full,current_phase8,unknown,projected,missing,bdl_injuries_only,2026-05-22T12:06:49Z,projected,projected,bdl_lineup_freshness_manifest,2026-05-22T12:06:30Z
