player_id,player_name,game_id,stat,line,exp_mp_contextual,contextual_minutes_delta,contextual_pmf_mean_baseline,contextual_pmf_mean_post,contextual_pmf_mean_shift_ratio,contextual_pmf_applied,contextual_feature_set_id,lineup_confirmed,confirmed_starter,confirmed_bench,contextual_rate_delta_pts,contextual_rate_delta_reb,contextual_rate_delta_ast,contextual_rate_delta_tov,contextual_rate_delta_stl,contextual_rate_delta_blk,contextual_rate_delta_fg3m
1028240128,Daniss Jenkins,21684819,ast,2.5,15.378093783690893,15.378093783690893,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,0,0.0,0.0,0.03308615888319899,0.0076250159869023695,0.009918364658834186,0.004113574403851457,0.002076014387512933,6.805731970554741e-05,-0.0010155391687372102
56677826,Ausar Thompson,21684819,blk,1.5,15.378093783690893,15.378093783690893,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,0,0.0,0.0,0.03308615888319899,0.0076250159869023695,0.009918364658834186,0.004113574403851457,0.002076014387512933,6.805731970554741e-05,-0.0010155391687372102
56677827,Anthony Black,21684819,pts,11.5,15.378093783690893,15.378093783690893,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,0,0.0,0.0,0.03308615888319899,0.0076250159869023695,0.009918364658834186,0.004113574403851457,0.002076014387512933,6.805731970554741e-05,-0.0010155391687372102
3547267,Isaiah Stewart,21684819,reb,3.5,15.378093783690893,15.378093783690893,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,0,0.0,0.0,0.03308615888319899,0.0076250159869023695,0.009918364658834186,0.004113574403851457,0.002076014387512933,6.805731970554741e-05,-0.0010155391687372102
38017734,Jamal Cain,21684819,reb,3.5,15.378093783690893,15.378093783690893,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,0,0.0,0.0,0.03308615888319899,0.0076250159869023695,0.009918364658834186,0.004113574403851457,0.002076014387512933,6.805731970554741e-05,-0.0010155391687372102
200,Tobias Harris,21684819,pts,17.5,15.378093783690893,15.378093783690893,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,0,0.0,0.0,0.03308615888319899,0.0076250159869023695,0.009918364658834186,0.004113574403851457,0.002076014387512933,6.805731970554741e-05,-0.0010155391687372102
17896073,Jalen Suggs,21684819,ast,4.5,15.378093783690893,15.378093783690893,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,0,0.0,0.0,0.03308615888319899,0.0076250159869023695,0.009918364658834186,0.004113574403851457,0.002076014387512933,6.805731970554741e-05,-0.0010155391687372102
17896075,Cade Cunningham,21684819,pts,28.5,15.378093783690893,15.378093783690893,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,0,0.0,0.0,0.03308615888319899,0.0076250159869023695,0.009918364658834186,0.004113574403851457,0.002076014387512933,6.805731970554741e-05,-0.0010155391687372102
397,Duncan Robinson,21684819,pts,10.5,15.378093783690893,15.378093783690893,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,0,0.0,0.0,0.03308615888319899,0.0076250159869023695,0.009918364658834186,0.004113574403851457,0.002076014387512933,6.805731970554741e-05,-0.0010155391687372102
38017683,Paolo Banchero,21684819,reb,8.5,15.378093783690893,15.378093783690893,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,0,0.0,0.0,0.03308615888319899,0.0076250159869023695,0.009918364658834186,0.004113574403851457,0.002076014387512933,6.805731970554741e-05,-0.0010155391687372102
85,Wendell Carter Jr.,21684819,reb,7.5,15.378093783690893,15.378093783690893,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,0,0.0,0.0,0.03308615888319899,0.0076250159869023695,0.009918364658834186,0.004113574403851457,0.002076014387512933,6.805731970554741e-05,-0.0010155391687372102
3547287,Desmond Bane,21684819,pts,18.5,15.378093783690893,15.378093783690893,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,0,0.0,0.0,0.03308615888319899,0.0076250159869023695,0.009918364658834186,0.004113574403851457,0.002076014387512933,6.805731970554741e-05,-0.0010155391687372102
1028025497,Tristan Da Silva,21684819,reb,2.5,15.378093783690893,15.378093783690893,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,0,0.0,0.0,0.03308615888319899,0.0076250159869023695,0.009918364658834186,0.004113574403851457,0.002076014387512933,6.805731970554741e-05,-0.0010155391687372102
38017694,Jalen Duren,21684819,pts,12.5,15.378093783690893,15.378093783690893,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,0,0.0,0.0,0.03308615888319899,0.0076250159869023695,0.009918364658834186,0.004113574403851457,0.002076014387512933,6.805731970554741e-05,-0.0010155391687372102
