player_id,player_name,game_id,stat,role_bucket,injury_freshness_status,lineup_freshness_status,market_coverage_status,source_row_id,k,p_k
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,0,0.0394
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,1,0.0487
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,2,0.0385
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,3,0.0472
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,4,0.0596
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,5,0.0601
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,6,0.0595
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,7,0.0668
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,8,0.0661
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,9,0.0749
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,10,0.0734
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,11,0.0605
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,12,0.0509
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,13,0.0458
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,14,0.0496
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,15,0.0402
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,16,0.0246
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,17,0.0246
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,18,0.0172
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,19,0.0146
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,20,0.0119
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,21,0.008
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,22,0.009
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,23,0.0012
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,24,0.0025
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,25,0.0012
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,26,0.0006
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,27,0.0005
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,28,0.0004
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,29,0.0006
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,30,0.0001
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,31,0.0004
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,32,0.0001
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,33,0.0001
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,34,0.0002
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,35,0.0004
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,36,0.0001
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,37,0.0003
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,38,0.0001
89,Alex Caruso,21713532,pts,rotation,fallback_used,projected,full,0,39,0.0001
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,0,0.0393
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,1,0.0706
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,2,0.1698
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,3,0.2421
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,4,0.2201
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,5,0.1455
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,6,0.0774
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,7,0.0238
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,8,0.0088
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,9,0.0016
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,10,0.0006
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,11,0.0002
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,12,0.0
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,13,0.0
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,14,0.0
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,15,0.0
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,16,0.0
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,17,0.0
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,18,0.0
89,Alex Caruso,21713532,reb,rotation,fallback_used,projected,full,1,22,0.0
89,Alex Caruso,21713532,ast,rotation,fallback_used,projected,full,2,0,0.1751
89,Alex Caruso,21713532,ast,rotation,fallback_used,projected,full,2,1,0.1534
89,Alex Caruso,21713532,ast,rotation,fallback_used,projected,full,2,2,0.3234
89,Alex Caruso,21713532,ast,rotation,fallback_used,projected,full,2,3,0.2359
89,Alex Caruso,21713532,ast,rotation,fallback_used,projected,full,2,4,0.0806
89,Alex Caruso,21713532,ast,rotation,fallback_used,projected,full,2,5,0.0235
