player_id,player_name,team,opponent,game_id,is_home,stat,line,market_line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_mean,p_over,role_bucket,injury_freshness_status,lineup_freshness_status,market_coverage_status
89,Alex Caruso,OKC,SAS,21713532,True,pts,8.5000,8.5000,betmgm,-120.0000,-110.0000,0.5101,8.9800,0.5142,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713532,True,reb,2.5000,2.5000,betmgm,-175.0000,130.0000,0.5941,3.4696,0.7203,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713532,True,ast,1.5000,1.5000,betmgm,-190.0000,140.0000,0.6113,1.9980,0.6715,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713532,True,fg3m,1.5000,1.5000,betmgm,-120.0000,-110.0000,0.5101,1.0028,0.2506,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713532,True,tov,,,,,,,0.8503,,rotation,fallback_used,projected,no_market_line
89,Alex Caruso,OKC,SAS,21713532,True,stl,1.5000,1.5000,betparx,120.0000,-162.0000,0.4237,0.9192,0.2570,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713532,True,blk,0.5000,0.5000,betparx,175.0000,-245.0000,0.3387,0.3122,0.2350,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713532,True,stocks,1.5000,1.5000,betparx,-141.0000,107.0000,0.5477,1.2320,0.3430,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713532,True,pa,11.5000,11.5000,bovada,-105.0000,-125.0000,0.4797,10.9780,0.4407,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713532,True,pr,11.5000,11.5000,bovada,-130.0000,100.0000,0.5306,12.4495,0.5412,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713532,True,ra,4.5000,4.5000,bovada,-150.0000,115.0000,0.5633,5.4676,0.6704,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713532,True,pra,14.5000,14.5000,betmgm,105.0000,-140.0000,0.4554,14.4475,0.4741,rotation,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713532,False,pts,14.5000,14.5000,betmgm,-110.0000,-120.0000,0.4899,18.9207,0.7633,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713532,False,reb,3.5000,3.5000,betparx,-143.0000,108.0000,0.5504,4.9152,0.8085,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713532,False,ast,5.5000,5.5000,betmgm,120.0000,-160.0000,0.4248,5.5287,0.5072,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713532,False,fg3m,1.5000,1.5000,betmgm,105.0000,-140.0000,0.4554,1.8120,0.5093,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713532,False,tov,,,,,,,2.3751,,starter,fallback_used,projected,no_market_line
161,De'Aaron Fox,SAS,OKC,21713532,False,stl,0.5000,0.5000,betparx,-205.0000,150.0000,0.6269,0.7257,0.4699,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713532,False,blk,0.5000,0.5000,betmgm,260.0000,-400.0000,0.2577,0.3802,0.2403,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713532,False,stocks,1.5000,1.5000,draftkings,143.0000,-191.0000,0.3854,1.0788,0.2850,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713532,False,pa,19.5000,19.5000,betmgm,-125.0000,-105.0000,0.5203,24.4494,0.7759,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713532,False,pr,18.5000,18.5000,betmgm,-115.0000,-115.0000,0.5000,23.8359,0.7945,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713532,False,ra,9.5000,9.5000,bovada,110.0000,-145.0000,0.4459,10.4438,0.6439,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713532,False,pra,24.5000,24.5000,betparx,100.0000,-132.0000,0.4677,29.3646,0.7630,starter,fallback_used,projected,full
175,Shai Gilgeous-Alexander,OKC,SAS,21713532,True,pts,30.5000,30.5000,betmgm,-115.0000,-115.0000,0.5000,26.0958,0.2555,starter,fallback_used,projected,full
175,Shai Gilgeous-Alexander,OKC,SAS,21713532,True,reb,4.5000,4.5000,betmgm,125.0000,-165.0000,0.4165,3.9173,0.3145,starter,fallback_used,projected,full
175,Shai Gilgeous-Alexander,OKC,SAS,21713532,True,ast,8.5000,8.5000,betparx,117.0000,-157.0000,0.4300,8.1954,0.4673,starter,fallback_used,projected,full
