player_id,player_name,game_id,stat,line,role_bucket,injury_freshness_status,lineup_freshness_status,market_coverage_status,source_row_id,k,p_k
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,0,0.021987762641149777
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,1,0.020401087340554857
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,2,0.029792704752956176
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,3,0.040439824791459224
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,4,0.04516707284084764
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,5,0.051126191622344455
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,6,0.05660005689404131
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,7,0.06390471398293408
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,8,0.06466211384091551
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,9,0.06944893516018714
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,10,0.06871853252938197
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,11,0.06162382947740566
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,12,0.061895094130564106
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,13,0.05314437512607507
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,14,0.04699823375257032
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,15,0.0434968523865701
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,16,0.03705105293016925
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,17,0.03162553629347319
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,18,0.027356493898369187
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,19,0.021088730860742786
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,20,0.019362097056898397
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,21,0.013534153470355926
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,22,0.01084253472065651
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,23,0.009071025259680503
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,24,0.00721620219731741
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,25,0.006054528142411716
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,26,0.004862362144529273
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,27,0.002993492831120712
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,28,0.002555217269886833
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,29,0.0014930328673673009
9,Jarrett Allen,21709223,pts,,core,fresh,projected,full,0,30,0.001523536447123158
