player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,role_bucket,mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status,edge_publish_status,edge_reasonability_status,edge_reasonability_notes,root_cause_label,push_line,push_prob,pmf_mean,pmf_variance,model_prob_from_pmf,market_prob_recomputed,raw_edge_recomputed,ev_recomputed,ev_recomputed_pushinc,large_edge_bucket,calibration_support_status,calibration_bucket_n,lineup_confirmation_dependency
Jarrett Allen,9,CLE,DET,False,21709223,,pts,10.5,fanatics,-120,-110,0.5101214574898786,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,10.646310540840991,10,9,0.0,0.9780122373588503,0.9576111500182954,0.9278184452653393,0.8873786204738802,0.8422115476330324,0.7910853560106881,0.7344852991166467,0.6705805851337125,0.6059184712927971,0.53646953613261,0.4677510036032281,0.4061271741258224,0.3442320799952583,0.29108770486918323,0.24408947111661292,0.20059261873004283,0.16354156579987358,0.13191602950640038,0.1045595356080312,0.08347080474728844,0.46775100360322797,114.0,-114.0,-0.042370453886650616,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,WATCHLIST_NOT_CONFIRMED_LINEUP,NOT_CHECKED,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDGE_LT_10,NOT_CHECKED,0,close_lock_lineup_confirmed_False
Jarrett Allen,9,CLE,DET,False,21709223,,pts,11.5,draftkings,100,-127,0.47193347193347185,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,10.646310540840991,10,9,0.0,0.9780122373588503,0.9576111500182954,0.9278184452653393,0.8873786204738802,0.8422115476330324,0.7910853560106881,0.7344852991166467,0.6705805851337125,0.6059184712927971,0.53646953613261,0.4677510036032281,0.4061271741258224,0.3442320799952583,0.29108770486918323,0.24408947111661292,0.20059261873004283,0.16354156579987358,0.13191602950640038,0.1045595356080312,0.08347080474728844,0.4061271741258223,146.0,-146.0,-0.06580629780764957,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,WATCHLIST_NOT_CONFIRMED_LINEUP,NOT_CHECKED,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDGE_LT_10,NOT_CHECKED,0,close_lock_lineup_confirmed_False
Jarrett Allen,9,CLE,DET,False,21709223,,pts,10.5,fanduel,-108,-120,0.4876847290640395,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,10.646310540840991,10,9,0.0,0.9780122373588503,0.9576111500182954,0.9278184452653393,0.8873786204738802,0.8422115476330324,0.7910853560106881,0.7344852991166467,0.6705805851337125,0.6059184712927971,0.53646953613261,0.4677510036032281,0.4061271741258224,0.3442320799952583,0.29108770486918323,0.24408947111661292,0.20059261873004283,0.16354156579987358,0.13191602950640038,0.1045595356080312,0.08347080474728844,0.46775100360322797,114.0,-114.0,-0.019933725460811513,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,WATCHLIST_NOT_CONFIRMED_LINEUP,NOT_CHECKED,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDGE_LT_10,NOT_CHECKED,0,close_lock_lineup_confirmed_False
Jarrett Allen,9,CLE,DET,False,21709223,,pts,10.5,fanduel,-110,-122,0.48800959232613905,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,10.646310540840991,10,9,0.0,0.9780122373588503,0.9576111500182954,0.9278184452653393,0.8873786204738802,0.8422115476330324,0.7910853560106881,0.7344852991166467,0.6705805851337125,0.6059184712927971,0.53646953613261,0.4677510036032281,0.4061271741258224,0.3442320799952583,0.29108770486918323,0.24408947111661292,0.20059261873004283,0.16354156579987358,0.13191602950640038,0.1045595356080312,0.08347080474728844,0.46775100360322797,114.0,-114.0,-0.020258588722911086,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,WATCHLIST_NOT_CONFIRMED_LINEUP,NOT_CHECKED,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDGE_LT_10,NOT_CHECKED,0,close_lock_lineup_confirmed_False
Jarrett Allen,9,CLE,DET,False,21709223,,pts,11.5,fanduel,124,-166,0.4170324846356453,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,10.646310540840991,10,9,0.0,0.9780122373588503,0.9576111500182954,0.9278184452653393,0.8873786204738802,0.8422115476330324,0.7910853560106881,0.7344852991166467,0.6705805851337125,0.6059184712927971,0.53646953613261,0.4677510036032281,0.4061271741258224,0.3442320799952583,0.29108770486918323,0.24408947111661292,0.20059261873004283,0.16354156579987358,0.13191602950640038,0.1045595356080312,0.08347080474728844,0.4061271741258223,146.0,-146.0,-0.010905310509823019,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,WATCHLIST_NOT_CONFIRMED_LINEUP,NOT_CHECKED,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDGE_LT_10,NOT_CHECKED,0,close_lock_lineup_confirmed_False
Jarrett Allen,9,CLE,DET,False,21709223,,pts,12.5,fanduel,164,-225,0.3536452665941241,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,10.646310540840991,10,9,0.0,0.9780122373588503,0.9576111500182954,0.9278184452653393,0.8873786204738802,0.8422115476330324,0.7910853560106881,0.7344852991166467,0.6705805851337125,0.6059184712927971,0.53646953613261,0.4677510036032281,0.4061271741258224,0.3442320799952583,0.29108770486918323,0.24408947111661292,0.20059261873004283,0.16354156579987358,0.13191602950640038,0.1045595356080312,0.08347080474728844,0.34423207999525823,191.0,-191.0,-0.009413186598865864,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,WATCHLIST_NOT_CONFIRMED_LINEUP,NOT_CHECKED,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDGE_LT_10,NOT_CHECKED,0,close_lock_lineup_confirmed_False
Jarrett Allen,9,CLE,DET,False,21709223,,pts,13.5,fanduel,220,-310,0.29243937232524964,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,10.646310540840991,10,9,0.0,0.9780122373588503,0.9576111500182954,0.9278184452653393,0.8873786204738802,0.8422115476330324,0.7910853560106881,0.7344852991166467,0.6705805851337125,0.6059184712927971,0.53646953613261,0.4677510036032281,0.4061271741258224,0.3442320799952583,0.29108770486918323,0.24408947111661292,0.20059261873004283,0.16354156579987358,0.13191602950640038,0.1045595356080312,0.08347080474728844,0.2910877048691832,244.0,-244.0,-0.0013516674560664632,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,WATCHLIST_NOT_CONFIRMED_LINEUP,NOT_CHECKED,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDGE_LT_10,NOT_CHECKED,0,close_lock_lineup_confirmed_False
Jarrett Allen,9,CLE,DET,False,21709223,,pts,14.5,fanduel,280,-420,0.24574669187145556,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,10.646310540840991,10,9,0.0,0.9780122373588503,0.9576111500182954,0.9278184452653393,0.8873786204738802,0.8422115476330324,0.7910853560106881,0.7344852991166467,0.6705805851337125,0.6059184712927971,0.53646953613261,0.4677510036032281,0.4061271741258224,0.3442320799952583,0.29108770486918323,0.24408947111661292,0.20059261873004283,0.16354156579987358,0.13191602950640038,0.1045595356080312,0.08347080474728844,0.24408947111661286,310.0,-310.0,-0.0016572207548427031,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,WATCHLIST_NOT_CONFIRMED_LINEUP,NOT_CHECKED,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDGE_LT_10,NOT_CHECKED,0,close_lock_lineup_confirmed_False
Jarrett Allen,9,CLE,DET,False,21709223,,pts,9.5,fanduel,-158,118,0.571741584224155,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,10.646310540840991,10,9,0.0,0.9780122373588503,0.9576111500182954,0.9278184452653393,0.8873786204738802,0.8422115476330324,0.7910853560106881,0.7344852991166467,0.6705805851337125,0.6059184712927971,0.53646953613261,0.4677510036032281,0.4061271741258224,0.3442320799952583,0.29108770486918323,0.24408947111661292,0.20059261873004283,0.16354156579987358,0.13191602950640038,0.1045595356080312,0.08347080474728844,0.53646953613261,-116.0,116.0,-0.03527204809154505,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,WATCHLIST_NOT_CONFIRMED_LINEUP,NOT_CHECKED,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDGE_LT_10,NOT_CHECKED,0,close_lock_lineup_confirmed_False
Jarrett Allen,9,CLE,DET,False,21709223,,pts,8.5,fanduel,-225,164,0.646354733405876,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,10.646310540840991,10,9,0.0,0.9780122373588503,0.9576111500182954,0.9278184452653393,0.8873786204738802,0.8422115476330324,0.7910853560106881,0.7344852991166467,0.6705805851337125,0.6059184712927971,0.53646953613261,0.4677510036032281,0.4061271741258224,0.3442320799952583,0.29108770486918323,0.24408947111661292,0.20059261873004283,0.16354156579987358,0.13191602950640038,0.1045595356080312,0.08347080474728844,0.6059184712927971,-154.0,154.0,-0.040436262113078936,pre_close,2026-05-07T21:01:40Z,3fd94fb#phase10c,dd0a7173-d1a2-429d-80f7-20cbf4af93fd,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,WATCHLIST_NOT_CONFIRMED_LINEUP,NOT_CHECKED,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDGE_LT_10,NOT_CHECKED,0,close_lock_lineup_confirmed_False
