role_bucket,n_rows,n_scored,n_market_joined,n_books,n_players,n_games,model_brier_avg,market_brier_avg,model_logloss_avg,market_logloss_avg,model_rps_avg,market_rps_avg,market_coverage_status,availability_freshness_status,failure_reason,market_superiority_pass,brier_delta_model_minus_market,logloss_delta_model_minus_market,rps_delta_model_minus_market,rps_status,model_beats_market_brier,model_beats_market_logloss,model_beats_market_rps,calibration_pass,model_ece,market_ece,model_calibration_slope,model_calibration_intercept,market_calibration_slope,market_calibration_intercept,pit_ks,mean_error,variance_error,p0_error,model_better_calibrated
bench,4411,4411,4411,14,42,33,0.2500129233434683,0.23717967120365044,0.9843063974966372,0.6664608859699725,2.2525433308273555,,covered,unknown,model_logloss_not_better,False,0.012833252139817869,0.3178455115266646,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
core,25245,25245,25245,14,53,38,0.25280270640494706,0.2324380305567367,0.9838416845968545,0.6563074244790984,3.4201515130495976,,covered,unknown,model_logloss_not_better,False,0.020364675848210362,0.3275342601177561,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
fringe,452,452,452,13,11,10,0.19724530720770136,0.2462052793012873,0.8647094746946701,0.6861116494638166,2.1280838904637625,,covered,unknown,model_logloss_not_better,False,-0.048959972093585935,0.17859782523085344,,unavailable_market_distribution,True,False,True,False,,,,,,,,,,,False
inactive_risk,682,682,682,13,7,7,0.33352473030180624,0.23897568853735088,0.9107654751022235,0.6702754689922256,7.204044098394321,,covered,unknown,model_logloss_not_better,False,0.09454904176445536,0.24049000610999793,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
none,78078,0,0,14,13,0,,,,,,,none,unknown,insufficient_scored_rows,False,,,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
rotation,10159,10144,10159,14,43,39,0.2509629458907564,0.23604553954874552,0.8238022249971588,0.6640169416322043,2.570052002246691,,covered,unknown,model_logloss_not_better,False,0.014917406342010886,0.15978528336495457,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
starter,28115,28115,28115,14,43,39,0.22794510490822031,0.2265187310460473,0.7833974411160144,0.6431561646719055,3.266162621330644,,covered,unknown,model_logloss_not_better,False,0.0014263738621730082,0.1402412764441089,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
