snapshot_type,n_rows,n_scored,n_market_joined,n_books,n_players,n_games,model_brier_avg,market_brier_avg,model_logloss_avg,market_logloss_avg,model_rps_avg,market_rps_avg,market_coverage_status,availability_freshness_status,failure_reason,market_superiority_pass,brier_delta_model_minus_market,logloss_delta_model_minus_market,rps_delta_model_minus_market,rps_status,model_beats_market_brier,model_beats_market_logloss,model_beats_market_rps,calibration_pass,model_ece,market_ece,model_calibration_slope,model_calibration_intercept,market_calibration_slope,market_calibration_intercept,pit_ks,mean_error,variance_error,p0_error,model_better_calibrated
close_or_lock,2276,1330,1330,6,50,9,0.2455449605832778,0.24203221908441408,0.7051812224249944,0.6763419982527986,1.9547735576860787,,covered,unknown,model_logloss_not_better,False,0.003512741498863714,0.028839224172195754,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
historical_lock_minus_5m,144866,67719,67734,14,143,50,0.24260990302602414,0.23079905258598912,0.8806217957310305,0.6526097373320665,3.211087971626723,,covered,unknown,model_logloss_not_better,False,0.01181085044003502,0.228012058398964,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
