pmf_json,player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,role_bucket,role_source,minutes_mean,minutes_q50,p_inactive_used,cal_source,mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,expected_lineup_status,official_lineup_status,lineup_freshness_status,role_freshness_status
"{""0"": 0.008702742536161566, ""1"": 0.004986453099797433, ""2"": 0.00909623836004027, ""3"": 0.01598696616635767, ""4"": 0.02286526371251384, ""5"": 0.024527681981694156, ""6"": 0.03511791544276697, ""7"": 0.03848505519968869, ""8"": 0.04570463342787641, ""9"": 0.06292860232049713, ""10"": 0.06057417591328865, ""11"": 0.0699383028213143, ""12"": 0.0736901177794002, ""13"": 0.07596876109202225, ""14"": 0.0665621434342776, ""15"": 0.06051054754798311, ""16"": 0.05777729061501702, ""17"": 0.045508118699011724, ""18"": 0.04697339472160774, ""19"": 0.03721429893510983, ""20"": 0.0323599125025702, ""21"": 0.02532911406317516, ""22"": 0.021605668433344424, ""23"": 0.014865958550682326, ""24"": 0.010791612252794952, ""25"": 0.008151201385359106, ""26"": 0.006086928793527533, ""27"": 0.006125404003964002, ""28"": 0.004389397071091639, ""29"": 0.0018364091075565858, ""30"": 0.001979922637266755, ""31"": 0.0016598000724219715, ""32"": 0.0001741711541277811, ""33"": 0.0004596482938420965, ""34"": 9.601012414816507e-05, ""35"": 6.257395618720683e-05, ""36"": 9.457962862202302e-05, ""37"": 0.00028101802789966257, ""38"": 5.40618010465756e-05, ""39"": 4.3958713510418895e-05, ""40"": 2.794154492442454e-05, ""41"": 2.063320043329216e-05, ""42"": 2.3941391691088404e-05, ""43"": 0.00015982435833570625, ""44"": 2.6618563395944953e-05, ""45"": 3.9805712042474846e-301, ""46"": 3.66500657928086e-301, ""47"": 2.2797978502489666e-05, ""48"": 3.077696710708567e-301, ""49"": 0.000152188583151877, ""50"": 2.5521135899542718e-301, ""51"": 2.3130406181269555e-301, ""52"": 2.0897642621836273e-301, ""53"": 1.8820974920498925e-301, ""54"": 1.6897315518306372e-301, ""55"": 1.5122517324039922e-301, ""56"": 1.3491531363430882e-301, ""57"": 1.199856154176888e-301, ""58"": 1.0637214060942958e-301, ""59"": 9.40063940428114e-302, ""60"": 8.281665184487773e-302, ""61"": 7.272918530052506e-302, ""62"": 6.366937053923747e-302, ""63"": 5.556267796449868e-302, ""64"": 4.83355385583147e-302, ""65"": 4.1916087082532286e-302, ""66"": 3.623478472770111e-302, ""67"": 3.1224925908894577e-302, ""68"": 2.6823035666746375e-302, ""69"": 2.296916550670731e-302, ""70"": 1.960709651550132e-302, ""71"": 1.668445925429433e-302, ""72"": 1.4152780274585684e-302, ""73"": 1.1967465170508334e-302, ""74"": 1.0087727908822137e-302, ""75"": 8.47647580509818e-303, ""76"": 7.100158981424807e-303, ""77"": 5.928592485632336e-303, ""78"": 4.9347585106044694e-303, ""79"": 4.094595357567187e-303, ""80"": 3.386778968400535e-303}",Jarrett Allen,9,CLE,DET,True,21709238,,pts,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,13.167567,13,13,0.008702742536,0.991297257464,0.986310804364,0.977214566004,0.961227599838,0.938362336125,0.913834654143,0.878716738701,0.840231683501,0.794527050073,0.731598447753,0.671024271839,0.601085969018,0.527395851239,0.451427090147,0.384864946712,0.324354399164,0.266577108549,0.22106898985,0.174095595129,0.136881296194,,,,,morning,2026-05-15T08:20:34Z,50902412#phase10c,3029565c-cdac-4397-847f-8e6f11ed51c7,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 0.006148062599652404, ""1"": 0.003245103483605147, ""2"": 0.01113718318385239, ""3"": 0.0204538162418231, ""4"": 0.048192915444686, ""5"": 0.1086525743331637, ""6"": 0.13899568574591703, ""7"": 0.16545241361227936, ""8"": 0.1697668320526882, ""9"": 0.1136457795649895, ""10"": 0.09877912595566161, ""11"": 0.05875026984897117, ""12"": 0.029732139497442873, ""13"": 0.012102170318029461, ""14"": 0.008043138220783072, ""15"": 0.004339186706880419, ""16"": 0.001445519287399402, ""17"": 0.0008286379236463106, ""18"": 0.00021547545046991082, ""19"": 6.508585131654539e-05, ""20"": 5.128546194649972e-06, ""21"": 2.67132020862638e-06, ""22"": 6.292093848814415e-07, ""23"": 3.6565488891172624e-07, ""24"": 5.7000275882439896e-08, ""25"": 2.3271184651131306e-08, ""26"": 8.531264412100731e-09, ""27"": 6.647164998904283e-10, ""28"": 2.9802226271721025e-10, ""29"": 1.2797251129183848e-10, ""30"": 5.2629108991400417e-11}",Jarrett Allen,9,CLE,DET,True,21709238,,reb,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,7.564366,7,8,0.0061480626,0.9938519374,0.990606833917,0.979469650733,0.959015834491,0.910822919046,0.802170344713,0.663174658967,0.497722245355,0.327955413302,0.214309633737,0.115530507782,0.056780237933,0.027048098435,0.014945928117,0.006902789896,0.00256360319,0.001118083902,0.000289445979,7.3970528e-05,8.884677e-06,,,,,morning,2026-05-15T08:20:34Z,50902412#phase10c,3029565c-cdac-4397-847f-8e6f11ed51c7,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 0.15792746556427892, ""1"": 0.4840677192942188, ""2"": 0.2861833384454519, ""3"": 0.06016944857285869, ""4"": 0.010551010262511075, ""5"": 0.0010300422947419911, ""6"": 6.785211018966565e-05, ""7"": 2.7942542862871273e-06, ""8"": 3.1052412868459564e-07, ""9"": 1.7770470961054405e-08, ""10"": 3.3379537541826377e-10, ""11"": 5.73067573746908e-10, ""12"": 1.2339882750762899e-307, ""13"": 4.697553215059335e-309, ""14"": 1.32343357543932e-310, ""15"": 2.759321804704e-312, ""16"": 4.2576731786e-314, ""17"": 4.8619675e-316, ""18"": 4.10886e-318, ""19"": 2.5696e-320, ""20"": 1.2e-322}",Jarrett Allen,9,CLE,DET,True,21709238,,ast,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,1.284726,1,1,0.157927465564,0.842072534436,0.358004815142,0.071821476696,0.011652028123,0.001101017861,7.0975566e-05,3.123456e-06,3.29201e-07,1.8677e-08,9.07e-10,5.73e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-05-15T08:20:34Z,50902412#phase10c,3029565c-cdac-4397-847f-8e6f11ed51c7,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 0.8322007629947543, ""1"": 0.011186615800349704, ""2"": 0.011186615800349704, ""3"": 0.011186615800349704, ""4"": 0.011186615800349704, ""5"": 0.011186615800349704, ""6"": 0.011186615800349704, ""7"": 0.011186615800349704, ""8"": 0.011186615800349704, ""9"": 0.011186615800349704, ""10"": 0.011186615800349704, ""11"": 0.011186615800349704, ""12"": 0.011186615800349704, ""13"": 0.011186615800349704, ""14"": 0.011186615800349704, ""15"": 0.011186615800349704}",Jarrett Allen,9,CLE,DET,True,21709238,,fg3m,,,,,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,1.342394,0,0,0.832200762995,0.167799237005,0.156612621205,0.145426005405,0.134239389604,0.123052773804,0.111866158003,0.100679542203,0.089492926403,0.078306310602,0.067119694802,0.055933079002,0.044746463201,0.033559847401,0.022373231601,0.0111866158,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-05-15T08:20:34Z,50902412#phase10c,3029565c-cdac-4397-847f-8e6f11ed51c7,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 0.16131237149215022, ""1"": 0.5066336155164014, ""2"": 0.29634948113186177, ""3"": 0.03427199032327583, ""4"": 0.0014112435298508968, ""5"": 2.1220700143269336e-05, ""6"": 7.640189751234876e-08, ""7"": 8.970597298026975e-10, ""8"": 7.340302183400142e-12, ""9"": 1.9012941416470677e-14, ""10"": 3.091279032194223e-17, ""11"": 3.626348487382422e-20, ""12"": 1.3873375451824192e-23}",Jarrett Allen,9,CLE,DET,True,21709238,,tov,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,1.2079,1,1,0.161312371492,0.838687628508,0.332054012991,0.03570453186,0.001432541536,2.1298006e-05,7.7306e-08,9.04e-10,7e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-05-15T08:20:34Z,50902412#phase10c,3029565c-cdac-4397-847f-8e6f11ed51c7,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 0.5386598470276462, ""1"": 0.2886046504792406, ""2"": 0.13404871240718644, ""3"": 0.006916747623623262, ""4"": 0.0048340543022539605, ""5"": 0.0069590062973282785, ""6"": 0.004163751890974333, ""7"": 0.0026373069134307367, ""8"": 0.0018913534989994027, ""9"": 0.007587125254105613, ""10"": 0.003697444305211157}",Jarrett Allen,9,CLE,DET,True,21709238,,stl,,,,,,stat_grid:hurdle_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,0.795417,0,0,0.538659847028,0.461340152972,0.172735502493,0.038686790086,0.031770042462,0.02693598816,0.019976981863,0.015813229972,0.013175923058,0.011284569559,0.003697444305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-05-15T08:20:34Z,50902412#phase10c,3029565c-cdac-4397-847f-8e6f11ed51c7,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 0.011281633738571958, ""1"": 0.3055072514796155, ""2"": 0.47109487840365627, ""3"": 0.07287228920882494, ""4"": 0.08684939298405436, ""5"": 0.017701485827328896, ""6"": 0.015297978420498154, ""7"": 0.008702719150738107, ""8"": 0.0053084627126966715, ""9"": 0.004345859508442625, ""10"": 0.0010380485655724695}",Jarrett Allen,9,CLE,DET,True,21709238,,blk,,,,,,stat_grid:hurdle_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,2.146887,2,2,0.011281633739,0.988718366261,0.683211114782,0.212116236378,0.139243947169,0.052394554185,0.034693068358,0.019395089937,0.010692370787,0.005383908074,0.001038048566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-05-15T08:20:34Z,50902412#phase10c,3029565c-cdac-4397-847f-8e6f11ed51c7,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 0.020789734769042622, ""1"": 0.23053217169363968, ""2"": 0.2365602215378727, ""3"": 0.18617836972432372, ""4"": 0.13906505576017572, ""5"": 0.09093549190447, ""6"": 0.0414832808712145, ""7"": 0.019594740245112353, ""8"": 0.01308129363197535, ""9"": 0.006265776513300328, ""10"": 0.002532753948655432, ""11"": 0.0019025240001599767, ""12"": 0.0003940911861847348, ""13"": 1.738286310461906e-05, ""14"": 5.939421934552759e-06, ""15"": 4.329854542536289e-06, ""16"": 0.003672756375794808, ""17"": 0.001884821118652296, ""18"": 0.001750312528957509, ""19"": 0.0006419066917782537, ""20"": 0.0027070453591083706}",Jarrett Allen,9,CLE,DET,True,21709238,,stocks,,,,,,stat_grid:joint_sampler_v1+joint_combo_pmf_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,3.060238,3,2,0.020789734769,0.979210265231,0.748678093537,0.512117871999,0.325939502275,0.186874446515,0.09593895461,0.054455673739,0.034860933494,0.021779639862,0.015513863349,0.0129811094,0.0110785854,0.010684494214,0.010667111351,0.010661171929,0.010656842074,0.006984085698,0.00509926458,0.003348952051,0.002707045359,,,,,morning,2026-05-15T08:20:34Z,50902412#phase10c,3029565c-cdac-4397-847f-8e6f11ed51c7,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 0.0003073863472687852, ""1"": 0.0022064592717877837, ""2"": 0.004965163878290976, ""3"": 0.01042417569663436, ""4"": 0.014833188326146298, ""5"": 0.0197384137118803, ""6"": 0.03421722545443312, ""7"": 0.046828989655727946, ""8"": 0.066030501624709, ""9"": 0.06260307655343153, ""10"": 0.05395021066221978, ""11"": 0.0719237245007141, ""12"": 0.0758961171538316, ""13"": 0.08515603354245288, ""14"": 0.06970118358260824, ""15"": 0.06251422941925999, ""16"": 0.05449839425383185, ""17"": 0.04421801079794163, ""18"": 0.04139909767331362, ""19"": 0.03620177041344175, ""20"": 0.030572177757511088, ""21"": 0.025959201515687758, ""22"": 0.021013649157386682, ""23"": 0.01528748905675148, ""24"": 0.009142701924773067, ""25"": 0.006855140537767035, ""26"": 0.004344403333122693, ""27"": 0.0036693067236742705, ""28"": 0.0018729072474210628, ""29"": 0.0016105121360315833, ""30"": 0.0011438276058234331, ""31"": 0.0005805952080806254, ""32"": 0.0005252071218042609, ""33"": 0.00041300856638504246, ""34"": 0.0003975230183881351, ""35"": 0.0002612493295319762, ""36"": 0.0001517535025179484, ""37"": 0.0003897780776100923, ""38"": 8.493281487709226e-05, ""39"": 6.260807547786573e-05, ""40"": 2.7997305803495465e-05, ""41"": 3.994584198807605e-05, ""42"": 2.611411513919748e-06, ""43"": 1.7680310454792902e-05, ""45"": 3.89864568162146e-06, ""48"": 0.01795654125400936}",Jarrett Allen,9,CLE,DET,True,21709238,,pa,,,,,,stat_grid:joint_sampler_v1+joint_combo_pmf_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,13.814039,13,13,0.000307386347,0.999692613653,0.997486154381,0.992520990503,0.982096814806,0.96726362648,0.947525212768,0.913307987314,0.866478997658,0.800448496033,0.73784541948,0.683895208817,0.611971484317,0.536075367163,0.45091933362,0.381218150038,0.318703920619,0.264205526365,0.219987515567,0.178588417894,0.14238664748,,,,,morning,2026-05-15T08:20:34Z,50902412#phase10c,3029565c-cdac-4397-847f-8e6f11ed51c7,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 1.5943174721783197e-05, ""1"": 7.285206595901084e-05, ""2"": 0.0005497174243555644, ""3"": 0.0011991367605890526, ""4"": 0.002168627702764484, ""5"": 0.003509218661896402, ""6"": 0.006410212384379246, ""7"": 0.008675151214942571, ""8"": 0.014174243016107754, ""9"": 0.01705915887716563, ""10"": 0.027250399471713573, ""11"": 0.034300828808681655, ""12"": 0.045262771064981264, ""13"": 0.05720405862028277, ""14"": 0.04545149223379663, ""15"": 0.046606994923598544, ""16"": 0.05377490639312055, ""17"": 0.06374807694537848, ""18"": 0.07434783915840798, ""19"": 0.048820286087098985, ""20"": 0.05804542751187103, ""21"": 0.05411521035293865, ""22"": 0.04504041448663376, ""23"": 0.042525671104881035, ""24"": 0.03623950331514603, ""25"": 0.03395757900247787, ""26"": 0.032710195258048635, ""27"": 0.024601912195589715, ""28"": 0.02262894290745987, ""29"": 0.017100135355478163, ""30"": 0.017428887390466996, ""31"": 0.013478518019874541, ""32"": 0.008899092426675081, ""33"": 0.00635967885091282, ""34"": 0.004659022891333242, ""35"": 0.003667645017540355, ""36"": 0.0026948325907469872, ""37"": 0.0016989772640950696, ""38"": 0.0011683157425715907, ""39"": 0.0007984877707617466, ""40"": 0.0009005150756770108, ""41"": 0.0003572911671372303, ""42"": 0.0004554913982863784, ""43"": 0.00029345859872020874, ""44"": 0.0004311910123836471, ""45"": 0.00033128747634469935, ""46"": 0.00018880922964381597, ""47"": 0.00011201652252568195, ""48"": 0.00010459420417274767, ""49"": 1.4028771730290046e-05, ""50"": 5.551320952923433e-05, ""51"": 0.0002209864675888351, ""52"": 6.107023446721982e-05, ""53"": 2.8021284753987352e-05, ""54"": 5.5976437847715665e-05, ""56"": 6.679856295765951e-06, ""57"": 6.666043676939459e-06, ""64"": 0.01795603856377348}",Jarrett Allen,9,CLE,DET,True,21709238,,pr,,,,,,stat_grid:joint_sampler_v1+joint_combo_pmf_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,19.773493,18,18,1.5943175e-05,0.999984056825,0.999911204759,0.999361487335,0.998162350574,0.995993722872,0.99248450421,0.986074291825,0.97739914061,0.963224897594,0.946165738717,0.918915339245,0.884614510437,0.839351739372,0.782147680751,0.736696188518,0.690089193594,0.636314287201,0.572566210256,0.498218371097,0.44939808501,,,,,morning,2026-05-15T08:20:34Z,50902412#phase10c,3029565c-cdac-4397-847f-8e6f11ed51c7,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
