player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,model_prob_raw,model_prob_cal,cal_source,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,cal_applied,is_sparse,pmf,fair_odds_over,fair_odds_under,pmf_median,edge_over,edge_under,line_vs_median,mkt_true_over,mkt_true_under
56677826,Ausar Thompson,21684812,Detroit Pistons @ Orlando Magic,9,ast,UNDER,3.5,-160,138,-160,caesars,0.6576,0.6576,0.6576,pmf_cal,0.5943,0.0633,0.0685,0.016,3.0,"{""0.1"": 1.0, ""0.2"": 1.0, ""0.25"": 1.0, ""0.33"": 2.0, ""0.4"": 2.0, ""0.5"": 3.0, ""0.6"": 3.0, ""0.67"": 4.0, ""0.75"": 4.0, ""0.8"": 4.0, ""0.9"": 6.0}",0,2,0.0456,pmf_cal,True,False,"{""0"": 0.0963, ""1"": 0.1653, ""2"": 0.2045, ""3"": 0.1915, ""4"": 0.1453, ""5"": 0.0911, ""6"": 0.0566, ""7"": 0.0278, ""8"": 0.0117, ""9"": 0.0052, ""10"": 0.0021, ""11"": 0.0016}",192,-192,3,-0.0633,0.0633,0.5,0.4057,0.5943
56677826,Ausar Thompson,21684812,Detroit Pistons @ Orlando Magic,9,blk,OVER,1.5,121,121,-140,draftkings,0.6247,0.6247,0.6247,pmf,0.4368,0.1878,0.3805,0.047,2.0,"{""0.1"": 0.0, ""0.2"": 1.0, ""0.25"": 1.0, ""0.33"": 1.0, ""0.4"": 2.0, ""0.5"": 2.0, ""0.6"": 3.0, ""0.67"": 3.0, ""0.75"": 4.0, ""0.8"": 4.0, ""0.9"": 4.0}",0,2,0.0458,pmf_raw,False,True,"{""0"": 0.1015, ""1"": 0.2738, ""2"": 0.1777, ""3"": 0.1941, ""4"": 0.1687, ""5"": 0.0139, ""6"": 0.0142, ""7"": 0.0126, ""8"": 0.013, ""9"": 0.0164, ""10"": 0.0142}",-166,166,2,0.1879,-0.1879,-0.5,0.4368,0.5632
56677827,Anthony Black,21684812,Detroit Pistons @ Orlando Magic,22,pts,UNDER,13.5,-119,100,-119,fanduel,0.7458,0.7458,0.7458,pmf_cal,0.5208,0.225,0.3726,0.067,9.0,"{""0.1"": 2.0, ""0.2"": 4.0, ""0.25"": 5.0, ""0.33"": 6.0, ""0.4"": 7.0, ""0.5"": 9.0, ""0.6"": 11.0, ""0.67"": 12.0, ""0.75"": 14.0, ""0.8"": 15.0, ""0.9"": 18.0}",0,2,0.0534,pmf_cal,True,False,"{""0"": 0.0353, ""1"": 0.038, ""2"": 0.0463, ""3"": 0.0534, ""4"": 0.0543, ""5"": 0.0599, ""6"": 0.0614, ""7"": 0.0689, ""8"": 0.0592, ""9"": 0.062, ""10"": 0.0592, ""11"": 0.0578, ""12"": 0.0469, ""13"": 0.0434, ""14"": 0.0442, ""15"": 0.0385, ""16"": 0.0291, ""17"": 0.0304, ""18"": 0.02, ""19"": 0.0185, ""20"": 0.018, ""21"": 0.0104, ""22"": 0.0099, ""23"": 0.0092, ""24"": 0.0066, ""25"": 0.0043, ""26"": 0.0046, ""27"": 0.0027, ""29"": 0.0022, ""31"": 0.0013, ""36"": 0.0014, ""80"": 0.0014}",293,-293,9,-0.225,0.225,4.5,0.4792,0.5208
56677827,Anthony Black,21684812,Detroit Pistons @ Orlando Magic,22,reb,UNDER,3.5,-120,100,-120,fanduel,0.5917,0.5917,0.5917,pmf_cal,0.5217,0.07,0.0849,0.015,3.0,"{""0.1"": 1.0, ""0.2"": 1.0, ""0.25"": 2.0, ""0.33"": 2.0, ""0.4"": 3.0, ""0.5"": 3.0, ""0.6"": 4.0, ""0.67"": 4.0, ""0.75"": 5.0, ""0.8"": 5.0, ""0.9"": 6.0}",0,2,0.0555,pmf_cal,True,False,"{""0"": 0.0711, ""1"": 0.1423, ""2"": 0.183, ""3"": 0.1954, ""4"": 0.1554, ""5"": 0.1138, ""6"": 0.0653, ""7"": 0.0357, ""8"": 0.0222, ""9"": 0.0081, ""10"": 0.0048, ""11"": 0.0013}",145,-145,3,-0.07,0.07,0.5,0.4783,0.5217
56677827,Anthony Black,21684812,Detroit Pistons @ Orlando Magic,22,blk,UNDER,0.5,114,-150,114,betway,0.6301,0.6301,0.6301,pmf,0.4378,0.1923,0.3485,0.046,0.0,"{""0.1"": 0.0, ""0.2"": 0.0, ""0.25"": 0.0, ""0.33"": 0.0, ""0.4"": 0.0, ""0.5"": 0.0, ""0.6"": 0.0, ""0.67"": 1.0, ""0.75"": 1.0, ""0.8"": 1.0, ""0.9"": 2.0}",0,2,0.0773,pmf_raw,False,True,"{""0"": 0.6301, ""1"": 0.2307, ""2"": 0.0908, ""3"": 0.0166, ""4"": 0.0042, ""5"": 0.0055, ""6"": 0.0036, ""7"": 0.0038, ""8"": 0.0054, ""9"": 0.0045, ""10"": 0.0048}",170,-170,0,-0.1923,0.1923,0.5,0.5622,0.4378
3547267,Isaiah Stewart,21684812,Detroit Pistons @ Orlando Magic,9,reb,OVER,3.5,-132,-132,110,betrivers,0.607,0.607,0.607,pmf_cal,0.5444,0.0626,0.0669,0.013,4.0,"{""0.1"": 1.0, ""0.2"": 2.0, ""0.25"": 3.0, ""0.33"": 3.0, ""0.4"": 4.0, ""0.5"": 4.0, ""0.6"": 5.0, ""0.67"": 6.0, ""0.75"": 6.0, ""0.8"": 7.0, ""0.9"": 8.0}",0,1,0.0552,pmf_cal,True,False,"{""0"": 0.0411, ""1"": 0.0857, ""2"": 0.122, ""3"": 0.1442, ""4"": 0.1466, ""5"": 0.1245, ""6"": 0.0982, ""7"": 0.083, ""8"": 0.0564, ""9"": 0.0352, ""10"": 0.0212, ""11"": 0.0179, ""12"": 0.008, ""13"": 0.0054, ""14"": 0.0039, ""15"": 0.0025, ""16"": 0.001}",-154,154,4,0.0626,-0.0626,-0.5,0.5444,0.4556
38017734,Jamal Cain,21684812,Detroit Pistons @ Orlando Magic,22,reb,UNDER,3.5,128,-149,128,draftkings,0.7298,0.7298,0.7298,pmf_cal,0.423,0.3068,0.6638,0.078,2.0,"{""0.1"": 0.0, ""0.2"": 1.0, ""0.25"": 1.0, ""0.33"": 1.0, ""0.4"": 2.0, ""0.5"": 2.0, ""0.6"": 3.0, ""0.67"": 3.0, ""0.75"": 4.0, ""0.8"": 4.0, ""0.9"": 5.0}",0,1,0.047,pmf_cal,True,False,"{""0"": 0.1347, ""1"": 0.2094, ""2"": 0.216, ""3"": 0.1696, ""4"": 0.112, ""5"": 0.0697, ""6"": 0.0369, ""7"": 0.0257, ""8"": 0.0109, ""9"": 0.0071, ""10"": 0.0034, ""11"": 0.0016, ""12"": 0.0013}",270,-270,2,-0.3068,0.3068,1.5,0.577,0.423
200,Tobias Harris,21684812,Detroit Pistons @ Orlando Magic,9,pts,UNDER,17.5,-102,-109,-102,betparx,0.661,0.661,0.661,pmf_cal,0.4919,0.169,0.3089,0.047,14.0,"{""0.1"": 6.0, ""0.2"": 8.0, ""0.25"": 10.0, ""0.33"": 11.0, ""0.4"": 13.0, ""0.5"": 14.0, ""0.6"": 16.0, ""0.67"": 18.0, ""0.75"": 19.0, ""0.8"": 21.0, ""0.9"": 24.0}",0,2,0.0365,pmf_cal,True,False,"{""0"": 0.0135, ""1"": 0.0132, ""2"": 0.0138, ""3"": 0.0152, ""4"": 0.0178, ""5"": 0.0219, ""6"": 0.0318, ""7"": 0.0348, ""8"": 0.0396, ""9"": 0.0444, ""10"": 0.0436, ""11"": 0.0531, ""12"": 0.0495, ""13"": 0.0549, ""14"": 0.0542, ""15"": 0.0517, ""16"": 0.0571, ""17"": 0.0507, ""18"": 0.0474, ""19"": 0.0434, ""20"": 0.0376, ""21"": 0.0359, ""22"": 0.0307, ""23"": 0.0246, ""24"": 0.0246, ""25"": 0.0187, ""26"": 0.0156, ""27"": 0.0149, ""28"": 0.0081, ""29"": 0.0084, ""30"": 0.0088, ""31"": 0.0048, ""32"": 0.004, ""33"": 0.0019, ""34"": 0.0024, ""35"": 0.0019, ""37"": 0.0015, ""46"": 0.0014, ""80"": 0.0014}",195,-195,14,-0.1691,0.1691,3.5,0.5081,0.4919
200,Tobias Harris,21684812,Detroit Pistons @ Orlando Magic,9,fg3m,UNDER,1.5,-125,163,-125,betparx,0.7066,0.7066,0.7066,pmf_cal,0.5937,0.1129,0.2718,0.051,1.0,"{""0.1"": 0.0, ""0.2"": 0.0, ""0.25"": 0.0, ""0.33"": 0.0, ""0.4"": 1.0, ""0.5"": 1.0, ""0.6"": 1.0, ""0.67"": 1.0, ""0.75"": 2.0, ""0.8"": 2.0, ""0.9"": 3.0}",0,2,0.025,pmf_cal,True,False,"{""0"": 0.36, ""1"": 0.3466, ""2"": 0.1849, ""3"": 0.0852, ""15"": 0.0233}",241,-241,1,-0.1129,0.1129,0.5,0.4063,0.5937
200,Tobias Harris,21684812,Detroit Pistons @ Orlando Magic,9,stl,UNDER,1.5,-170,148,-170,draftkings,0.7904,0.7904,0.7904,pmf,0.6096,0.1808,0.2553,0.065,0.0,"{""0.1"": 0.0, ""0.2"": 0.0, ""0.25"": 0.0, ""0.33"": 0.0, ""0.4"": 0.0, ""0.5"": 0.0, ""0.6"": 1.0, ""0.67"": 1.0, ""0.75"": 1.0, ""0.8"": 2.0, ""0.9"": 2.0}",0,2,0.0429,pmf_raw,False,True,"{""0"": 0.5105, ""1"": 0.2799, ""2"": 0.133, ""3"": 0.0344, ""4"": 0.0058, ""5"": 0.0066, ""6"": 0.0053, ""7"": 0.005, ""8"": 0.0071, ""9"": 0.0061, ""10"": 0.0064}",377,-377,0,-0.1808,0.1808,1.5,0.3904,0.6096
