snapshot_type,snapshot_time_utc,delivery_date,game_id,player_id,player_name,team,opponent,is_home,stat,pmf_json,pmf_mean,mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,model_version,pmf_source,calibration_source,role_bucket,role_source,calibration_confidence,minutes_mean,minutes_q50,minutes_p10,minutes_p50,minutes_p90,minutes_std,p_inactive_used,rotation_probability,starter_probability,projected_role,player_game_eligible,eligibility_reason,has_current_market_line,sportsbook,book,market_key,line,market_line,p_over,over_price_american,under_price_american,market_no_vig_over_prob,market_no_vig_under_prob,model_p_under,fair_over_odds_american,fair_under_odds_american,edge,edge_over,edge_under,market_snapshot_time_utc,market_coverage_status,finality_status,finality_blocker_codes,injury_freshness_status,lineup_freshness_status,role_freshness_status,odds_freshness_status,outcomes_freshness_status,tov_status,pmf_valid,pmf_sum_error,expected_lineup_status,official_lineup_status,lineup_source,lineup_last_updated_utc,injury_context_source,injury_report_fetched_at_utc
near_tip,2026-05-26T22:34:22Z,2026-05-26,21713532,3547246,Devin Vassell,SAS,OKC,False,pts,"{""0"": 0.0024268391191083153, ""1"": 0.002444251008712712, ""2"": 0.006391529262814088, ""3"": 0.010296454453403455, ""4"": 0.01771331053916706, ""5"": 0.02613545710965652, ""6"": 0.03194082591762032, ""7"": 0.03210573115584671, ""8"": 0.042296318209528685, ""9"": 0.05329774091411689, ""10"": 0.05691253993534126, ""11"": 0.0724894227912189, ""12"": 0.062005048546155045, ""13"": 0.06686840836971195, ""14"": 0.09304264149402322, ""15"": 0.06851243012214382, ""16"": 0.056929936627012505, ""17"": 0.05031861963904264, ""18"": 0.0487251383850442, ""19"": 0.04987192192967823, ""20"": 0.03492915158364156, ""21"": 0.023712305568409205, ""22"": 0.01949886639485439, ""23"": 0.012672925147617526, ""24"": 0.012173587515335451, ""25"": 0.00916607129574156, ""26"": 0.009569952908665531, ""27"": 0.00717607928337896, ""28"": 0.006116659487693696, ""29"": 0.004931642407473505, ""30"": 0.004142230886390497, ""31"": 0.0005356269834314734, ""32"": 0.0015835937331082068, ""33"": 0.0004941178595061169, ""34"": 0.00034821562985075307, ""35"": 0.00037871578143303065, ""36"": 0.0008568867784705551, ""37"": 0.00014616177776353455, ""38"": 0.00016431848766952065, ""39"": 0.00010738043761297019, ""40"": 0.0001355404943772756, ""41"": 0.0002562931931175206, ""42"": 6.07573876908856e-05, ""43"": 6.341138471019173e-05, ""44"": 2.1407343599012652e-05, ""45"": 2.1238629547204957e-05, ""80"": 1.2296089563373249e-05}",13.882,13.882,14,14,0.0024,0.9976,0.9951,0.9887,0.9784,0.9607,0.9346,0.9027,0.8705,0.8282,0.775,0.718,0.6455,0.5835,0.5167,0.4236,0.3551,0.2982,0.2479,0.1991,0.1493,ff00ad3d#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,30.3946,33.4322,12.6437,33.4322,39.1806,10.2236,0.05,0.9405,0.6131,starter,True,current_market_line,True,betmgm,betmgm,player_pts_over_under,13.5,13.5,0.5167,-115.0,-115.0,0.5,0.5,0.4833,-107.0,107.0,0.0167,0.0167,-0.0167,2026-05-26T22:33:10.317370Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,bdl_plus_nba_official,2026-05-26T22:33:29Z
near_tip,2026-05-26T22:34:22Z,2026-05-26,21713532,3547246,Devin Vassell,SAS,OKC,False,pts,"{""0"": 0.0024268391191083153, ""1"": 0.002444251008712712, ""2"": 0.006391529262814088, ""3"": 0.010296454453403455, ""4"": 0.01771331053916706, ""5"": 0.02613545710965652, ""6"": 0.03194082591762032, ""7"": 0.03210573115584671, ""8"": 0.042296318209528685, ""9"": 0.05329774091411689, ""10"": 0.05691253993534126, ""11"": 0.0724894227912189, ""12"": 0.062005048546155045, ""13"": 0.06686840836971195, ""14"": 0.09304264149402322, ""15"": 0.06851243012214382, ""16"": 0.056929936627012505, ""17"": 0.05031861963904264, ""18"": 0.0487251383850442, ""19"": 0.04987192192967823, ""20"": 0.03492915158364156, ""21"": 0.023712305568409205, ""22"": 0.01949886639485439, ""23"": 0.012672925147617526, ""24"": 0.012173587515335451, ""25"": 0.00916607129574156, ""26"": 0.009569952908665531, ""27"": 0.00717607928337896, ""28"": 0.006116659487693696, ""29"": 0.004931642407473505, ""30"": 0.004142230886390497, ""31"": 0.0005356269834314734, ""32"": 0.0015835937331082068, ""33"": 0.0004941178595061169, ""34"": 0.00034821562985075307, ""35"": 0.00037871578143303065, ""36"": 0.0008568867784705551, ""37"": 0.00014616177776353455, ""38"": 0.00016431848766952065, ""39"": 0.00010738043761297019, ""40"": 0.0001355404943772756, ""41"": 0.0002562931931175206, ""42"": 6.07573876908856e-05, ""43"": 6.341138471019173e-05, ""44"": 2.1407343599012652e-05, ""45"": 2.1238629547204957e-05, ""80"": 1.2296089563373249e-05}",13.882,13.882,14,14,0.0024,0.9976,0.9951,0.9887,0.9784,0.9607,0.9346,0.9027,0.8705,0.8282,0.775,0.718,0.6455,0.5835,0.5167,0.4236,0.3551,0.2982,0.2479,0.1991,0.1493,ff00ad3d#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,30.3946,33.4322,12.6437,33.4322,39.1806,10.2236,0.05,0.9405,0.6131,starter,True,current_market_line,True,betrivers,betrivers,player_pts_over_under,13.5,13.5,0.5167,-136.0,100.0,0.5354,0.4646,0.4833,-107.0,107.0,-0.0188,-0.0188,0.0188,2026-05-26T22:33:10.317370Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,bdl_plus_nba_official,2026-05-26T22:33:29Z
near_tip,2026-05-26T22:34:22Z,2026-05-26,21713532,3547246,Devin Vassell,SAS,OKC,False,pts,"{""0"": 0.0024268391191083153, ""1"": 0.002444251008712712, ""2"": 0.006391529262814088, ""3"": 0.010296454453403455, ""4"": 0.01771331053916706, ""5"": 0.02613545710965652, ""6"": 0.03194082591762032, ""7"": 0.03210573115584671, ""8"": 0.042296318209528685, ""9"": 0.05329774091411689, ""10"": 0.05691253993534126, ""11"": 0.0724894227912189, ""12"": 0.062005048546155045, ""13"": 0.06686840836971195, ""14"": 0.09304264149402322, ""15"": 0.06851243012214382, ""16"": 0.056929936627012505, ""17"": 0.05031861963904264, ""18"": 0.0487251383850442, ""19"": 0.04987192192967823, ""20"": 0.03492915158364156, ""21"": 0.023712305568409205, ""22"": 0.01949886639485439, ""23"": 0.012672925147617526, ""24"": 0.012173587515335451, ""25"": 0.00916607129574156, ""26"": 0.009569952908665531, ""27"": 0.00717607928337896, ""28"": 0.006116659487693696, ""29"": 0.004931642407473505, ""30"": 0.004142230886390497, ""31"": 0.0005356269834314734, ""32"": 0.0015835937331082068, ""33"": 0.0004941178595061169, ""34"": 0.00034821562985075307, ""35"": 0.00037871578143303065, ""36"": 0.0008568867784705551, ""37"": 0.00014616177776353455, ""38"": 0.00016431848766952065, ""39"": 0.00010738043761297019, ""40"": 0.0001355404943772756, ""41"": 0.0002562931931175206, ""42"": 6.07573876908856e-05, ""43"": 6.341138471019173e-05, ""44"": 2.1407343599012652e-05, ""45"": 2.1238629547204957e-05, ""80"": 1.2296089563373249e-05}",13.882,13.882,14,14,0.0024,0.9976,0.9951,0.9887,0.9784,0.9607,0.9346,0.9027,0.8705,0.8282,0.775,0.718,0.6455,0.5835,0.5167,0.4236,0.3551,0.2982,0.2479,0.1991,0.1493,ff00ad3d#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,30.3946,33.4322,12.6437,33.4322,39.1806,10.2236,0.05,0.9405,0.6131,starter,True,current_market_line,True,betrivers,betrivers,player_pts_over_under,14.5,14.5,0.4236,-104.0,-132.0,0.4726,0.5274,0.5764,136.0,-136.0,-0.0489,-0.0489,0.0489,2026-05-26T22:33:10.317370Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,bdl_plus_nba_official,2026-05-26T22:33:29Z
near_tip,2026-05-26T22:34:22Z,2026-05-26,21713532,3547246,Devin Vassell,SAS,OKC,False,pts,"{""0"": 0.0024268391191083153, ""1"": 0.002444251008712712, ""2"": 0.006391529262814088, ""3"": 0.010296454453403455, ""4"": 0.01771331053916706, ""5"": 0.02613545710965652, ""6"": 0.03194082591762032, ""7"": 0.03210573115584671, ""8"": 0.042296318209528685, ""9"": 0.05329774091411689, ""10"": 0.05691253993534126, ""11"": 0.0724894227912189, ""12"": 0.062005048546155045, ""13"": 0.06686840836971195, ""14"": 0.09304264149402322, ""15"": 0.06851243012214382, ""16"": 0.056929936627012505, ""17"": 0.05031861963904264, ""18"": 0.0487251383850442, ""19"": 0.04987192192967823, ""20"": 0.03492915158364156, ""21"": 0.023712305568409205, ""22"": 0.01949886639485439, ""23"": 0.012672925147617526, ""24"": 0.012173587515335451, ""25"": 0.00916607129574156, ""26"": 0.009569952908665531, ""27"": 0.00717607928337896, ""28"": 0.006116659487693696, ""29"": 0.004931642407473505, ""30"": 0.004142230886390497, ""31"": 0.0005356269834314734, ""32"": 0.0015835937331082068, ""33"": 0.0004941178595061169, ""34"": 0.00034821562985075307, ""35"": 0.00037871578143303065, ""36"": 0.0008568867784705551, ""37"": 0.00014616177776353455, ""38"": 0.00016431848766952065, ""39"": 0.00010738043761297019, ""40"": 0.0001355404943772756, ""41"": 0.0002562931931175206, ""42"": 6.07573876908856e-05, ""43"": 6.341138471019173e-05, ""44"": 2.1407343599012652e-05, ""45"": 2.1238629547204957e-05, ""80"": 1.2296089563373249e-05}",13.882,13.882,14,14,0.0024,0.9976,0.9951,0.9887,0.9784,0.9607,0.9346,0.9027,0.8705,0.8282,0.775,0.718,0.6455,0.5835,0.5167,0.4236,0.3551,0.2982,0.2479,0.1991,0.1493,ff00ad3d#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,30.3946,33.4322,12.6437,33.4322,39.1806,10.2236,0.05,0.9405,0.6131,starter,True,current_market_line,True,draftkings,draftkings,player_pts_over_under,13.5,13.5,0.5167,-126.0,-101.0,0.526,0.474,0.4833,-107.0,107.0,-0.0093,-0.0093,0.0093,2026-05-26T22:33:10.317370Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,bdl_plus_nba_official,2026-05-26T22:33:29Z
near_tip,2026-05-26T22:34:22Z,2026-05-26,21713532,3547246,Devin Vassell,SAS,OKC,False,pts,"{""0"": 0.0024268391191083153, ""1"": 0.002444251008712712, ""2"": 0.006391529262814088, ""3"": 0.010296454453403455, ""4"": 0.01771331053916706, ""5"": 0.02613545710965652, ""6"": 0.03194082591762032, ""7"": 0.03210573115584671, ""8"": 0.042296318209528685, ""9"": 0.05329774091411689, ""10"": 0.05691253993534126, ""11"": 0.0724894227912189, ""12"": 0.062005048546155045, ""13"": 0.06686840836971195, ""14"": 0.09304264149402322, ""15"": 0.06851243012214382, ""16"": 0.056929936627012505, ""17"": 0.05031861963904264, ""18"": 0.0487251383850442, ""19"": 0.04987192192967823, ""20"": 0.03492915158364156, ""21"": 0.023712305568409205, ""22"": 0.01949886639485439, ""23"": 0.012672925147617526, ""24"": 0.012173587515335451, ""25"": 0.00916607129574156, ""26"": 0.009569952908665531, ""27"": 0.00717607928337896, ""28"": 0.006116659487693696, ""29"": 0.004931642407473505, ""30"": 0.004142230886390497, ""31"": 0.0005356269834314734, ""32"": 0.0015835937331082068, ""33"": 0.0004941178595061169, ""34"": 0.00034821562985075307, ""35"": 0.00037871578143303065, ""36"": 0.0008568867784705551, ""37"": 0.00014616177776353455, ""38"": 0.00016431848766952065, ""39"": 0.00010738043761297019, ""40"": 0.0001355404943772756, ""41"": 0.0002562931931175206, ""42"": 6.07573876908856e-05, ""43"": 6.341138471019173e-05, ""44"": 2.1407343599012652e-05, ""45"": 2.1238629547204957e-05, ""80"": 1.2296089563373249e-05}",13.882,13.882,14,14,0.0024,0.9976,0.9951,0.9887,0.9784,0.9607,0.9346,0.9027,0.8705,0.8282,0.775,0.718,0.6455,0.5835,0.5167,0.4236,0.3551,0.2982,0.2479,0.1991,0.1493,ff00ad3d#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,30.3946,33.4322,12.6437,33.4322,39.1806,10.2236,0.05,0.9405,0.6131,starter,True,current_market_line,True,hardrockbet_az,hardrockbet_az,player_pts_over_under,14.5,14.5,0.4236,-105.0,-125.0,0.4797,0.5203,0.5764,136.0,-136.0,-0.0561,-0.0561,0.0561,2026-05-26T22:33:10.317370Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,bdl_plus_nba_official,2026-05-26T22:33:29Z
near_tip,2026-05-26T22:34:22Z,2026-05-26,21713532,3547246,Devin Vassell,SAS,OKC,False,pts,"{""0"": 0.0024268391191083153, ""1"": 0.002444251008712712, ""2"": 0.006391529262814088, ""3"": 0.010296454453403455, ""4"": 0.01771331053916706, ""5"": 0.02613545710965652, ""6"": 0.03194082591762032, ""7"": 0.03210573115584671, ""8"": 0.042296318209528685, ""9"": 0.05329774091411689, ""10"": 0.05691253993534126, ""11"": 0.0724894227912189, ""12"": 0.062005048546155045, ""13"": 0.06686840836971195, ""14"": 0.09304264149402322, ""15"": 0.06851243012214382, ""16"": 0.056929936627012505, ""17"": 0.05031861963904264, ""18"": 0.0487251383850442, ""19"": 0.04987192192967823, ""20"": 0.03492915158364156, ""21"": 0.023712305568409205, ""22"": 0.01949886639485439, ""23"": 0.012672925147617526, ""24"": 0.012173587515335451, ""25"": 0.00916607129574156, ""26"": 0.009569952908665531, ""27"": 0.00717607928337896, ""28"": 0.006116659487693696, ""29"": 0.004931642407473505, ""30"": 0.004142230886390497, ""31"": 0.0005356269834314734, ""32"": 0.0015835937331082068, ""33"": 0.0004941178595061169, ""34"": 0.00034821562985075307, ""35"": 0.00037871578143303065, ""36"": 0.0008568867784705551, ""37"": 0.00014616177776353455, ""38"": 0.00016431848766952065, ""39"": 0.00010738043761297019, ""40"": 0.0001355404943772756, ""41"": 0.0002562931931175206, ""42"": 6.07573876908856e-05, ""43"": 6.341138471019173e-05, ""44"": 2.1407343599012652e-05, ""45"": 2.1238629547204957e-05, ""80"": 1.2296089563373249e-05}",13.882,13.882,14,14,0.0024,0.9976,0.9951,0.9887,0.9784,0.9607,0.9346,0.9027,0.8705,0.8282,0.775,0.718,0.6455,0.5835,0.5167,0.4236,0.3551,0.2982,0.2479,0.1991,0.1493,ff00ad3d#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,30.3946,33.4322,12.6437,33.4322,39.1806,10.2236,0.05,0.9405,0.6131,starter,True,current_market_line,True,hardrockbet,hardrockbet,player_pts_over_under,14.5,14.5,0.4236,-105.0,-125.0,0.4797,0.5203,0.5764,136.0,-136.0,-0.0561,-0.0561,0.0561,2026-05-26T22:33:10.317370Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,bdl_plus_nba_official,2026-05-26T22:33:29Z
near_tip,2026-05-26T22:34:22Z,2026-05-26,21713532,3547246,Devin Vassell,SAS,OKC,False,pts,"{""0"": 0.0024268391191083153, ""1"": 0.002444251008712712, ""2"": 0.006391529262814088, ""3"": 0.010296454453403455, ""4"": 0.01771331053916706, ""5"": 0.02613545710965652, ""6"": 0.03194082591762032, ""7"": 0.03210573115584671, ""8"": 0.042296318209528685, ""9"": 0.05329774091411689, ""10"": 0.05691253993534126, ""11"": 0.0724894227912189, ""12"": 0.062005048546155045, ""13"": 0.06686840836971195, ""14"": 0.09304264149402322, ""15"": 0.06851243012214382, ""16"": 0.056929936627012505, ""17"": 0.05031861963904264, ""18"": 0.0487251383850442, ""19"": 0.04987192192967823, ""20"": 0.03492915158364156, ""21"": 0.023712305568409205, ""22"": 0.01949886639485439, ""23"": 0.012672925147617526, ""24"": 0.012173587515335451, ""25"": 0.00916607129574156, ""26"": 0.009569952908665531, ""27"": 0.00717607928337896, ""28"": 0.006116659487693696, ""29"": 0.004931642407473505, ""30"": 0.004142230886390497, ""31"": 0.0005356269834314734, ""32"": 0.0015835937331082068, ""33"": 0.0004941178595061169, ""34"": 0.00034821562985075307, ""35"": 0.00037871578143303065, ""36"": 0.0008568867784705551, ""37"": 0.00014616177776353455, ""38"": 0.00016431848766952065, ""39"": 0.00010738043761297019, ""40"": 0.0001355404943772756, ""41"": 0.0002562931931175206, ""42"": 6.07573876908856e-05, ""43"": 6.341138471019173e-05, ""44"": 2.1407343599012652e-05, ""45"": 2.1238629547204957e-05, ""80"": 1.2296089563373249e-05}",13.882,13.882,14,14,0.0024,0.9976,0.9951,0.9887,0.9784,0.9607,0.9346,0.9027,0.8705,0.8282,0.775,0.718,0.6455,0.5835,0.5167,0.4236,0.3551,0.2982,0.2479,0.1991,0.1493,ff00ad3d#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,30.3946,33.4322,12.6437,33.4322,39.1806,10.2236,0.05,0.9405,0.6131,starter,True,current_market_line,True,rebet,rebet,player_pts_over_under,13.5,13.5,0.5167,-119.0,-107.0,0.5125,0.4875,0.4833,-107.0,107.0,0.0042,0.0042,-0.0042,2026-05-26T22:33:10.317370Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,bdl_plus_nba_official,2026-05-26T22:33:29Z
near_tip,2026-05-26T22:34:22Z,2026-05-26,21713532,3547246,Devin Vassell,SAS,OKC,False,pts,"{""0"": 0.0024268391191083153, ""1"": 0.002444251008712712, ""2"": 0.006391529262814088, ""3"": 0.010296454453403455, ""4"": 0.01771331053916706, ""5"": 0.02613545710965652, ""6"": 0.03194082591762032, ""7"": 0.03210573115584671, ""8"": 0.042296318209528685, ""9"": 0.05329774091411689, ""10"": 0.05691253993534126, ""11"": 0.0724894227912189, ""12"": 0.062005048546155045, ""13"": 0.06686840836971195, ""14"": 0.09304264149402322, ""15"": 0.06851243012214382, ""16"": 0.056929936627012505, ""17"": 0.05031861963904264, ""18"": 0.0487251383850442, ""19"": 0.04987192192967823, ""20"": 0.03492915158364156, ""21"": 0.023712305568409205, ""22"": 0.01949886639485439, ""23"": 0.012672925147617526, ""24"": 0.012173587515335451, ""25"": 0.00916607129574156, ""26"": 0.009569952908665531, ""27"": 0.00717607928337896, ""28"": 0.006116659487693696, ""29"": 0.004931642407473505, ""30"": 0.004142230886390497, ""31"": 0.0005356269834314734, ""32"": 0.0015835937331082068, ""33"": 0.0004941178595061169, ""34"": 0.00034821562985075307, ""35"": 0.00037871578143303065, ""36"": 0.0008568867784705551, ""37"": 0.00014616177776353455, ""38"": 0.00016431848766952065, ""39"": 0.00010738043761297019, ""40"": 0.0001355404943772756, ""41"": 0.0002562931931175206, ""42"": 6.07573876908856e-05, ""43"": 6.341138471019173e-05, ""44"": 2.1407343599012652e-05, ""45"": 2.1238629547204957e-05, ""80"": 1.2296089563373249e-05}",13.882,13.882,14,14,0.0024,0.9976,0.9951,0.9887,0.9784,0.9607,0.9346,0.9027,0.8705,0.8282,0.775,0.718,0.6455,0.5835,0.5167,0.4236,0.3551,0.2982,0.2479,0.1991,0.1493,ff00ad3d#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,30.3946,33.4322,12.6437,33.4322,39.1806,10.2236,0.05,0.9405,0.6131,starter,True,current_market_line,True,hardrockbet_fl,hardrockbet_fl,player_pts_over_under,14.5,14.5,0.4236,-105.0,-125.0,0.4797,0.5203,0.5764,136.0,-136.0,-0.0561,-0.0561,0.0561,2026-05-26T22:33:10.317370Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,bdl_plus_nba_official,2026-05-26T22:33:29Z
near_tip,2026-05-26T22:34:22Z,2026-05-26,21713532,3547246,Devin Vassell,SAS,OKC,False,pts,"{""0"": 0.0024268391191083153, ""1"": 0.002444251008712712, ""2"": 0.006391529262814088, ""3"": 0.010296454453403455, ""4"": 0.01771331053916706, ""5"": 0.02613545710965652, ""6"": 0.03194082591762032, ""7"": 0.03210573115584671, ""8"": 0.042296318209528685, ""9"": 0.05329774091411689, ""10"": 0.05691253993534126, ""11"": 0.0724894227912189, ""12"": 0.062005048546155045, ""13"": 0.06686840836971195, ""14"": 0.09304264149402322, ""15"": 0.06851243012214382, ""16"": 0.056929936627012505, ""17"": 0.05031861963904264, ""18"": 0.0487251383850442, ""19"": 0.04987192192967823, ""20"": 0.03492915158364156, ""21"": 0.023712305568409205, ""22"": 0.01949886639485439, ""23"": 0.012672925147617526, ""24"": 0.012173587515335451, ""25"": 0.00916607129574156, ""26"": 0.009569952908665531, ""27"": 0.00717607928337896, ""28"": 0.006116659487693696, ""29"": 0.004931642407473505, ""30"": 0.004142230886390497, ""31"": 0.0005356269834314734, ""32"": 0.0015835937331082068, ""33"": 0.0004941178595061169, ""34"": 0.00034821562985075307, ""35"": 0.00037871578143303065, ""36"": 0.0008568867784705551, ""37"": 0.00014616177776353455, ""38"": 0.00016431848766952065, ""39"": 0.00010738043761297019, ""40"": 0.0001355404943772756, ""41"": 0.0002562931931175206, ""42"": 6.07573876908856e-05, ""43"": 6.341138471019173e-05, ""44"": 2.1407343599012652e-05, ""45"": 2.1238629547204957e-05, ""80"": 1.2296089563373249e-05}",13.882,13.882,14,14,0.0024,0.9976,0.9951,0.9887,0.9784,0.9607,0.9346,0.9027,0.8705,0.8282,0.775,0.718,0.6455,0.5835,0.5167,0.4236,0.3551,0.2982,0.2479,0.1991,0.1493,ff00ad3d#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,30.3946,33.4322,12.6437,33.4322,39.1806,10.2236,0.05,0.9405,0.6131,starter,True,current_market_line,True,espnbet,espnbet,player_pts_over_under,13.5,13.5,0.5167,-125.0,-105.0,0.5203,0.4797,0.4833,-107.0,107.0,-0.0036,-0.0036,0.0036,2026-05-26T22:33:10.317370Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,bdl_plus_nba_official,2026-05-26T22:33:29Z
near_tip,2026-05-26T22:34:22Z,2026-05-26,21713532,3547246,Devin Vassell,SAS,OKC,False,pts,"{""0"": 0.0024268391191083153, ""1"": 0.002444251008712712, ""2"": 0.006391529262814088, ""3"": 0.010296454453403455, ""4"": 0.01771331053916706, ""5"": 0.02613545710965652, ""6"": 0.03194082591762032, ""7"": 0.03210573115584671, ""8"": 0.042296318209528685, ""9"": 0.05329774091411689, ""10"": 0.05691253993534126, ""11"": 0.0724894227912189, ""12"": 0.062005048546155045, ""13"": 0.06686840836971195, ""14"": 0.09304264149402322, ""15"": 0.06851243012214382, ""16"": 0.056929936627012505, ""17"": 0.05031861963904264, ""18"": 0.0487251383850442, ""19"": 0.04987192192967823, ""20"": 0.03492915158364156, ""21"": 0.023712305568409205, ""22"": 0.01949886639485439, ""23"": 0.012672925147617526, ""24"": 0.012173587515335451, ""25"": 0.00916607129574156, ""26"": 0.009569952908665531, ""27"": 0.00717607928337896, ""28"": 0.006116659487693696, ""29"": 0.004931642407473505, ""30"": 0.004142230886390497, ""31"": 0.0005356269834314734, ""32"": 0.0015835937331082068, ""33"": 0.0004941178595061169, ""34"": 0.00034821562985075307, ""35"": 0.00037871578143303065, ""36"": 0.0008568867784705551, ""37"": 0.00014616177776353455, ""38"": 0.00016431848766952065, ""39"": 0.00010738043761297019, ""40"": 0.0001355404943772756, ""41"": 0.0002562931931175206, ""42"": 6.07573876908856e-05, ""43"": 6.341138471019173e-05, ""44"": 2.1407343599012652e-05, ""45"": 2.1238629547204957e-05, ""80"": 1.2296089563373249e-05}",13.882,13.882,14,14,0.0024,0.9976,0.9951,0.9887,0.9784,0.9607,0.9346,0.9027,0.8705,0.8282,0.775,0.718,0.6455,0.5835,0.5167,0.4236,0.3551,0.2982,0.2479,0.1991,0.1493,ff00ad3d#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,30.3946,33.4322,12.6437,33.4322,39.1806,10.2236,0.05,0.9405,0.6131,starter,True,current_market_line,True,espnbet,espnbet,player_pts_over_under,14.5,14.5,0.4236,100.0,-130.0,0.4694,0.5306,0.5764,136.0,-136.0,-0.0458,-0.0458,0.0458,2026-05-26T22:33:10.317370Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,bdl_plus_nba_official,2026-05-26T22:33:29Z
