date,book,player_key,player_name,player_id,team,opponent,stat,line,actual,result,model_p_over,model_p_under,model_p_push,model_result_prob,market_over_odds,market_under_odds,market_no_vig_over_prob,edge_over
2026-05-26,fanduel,89,Alex Caruso,89,OKC,SAS,pts,12.5,22.0,over,0.2529,0.7471000000000001,0.0,0.2529,220,-310,0.2924,-0.03949999999999998
2026-05-26,fanduel,89,Alex Caruso,89,OKC,SAS,pts,11.5,22.0,over,0.3053,0.6947000000000001,0.0,0.3053,174,-240,0.3408,-0.035499999999999976
2026-05-26,fanduel,89,Alex Caruso,89,OKC,SAS,pts,10.5,22.0,over,0.3613,0.6387,0.0,0.3613,136,-182,0.3963,-0.034999999999999976
2026-05-26,fanduel,89,Alex Caruso,89,OKC,SAS,pts,9.5,22.0,over,0.43339999999999995,0.5666,0.0,0.43339999999999995,106,-138,0.4557,-0.022300000000000042
2026-05-26,fanduel,89,Alex Caruso,89,OKC,SAS,pts,8.5,22.0,over,0.503,0.497,0.0,0.503,-130,-102,0.5282,-0.0252
2026-05-26,fanduel,89,Alex Caruso,89,OKC,SAS,pts,7.5,22.0,over,0.5771999999999999,0.4228,0.0,0.5771999999999999,-178,132,0.5977,-0.020500000000000074
2026-05-26,fanduel,89,Alex Caruso,89,OKC,SAS,pts,6.5,22.0,over,0.6444,0.3556,0.0,0.6444,-240,174,0.6592,-0.014800000000000035
2026-05-26,fanduel,89,Alex Caruso,89,OKC,SAS,pts,5.5,22.0,over,0.7042999999999999,0.2957,0.0,0.7042999999999999,-330,235,0.72,-0.015700000000000047
2026-05-26,fanduel,89,Alex Caruso,89,OKC,SAS,pts,4.5,22.0,over,0.7637,0.2363,0.0,0.7637,-550,350,0.792,-0.028299999999999992
2026-05-26,fanduel,89,Alex Caruso,89,OKC,SAS,pts,3.5,22.0,over,0.8226,0.1774,0.0,0.8226,-750,430,0.8238,-0.0011999999999999789
2026-05-26,fanduel,89,Alex Caruso,89,OKC,SAS,pts,8.5,22.0,over,0.503,0.497,0.0,0.503,-128,-102,0.5265,-0.023499999999999965
2026-05-26,williamhill_us,89,Alex Caruso,89,OKC,SAS,pts,8.5,22.0,over,0.503,0.497,0.0,0.503,-129,-104,0.5249,-0.02190000000000003
2026-05-26,bovada,89,Alex Caruso,89,OKC,SAS,pts,11.5,22.0,over,0.3053,0.6947000000000001,0.0,0.3053,190,-260,0.3232,-0.01789999999999997
2026-05-26,bovada,89,Alex Caruso,89,OKC,SAS,pts,10.5,22.0,over,0.3613,0.6387,0.0,0.3613,145,-190,0.3839,-0.02260000000000001
2026-05-26,bovada,89,Alex Caruso,89,OKC,SAS,pts,9.5,22.0,over,0.43339999999999995,0.5666,0.0,0.43339999999999995,105,-135,0.4592,-0.025800000000000045
2026-05-26,bovada,89,Alex Caruso,89,OKC,SAS,pts,8.5,22.0,over,0.503,0.497,0.0,0.503,-130,100,0.5306,-0.027599999999999958
2026-05-26,bovada,89,Alex Caruso,89,OKC,SAS,pts,7.5,22.0,over,0.5771999999999999,0.4228,0.0,0.5771999999999999,-185,140,0.6091,-0.03190000000000004
2026-05-26,bovada,89,Alex Caruso,89,OKC,SAS,pts,6.5,22.0,over,0.6444,0.3556,0.0,0.6444,-280,205,0.6921,-0.047700000000000076
2026-05-26,betmgm,89,Alex Caruso,89,OKC,SAS,pts,8.5,22.0,over,0.503,0.497,0.0,0.503,-120,-110,0.5101,-0.007099999999999995
2026-05-26,betrivers,89,Alex Caruso,89,OKC,SAS,pts,9.5,22.0,over,0.43339999999999995,0.5666,0.0,0.43339999999999995,112,-152,0.4388,-0.005400000000000071
2026-05-26,betrivers,89,Alex Caruso,89,OKC,SAS,pts,8.5,22.0,over,0.503,0.497,0.0,0.503,-124,-110,0.5138,-0.010800000000000032
2026-05-26,draftkings,89,Alex Caruso,89,OKC,SAS,pts,8.5,22.0,over,0.503,0.497,0.0,0.503,-121,-105,0.5167,-0.013700000000000045
2026-05-26,hardrockbet_az,89,Alex Caruso,89,OKC,SAS,pts,8.5,22.0,over,0.503,0.497,0.0,0.503,-130,100,0.5306,-0.027599999999999958
2026-05-26,hardrockbet,89,Alex Caruso,89,OKC,SAS,pts,8.5,22.0,over,0.503,0.497,0.0,0.503,-130,100,0.5306,-0.027599999999999958
2026-05-26,rebet,89,Alex Caruso,89,OKC,SAS,pts,9.5,22.0,over,0.43339999999999995,0.5666,0.0,0.43339999999999995,104,-133,0.462,-0.02860000000000007
2026-05-26,hardrockbet_fl,89,Alex Caruso,89,OKC,SAS,pts,8.5,22.0,over,0.503,0.497,0.0,0.503,-130,100,0.5306,-0.027599999999999958
2026-05-26,espnbet,89,Alex Caruso,89,OKC,SAS,pts,8.5,22.0,over,0.503,0.497,0.0,0.503,-125,-105,0.5203,-0.017299999999999982
2026-05-26,espnbet,89,Alex Caruso,89,OKC,SAS,pts,9.5,22.0,over,0.43339999999999995,0.5666,0.0,0.43339999999999995,100,-130,0.4694,-0.03600000000000003
2026-05-26,espnbet,89,Alex Caruso,89,OKC,SAS,pts,10.5,22.0,over,0.3613,0.6387,0.0,0.3613,135,-180,0.3983,-0.03699999999999998
2026-05-26,betparx,89,Alex Caruso,89,OKC,SAS,pts,9.5,22.0,over,0.43339999999999995,0.5666,0.0,0.43339999999999995,112,-152,0.4388,-0.005400000000000071
