role_bucket,n,nll_mean,rps_mean,mean_error,abs_mean_error,outcome_prob_assigned_mean
bench,12,1.7491360703544807,0.03318214505895329,1.0190214348966173,1.2187327922474152,0.293963196481495
core,12,2.2668432100193456,0.07214812919583827,-1.4453162163953828,1.7123506751749071,0.14515180377791478
rotation,84,2.318890149835546,0.07950820243743387,-1.7614311638386422,2.97767281441049,0.20842430997209374
starter,72,2.611802974590615,0.09197177983898823,0.1478888300371981,3.7373599943867526,0.13510008724168573
