game_id,team_abbr,opponent_abbr,resolved_game_start_time_utc,source_used,source_confidence,source_payload_hash,resolution_blocker
21707977,MIN,SAS,2026-05-16T01:49:00Z,odds_api_live_events,high,86878c8e6e6ac622,
21709238,CLE,DET,2026-05-17T22:10:00Z,odds_api_live_events,high,d0b9fd30179a210c,
