player_id,player_name,game_id,game,team_id,stat,side,line,bet_vendor,model_prob,market_prob,contextual_feature_set_id,lineup_confirmed,snapshot_type,source_row_id,row_id,k,p_k
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,reb,OVER,3.5000,fanduel,0.5518,0.4758,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,0,0,0,0.0652
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,reb,OVER,3.5000,fanduel,0.5518,0.4758,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,0,0,1,0.1077
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,reb,OVER,3.5000,fanduel,0.5518,0.4758,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,0,0,2,0.1333
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,reb,OVER,3.5000,fanduel,0.5518,0.4758,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,0,0,3,0.1428
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,reb,OVER,3.5000,fanduel,0.5518,0.4758,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,0,0,4,0.1625
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,reb,OVER,3.5000,fanduel,0.5518,0.4758,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,0,0,5,0.1290
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,reb,OVER,3.5000,fanduel,0.5518,0.4758,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,0,0,6,0.0932
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,reb,OVER,3.5000,fanduel,0.5518,0.4758,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,0,0,7,0.0732
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,reb,OVER,3.5000,fanduel,0.5518,0.4758,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,0,0,8,0.0405
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,reb,OVER,3.5000,fanduel,0.5518,0.4758,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,0,0,9,0.0247
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,reb,OVER,3.5000,fanduel,0.5518,0.4758,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,0,0,10,0.0163
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,reb,OVER,3.5000,fanduel,0.5518,0.4758,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,0,0,11,0.0070
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,reb,OVER,3.5000,fanduel,0.5518,0.4758,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,0,0,12,0.0027
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,reb,OVER,3.5000,fanduel,0.5518,0.4758,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,0,0,13,0.0018
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,ast,UNDER,5.5000,draftkings,0.6306,0.4624,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,1,1,0,0.0429
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,ast,UNDER,5.5000,draftkings,0.6306,0.4624,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,1,1,1,0.0586
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,ast,UNDER,5.5000,draftkings,0.6306,0.4624,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,1,1,2,0.0939
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,ast,UNDER,5.5000,draftkings,0.6306,0.4624,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,1,1,3,0.1371
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,ast,UNDER,5.5000,draftkings,0.6306,0.4624,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,1,1,4,0.1788
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,ast,UNDER,5.5000,draftkings,0.6306,0.4624,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,1,1,5,0.1203
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,ast,UNDER,5.5000,draftkings,0.6306,0.4624,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,1,1,6,0.1469
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,ast,UNDER,5.5000,draftkings,0.6306,0.4624,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,1,1,7,0.0930
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,ast,UNDER,5.5000,draftkings,0.6306,0.4624,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,1,1,8,0.0536
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,ast,UNDER,5.5000,draftkings,0.6306,0.4624,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,1,1,9,0.0366
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,ast,UNDER,5.5000,draftkings,0.6306,0.4624,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,1,1,10,0.0180
161,De'Aaron Fox,21716135,New York Knicks @ San Antonio Spurs,27,ast,UNDER,5.5000,draftkings,0.6306,0.4624,phase13s_direct_lineup_injury_pmf_driver_v1,1,current_live,1,1,11,0.0120
