player_name,projected_minutes,stat,pmf_mean,market_line,p_over
Ajay Mitchell,25.6735,ast,3.4016,3.5,0.469
Ajay Mitchell,25.6735,blk,0.2468,0.5,0.1176
Ajay Mitchell,25.6735,fg3m,1.6219,1.5,0.3342
Ajay Mitchell,25.6735,pa,18.0295,14.5,0.6824
Ajay Mitchell,25.6735,pr,18.0411,15.5,0.624
Ajay Mitchell,25.6735,pra,21.4428,18.5,0.6445
Ajay Mitchell,25.6735,pts,14.6279,11.5,0.663
Ajay Mitchell,25.6735,ra,6.8149,6.5,0.5428
Ajay Mitchell,25.6735,reb,3.4133,3.5,0.4434
Ajay Mitchell,25.6735,stl,0.7383,0.5,0.399
Alex Caruso,19.3385,ast,1.5059,1.5,0.4789
Alex Caruso,19.3385,blk,0.3898,0.5,0.2066
Alex Caruso,19.3385,fg3m,1.3027,1.5,0.2309
Alex Caruso,19.3385,pa,7.5731,9.5,0.3059
Alex Caruso,19.3385,pr,9.1912,10.5,0.3588
Alex Caruso,19.3385,pra,10.6971,11.5,0.4025
Alex Caruso,19.3385,pts,6.0672,7.5,0.335
Alex Caruso,19.3385,ra,4.6299,4.5,0.4977
Alex Caruso,19.3385,reb,3.124,3.5,0.3817
Alex Caruso,19.3385,stl,0.8494,1.5,0.1793
Cason Wallace,22.263,ast,1.629,1.5,0.5505
Cason Wallace,22.263,blk,0.3561,0.5,0.1833
Cason Wallace,22.263,fg3m,0.9473,1.5,0.234
Cason Wallace,22.263,pa,9.0515,7.5,0.5899
Cason Wallace,22.263,pr,10.5378,7.5,0.6941
Cason Wallace,22.263,pra,12.1667,9.5,0.6656
Cason Wallace,22.263,pts,7.4225,5.5,0.6254
Cason Wallace,22.263,ra,4.7443,3.5,0.7138
Cason Wallace,22.263,reb,3.1153,2.5,0.6159
Cason Wallace,22.263,stl,0.9696,1.5,0.2187
Chet Holmgren,28.0109,ast,1.4393,1.5,0.4158
Chet Holmgren,28.0109,blk,1.1422,1.5,0.2305
Chet Holmgren,28.0109,fg3m,1.327,1.5,0.3282
Chet Holmgren,28.0109,pa,17.1154,17.5,0.4609
Chet Holmgren,28.0109,pr,25.2623,24.5,0.5337
Chet Holmgren,28.0109,pra,26.7015,26.5,0.5009
Chet Holmgren,28.0109,pts,15.6761,15.5,0.4928
Chet Holmgren,28.0109,ra,11.0254,10.5,0.5707
Chet Holmgren,28.0109,reb,9.5861,8.5,0.6682
Chet Holmgren,28.0109,stl,0.6061,0.5,0.3253
De'Aaron Fox,29.8238,ast,5.3537,5.5,0.4747
De'Aaron Fox,29.8238,blk,0.3614,0.5,0.1616
De'Aaron Fox,29.8238,fg3m,1.7785,1.5,0.5124
De'Aaron Fox,29.8238,pa,24.0192,21.5,0.6556
De'Aaron Fox,29.8238,pr,21.9328,19.5,0.6534
De'Aaron Fox,29.8238,pra,27.2865,24.5,0.6662
De'Aaron Fox,29.8238,pts,18.6655,15.5,0.6921
De'Aaron Fox,29.8238,ra,8.621,8.5,0.5196
De'Aaron Fox,29.8238,reb,3.2673,3.5,0.4124
Devin Vassell,28.4674,ast,2.6037,2.5,0.5184
Devin Vassell,28.4674,blk,0.4139,0.5,0.205
Devin Vassell,28.4674,fg3m,1.9971,2.5,0.2568
Devin Vassell,28.4674,pa,15.5609,14.5,0.5807
Devin Vassell,28.4674,pr,16.8375,16.5,0.5234
Devin Vassell,28.4674,pra,19.4412,18.5,0.5655
Devin Vassell,28.4674,pts,12.9571,12.5,0.5467
Devin Vassell,28.4674,ra,6.4841,6.5,0.4837
Devin Vassell,28.4674,reb,3.8804,4.5,0.3029
Devin Vassell,28.4674,stl,0.7732,0.5,0.4846
Dylan Harper,22.2697,ast,2.1768,3.5,0.1572
Dylan Harper,22.2697,fg3m,0.4851,0.5,0.3525
Dylan Harper,22.2697,pa,15.0083,16.5,0.4013
Dylan Harper,22.2697,pr,17.1574,17.5,0.4731
Dylan Harper,22.2697,pra,19.3342,17.5,0.6033
Dylan Harper,22.2697,pts,12.8315,10.5,0.6502
Dylan Harper,22.2697,ra,6.5027,8.5,0.2055
Dylan Harper,22.2697,reb,4.3259,4.5,0.4509
Dylan Harper,22.2697,stl,0.8246,0.5,0.4754
Isaiah Hartenstein,24.308,ast,2.5539,1.5,0.7676
Isaiah Hartenstein,24.308,blk,0.4391,0.5,0.2081
Isaiah Hartenstein,24.308,pa,11.4017,9.5,0.6249
Isaiah Hartenstein,24.308,pr,18.5303,16.5,0.6255
Isaiah Hartenstein,24.308,pra,21.0841,18.5,0.661
Isaiah Hartenstein,24.308,pts,8.8479,7.5,0.5804
Isaiah Hartenstein,24.308,ra,12.2363,10.5,0.7052
Isaiah Hartenstein,24.308,reb,9.6824,8.5,0.6578
Isaiah Hartenstein,24.308,stl,0.667,0.5,0.3606
