player_name,projected_minutes,stat,pmf_mean,market_line,p_over
Jalen Williams,25.1032,ast,3.7911,4.5,0.3262
Jalen Williams,25.1032,blk,0.3328,0.5,0.1703
Jalen Williams,25.1032,fg3m,1.0045,0.5,0.6356
Jalen Williams,25.1032,pa,18.2306,19.5,0.3919
Jalen Williams,25.1032,pr,18.2902,19.5,0.3943
Jalen Williams,25.1032,pra,22.0813,23.5,0.3888
Jalen Williams,25.1032,pts,14.4395,15.5,0.3984
Jalen Williams,25.1032,ra,7.6418,8.5,0.35
Jalen Williams,25.1032,reb,3.8507,3.5,0.5689
Jalen Williams,25.1032,stl,0.8473,0.5,0.4928
Julian Champagnie,25.2486,ast,1.6897,1.5,0.5405
Julian Champagnie,25.2486,blk,0.401,0.5,0.2173
Julian Champagnie,25.2486,fg3m,1.8087,1.5,0.5346
Julian Champagnie,25.2486,pa,12.2424,9.5,0.6694
Julian Champagnie,25.2486,pr,15.2322,13.5,0.5977
Julian Champagnie,25.2486,pra,16.9219,14.5,0.6414
Julian Champagnie,25.2486,pts,10.5527,8.5,0.6241
Julian Champagnie,25.2486,ra,6.3692,6.5,0.4599
Julian Champagnie,25.2486,reb,4.6795,4.5,0.5295
Julian Champagnie,25.2486,stl,0.5354,0.5,0.2783
Keldon Johnson,17.7339,blk,0.3191,0.5,0.1583
Keldon Johnson,17.7339,fg3m,0.4838,0.5,0.3522
Keldon Johnson,17.7339,pr,13.1623,12.5,0.5133
Keldon Johnson,17.7339,pra,14.5252,12.5,0.6021
Keldon Johnson,17.7339,pts,9.6855,8.5,0.5488
Keldon Johnson,17.7339,reb,3.4768,3.5,0.4741
Keldon Johnson,17.7339,stl,0.5722,0.5,0.3101
Luguentz Dort,22.9736,ast,1.1991,0.5,0.7364
Luguentz Dort,22.9736,blk,0.3552,0.5,0.1832
Luguentz Dort,22.9736,fg3m,1.0987,1.5,0.26
Luguentz Dort,22.9736,pa,8.4477,7.5,0.5433
Luguentz Dort,22.9736,pr,9.8851,8.5,0.5745
Luguentz Dort,22.9736,pra,11.0842,9.5,0.5872
Luguentz Dort,22.9736,pts,7.2486,5.5,0.6091
Luguentz Dort,22.9736,ra,3.8355,3.5,0.5504
Luguentz Dort,22.9736,reb,2.6365,2.5,0.5106
Luguentz Dort,22.9736,stl,0.5773,0.5,0.3127
Shai Gilgeous-Alexander,31.0062,ast,6.0005,6.5,0.3962
Shai Gilgeous-Alexander,31.0062,blk,0.3935,0.5,0.1863
Shai Gilgeous-Alexander,31.0062,fg3m,1.4961,1.5,0.4136
Shai Gilgeous-Alexander,31.0062,pa,33.8426,36.5,0.3523
Shai Gilgeous-Alexander,31.0062,pr,31.0092,34.5,0.3031
Shai Gilgeous-Alexander,31.0062,pra,37.0097,40.5,0.3103
Shai Gilgeous-Alexander,31.0062,pts,27.8421,30.5,0.34
Shai Gilgeous-Alexander,31.0062,ra,9.1676,10.5,0.2761
Shai Gilgeous-Alexander,31.0062,reb,3.1671,4.5,0.1557
Shai Gilgeous-Alexander,31.0062,stl,0.7944,1.5,0.1747
Stephon Castle,28.3265,ast,6.0863,6.5,0.4326
Stephon Castle,28.3265,blk,0.3911,0.5,0.211
Stephon Castle,28.3265,fg3m,1.7361,1.5,0.5193
Stephon Castle,28.3265,pa,24.7115,22.5,0.6194
Stephon Castle,28.3265,pr,23.601,21.5,0.6142
Stephon Castle,28.3265,pra,29.6873,27.5,0.6138
Stephon Castle,28.3265,pts,18.6252,17.5,0.563
Stephon Castle,28.3265,ra,11.0621,11.5,0.4402
Stephon Castle,28.3265,reb,4.9758,4.5,0.5886
Stephon Castle,28.3265,stl,0.7271,0.5,0.3992
Victor Wembanyama,25.6187,ast,2.3135,2.5,0.4162
Victor Wembanyama,25.6187,blk,1.8114,3.5,0.064
Victor Wembanyama,25.6187,fg3m,1.2985,1.5,0.3306
Victor Wembanyama,25.6187,pa,22.9017,27.5,0.2772
Victor Wembanyama,25.6187,pr,28.8043,37.5,0.149
Victor Wembanyama,25.6187,pra,31.1178,40.5,0.1345
Victor Wembanyama,25.6187,pts,20.5882,24.5,0.3029
Victor Wembanyama,25.6187,ra,10.5295,15.5,0.0409
Victor Wembanyama,25.6187,reb,8.2161,12.5,0.0416
Victor Wembanyama,25.6187,stl,0.7294,0.5,0.395
