role_bucket,n,nll_mean,rps_mean,mean_error,abs_mean_error,outcome_prob_assigned_mean
bench,50,1.230556360348673,0.021523930059866404,1.0312374956786738,1.3121168803500176,0.35957025869759485
core,25,2.2318018173301932,0.051444106286553604,0.27757351643587364,2.0559178406645757,0.1777559692010952
fringe,15,0.844534076909769,0.01020478253311042,0.9134535626790395,0.9716834794466642,0.5492195027198904
rotation,15,2.0894571058498514,0.047808604031833304,-0.12179765137978217,2.5491409281647037,0.20962009152749533
starter,30,1.9133193153781896,0.037629977943372375,0.8437376390063996,1.3207570455071436,0.18633359664948176
