stat,role_bucket,book,line,player_id,model_logloss,market_logloss,delta_logloss,model_brier,market_brier,delta_brier,model_p_over,market_no_vig_over_prob,actual_outcome,is_push
pts,bench,williamhill_us,2.5,104,0.5476538426530775,0.7918606534959781,-0.24420681084290063,0.1778266607482821,0.2992077610431853,-0.1213811002949032,0.5783050145563952,0.4530011325028312,5,False
pts,bench,bovada,1.5,104,0.38092288721377693,0.4700036292457356,-0.08908074203195865,0.10034286962740008,0.140625,-0.04028213037259992,0.6832305734017248,0.625,5,False
pts,bench,bovada,2.5,104,0.5476538426530775,0.7346038942382914,-0.18695005158521394,0.1778266607482821,0.2707168440310238,-0.0928901832827417,0.5783050145563952,0.4796954314720812,5,False
pts,bench,bovada,3.5,104,0.7266300312497683,1.003355870859443,-0.2767258396096747,0.266735323749768,0.40113608028869585,-0.13440075653892786,0.48353574784911973,0.3666469544648137,5,False
pts,bench,betmgm,2.5,104,0.5476538426530775,0.6931471805599453,-0.1454933379068678,0.1778266607482821,0.25,-0.0721733392517179,0.5783050145563952,0.5,5,False
pts,bench,betonlineag,2.5,104,0.5476538426530775,0.8270424627919065,-0.27938862013882904,0.1778266607482821,0.3165853446694119,-0.1387586839211298,0.5783050145563952,0.43734082725915513,5,False
pts,bench,draftkings,2.5,104,0.5476538426530775,0.7289631005788939,-0.18130925792581642,0.1778266607482821,0.26790050498059303,-0.09007384423231093,0.5783050145563952,0.48240894039735094,5,False
pts,bench,hardrockbet_fl,2.5,104,0.5476538426530775,0.7563260821814768,-0.2086722395283993,0.1778266607482821,0.2815493544356517,-0.10372269368736961,0.5783050145563952,0.4693877551020409,5,False
pts,bench,hardrockbet,2.5,104,0.5476538426530775,0.7563260821814768,-0.2086722395283993,0.1778266607482821,0.2815493544356517,-0.10372269368736961,0.5783050145563952,0.4693877551020409,5,False
pts,bench,hardrockbet_az,2.5,104,0.5476538426530775,0.7563260821814768,-0.2086722395283993,0.1778266607482821,0.2815493544356517,-0.10372269368736961,0.5783050145563952,0.4693877551020409,5,False
pts,bench,fliff,2.5,104,0.5476538426530775,0.7319117240101896,-0.18425788135711207,0.1778266607482821,0.26937284043429854,-0.09154617968601644,0.5783050145563952,0.4809885931558936,5,False
ast,bench,betonlineag,1.5,104,0.736938994077602,0.6931471805599453,0.04379181351765671,0.2718823604560384,0.25,0.02188236045603842,0.47857660154531,0.5,2,False
ast,bench,betmgm,1.5,104,0.736938994077602,0.7649729151312009,-0.02803392105359892,0.2718823604560384,0.2858543280070582,-0.01397196755101976,0.47857660154531,0.4653465346534653,2,False
ast,bench,bovada,1.5,104,0.736938994077602,0.6533409301595255,0.08359806391807645,0.2718823604560384,0.23010770697518612,0.0417746534808523,0.47857660154531,0.5203045685279188,2,False
ast,bench,draftkings,1.5,104,0.736938994077602,0.6612223593187097,0.07571663475889234,0.2718823604560384,0.23404314411287788,0.03783921634316054,0.47857660154531,0.5162199424192044,2,False
ast,bench,hardrockbet_fl,1.5,104,0.736938994077602,0.6731064296764991,0.06383256440110285,0.2718823604560384,0.23998098641184085,0.03190137404419757,0.47857660154531,0.5101214574898786,2,False
ast,bench,hardrockbet,1.5,104,0.736938994077602,0.6731064296764991,0.06383256440110285,0.2718823604560384,0.23998098641184085,0.03190137404419757,0.47857660154531,0.5101214574898786,2,False
ast,bench,hardrockbet_az,1.5,104,0.736938994077602,0.6731064296764991,0.06383256440110285,0.2718823604560384,0.23998098641184085,0.03190137404419757,0.47857660154531,0.5101214574898786,2,False
ast,bench,fliff,1.5,104,0.736938994077602,0.6743672859083488,0.06257170816925317,0.2718823604560384,0.24061117225578932,0.0312711882002491,0.47857660154531,0.5094786729857821,2,False
fg3m,bench,betonlineag,0.5,104,1.1905182038460014,0.804600210216929,0.3859179936290724,0.48432739451365037,0.30551409708325805,0.17881329743039232,0.30406365627763743,0.44726670347874103,1,False
fg3m,bench,fliff,0.5,104,1.1905182038460014,0.7810085363512795,0.40950966749472184,0.48432739451365037,0.29382478819110847,0.1905026063225419,0.30406365627763743,0.45794392523364486,1,False
pts,starter,fanduel,17.5,161,0.35750542287677656,0.6931471805599453,-0.33564175768316873,0.09034899402821428,0.25,-0.15965100597178572,0.6994189060699022,0.5,18,False
pts,starter,williamhill_us,17.5,161,0.35750542287677656,0.6599085390842115,-0.302403116207435,0.09034899402821428,0.2333869546142628,-0.1430379605860485,0.6994189060699022,0.5168986083499005,18,False
pts,starter,bovada,14.5,161,0.17791780052861206,0.4155154439616658,-0.23759764343305373,0.02656534157753212,0.11559999999999998,-0.08903465842246785,0.8370112225411451,0.66,18,False
pts,starter,bovada,15.5,161,0.23419143523395702,0.507984712764387,-0.2737932775304299,0.0435931238512832,0.15863733764459975,-0.11504421379331656,0.7912103358609838,0.6017069701280228,18,False
pts,starter,bovada,16.5,161,0.2946592874345522,0.6147216529526526,-0.32006236551810036,0.06513454209945913,0.2108725364295671,-0.14573799433010798,0.7447853019525342,0.5407914020517831,18,False
pts,starter,bovada,17.5,161,0.35750542287677656,0.713597791031236,-0.35609236815445944,0.09034899402821428,0.2602239013915979,-0.16987490736338362,0.6994189060699022,0.48987854251012153,18,False
pts,starter,bovada,18.5,161,1.0424448222694243,0.5739095991925673,0.4685352230768569,0.4191376317970018,0.19069049026525045,0.22844714153175136,0.6474083964523489,0.43668122270742354,18,False
pts,starter,bovada,19.5,161,0.9117771398757701,0.4842676849956726,0.42750945488009756,0.35783185342651763,0.14734216889950208,0.21048968452701555,0.5981904825609629,0.3838517538054269,18,False
pts,starter,bovada,20.5,161,0.7837446343619622,0.4155154439616658,0.3682291904002964,0.2951828674953142,0.11559999999999998,0.1795828674953142,0.5433073416541637,0.33999999999999997,18,False
pts,starter,betmgm,16.5,161,0.2946592874345522,0.6451072039725826,-0.35044791653803037,0.06513454209945913,0.22599917074834144,-0.16086462864888232,0.7447853019525342,0.5246062992125985,18,False
pts,starter,betonlineag,17.5,161,0.35750542287677656,0.6931471805599453,-0.33564175768316873,0.09034899402821428,0.25,-0.15965100597178572,0.6994189060699022,0.5,18,False
pts,starter,fanduel,11.5,161,0.08079990276488486,0.20689281752445998,-0.12609291475957513,0.0060251378869975,0.034929069657837694,-0.028903931770840195,0.9223782383155503,0.8131067961165048,18,False
pts,starter,fanduel,12.5,161,0.10909223481534808,0.2591256218654069,-0.1500333870500588,0.01068169552826476,0.052108986530733176,-0.04142729100246842,0.8966477115480032,0.7717260712855426,18,False
pts,starter,fanduel,13.5,161,0.1406040479845291,0.32664105080845995,-0.18603700282393085,0.017204713713696102,0.07764993436254258,-0.060445220648846484,0.8688332598800439,0.7213426219126029,18,False
pts,starter,fanduel,14.5,161,0.17791780052861206,0.3826142518736046,-0.20469645134499254,0.02656534157753212,0.10107569643812792,-0.07451035486059579,0.8370112225411451,0.6820759580683966,18,False
pts,starter,fanduel,15.5,161,0.23419143523395702,0.45816972956454566,-0.22397829433058863,0.0435931238512832,0.13510026295206645,-0.09150713910078326,0.7912103358609838,0.6324401233104102,18,False
pts,starter,fanduel,16.5,161,0.2946592874345522,0.5590681655156836,-0.2644088780811314,0.06513454209945913,0.18340527068283652,-0.1182707285833774,0.7447853019525342,0.571741584224155,18,False
pts,starter,fanduel,17.5,161,0.35750542287677656,0.6555562066211367,-0.2980507837443601,0.09034899402821428,0.2312136202523413,-0.14086462622412702,0.6994189060699022,0.5191532258064516,18,False
pts,starter,fanduel,18.5,161,1.0424448222694243,0.620069097672224,0.4223757245972003,0.4191376317970018,0.21352969280971854,0.20560793898728327,0.6474083964523489,0.46209273182957394,18,False
pts,starter,fanduel,19.5,161,0.9117771398757701,0.526853164524926,0.3849239753508441,0.35783185342651763,0.16772290504660808,0.19010894837990955,0.5981904825609629,0.40953986991086483,18,False
pts,starter,fanduel,20.5,161,0.7837446343619622,0.45816972956454566,0.3255749047974165,0.2951828674953142,0.13510026295206645,0.16008260454324774,0.5433073416541637,0.3675598766895898,18,False
pts,starter,fanduel,21.5,161,0.6284783643164309,0.3826142518736046,0.2458641124428263,0.21771292037355183,0.10107569643812787,0.11663722393542396,0.46659717141614976,0.31792404193160334,18,False
pts,starter,fanduel,22.5,161,0.5012546873516129,0.3327923796628124,0.16846230768880055,0.15541718994413994,0.08013483802491245,0.0752823519192275,0.39422986942155963,0.28308097432521395,18,False
pts,starter,fanduel,23.5,161,0.3987237270227396,0.2910547569304201,0.10766897009231952,0.1081251548687648,0.06376900316294254,0.04435615170582226,0.32882389643814636,0.2525252525252525,18,False
pts,starter,fanduel,24.5,161,0.33662513977390485,0.2520700006629039,0.08455513911100093,0.08169506966667354,0.04964414800887176,0.03205092165780179,0.2858234939025719,0.222809667673716,18,False
pts,starter,fanduel,18.5,161,1.0424448222694243,0.6290655238177417,0.41337929845168253,0.4191376317970018,0.21800520212337895,0.20113242967362285,0.6474083964523489,0.4669102720259846,18,False
pts,starter,draftkings,17.5,161,0.35750542287677656,0.7141616548056893,-0.3566562319289127,0.09034899402821428,0.2605057145690395,-0.1701567205408252,0.6994189060699022,0.4896023956080519,18,False
pts,starter,hardrockbet_fl,17.5,161,0.35750542287677656,0.6931471805599453,-0.33564175768316873,0.09034899402821428,0.25,-0.15965100597178572,0.6994189060699022,0.5,18,False
pts,starter,espnbet,16.5,161,0.2946592874345522,0.5903376866937243,-0.2956783992591721,0.06513454209945913,0.19879102600511178,-0.13365648390565266,0.7447853019525342,0.554140127388535,18,False
pts,starter,espnbet,17.5,161,0.35750542287677656,0.6931471805599453,-0.33564175768316873,0.09034899402821428,0.25,-0.15965100597178572,0.6994189060699022,0.5,18,False
pts,starter,espnbet,18.5,161,1.0424448222694243,0.607718332781741,0.4347264894876832,0.4191376317970018,0.20739641881114318,0.21174121298585863,0.6474083964523489,0.4554079696394686,18,False
pts,starter,betparx,16.5,161,0.2946592874345522,0.5681090372340794,-0.27344974979952713,0.06513454209945913,0.1878391676641234,-0.12270462556466427,0.7447853019525342,0.5665958379709265,18,False
pts,starter,betparx,17.5,161,0.35750542287677656,0.6871382693178106,-0.3296328464410341,0.09034899402821428,0.24699558070299588,-0.1566465866747816,0.6994189060699022,0.5030135004821601,18,False
pts,starter,betparx,18.5,161,1.0424448222694243,0.5842530923208079,0.45819172994861634,0.4191376317970018,0.195786670843449,0.2233509609535528,0.6474083964523489,0.4424778761061947,18,False
pts,starter,hardrockbet,17.5,161,0.35750542287677656,0.6931471805599453,-0.33564175768316873,0.09034899402821428,0.25,-0.15965100597178572,0.6994189060699022,0.5,18,False
pts,starter,hardrockbet_az,17.5,161,0.35750542287677656,0.6931471805599453,-0.33564175768316873,0.09034899402821428,0.25,-0.15965100597178572,0.6994189060699022,0.5,18,False
pts,starter,fliff,17.5,161,0.35750542287677656,0.6931471805599453,-0.33564175768316873,0.09034899402821428,0.25,-0.15965100597178572,0.6994189060699022,0.5,18,False
reb,starter,williamhill_us,3.5,161,0.366529706678398,0.7966726802720421,-0.43014297359364406,0.09416579348346797,0.3015915163216942,-0.2074257228382262,0.6931355454219763,0.45082651527800965,4,False
reb,starter,fanduel,3.5,161,0.366529706678398,0.7825849899112339,-0.4160552832328359,0.09416579348346797,0.29460734215835455,-0.20044154867488656,0.6931355454219763,0.45722256664600125,4,False
reb,starter,fanduel,1.5,161,0.028565564699190357,0.17254384129927425,-0.1439782766000839,0.0007930659282367514,0.0251154683658118,-0.02432240243757505,0.9718385737535055,0.8415213946117275,4,False
reb,starter,fanduel,2.5,161,0.14302187201208724,0.4030982430978982,-0.26007637108581094,0.017759530520953703,0.11006042092495676,-0.09230089040400305,0.866735111447337,0.6682464454976303,4,False
reb,starter,fanduel,3.5,161,0.366529706678398,0.7859331688683631,-0.41940346218996505,0.09416579348346797,0.2962687346633725,-0.20210294117990452,0.6931355454219763,0.4556942636133875,4,False
reb,starter,fanduel,4.5,161,0.5372021695994648,0.3459319603096626,0.19127020928980215,0.17273918132886867,0.08552078648598599,0.08721839484288268,0.4156190338866456,0.29243937232524964,4,False
reb,starter,fanduel,5.5,161,0.22108652531086548,0.18735935082391175,0.033727174486953726,0.03934378784260298,0.02919118204085755,0.010152605801745429,0.1983526854938016,0.1708542713567839,4,False
reb,starter,bovada,2.5,161,0.14302187201208724,0.43753536706649293,-0.2945134950544057,0.017759530520953703,0.1255811500731534,-0.1078216195521997,0.866735111447337,0.6456256921373201,4,False
reb,starter,bovada,3.5,161,0.366529706678398,0.77825071039724,-0.411721003718842,0.09416579348346797,0.2924553405331333,-0.19828954704966534,0.6931355454219763,0.4592085979482169,4,False
reb,starter,bovada,4.5,161,0.5372021695994648,0.3529643645421968,0.18423780505726794,0.17273918132886867,0.08844543331352525,0.08429374801534342,0.4156190338866456,0.29739776951672864,4,False
reb,starter,betmgm,3.5,161,0.366529706678398,0.7649729151312009,-0.3984432084528029,0.09416579348346797,0.2858543280070582,-0.1916885345235902,0.6931355454219763,0.4653465346534653,4,False
reb,starter,betonlineag,3.5,161,0.366529706678398,0.7902245313561168,-0.4236948246777188,0.09416579348346797,0.2983968145651379,-0.2042310210816699,0.6931355454219763,0.45374290433428893,4,False
reb,starter,draftkings,3.5,161,0.366529706678398,0.7892146493061789,-0.4226849426277809,0.09416579348346797,0.29789615258323443,-0.20373035909976644,0.6931355454219763,0.45420136260408783,4,False
reb,starter,hardrockbet_fl,3.5,161,0.366529706678398,0.8077505632989491,-0.4412208566205511,0.09416579348346797,0.30707128078218193,-0.21290548729871395,0.6931355454219763,0.4458598726114649,4,False
reb,starter,espnbet,2.5,161,0.14302187201208724,0.4350714013009955,-0.29204952928890826,0.017759530520953703,0.12445481977064232,-0.10669528924968862,0.866735111447337,0.6472184531886024,4,False
reb,starter,espnbet,3.5,161,0.366529706678398,0.7865616251993712,-0.4200319185209732,0.09416579348346797,0.29658047953220595,-0.20241468604873797,0.6931355454219763,0.4554079696394686,4,False
reb,starter,espnbet,4.5,161,0.5372021695994648,0.36169908727958555,0.1755030823198792,0.17273918132886867,0.09211715487412235,0.08062202645474632,0.4156190338866456,0.303508080409933,4,False
reb,starter,betparx,3.5,161,0.366529706678398,0.790831002757482,-0.42430129607908396,0.09416579348346797,0.29869743944199934,-0.20453164595853135,0.6931355454219763,0.4534678056674068,4,False
reb,starter,hardrockbet,3.5,161,0.366529706678398,0.8337960409533319,-0.4672663342749339,0.09416579348346797,0.319906569086062,-0.22574077560259403,0.6931355454219763,0.43439716312056736,4,False
reb,starter,hardrockbet_az,3.5,161,0.366529706678398,0.8337960409533319,-0.4672663342749339,0.09416579348346797,0.319906569086062,-0.22574077560259403,0.6931355454219763,0.43439716312056736,4,False
reb,starter,fliff,3.5,161,0.366529706678398,0.8091857761751788,-0.4426560694967808,0.09416579348346797,0.3077803737739062,-0.21361458029043823,0.6931355454219763,0.4452204277608031,4,False
ast,starter,williamhill_us,5.5,161,0.6563108713213744,0.7358591674882651,-0.07954829616689063,0.23159041015686138,0.27134341463401024,-0.03975300447714886,0.4812384130104967,0.5209063395985983,5,False
ast,starter,betonlineag,5.5,161,0.6563108713213744,0.7501173999800268,-0.09380652865865236,0.23159041015686138,0.2784555750013826,-0.046865164844521245,0.4812384130104967,0.5276888998277135,5,False
ast,starter,betmgm,5.5,161,0.6563108713213744,0.7865616251993709,-0.13025075387799645,0.23159041015686138,0.29658047953220584,-0.06499006937534446,0.4812384130104967,0.5445920303605313,5,False
ast,starter,bovada,5.5,161,0.6563108713213744,0.77825071039724,-0.12193983907586559,0.23159041015686138,0.2924553405331333,-0.06086493037627194,0.4812384130104967,0.5407914020517831,5,False
ast,starter,bovada,6.5,161,0.3128267637127862,0.5079847127643867,-0.1951579490516005,0.07215852965108209,0.1586373376445997,-0.0864788079935176,0.2686233974379039,0.3982930298719772,5,False
ast,starter,bovada,4.5,161,0.3839443317256937,0.3680850106767633,0.015859321048930397,0.10165298615574116,0.09482806175119327,0.006824924404547891,0.681169345646092,0.6920583468395461,5,False
ast,starter,draftkings,5.5,161,0.6563108713213744,0.7789764245063981,-0.1226655531850237,0.23159041015686138,0.29281576272094084,-0.06122535256407946,0.4812384130104967,0.5411245353159851,5,False
ast,starter,fanduel,3.5,161,0.1558388431539906,0.2217241046599835,-0.06588526150599289,0.020823332517809653,0.039546745867768594,-0.01872341334995894,0.8556970807024,0.8011363636363636,5,False
ast,starter,fanduel,5.5,161,0.6563108713213744,0.7322066163965316,-0.07589574507515717,0.23159041015686138,0.26952007186524457,-0.03792966170838319,0.4812384130104967,0.5191532258064516,5,False
ast,starter,fanduel,6.5,161,0.3128267637127862,0.44972089753453065,-0.13689413382174442,0.07215852965108209,0.1311843921867171,-0.05902586253563501,0.2686233974379039,0.3621938599517075,5,False
ast,starter,fanduel,7.5,161,0.14008485046287253,0.2735973325700418,-0.1335124821071693,0.017086548978088832,0.05729402444545041,-0.04020747546736158,0.13071552692044214,0.23936170212765953,5,False
