player_id,player_name,team,opponent,game_id
161,De'Aaron Fox,SAS,NYK,21716134
261,Luke Kornet,SAS,NYK,21716134
73,Jalen Brunson,NYK,SAS,21716134
202,Josh Hart,NYK,SAS,21716134
1028025261,Stephon Castle,SAS,NYK,21716134
3547246,Devin Vassell,SAS,NYK,21716134
399,Mitchell Robinson,NYK,SAS,21716134
38017649,Julian Champagnie,SAS,NYK,21716134
1057262518,Dylan Harper,SAS,NYK,21716134
666682,Keldon Johnson,SAS,NYK,21716134
61,Mikal Bridges,NYK,SAS,21716134
56677822,Victor Wembanyama,SAS,NYK,21716134
447,Karl-Anthony Towns,NYK,SAS,21716134
