snapshot_type,snapshot_time_utc,delivery_date,game_id,game_start_time_utc,player_id,player_name,team,opponent,is_home,stat,pmf_json,mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,model_version,pmf_source,calibration_source,role_bucket,role_source,calibration_confidence,sportsbook,book,market_key,line,over_price_american,under_price_american,market_no_vig_over_prob,market_no_vig_under_prob,model_p_over,model_p_under,fair_over_odds_american,fair_under_odds_american,edge,edge_over,edge_under,market_snapshot_time_utc,market_coverage_status,finality_status,finality_blocker_codes,injury_freshness_status,availability_freshness_status,lineup_freshness_status,role_freshness_status,odds_freshness_status,outcomes_freshness_status,tov_status,pmf_valid,pmf_sum_error
near_tip,2026-05-01T23:15:06Z,2026-05-01,21681995,,192,James Harden,CLE,TOR,False,ast,"{""0"": 0.02722450205184666, ""1"": 0.03603242918626764, ""2"": 0.061355219697727954, ""3"": 0.08938044239815834, ""4"": 0.1204083675307777, ""5"": 0.1347212491242118, ""6"": 0.14412971674507055, ""7"": 0.1333199879891903, ""8"": 0.10169152237013311, ""9"": 0.06265639075167652, ""10"": 0.03983585226704034, ""11"": 0.0268241417275548, ""12"": 0.008107296566910218, ""13"": 0.008007206485837253, ""14"": 0.0031027925132619356, ""15"": 0.001601441297167451, ""16"": 0.001601441297167451}",5.745470923831448,6,6,0.02722450205184666,0.9727754979481533,0.9367430687618856,0.8753878490641578,0.7860074066659994,0.6655990391352218,0.5308777900110099,0.3867480732659393,0.2534280852767491,0.15173656290661597,0.08908017215493945,0.04924431988789911,0.02242017816034431,0.01431288159343409,0.006305675107596837,0.003202882594334902,0.001601441297167451,0.0,0.0,0.0,0.0,2d6f340#phase10c,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,projected_minutes,high,betmgm,betmgm,player_ast_over_under,6.5,-135.0,100.0,0.5346534653465347,0.4653465346534653,0.38674807326593935,0.6132519267340606,159.0,-159.0,-0.14790539208059533,-0.14790539208059533,0.14790539208059533,2026-05-01T23:14:51.704398Z,full,provisional,"lineup_unconfirmed,missing_stats:tov",fresh,,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0
near_tip,2026-05-01T23:15:06Z,2026-05-01,21681995,,192,James Harden,CLE,TOR,False,ast,"{""0"": 0.02722450205184666, ""1"": 0.03603242918626764, ""2"": 0.061355219697727954, ""3"": 0.08938044239815834, ""4"": 0.1204083675307777, ""5"": 0.1347212491242118, ""6"": 0.14412971674507055, ""7"": 0.1333199879891903, ""8"": 0.10169152237013311, ""9"": 0.06265639075167652, ""10"": 0.03983585226704034, ""11"": 0.0268241417275548, ""12"": 0.008107296566910218, ""13"": 0.008007206485837253, ""14"": 0.0031027925132619356, ""15"": 0.001601441297167451, ""16"": 0.001601441297167451}",5.745470923831448,6,6,0.02722450205184666,0.9727754979481533,0.9367430687618856,0.8753878490641578,0.7860074066659994,0.6655990391352218,0.5308777900110099,0.3867480732659393,0.2534280852767491,0.15173656290661597,0.08908017215493945,0.04924431988789911,0.02242017816034431,0.01431288159343409,0.006305675107596837,0.003202882594334902,0.001601441297167451,0.0,0.0,0.0,0.0,2d6f340#phase10c,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,projected_minutes,high,betonlineag,betonlineag,player_ast_over_under,6.5,-135.0,104.0,0.539576802507837,0.460423197492163,0.38674807326593935,0.6132519267340606,159.0,-159.0,-0.15282872924189767,-0.15282872924189767,0.15282872924189767,2026-05-01T23:14:51.704398Z,full,provisional,"lineup_unconfirmed,missing_stats:tov",fresh,,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0
near_tip,2026-05-01T23:15:06Z,2026-05-01,21681995,,192,James Harden,CLE,TOR,False,ast,"{""0"": 0.02722450205184666, ""1"": 0.03603242918626764, ""2"": 0.061355219697727954, ""3"": 0.08938044239815834, ""4"": 0.1204083675307777, ""5"": 0.1347212491242118, ""6"": 0.14412971674507055, ""7"": 0.1333199879891903, ""8"": 0.10169152237013311, ""9"": 0.06265639075167652, ""10"": 0.03983585226704034, ""11"": 0.0268241417275548, ""12"": 0.008107296566910218, ""13"": 0.008007206485837253, ""14"": 0.0031027925132619356, ""15"": 0.001601441297167451, ""16"": 0.001601441297167451}",5.745470923831448,6,6,0.02722450205184666,0.9727754979481533,0.9367430687618856,0.8753878490641578,0.7860074066659994,0.6655990391352218,0.5308777900110099,0.3867480732659393,0.2534280852767491,0.15173656290661597,0.08908017215493945,0.04924431988789911,0.02242017816034431,0.01431288159343409,0.006305675107596837,0.003202882594334902,0.001601441297167451,0.0,0.0,0.0,0.0,2d6f340#phase10c,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,projected_minutes,high,betrivers,betrivers,player_ast_over_under,6.5,-129.0,-106.0,0.5226164254247954,0.47738357457520464,0.38674807326593935,0.6132519267340606,159.0,-159.0,-0.135868352158856,-0.135868352158856,0.135868352158856,2026-05-01T23:14:51.704398Z,full,provisional,"lineup_unconfirmed,missing_stats:tov",fresh,,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0
near_tip,2026-05-01T23:15:06Z,2026-05-01,21681995,,192,James Harden,CLE,TOR,False,ast,"{""0"": 0.02722450205184666, ""1"": 0.03603242918626764, ""2"": 0.061355219697727954, ""3"": 0.08938044239815834, ""4"": 0.1204083675307777, ""5"": 0.1347212491242118, ""6"": 0.14412971674507055, ""7"": 0.1333199879891903, ""8"": 0.10169152237013311, ""9"": 0.06265639075167652, ""10"": 0.03983585226704034, ""11"": 0.0268241417275548, ""12"": 0.008107296566910218, ""13"": 0.008007206485837253, ""14"": 0.0031027925132619356, ""15"": 0.001601441297167451, ""16"": 0.001601441297167451}",5.745470923831448,6,6,0.02722450205184666,0.9727754979481533,0.9367430687618856,0.8753878490641578,0.7860074066659994,0.6655990391352218,0.5308777900110099,0.3867480732659393,0.2534280852767491,0.15173656290661597,0.08908017215493945,0.04924431988789911,0.02242017816034431,0.01431288159343409,0.006305675107596837,0.003202882594334902,0.001601441297167451,0.0,0.0,0.0,0.0,2d6f340#phase10c,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,projected_minutes,high,bovada,bovada,player_ast_over_under,5.5,-260.0,190.0,0.6768402154398564,0.3231597845601436,0.5308777900110099,0.4691222099889901,-113.0,113.0,-0.14596242542884652,-0.14596242542884652,0.14596242542884652,2026-05-01T23:14:51.704398Z,full,provisional,"lineup_unconfirmed,missing_stats:tov",fresh,,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0
near_tip,2026-05-01T23:15:06Z,2026-05-01,21681995,,192,James Harden,CLE,TOR,False,ast,"{""0"": 0.02722450205184666, ""1"": 0.03603242918626764, ""2"": 0.061355219697727954, ""3"": 0.08938044239815834, ""4"": 0.1204083675307777, ""5"": 0.1347212491242118, ""6"": 0.14412971674507055, ""7"": 0.1333199879891903, ""8"": 0.10169152237013311, ""9"": 0.06265639075167652, ""10"": 0.03983585226704034, ""11"": 0.0268241417275548, ""12"": 0.008107296566910218, ""13"": 0.008007206485837253, ""14"": 0.0031027925132619356, ""15"": 0.001601441297167451, ""16"": 0.001601441297167451}",5.745470923831448,6,6,0.02722450205184666,0.9727754979481533,0.9367430687618856,0.8753878490641578,0.7860074066659994,0.6655990391352218,0.5308777900110099,0.3867480732659393,0.2534280852767491,0.15173656290661597,0.08908017215493945,0.04924431988789911,0.02242017816034431,0.01431288159343409,0.006305675107596837,0.003202882594334902,0.001601441297167451,0.0,0.0,0.0,0.0,2d6f340#phase10c,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,projected_minutes,high,bovada,bovada,player_ast_over_under,6.5,-135.0,105.0,0.5407914020517831,0.4592085979482169,0.38674807326593935,0.6132519267340606,159.0,-159.0,-0.15404332878584376,-0.15404332878584376,0.15404332878584376,2026-05-01T23:14:51.704398Z,full,provisional,"lineup_unconfirmed,missing_stats:tov",fresh,,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0
near_tip,2026-05-01T23:15:06Z,2026-05-01,21681995,,192,James Harden,CLE,TOR,False,ast,"{""0"": 0.02722450205184666, ""1"": 0.03603242918626764, ""2"": 0.061355219697727954, ""3"": 0.08938044239815834, ""4"": 0.1204083675307777, ""5"": 0.1347212491242118, ""6"": 0.14412971674507055, ""7"": 0.1333199879891903, ""8"": 0.10169152237013311, ""9"": 0.06265639075167652, ""10"": 0.03983585226704034, ""11"": 0.0268241417275548, ""12"": 0.008107296566910218, ""13"": 0.008007206485837253, ""14"": 0.0031027925132619356, ""15"": 0.001601441297167451, ""16"": 0.001601441297167451}",5.745470923831448,6,6,0.02722450205184666,0.9727754979481533,0.9367430687618856,0.8753878490641578,0.7860074066659994,0.6655990391352218,0.5308777900110099,0.3867480732659393,0.2534280852767491,0.15173656290661597,0.08908017215493945,0.04924431988789911,0.02242017816034431,0.01431288159343409,0.006305675107596837,0.003202882594334902,0.001601441297167451,0.0,0.0,0.0,0.0,2d6f340#phase10c,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,projected_minutes,high,bovada,bovada,player_ast_over_under,7.5,130.0,-170.0,0.40847201210287437,0.5915279878971256,0.2534280852767491,0.7465719147232509,295.0,-295.0,-0.15504392682612528,-0.15504392682612528,0.15504392682612528,2026-05-01T23:14:51.704398Z,full,provisional,"lineup_unconfirmed,missing_stats:tov",fresh,,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0
near_tip,2026-05-01T23:15:06Z,2026-05-01,21681995,,192,James Harden,CLE,TOR,False,ast,"{""0"": 0.02722450205184666, ""1"": 0.03603242918626764, ""2"": 0.061355219697727954, ""3"": 0.08938044239815834, ""4"": 0.1204083675307777, ""5"": 0.1347212491242118, ""6"": 0.14412971674507055, ""7"": 0.1333199879891903, ""8"": 0.10169152237013311, ""9"": 0.06265639075167652, ""10"": 0.03983585226704034, ""11"": 0.0268241417275548, ""12"": 0.008107296566910218, ""13"": 0.008007206485837253, ""14"": 0.0031027925132619356, ""15"": 0.001601441297167451, ""16"": 0.001601441297167451}",5.745470923831448,6,6,0.02722450205184666,0.9727754979481533,0.9367430687618856,0.8753878490641578,0.7860074066659994,0.6655990391352218,0.5308777900110099,0.3867480732659393,0.2534280852767491,0.15173656290661597,0.08908017215493945,0.04924431988789911,0.02242017816034431,0.01431288159343409,0.006305675107596837,0.003202882594334902,0.001601441297167451,0.0,0.0,0.0,0.0,2d6f340#phase10c,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,projected_minutes,high,draftkings,draftkings,player_ast_over_under,6.5,-137.0,104.0,0.5411245353159851,0.45887546468401486,0.38674807326593935,0.6132519267340606,159.0,-159.0,-0.1543764620500458,-0.1543764620500458,0.1543764620500458,2026-05-01T23:14:51.704398Z,full,provisional,"lineup_unconfirmed,missing_stats:tov",fresh,,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0
near_tip,2026-05-01T23:15:06Z,2026-05-01,21681995,,192,James Harden,CLE,TOR,False,ast,"{""0"": 0.02722450205184666, ""1"": 0.03603242918626764, ""2"": 0.061355219697727954, ""3"": 0.08938044239815834, ""4"": 0.1204083675307777, ""5"": 0.1347212491242118, ""6"": 0.14412971674507055, ""7"": 0.1333199879891903, ""8"": 0.10169152237013311, ""9"": 0.06265639075167652, ""10"": 0.03983585226704034, ""11"": 0.0268241417275548, ""12"": 0.008107296566910218, ""13"": 0.008007206485837253, ""14"": 0.0031027925132619356, ""15"": 0.001601441297167451, ""16"": 0.001601441297167451}",5.745470923831448,6,6,0.02722450205184666,0.9727754979481533,0.9367430687618856,0.8753878490641578,0.7860074066659994,0.6655990391352218,0.5308777900110099,0.3867480732659393,0.2534280852767491,0.15173656290661597,0.08908017215493945,0.04924431988789911,0.02242017816034431,0.01431288159343409,0.006305675107596837,0.003202882594334902,0.001601441297167451,0.0,0.0,0.0,0.0,2d6f340#phase10c,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,projected_minutes,high,fanduel,fanduel,player_ast_over_under,6.5,-128.0,100.0,0.5289256198347108,0.47107438016528924,0.38674807326593935,0.6132519267340606,159.0,-159.0,-0.1421775465687714,-0.1421775465687714,0.1421775465687714,2026-05-01T23:14:51.704398Z,full,provisional,"lineup_unconfirmed,missing_stats:tov",fresh,,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0
near_tip,2026-05-01T23:15:06Z,2026-05-01,21681995,,192,James Harden,CLE,TOR,False,ast,"{""0"": 0.02722450205184666, ""1"": 0.03603242918626764, ""2"": 0.061355219697727954, ""3"": 0.08938044239815834, ""4"": 0.1204083675307777, ""5"": 0.1347212491242118, ""6"": 0.14412971674507055, ""7"": 0.1333199879891903, ""8"": 0.10169152237013311, ""9"": 0.06265639075167652, ""10"": 0.03983585226704034, ""11"": 0.0268241417275548, ""12"": 0.008107296566910218, ""13"": 0.008007206485837253, ""14"": 0.0031027925132619356, ""15"": 0.001601441297167451, ""16"": 0.001601441297167451}",5.745470923831448,6,6,0.02722450205184666,0.9727754979481533,0.9367430687618856,0.8753878490641578,0.7860074066659994,0.6655990391352218,0.5308777900110099,0.3867480732659393,0.2534280852767491,0.15173656290661597,0.08908017215493945,0.04924431988789911,0.02242017816034431,0.01431288159343409,0.006305675107596837,0.003202882594334902,0.001601441297167451,0.0,0.0,0.0,0.0,2d6f340#phase10c,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,projected_minutes,high,fanduel,fanduel,player_ast_over_under,4.5,-600.0,370.0,0.8011363636363636,0.19886363636363635,0.6655990391352218,0.3344009608647782,-199.0,199.0,-0.13553732450114186,-0.13553732450114186,0.13553732450114186,2026-05-01T23:14:51.704398Z,full,provisional,"lineup_unconfirmed,missing_stats:tov",fresh,,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0
near_tip,2026-05-01T23:15:06Z,2026-05-01,21681995,,192,James Harden,CLE,TOR,False,ast,"{""0"": 0.02722450205184666, ""1"": 0.03603242918626764, ""2"": 0.061355219697727954, ""3"": 0.08938044239815834, ""4"": 0.1204083675307777, ""5"": 0.1347212491242118, ""6"": 0.14412971674507055, ""7"": 0.1333199879891903, ""8"": 0.10169152237013311, ""9"": 0.06265639075167652, ""10"": 0.03983585226704034, ""11"": 0.0268241417275548, ""12"": 0.008107296566910218, ""13"": 0.008007206485837253, ""14"": 0.0031027925132619356, ""15"": 0.001601441297167451, ""16"": 0.001601441297167451}",5.745470923831448,6,6,0.02722450205184666,0.9727754979481533,0.9367430687618856,0.8753878490641578,0.7860074066659994,0.6655990391352218,0.5308777900110099,0.3867480732659393,0.2534280852767491,0.15173656290661597,0.08908017215493945,0.04924431988789911,0.02242017816034431,0.01431288159343409,0.006305675107596837,0.003202882594334902,0.001601441297167451,0.0,0.0,0.0,0.0,2d6f340#phase10c,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,projected_minutes,high,fanduel,fanduel,player_ast_over_under,5.5,-260.0,188.0,0.6753246753246753,0.3246753246753247,0.5308777900110099,0.4691222099889901,-113.0,113.0,-0.14444688531366545,-0.14444688531366545,0.14444688531366545,2026-05-01T23:14:51.704398Z,full,provisional,"lineup_unconfirmed,missing_stats:tov",fresh,,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0
