player_name,projected_minutes,stat,pmf_mean,market_line,p_over
Shai Gilgeous-Alexander,32.3558,pra,38.1533,40.5,0.3729
Shai Gilgeous-Alexander,32.3558,pts,27.6732,29.5,0.3879
Shai Gilgeous-Alexander,32.3558,ra,10.4801,10.5,0.4946
Shai Gilgeous-Alexander,32.3558,reb,3.5353,4.5,0.2293
Shai Gilgeous-Alexander,32.3558,stl,0.9755,1.5,0.2901
Stephon Castle,29.6937,ast,6.7017,7.5,0.3506
Stephon Castle,29.6937,blk,0.3986,0.5,0.1879
Stephon Castle,29.6937,fg3m,1.8162,1.5,0.509
Stephon Castle,29.6937,pa,26.8266,24.5,0.6362
Stephon Castle,29.6937,pr,25.7778,21.5,0.74
Stephon Castle,29.6937,pra,32.4794,29.5,0.6648
Stephon Castle,29.6937,pts,20.1249,16.5,0.7124
Stephon Castle,29.6937,ra,12.3546,12.5,0.4777
Stephon Castle,29.6937,reb,5.6529,5.5,0.5128
Stephon Castle,29.6937,stl,0.7796,0.5,0.48
Victor Wembanyama,29.3202,ast,2.4091,3.5,0.1883
Victor Wembanyama,29.3202,blk,2.0634,3.5,0.0836
Victor Wembanyama,29.3202,fg3m,1.4429,1.5,0.3973
Victor Wembanyama,29.3202,pa,26.5094,28.5,0.3797
Victor Wembanyama,29.3202,pr,35.6929,38.5,0.3517
Victor Wembanyama,29.3202,pra,38.102,41.5,0.3267
Victor Wembanyama,29.3202,pts,24.1003,25.5,0.4066
Victor Wembanyama,29.3202,ra,14.0017,16.5,0.2072
Victor Wembanyama,29.3202,reb,11.5926,13.5,0.2416
Victor Wembanyama,29.3202,stl,0.7869,0.5,0.4784
