player_id,player_name,team,game_id,stat,line,exp_mp_contextual,contextual_minutes_delta,contextual_pmf_mean_shift_ratio,contextual_pmf_applied,contextual_feature_set_id,lineup_confirmed,confirmed_starter,confirmed_bench,contextual_rate_delta_pts,contextual_rate_delta_reb,contextual_rate_delta_ast,contextual_rate_delta_tov,contextual_rate_delta_stl,contextual_rate_delta_blk,contextual_rate_delta_fg3m
161,De'Aaron Fox,SAS,21716135,reb,3.5,14.447352962490491,14.447352962490491,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.0291522844495788,0.0079448226450185,0.0085795083008265,0.0047844386071946,0.002011091811174,-0.0005688246308355,-0.0014618201271562
17896033,Miles McBride,NYK,21716135,fg3m,1.5,14.447352962490491,14.447352962490491,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.0291522844495788,0.0079448226450185,0.0085795083008265,0.0047844386071946,0.002011091811174,-0.0005688246308355,-0.0014618201271562
414,Landry Shamet,NYK,21716135,fg3m,1.5,14.447352962490491,14.447352962490491,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.0291522844495788,0.0079448226450185,0.0085795083008265,0.0047844386071946,0.002011091811174,-0.0005688246308355,-0.0014618201271562
73,Jalen Brunson,NYK,21716135,fg3m,2.5,14.447352962490491,14.447352962490491,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.0291522844495788,0.0079448226450185,0.0085795083008265,0.0047844386071946,0.002011091811174,-0.0005688246308355,-0.0014618201271562
202,Josh Hart,NYK,21716135,reb,8.5,14.447352962490491,14.447352962490491,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.0291522844495788,0.0079448226450185,0.0085795083008265,0.0047844386071946,0.002011091811174,-0.0005688246308355,-0.0014618201271562
1028025261,Stephon Castle,SAS,21716135,ast,6.5,14.447352962490491,14.447352962490491,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.0291522844495788,0.0079448226450185,0.0085795083008265,0.0047844386071946,0.002011091811174,-0.0005688246308355,-0.0014618201271562
3547246,Devin Vassell,SAS,21716135,pts,12.5,14.447352962490491,14.447352962490491,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.0291522844495788,0.0079448226450185,0.0085795083008265,0.0047844386071946,0.002011091811174,-0.0005688246308355,-0.0014618201271562
399,Mitchell Robinson,NYK,21716135,reb,5.5,14.447352962490491,14.447352962490491,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.0291522844495788,0.0079448226450185,0.0085795083008265,0.0047844386071946,0.002011091811174,-0.0005688246308355,-0.0014618201271562
38017649,Julian Champagnie,SAS,21716135,pts,10.5,14.447352962490491,14.447352962490491,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.0291522844495788,0.0079448226450185,0.0085795083008265,0.0047844386071946,0.002011091811174,-0.0005688246308355,-0.0014618201271562
1057262518,Dylan Harper,SAS,21716135,pts,11.5,14.447352962490491,14.447352962490491,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.0291522844495788,0.0079448226450185,0.0085795083008265,0.0047844386071946,0.002011091811174,-0.0005688246308355,-0.0014618201271562
666682,Keldon Johnson,SAS,21716135,reb,2.5,14.447352962490491,14.447352962490491,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.0291522844495788,0.0079448226450185,0.0085795083008265,0.0047844386071946,0.002011091811174,-0.0005688246308355,-0.0014618201271562
61,Mikal Bridges,NYK,21716135,pts,11.5,14.447352962490491,14.447352962490491,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.0291522844495788,0.0079448226450185,0.0085795083008265,0.0047844386071946,0.002011091811174,-0.0005688246308355,-0.0014618201271562
56677822,Victor Wembanyama,SAS,21716135,pts,27.5,14.447352962490491,14.447352962490491,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.0291522844495788,0.0079448226450185,0.0085795083008265,0.0047844386071946,0.002011091811174,-0.0005688246308355,-0.0014618201271562
447,Karl-Anthony Towns,NYK,21716135,pts,16.5,14.447352962490491,14.447352962490491,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.0291522844495788,0.0079448226450185,0.0085795083008265,0.0047844386071946,0.002011091811174,-0.0005688246308355,-0.0014618201271562
