role_bucket,n,nll_mean,rps_mean,mean_error,abs_mean_error,outcome_prob_assigned_mean
bench,55,1.245766835661831,0.04725570491322999,0.5098399426047872,1.466814838075164,0.42099466495820886
core,50,2.464151470704455,0.10270072136350397,-1.5731923798426226,3.047438039768146,0.14091892219720775
fringe,30,0.7814218472806963,0.013302023888874578,0.900379805888813,0.9458505679490081,0.5623295980701174
inactive_risk,15,0.8880273425108592,0.02778205177917263,0.9375224204817257,1.1022219555114758,0.48699656236756633
rotation,25,1.6874459759559142,0.07411883853537822,0.8789197818350342,1.3185049533721758,0.22087541831562416
starter,55,2.132830499183154,0.06903847088782805,-0.20242047330237997,1.8760120413075585,0.1600559455843034
