pmf_json,player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,role_bucket,role_source,minutes_mean,minutes_q50,p_inactive_used,cal_source,mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status,actual_outcome,pmf_nll,pmf_rps,pmf_mean,mean_error,outcome_prob_assigned
"{""0"": 0.21914676394569566, ""1"": 0.08580974499816629, ""2"": 0.10401434631211845, ""3"": 0.0960577262551692, ""4"": 0.08146010405802843, ""5"": 0.08295388035261808, ""6"": 0.06767311296688089, ""7"": 0.051601332364035135, ""8"": 0.043727132400332075, ""9"": 0.03632788123452218, ""10"": 0.03233419393705303, ""11"": 0.025540757679205037, ""12"": 0.018247403059835306, ""13"": 0.01281432941626067, ""14"": 0.009910567220395147, ""15"": 0.007807087764839617, ""16"": 0.0058276181187649125, ""17"": 0.00424561455121118, ""18"": 0.0029670619507678585, ""19"": 0.0026782806713395815, ""20"": 0.0024886756939104635, ""21"": 0.0024531091153001745, ""22"": 0.0008737715524966647, ""23"": 0.00041639024917053977, ""24"": 0.0008768175267910705, ""25"": 0.0003881340159769305, ""26"": 0.0003380633639207764, ""27"": 0.00013138817397742922, ""28"": 0.00012661757850482676, ""29"": 7.022984311740027e-05, ""30"": 5.8017459759224205e-05, ""31"": 0.00010790484511834098, ""32"": 1.691975218478001e-05, ""33"": 3.380283066769324e-05, ""34"": 7.381377165698006e-05, ""35"": 6.735717660701928e-05, ""37"": 0.0001507517443324207, ""38"": 0.00011662671938817803, ""45"": 6.66693298804247e-05}",Harrison Barnes,30,SAS,MIN,False,21707974,,pts,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:bench,phase8_role_aware_pmf_cal_v1,bench,derived_from_projected_minutes,15.682433153065887,14.311780858805864,0.0,role_aware_pmf_cal_v1,4.485423095363715,3,0,0.21914676394569566,0.7808532360543045,0.6950434910561382,0.5910291447440197,0.4949714184888505,0.41351131443082206,0.330557434078204,0.2628843211113231,0.21128298874728796,0.16755585634695586,0.13122797511243367,0.09889378117538064,0.0733530234961756,0.055105620436340305,0.042291291020079634,0.03238072379968449,0.024573636034844866,0.018746017916079955,0.014500403364868778,0.011533341414100921,0.008855060742761338,,,,,pre_close,2026-05-09T03:56:13Z,4b4ce59b#phase10c,ed09bbed-b72b-48ad-8840-f3ba0be7c2d0,ok,2.220446049250313e-16,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,0,1.5180136186160507,0.0477539176223681,4.485423095363713,4.485423095363713,0.2191467639456956
"{""0"": 0.268052761678199, ""1"": 0.26792763775565037, ""2"": 0.19470370829297443, ""3"": 0.12574656110724555, ""4"": 0.0689904376802868, ""5"": 0.03492661928852881, ""6"": 0.019656975690475396, ""7"": 0.009505999835704678, ""8"": 0.004831582239799176, ""9"": 0.0030232333874310193, ""10"": 0.001214221604053734, ""11"": 0.0005045595248519521, ""12"": 0.0002758033759717757, ""13"": 0.00019525211166124384, ""14"": 0.0002584560070420235, ""15"": 4.030862764879148e-05, ""16"": 0.00010420128033937289, ""18"": 2.084025606787056e-05, ""20"": 2.0840256067865083e-05}",Harrison Barnes,30,SAS,MIN,False,21707974,,reb,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:bench,phase8_role_aware_pmf_cal_v1,bench,derived_from_projected_minutes,15.682433153065887,14.311780858805864,0.0,role_aware_pmf_cal_v1,1.7657376487316805,1,0,0.268052761678199,0.731947238321801,0.4640196005661505,0.2693158922731761,0.1435693311659305,0.07457889348564373,0.03965227419711489,0.0199952985066395,0.010489298670934824,0.005657716431135648,0.0026344830437046293,0.0014202614396508953,0.0009157019147989431,0.0006398985388271673,0.0004446464271659235,0.00018619042012390006,0.00014588179247510853,4.168051213573564e-05,4.168051213573564e-05,2.0840256067865083e-05,2.0840256067865083e-05,,,,,pre_close,2026-05-09T03:56:13Z,4b4ce59b#phase10c,ed09bbed-b72b-48ad-8840-f3ba0be7c2d0,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,1,1.3170383433045434,0.01939981501837635,1.7657376487316805,0.7657376487316805,0.26792763775565037
"{""0"": 0.5392093436814641, ""1"": 0.26489163971484264, ""2"": 0.1104827811305294, ""3"": 0.05235962120901329, ""4"": 0.01915722418199851, ""5"": 0.0069799917446889, ""6"": 0.0037810403830991954, ""7"": 0.0018428920355354288, ""8"": 0.000680127055012797, ""9"": 0.0003881202295620108, ""10"": 0.00015730520832961376, ""11"": 3.4956712962143285e-05, ""12"": 3.4956712962129956e-05}",Harrison Barnes,30,SAS,MIN,False,21707974,,ast,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:bench,phase8_role_aware_pmf_cal_v1,bench,derived_from_projected_minutes,15.682433153065887,14.311780858805864,0.0,role_aware_pmf_cal_v1,0.8013625625893087,0,0,0.5392093436814641,0.4607906563185361,0.1958990166036934,0.08541623547316401,0.03305661426415073,0.013899390082152217,0.006919398337463319,0.0031383579543641234,0.0012954659188286948,0.0006153388638158977,0.000227218634253887,6.991342592427323e-05,3.4956712962129956e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-09T03:56:13Z,4b4ce59b#phase10c,ed09bbed-b72b-48ad-8840-f3ba0be7c2d0,ok,1.1102230246251565e-16,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,0,0.6176513907480833,0.02161218014220549,0.8013625625893088,0.8013625625893088,0.5392093436814641
"{""0"": 1.0}",Harrison Barnes,30,SAS,MIN,False,21707974,,fg3m,,,,,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:bench,phase8_role_aware_pmf_cal_v1,bench,derived_from_projected_minutes,15.682433153065887,14.311780858805864,0.0,role_aware_pmf_cal_v1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-09T03:56:13Z,4b4ce59b#phase10c,ed09bbed-b72b-48ad-8840-f3ba0be7c2d0,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,0,-0.0,0.0,0.0,0.0,1.0
"{""0"": 0.6311038710955422, ""1"": 0.23814215950814993, ""2"": 0.09017819126655781, ""3"": 0.025502974681272488, ""4"": 0.009510543782739448, ""5"": 0.003487653166415197, ""6"": 0.0011837367015602764, ""7"": 0.0005081187831757369, ""8"": 0.00020155895420424842, ""9"": 0.0001074981089089325, ""10"": 4.9989937288577324e-05, ""11"": 1.1525983185527735e-05, ""12"": 1.217803099965524e-05}",Harrison Barnes,30,SAS,MIN,False,21707974,,tov,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:bench,phase8_role_aware_pmf_cal_v1,bench,derived_from_projected_minutes,15.682433153065887,14.311780858805864,0.0,role_aware_pmf_cal_v1,0.5644999349134454,0,0,0.6311038710955422,0.36889612890445783,0.1307539693963079,0.04057577812975009,0.0150728034484776,0.005562259665738151,0.0020746064993229546,0.0008908697977626782,0.0003827510145869412,0.0001811920603826928,7.36939514737603e-05,2.3704014185182975e-05,1.217803099965524e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-09T03:56:13Z,4b4ce59b#phase10c,ed09bbed-b72b-48ad-8840-f3ba0be7c2d0,ok,1.1102230246251565e-16,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,0,0.4602848165246167,0.012924229954317837,0.5644999349134452,0.5644999349134452,0.6311038710955421
"{""0"": 0.024338109867652797, ""1"": 0.024122219877529386, ""2"": 0.02979370787078797, ""3"": 0.03905674538410101, ""4"": 0.038950079411938204, ""5"": 0.04107614118349491, ""6"": 0.05183455647640433, ""7"": 0.05241297571002079, ""8"": 0.05801768555294192, ""9"": 0.06036481917574827, ""10"": 0.06311978609514805, ""11"": 0.05860106390528431, ""12"": 0.05594599115046075, ""13"": 0.05490238316014762, ""14"": 0.046123042042163914, ""15"": 0.039909125063380776, ""16"": 0.04024921570396742, ""17"": 0.03453593242079584, ""18"": 0.029335336687276264, ""19"": 0.028859235137054403, ""20"": 0.025084998375439625, ""21"": 0.020294398653248103, ""22"": 0.019241110313810518, ""23"": 0.013470709169013243, ""24"": 0.01021619067526169, ""25"": 0.009458013275140459, ""26"": 0.00789663124619466, ""27"": 0.006038032189033652, ""28"": 0.004626933879333538, ""29"": 0.0027862103546839943, ""30"": 0.0027081583004738914, ""31"": 0.0022550476845637035, ""32"": 0.0008880303508879212, ""33"": 0.001228287368933404, ""34"": 0.00041723293458987627, ""35"": 0.0003621452206102891, ""36"": 0.00040141420903498957, ""37"": 0.00020058014147239704, ""38"": 0.00022097271977611474, ""39"": 9.754478185949551e-05, ""40"": 2.897818666986683e-05, ""41"": 6.957911934399558e-05, ""42"": 0.00018564922270505115, ""43"": 0.00010999990064827554, ""45"": 5.499995032412629e-05, ""46"": 5.4999950324124095e-05, ""48"": 5.499995032411263e-05}",Mikal Bridges,61,NYK,PHI,False,21708677,,pts,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1,core,derived_from_projected_minutes,29.419288064144965,31.32538231120325,0.0,role_aware_pmf_cal_v1,11.486661568692142,11,10,0.024338109867652797,0.9756618901323473,0.9515396702548179,0.92174596238403,0.8826892169999289,0.8437391375879906,0.8026629964044958,0.7508284399280916,0.6984154642180707,0.6403977786651287,0.5800329594893804,0.5169131733942324,0.45831210948894807,0.40236611833848734,0.34746373517833967,0.30134069313617584,0.261431568072795,0.22118235236882766,0.1866464199480318,0.15731108326075555,0.1284518481237011,,,,,pre_close,2026-05-09T03:56:13Z,4b4ce59b#phase10c,ed09bbed-b72b-48ad-8840-f3ba0be7c2d0,ok,1.1102230246251565e-16,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,23,4.307237641912075,0.1698633667175462,11.486661568692142,-11.513338431307858,0.013470709169013243
"{""0"": 0.09871110262364194, ""1"": 0.17915940070567188, ""2"": 0.21791157570915248, ""3"": 0.1943448282982152, ""4"": 0.1368824821683611, ""5"": 0.08103746904174687, ""6"": 0.04647019031538425, ""7"": 0.0234437746916761, ""8"": 0.012178945690633535, ""9"": 0.005288845209699445, ""10"": 0.0026139843545312405, ""11"": 0.0011218340013045508, ""12"": 0.00039078242281792824, ""13"": 0.0002586834114423611, ""14"": 9.85242471464945e-05, ""15"": 4.378855428733089e-05, ""16"": 4.378855428732592e-05}",Mikal Bridges,61,NYK,PHI,False,21708677,,reb,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1,core,derived_from_projected_minutes,29.419288064144965,31.32538231120325,0.0,role_aware_pmf_cal_v1,2.787962123672389,3,2,0.09871110262364194,0.9012888973763581,0.7221294966706862,0.5042179209615337,0.30987309266331853,0.17299061049495743,0.09195314145321057,0.045482951137826313,0.022039176446150215,0.009860230755516676,0.004571385545817232,0.0019574011912859915,0.0008355671899814406,0.00044478476716351234,0.0001861013557211513,8.757710857465681e-05,4.378855428732592e-05,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-09T03:56:13Z,4b4ce59b#phase10c,ed09bbed-b72b-48ad-8840-f3ba0be7c2d0,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,3,1.6381212322864063,0.029364721931372618,2.787962123672389,-0.21203787632761095,0.1943448282982152
"{""0"": 0.16915312930662926, ""1"": 0.2206590469363732, ""2"": 0.21223651408656635, ""3"": 0.1668312484930714, ""4"": 0.1086754196552439, ""5"": 0.05815269148569668, ""6"": 0.03203763739514945, ""7"": 0.017284295308889537, ""8"": 0.007190515479205436, ""9"": 0.0036106040338304995, ""10"": 0.0023664385747127854, ""11"": 0.000976746921925891, ""12"": 0.00038754485004576287, ""13"": 0.0002871336630146258, ""14"": 0.00012945755112451062, ""15"": 1.0788129260372079e-05, ""19"": 1.0788129260367732e-05}",Mikal Bridges,61,NYK,PHI,False,21708677,,ast,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1,core,derived_from_projected_minutes,29.419288064144965,31.32538231120325,0.0,role_aware_pmf_cal_v1,2.3192974881280684,2,1,0.16915312930662926,0.8308468706933708,0.6101878237569975,0.39795130967043124,0.2311200611773598,0.12244464152211591,0.06429195003641924,0.03225431264126979,0.014970017332380252,0.007779501853174815,0.004168897819344316,0.00180245924463153,0.0008257123227056392,0.00043816747265987624,0.00015103380964525044,2.157625852073981e-05,1.0788129260367732e-05,1.0788129260367732e-05,1.0788129260367732e-05,1.0788129260367732e-05,0.0,,,,,pre_close,2026-05-09T03:56:13Z,4b4ce59b#phase10c,ed09bbed-b72b-48ad-8840-f3ba0be7c2d0,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,1,1.5111365428092494,0.03332612225756406,2.3192974881280684,1.3192974881280684,0.2206590469363732
"{""0"": 0.3318620239365748, ""1"": 0.3898650531098411, ""2"": 0.21723870840367926, ""3"": 0.06103421454990478}",Mikal Bridges,61,NYK,PHI,False,21708677,,fg3m,,,,,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1,core,derived_from_projected_minutes,29.419288064144965,31.32538231120325,0.0,role_aware_pmf_cal_v1,1.007445113566914,1,1,0.3318620239365748,0.6681379760634252,0.278272922953584,0.06103421454990478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-09T03:56:13Z,4b4ce59b#phase10c,ed09bbed-b72b-48ad-8840-f3ba0be7c2d0,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,2,1.5267584913142973,0.2115825173396556,1.007445113566914,-0.992554886433086,0.21723870840367926
"{""0"": 0.38625416742031754, ""1"": 0.28178471272810063, ""2"": 0.1808969245907166, ""3"": 0.08833389382337033, ""4"": 0.037629803890873524, ""5"": 0.01460692891287722, ""6"": 0.0062821607872418075, ""7"": 0.0022730390352727744, ""8"": 0.0010872724983840107, ""9"": 0.0003863276741528378, ""10"": 0.00022443996541017248, ""11"": 0.0001463517974987043, ""12"": 9.397687578371293e-05}",Mikal Bridges,61,NYK,PHI,False,21708677,,tov,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1,core,derived_from_projected_minutes,29.419288064144965,31.32538231120325,0.0,role_aware_pmf_cal_v1,1.202895462468325,1,0,0.38625416742031754,0.6137458325796824,0.33196111985158167,0.15106419526086506,0.06273030143749476,0.02510049754662124,0.010493568633744019,0.004211407846502212,0.0019383688112294382,0.0008510963128454275,0.0004647686386925897,0.00024032867328241723,9.397687578371293e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-09T03:56:13Z,4b4ce59b#phase10c,ed09bbed-b72b-48ad-8840-f3ba0be7c2d0,ok,2.220446049250313e-16,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,0,0.951259661390672,0.042866688672008164,1.2028954624683252,1.2028954624683252,0.3862541674203176
