pmf_json,player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,role_bucket,role_source,minutes_mean,minutes_q50,p_inactive_used,cal_source,mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status,actual_outcome,pmf_nll,pmf_rps,pmf_mean,mean_error,outcome_prob_assigned
"{""0"": 0.4154499741932181, ""1"": 0.028231448573079257, ""2"": 0.09968055491939944, ""3"": 0.10904918197669039, ""4"": 0.07446147817596406, ""5"": 0.049444865901332825, ""6"": 0.04731772400944748, ""7"": 0.035836220530453884, ""8"": 0.03881244296409443, ""9"": 0.020084413860975914, ""10"": 0.01784607788857498, ""11"": 0.02138281412999739, ""12"": 0.006717813605879467, ""13"": 0.004654121107680206, ""14"": 0.00394377930822561, ""15"": 0.0060142222187734694, ""16"": 0.006346909238998893, ""17"": 0.0028241844167337764, ""18"": 0.0037556453738903876, ""19"": 0.0014282193328643649, ""20"": 0.0005474472605862417, ""21"": 0.0013500475108209095, ""22"": 0.0008780578800218507, ""23"": 0.00035154029686911345, ""24"": 0.000330818019443616, ""25"": 0.00020850777362133122, ""26"": 0.00021648814575238605, ""27"": 0.0015712733933839428, ""28"": 0.00017499843345437346, ""29"": 9.566104703146853e-05, ""30"": 0.0001223788110355377, ""31"": 9.649522899949275e-05, ""32"": 6.505503020508476e-05, ""33"": 3.313230436199917e-05, ""34"": 5.421825459318561e-05, ""35"": 5.649403479434273e-05, ""36"": 0.0001093294069256222, ""37"": 5.3391236392544826e-05, ""38"": 0.00010422710145245915, ""39"": 0.00010126270143760972, ""40"": 0.00019708440254233138, ""41"": 6.337913819313978e-301, ""42"": 6.182466078372787e-301, ""43"": 6.026912133278177e-301, ""44"": 5.8714542699347576e-301, ""45"": 5.716289436483522e-301, ""46"": 5.561608875763363e-301, ""47"": 5.407597785649224e-301, ""48"": 5.254435007850173e-301, ""49"": 5.102292745578079e-301, ""50"": 4.951336310384794e-301, ""51"": 4.801723898313912e-301, ""52"": 4.653606395368176e-301, ""53"": 4.507127212182797e-301, ""54"": 4.362422147656382e-301, ""55"": 4.219619281160568e-301, ""56"": 4.078838892852006e-301, ""57"": 3.940193411489756e-301, ""58"": 3.803787389049624e-301, ""59"": 3.6697175013476583e-301, ""60"": 3.538072573786e-301, ""61"": 3.4089336312455783e-301, ""62"": 3.2823739710916084e-301, ""63"": 3.15845925818309e-301, ""64"": 3.03724764071289e-301, ""65"": 2.9187898856716373e-301, ""66"": 2.8031295326692453e-301, ""67"": 2.69030306482748e-301, ""68"": 2.58034009542155e-301, ""69"": 2.4732635689342006e-301, ""70"": 2.3690899751773077e-301, ""71"": 2.2678295751266997e-301, ""72"": 2.169486637124305e-301, ""73"": 2.074059682108728e-301, ""74"": 1.9815417365544246e-301, ""75"": 1.8919205918222527e-301, ""76"": 1.8051790686465882e-301, ""77"": 1.7212952855279812e-301, ""78"": 1.6402429298279692e-301, ""79"": 1.5619915304134252e-301, ""80"": 1.2751802649875756e-16}",Kyle Anderson,12,MIN,SAS,False,21707976,,pts,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:fringe+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,fringe,derived_from_projected_minutes,11.65083520004588,9.489801077365822,0.0,role_aware_pmf_cal_v1,3.2412895961991723,2,0,0.4154499741932181,0.5845500258067818,0.5563185772337025,0.4566380223143031,0.34758884033761267,0.2731273621616486,0.2236824962603158,0.17636477225086836,0.14052855172041448,0.10171610875632003,0.08163169489534411,0.06378561700676914,0.04240280287677174,0.035684989270892274,0.031030868163212072,0.027087088854986462,0.02107286663621299,0.014725957397214098,0.011901772980480323,0.008146127606589936,0.006717908273725571,,,,,after_game,2026-05-14T04:39:51Z,5c9c8e3a#phase10c,6aa21c04-1276-4e65-8d94-5bc8b6bda358,ok,2.220446049250313e-16,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,1,3.5673187247820937,0.01267245211309594,3.241289596199173,2.241289596199173,0.02823144857307926
"{""0"": 0.35515992498980153, ""1"": 0.1795415044797828, ""2"": 0.21922417141619266, ""3"": 0.12184602441383674, ""4"": 0.06869787266306422, ""5"": 0.028026365478024104, ""6"": 0.016320159729744616, ""7"": 0.007659632802679497, ""8"": 0.002839933683224571, ""9"": 0.0003523885861863764, ""10"": 0.00022299028698354663, ""11"": 6.26521307984881e-05, ""12"": 3.07247532500414e-05, ""13"": 8.436358674880739e-06, ""14"": 4.405342604804724e-06, ""15"": 1.800813544706277e-06, ""16"": 7.310658025724341e-07, ""17"": 1.786208373061259e-07, ""18"": 8.051748298661729e-08, ""19"": 2.1867483639770078e-08, ""20"": 3.001021532172457e-303, ""21"": 1.5131697810656107e-303, ""22"": 7.347069047717422e-304, ""23"": 3.43517207625218e-304, ""24"": 1.5466455129687203e-304, ""25"": 6.705651652343235e-305, ""26"": 2.799620115490773e-305, ""27"": 1.1255508893747508e-305, ""28"": 4.3575168920322414e-306, ""29"": 1.6245045679745128e-306, ""30"": 6.474719193014371e-23}",Kyle Anderson,12,MIN,SAS,False,21707976,,reb,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:fringe+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,fringe,derived_from_projected_minutes,11.65083520004588,9.489801077365822,0.0,role_aware_pmf_cal_v1,1.579383324748743,1,0,0.35515992498980153,0.6448400750101986,0.4652985705304158,0.2460743991142231,0.12422837470038636,0.055530502037322134,0.027504136559298033,0.011183976829553417,0.0035243440268739198,0.0006844103436493492,0.0003320217574629728,0.00010903147047942619,4.637933968093809e-05,1.5654586430896688e-05,7.218227756015948e-06,2.8128851512112244e-06,1.0120716065049474e-06,2.810058039325133e-07,1.0238496662638742e-07,2.1867483639770144e-08,6.474719193014371e-23,,,,,after_game,2026-05-14T04:39:51Z,5c9c8e3a#phase10c,6aa21c04-1276-4e65-8d94-5bc8b6bda358,ok,2.220446049250313e-16,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,0,1.0351870980191777,0.023742833019364376,1.579383324748743,1.579383324748743,0.35515992498980153
"{""0"": 0.5908166395584554, ""1"": 0.10797445938270706, ""2"": 0.18178877287691747, ""3"": 0.06389811391405521, ""4"": 0.03575495660467416, ""5"": 0.008963017241828335, ""6"": 0.0024056120204961973, ""7"": 0.003073462402392541, ""8"": 0.004936734001828579, ""9"": 0.00017836830733804007, ""10"": 7.873862048185763e-05, ""11"": 6.402701883943009e-05, ""12"": 2.5947184855945354e-05, ""13"": 1.7182500271292622e-05, ""14"": 1.7403442402642087e-05, ""15"": 2.8867716330165887e-06, ""16"": 2.620188573995248e-06, ""17"": 4.397534652353203e-301, ""18"": 1.057962248777811e-06, ""19"": 3.505978106491865e-301, ""20"": 3.0985400511815142e-301, ""21"": 2.7198001598064666e-301, ""22"": 2.3710943858887528e-301, ""23"": 2.053017521880962e-301, ""24"": 1.765502903510157e-301, ""25"": 1.5079126437450201e-301}",Kyle Anderson,12,MIN,SAS,False,21707976,,ast,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:fringe+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,fringe,derived_from_projected_minutes,11.65083520004588,9.489801077365822,0.0,role_aware_pmf_cal_v1,0.9305026934665865,0,0,0.5908166395584554,0.4091833604415446,0.30120890105883746,0.11942012818192002,0.05552201426786481,0.01976705766319065,0.010804040421362314,0.008398428400866118,0.0053249659984735765,0.0003882319966449975,0.00020986368930695743,0.0001311250688250998,6.709804998566971e-05,4.115086512972435e-05,2.3968364858431735e-05,6.564922455789648e-06,3.678150822773059e-06,1.057962248777811e-06,1.057962248777811e-06,1.7021845772504736e-300,1.3515867666012874e-300,,,,,after_game,2026-05-14T04:39:51Z,5c9c8e3a#phase10c,6aa21c04-1276-4e65-8d94-5bc8b6bda358,ok,2.220446049250313e-16,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,0,0.5262495642691611,0.01104433028531022,0.9305026934665865,0.9305026934665865,0.5908166395584554
"{""0"": 1.0}",Kyle Anderson,12,MIN,SAS,False,21707976,,fg3m,,,,,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:fringe+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,fringe,derived_from_projected_minutes,11.65083520004588,9.489801077365822,0.0,role_aware_pmf_cal_v1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,after_game,2026-05-14T04:39:51Z,5c9c8e3a#phase10c,6aa21c04-1276-4e65-8d94-5bc8b6bda358,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,0,-0.0,0.0,0.0,0.0,1.0
"{""0"": 0.7070516137971746, ""1"": 0.21997984657634825, ""2"": 0.06568581612247656, ""3"": 0.006807339664433461, ""4"": 0.00044769732105462, ""5"": 2.5651825619142242e-05, ""6"": 1.8928125073295135e-06, ""7"": 1.338261278972358e-07, ""8"": 7.8359071253471e-09, ""9"": 2.1148707989709863e-10, ""10"": 6.735418107778199e-12, ""11"": 1.2639223698267904e-13, ""12"": 2.188642713433412e-15}",Kyle Anderson,12,MIN,SAS,False,21707976,,tov,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:fringe+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,fringe,derived_from_projected_minutes,11.65083520004588,9.489801077365822,0.0,role_aware_pmf_cal_v1,0.3737049045442667,0,0,0.7070516137971746,0.29294838620282543,0.0729685396264772,0.007282723504000654,0.00047538383956719323,2.768651851257322e-05,2.0346928934309807e-06,1.418803861014675e-07,8.054258204231672e-09,2.1835107888457295e-10,6.863998987474311e-12,1.2858087969611244e-13,2.188642713433412e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,after_game,2026-05-14T04:39:51Z,5c9c8e3a#phase10c,6aa21c04-1276-4e65-8d94-5bc8b6bda358,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,0,0.3466516117938237,0.007599702464682883,0.37370490454426675,0.37370490454426675,0.7070516137971746
"{""0"": 0.4149929616045621, ""1"": 0.020727531705700925, ""2"": 0.07608268296859803, ""3"": 0.11974513424541196, ""4"": 0.08534520685506156, ""5"": 0.06150696352731658, ""6"": 0.05368521849820717, ""7"": 0.045272206854304, ""8"": 0.03531371299894907, ""9"": 0.01854757605296012, ""10"": 0.024832212617051614, ""11"": 0.009216188216121112, ""12"": 0.007081538752960246, ""13"": 0.0034078906599462923, ""14"": 0.009087322930266121, ""15"": 0.0037292614262321977, ""16"": 0.004045829958253802, ""17"": 0.0010263091746247363, ""18"": 0.0014332331492098679, ""19"": 0.0010104534959480866, ""20"": 0.0004772331193788286, ""21"": 0.00030792908772331047, ""22"": 0.00025897760540811467, ""23"": 0.0012097154011824483, ""24"": 0.0005035611422928656, ""25"": 0.00015583994898972953, ""26"": 6.452809033380221e-05, ""27"": 0.00012239710566335158, ""28"": 0.00012455315764476544, ""29"": 6.582322327866912e-05, ""30"": 2.6811802993737212e-05, ""31"": 2.8792368229644965e-05, ""32"": 0.00013390324527008497, ""33"": 0.00010188494650248705, ""34"": 0.00019674387012814628, ""35"": 4.7570939378188165e-05, ""36"": 6.0458363946161896e-301, ""37"": 5.8577537840619e-301, ""38"": 4.2928707650921835e-05, ""39"": 4.137054626515596e-05, ""40"": 5.297630939865034e-301, ""41"": 5.113371756031437e-301, ""42"": 4.930838441526762e-301, ""43"": 4.75030958816143e-301, ""44"": 4.572048116216325e-301, ""45"": 4.396300868787516e-301, ""46"": 4.223298295974818e-301, ""47"": 4.053254227320982e-301, ""48"": 3.8863657303721624e-301, ""49"": 3.7228130527641506e-301, ""50"": 3.5627596447956487e-301, ""51"": 3.4063522590479308e-301, ""52"": 3.2537211232612825e-301, ""53"": 3.1049801823500835e-301, ""54"": 2.960227405180111e-301, ""55"": 2.8195451515046096e-301, ""56"": 2.6830005942623276e-301, ""57"": 2.550646192319684e-301, ""58"": 2.4225202086317807e-301, ""59"": 2.2986472687451383e-301, ""60"": 2.1790389545596973e-301, ""61"": 2.0636944282827916e-301, ""62"": 1.952601081573656e-301, ""63"": 1.84573520497495e-301, ""64"": 1.7430626728459985e-301, ""65"": 1.6445396391760434e-301, ""66"": 1.5501132398302357e-301, ""67"": 1.4597222969892055e-301, ""68"": 1.373298021763552e-301, ""69"": 1.2907647112046138e-301, ""70"": 1.2120404361921516e-301, ""71"": 1.1370377169394076e-301, ""72"": 1.0656641831335273e-301, ""73"": 9.97823216007486e-302, ""74"": 9.33414569922037e-302, ""75"": 8.723349713188668e-302, ""76"": 8.144786931859676e-302, ""77"": 7.597381034546839e-302, ""78"": 7.08004186014519e-302, ""79"": 6.591670332969509e-302, ""80"": 6.131163096309146e-302}",Harrison Barnes,30,SAS,MIN,True,21707976,,pts,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:fringe+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,fringe,derived_from_projected_minutes,11.632072252575448,9.464132971395106,0.0,role_aware_pmf_cal_v1,3.155654080115184,2,0,0.4149929616045621,0.5850070383954378,0.5642795066897368,0.48819682372113876,0.3684516894757268,0.28310648262066523,0.2215995190933487,0.1679143005951415,0.12264209374083754,0.08732838074188844,0.06878080468892833,0.043948592071876715,0.0347324038557556,0.027650865102795356,0.024242974442849063,0.015155651512582942,0.011426390086350744,0.007380560128096943,0.006354250953472206,0.004921017804262339,0.003910564308314252,,,,,after_game,2026-05-14T04:39:51Z,5c9c8e3a#phase10c,6aa21c04-1276-4e65-8d94-5bc8b6bda358,ok,4.440892098500626e-16,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,0,0.8794937188842679,0.015307616287218617,3.1556540801151844,3.1556540801151844,0.41499296160456217
"{""0"": 0.3387029962349574, ""1"": 0.14414446375826231, ""2"": 0.2584008021610798, ""3"": 0.12620511858226702, ""4"": 0.07129394895276993, ""5"": 0.03108983176401961, ""6"": 0.01700592133789314, ""7"": 0.009256098838790404, ""8"": 0.0031602191306673794, ""9"": 0.00039186927175043594, ""10"": 0.000225372490723572, ""11"": 7.76547632046385e-05, ""12"": 2.6855244358753402e-05, ""13"": 9.22946537220478e-06, ""14"": 4.410477776778284e-06, ""15"": 3.521719311299999e-06, ""16"": 1.1126116514226772e-06, ""17"": 5.025143893639513e-07, ""18"": 4.397818835207257e-08, ""19"": 2.4043864816305838e-08, ""20"": 3.351437655851081e-303, ""21"": 1.7033680613610722e-303, ""22"": 1.5776865206973608e-09, ""23"": 7.435498512133983e-10, ""24"": 3.374650057700496e-10, ""25"": 7.807916090542952e-305, ""26"": 3.2890547387391213e-305, ""27"": 1.3344391875788522e-305, ""28"": 5.2145663126288046e-306, ""29"": 1.9625888358148094e-306, ""30"": 7.114300006314312e-307}",Harrison Barnes,30,SAS,MIN,True,21707976,,reb,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:fringe+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,fringe,derived_from_projected_minutes,11.632072252575448,9.464132971395106,0.0,role_aware_pmf_cal_v1,1.6795155734933342,2,0,0.3387029962349574,0.6612970037650427,0.5171525400067803,0.25875173784570055,0.13254661926343345,0.061252670310663546,0.03016283854664394,0.013156917208750799,0.003900818369960395,0.0007405992392930156,0.0003487299675425796,0.00012335747681900764,4.570271361436916e-05,1.884746925561575e-05,9.618003883410971e-06,5.207526106632687e-06,1.6858067953326876e-06,5.731951439100105e-07,7.068075454605921e-08,2.6702566193986643e-08,2.6587013776808084e-09,,,,,after_game,2026-05-14T04:39:51Z,5c9c8e3a#phase10c,6aa21c04-1276-4e65-8d94-5bc8b6bda358,ok,2.220446049250313e-16,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,1,1.9369392617520664,0.01571794108659217,1.6795155734933342,0.6795155734933342,0.14414446375826231
"{""0"": 0.6207416831930536, ""1"": 0.26390366051431635, ""2"": 0.07531412343021106, ""3"": 0.02750119681565536, ""4"": 0.0035641007255858225, ""5"": 0.002904539262666393, ""6"": 0.005503082363064733, ""7"": 0.00031414802036991863, ""8"": 0.00013626104699327555, ""9"": 6.300330115993712e-05, ""10"": 2.9308689997351472e-05, ""11"": 1.2616565235163109e-05, ""12"": 8.241872715746147e-06, ""13"": 2.979991894009595e-06, ""14"": 4.915810997784508e-301, ""15"": 4.381598042595105e-301, ""16"": 1.0542070812622397e-06, ""17"": 3.392593329192956e-301, ""18"": 2.947092156932403e-301, ""19"": 2.538227127958652e-301, ""20"": 2.167415117232586e-301, ""21"": 1.8349683033808932e-301, ""22"": 1.540245282784392e-301, ""23"": 1.2818170968465415e-301, ""24"": 1.0576380928013597e-301, ""25"": 8.652128496886994e-302}",Harrison Barnes,30,SAS,MIN,True,21707976,,ast,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:fringe+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,fringe,derived_from_projected_minutes,11.632072252575448,9.464132971395106,0.0,role_aware_pmf_cal_v1,0.5632756242428149,0,0,0.6207416831930536,0.3792583168069464,0.11535465629263003,0.04004053286241897,0.012539336046763612,0.008975235321177789,0.0060706960585113975,0.0005676136954466639,0.0002534656750767453,0.00011720462808346969,5.420132692353257e-05,2.4892636926181093e-05,1.2276071691017982e-05,4.0341989752718345e-06,1.0542070812622397e-06,1.0542070812622397e-06,1.0542070812622397e-06,1.7625209356818485e-300,1.4232616027625525e-300,1.1285523870693125e-300,8.747296742734472e-301,,,,,after_game,2026-05-14T04:39:51Z,5c9c8e3a#phase10c,6aa21c04-1276-4e65-8d94-5bc8b6bda358,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,1,1.3321711647304206,0.0160202090118664,0.5632756242428149,-0.43672437575718515,0.26390366051431635
"{""0"": 1.0}",Harrison Barnes,30,SAS,MIN,True,21707976,,fg3m,,,,,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:fringe+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,fringe,derived_from_projected_minutes,11.632072252575448,9.464132971395106,0.0,role_aware_pmf_cal_v1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,after_game,2026-05-14T04:39:51Z,5c9c8e3a#phase10c,6aa21c04-1276-4e65-8d94-5bc8b6bda358,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,0,-0.0,0.0,0.0,0.0,1.0
"{""0"": 0.7033420201522488, ""1"": 0.2640319531473234, ""2"": 0.03052495652275075, ""3"": 0.0018676419434640221, ""4"": 0.00022766166601146276, ""5"": 5.397873525088879e-06, ""6"": 3.547264212563707e-07, ""7"": 1.3633663588120634e-08, ""8"": 3.260114118983135e-10, ""9"": 8.467882762149677e-12, ""10"": 1.1060758860532208e-13, ""11"": 1.6530921044678674e-15, ""12"": 7.460607948452309e-18}",Harrison Barnes,30,SAS,MIN,True,21707976,,tov,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:fringe+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,fringe,derived_from_projected_minutes,11.632072252575448,9.464132971395106,0.0,role_aware_pmf_cal_v1,0.33162465453448753,0,0,0.7033420201522488,0.29665797984775116,0.03262602670042773,0.0021010701776769812,0.00023342823421295894,5.7665682014961726e-06,3.6869467640729317e-07,1.3968255150922415e-08,3.345915628017809e-10,8.580150903467416e-12,1.1226814131773839e-13,1.6605527124163196e-15,7.460607948452309e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,after_game,2026-05-14T04:39:51Z,5c9c8e3a#phase10c,6aa21c04-1276-4e65-8d94-5bc8b6bda358,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,0,0.3519119903290387,0.007422906970302275,0.33162465453448753,0.33162465453448753,0.7033420201522488
