stat,role_bucket,held_date,reason,raw_ll,new_ll,raw_br,new_br,n_val,method,mean_delta_logloss,mean_delta_brier,worst_fold_delta_logloss,worst_fold_delta_brier,frac_folds_logloss_improved,frac_folds_brier_nonworse,n_folds
pts,rotation,2026-05-07,rollback_fold_guard_failed,0.7038478002305601,0.6656837706223528,0.2558177333333333,0.23656043671621124,60.0,line_aware,,,,,,,
pts,rotation,2026-05-08,rollback_fold_guard_failed,0.579259044493472,0.6415700019273072,0.1947783806921675,0.2248368551589335,122.0,line_aware,,,,,,,
pts,rotation,2026-05-09,rollback_fold_guard_failed,0.6467982314990854,0.6490353127593433,0.22773916758747695,0.22854000174559916,181.0,line_aware,,,,,,,
pts,rotation,2026-05-10,rollback_fold_guard_failed,0.8419606843410553,0.8015849568167517,0.3133007791005291,0.2937892451558143,84.0,line_aware,,,,,,,
pts,rotation,2026-05-11,rollback_fold_guard_failed,0.5817011379717347,0.6502865037761612,0.2001060598639456,0.22988886068556555,245.0,line_aware,,,,,,,
pts,rotation,2026-05-12,rollback_fold_guard_failed,0.47905766738938155,0.5726923831619071,0.1480331728395062,0.19136642169475815,18.0,line_aware,,,,,,,
pts,rotation,,fold_guard_summary,,,,,,line_aware,0.012533053716712992,0.00497071193602615,0.09363471577252552,0.043333248855251943,0.5,0.5,16.0
pts,rotation,2026-04-27,rollback_fold_guard_failed,0.8230183611396861,1.4440437623992284,0.3035476751515152,0.32346879258712996,275.0,isotonic,,,,,,,
pts,rotation,2026-04-28,rollback_fold_guard_failed,0.665899204501741,0.6056790274235043,0.2371456860398861,0.20753142648491332,195.0,isotonic,,,,,,,
pts,rotation,2026-04-29,rollback_fold_guard_failed,0.7051565950624986,0.6855377652558533,0.2561692328675981,0.24648828072680054,167.0,isotonic,,,,,,,
pts,rotation,2026-04-30,rollback_fold_guard_failed,0.6501497943840965,0.786632156302617,0.22819818253968258,0.2933757597163285,224.0,isotonic,,,,,,,
