stat,role_bucket,held_date,reason,raw_ll,new_ll,raw_br,new_br,n_val,method,mean_delta_logloss,mean_delta_brier,worst_fold_delta_logloss,worst_fold_delta_brier,frac_folds_logloss_improved,frac_folds_brier_nonworse,n_folds
pts,rotation,2026-05-01,rollback_fold_guard_failed,0.6375545564707947,0.6826680174469997,0.22388847138047138,0.24535448453140746,165.0,isotonic,,,,,,,
pts,rotation,2026-05-02,rollback_fold_guard_failed,0.8824522219183795,0.9107786881217457,0.3404451288244766,0.35361059622904356,69.0,isotonic,,,,,,,
pts,rotation,2026-05-03,rollback_fold_guard_failed,0.6076312958533571,0.5387049432569057,0.21065520820820816,0.17615815317411454,111.0,isotonic,,,,,,,
pts,rotation,2026-05-04,rollback_fold_guard_failed,0.7970688846613767,0.7320510430281373,0.3005741821821823,0.26780526713198993,111.0,isotonic,,,,,,,
pts,rotation,2026-05-05,rollback_fold_guard_failed,0.6151659842168773,0.6087128981012795,0.21381262448009505,0.20988024213843545,187.0,isotonic,,,,,,,
pts,rotation,2026-05-06,rollback_fold_guard_failed,0.5263840730680536,0.5249541959573008,0.17054861693121692,0.16912346030355635,105.0,isotonic,,,,,,,
pts,rotation,2026-05-07,rollback_fold_guard_failed,0.7038478002305601,0.6433156701775017,0.2558177333333333,0.22622640305226507,60.0,isotonic,,,,,,,
pts,rotation,2026-05-08,rollback_fold_guard_failed,0.579259044493472,0.6462353956171771,0.1947783806921675,0.22713056074906735,122.0,isotonic,,,,,,,
pts,rotation,2026-05-09,rollback_fold_guard_failed,0.6467982314990854,0.6500038338281248,0.22773916758747695,0.22873330264253433,181.0,isotonic,,,,,,,
pts,rotation,2026-05-10,rollback_fold_guard_failed,0.8419606843410553,1.0671238425109095,0.3133007791005291,0.2834621896224208,84.0,isotonic,,,,,,,
pts,rotation,2026-05-11,rollback_fold_guard_failed,0.5817011379717347,0.6765747768289059,0.2001060598639456,0.24119887096920892,245.0,isotonic,,,,,,,
pts,rotation,2026-05-12,rollback_fold_guard_failed,0.47905766738938155,0.47811591792348346,0.1480331728395062,0.14509295544644252,18.0,isotonic,,,,,,,
pts,rotation,,fold_guard_summary,,,,,,isotonic,0.09778720532508604,0.008040177941308898,0.6210254012595423,0.06517757717664593,0.5,0.5625,16.0
ra,bench,2026-04-28,small_fold,,,,,,,,,,,,,
ra,bench,2026-04-28,small_fold,,,,,,,,,,,,,
ra,bench,2026-04-28,small_fold,,,,,,,,,,,,,
ra,bench,2026-04-28,small_fold,,,,,,,,,,,,,
ra,core,2026-05-07,small_fold,,,,,,,,,,,,,
ra,core,2026-05-07,small_fold,,,,,,,,,,,,,
ra,core,2026-05-07,small_fold,,,,,,,,,,,,,
ra,core,2026-05-07,small_fold,,,,,,,,,,,,,
ra,fringe,,insufficient_rows_or_no_dates,,,,,,,,,,,,,
ra,inactive_risk,2026-04-27,small_fold,,,,,,,,,,,,,
ra,inactive_risk,2026-04-27,small_fold,,,,,,,,,,,,,
ra,inactive_risk,2026-04-27,small_fold,,,,,,,,,,,,,
ra,inactive_risk,2026-04-27,small_fold,,,,,,,,,,,,,
ra,rotation,2026-05-07,small_fold,,,,,,,,,,,,,
ra,rotation,2026-05-07,small_fold,,,,,,,,,,,,,
ra,rotation,2026-05-07,small_fold,,,,,,,,,,,,,
ra,rotation,2026-05-07,small_fold,,,,,,,,,,,,,
ra,starter,2026-05-07,small_fold,,,,,,,,,,,,,
ra,starter,2026-05-07,small_fold,,,,,,,,,,,,,
ra,starter,2026-05-07,small_fold,,,,,,,,,,,,,
ra,starter,2026-05-07,small_fold,,,,,,,,,,,,,
reb,bench,2026-05-06,small_fold,,,,,,,,,,,,,
reb,bench,2026-05-06,small_fold,,,,,,,,,,,,,
reb,bench,2026-05-06,small_fold,,,,,,,,,,,,,
reb,bench,2026-05-06,small_fold,,,,,,,,,,,,,
reb,fringe,2026-04-27,small_fold,,,,,,,,,,,,,
reb,fringe,2026-04-27,small_fold,,,,,,,,,,,,,
reb,fringe,2026-04-27,small_fold,,,,,,,,,,,,,
reb,fringe,2026-04-27,small_fold,,,,,,,,,,,,,
reb,inactive_risk,2026-04-27,small_fold,,,,,,,,,,,,,
reb,inactive_risk,2026-04-27,small_fold,,,,,,,,,,,,,
reb,inactive_risk,2026-04-27,small_fold,,,,,,,,,,,,,
reb,inactive_risk,2026-04-27,small_fold,,,,,,,,,,,,,
reb,starter,2026-04-27,rollback_fold_guard_failed,0.551880852732118,0.5991083565132462,0.18607287242237325,0.20522612158464537,192.0,market_residual,,,,,,,
reb,starter,2026-04-28,rollback_fold_guard_failed,0.7160597343876886,0.6887582304311523,0.2599459190855958,0.24751683925648446,335.0,market_residual,,,,,,,
reb,starter,2026-04-29,rollback_fold_guard_failed,0.6891328952094082,0.6491458529171692,0.24847551635174242,0.2296338630752416,226.0,market_residual,,,,,,,
reb,starter,2026-04-30,rollback_fold_guard_failed,0.5961622701500182,0.6270672888414754,0.20578701698146676,0.21890038327030786,315.0,market_residual,,,,,,,
reb,starter,2026-05-01,rollback_fold_guard_failed,0.6910037568473035,0.6441369936747587,0.25040779906729205,0.22650123645387837,238.0,market_residual,,,,,,,
reb,starter,2026-05-02,rollback_fold_guard_failed,0.8670040067897979,0.720686325207503,0.3281982253806866,0.26292599059563376,131.0,market_residual,,,,,,,
reb,starter,2026-05-03,rollback_fold_guard_failed,0.7865789667199584,0.6900309288477575,0.29173439729067896,0.24920183150290634,156.0,market_residual,,,,,,,
reb,starter,2026-05-04,rollback_fold_guard_failed,0.5552770081463296,0.6697868477022133,0.18656075058817803,0.2388579831780542,179.0,market_residual,,,,,,,
reb,starter,2026-05-05,rollback_fold_guard_failed,0.6531609696636671,0.6621770974656818,0.23155111369988882,0.23560294829002046,137.0,market_residual,,,,,,,
reb,starter,2026-05-06,rollback_fold_guard_failed,0.6129276405386754,0.637479609574088,0.2087453813199266,0.22464165101554465,107.0,market_residual,,,,,,,
reb,starter,2026-05-07,rollback_fold_guard_failed,0.6249489936308134,0.645724086836434,0.2176804828013194,0.2267661428836083,64.0,market_residual,,,,,,,
reb,starter,2026-05-08,rollback_fold_guard_failed,0.6087079393195289,0.6449189731692383,0.21181368431687075,0.2277758768020579,144.0,market_residual,,,,,,,
reb,starter,2026-05-09,rollback_fold_guard_failed,0.6294480826525951,0.6394127545283737,0.22070246335331534,0.22378359074137372,149.0,market_residual,,,,,,,
reb,starter,2026-05-10,rollback_fold_guard_failed,0.6549856182451594,0.6420445397981664,0.23177251538479607,0.22582497290589237,251.0,market_residual,,,,,,,
reb,starter,2026-05-11,rollback_fold_guard_failed,0.6830322942983101,0.6684797282952527,0.24540574111499905,0.23767297016668743,164.0,market_residual,,,,,,,
reb,starter,2026-05-12,rollback_fold_guard_failed,0.6831519089563395,0.6914717628873609,0.2454635559469641,0.24956942785536057,40.0,market_residual,,,,,,,
reb,starter,,fold_guard_summary,,,,,,market_residual,-0.006250879961947759,-0.0032283472533232377,0.11450983955588367,0.052297232589876175,0.4375,0.4375,16.0
stl,bench,2026-04-27,small_fold,,,,,,,,,,,,,
stl,bench,2026-04-27,small_fold,,,,,,,,,,,,,
stl,bench,2026-04-27,small_fold,,,,,,,,,,,,,
stl,bench,2026-04-27,small_fold,,,,,,,,,,,,,
stl,core,2026-05-02,small_fold,,,,,,,,,,,,,
stl,core,2026-05-02,small_fold,,,,,,,,,,,,,
stl,core,2026-05-02,small_fold,,,,,,,,,,,,,
stl,core,2026-05-02,small_fold,,,,,,,,,,,,,
stl,inactive_risk,,insufficient_rows_or_no_dates,,,,,,,,,,,,,
stl,rotation,2026-05-02,small_fold,,,,,,,,,,,,,
stl,rotation,2026-05-02,small_fold,,,,,,,,,,,,,
stl,rotation,2026-05-02,small_fold,,,,,,,,,,,,,
stl,rotation,2026-05-02,small_fold,,,,,,,,,,,,,
stl,starter,2026-05-07,small_fold,,,,,,,,,,,,,
stl,starter,2026-05-07,small_fold,,,,,,,,,,,,,
stl,starter,2026-05-07,small_fold,,,,,,,,,,,,,
stl,starter,2026-05-07,small_fold,,,,,,,,,,,,,
stocks,bench,,insufficient_rows_or_no_dates,,,,,,,,,,,,,
stocks,core,2026-05-02,small_fold,,,,,,,,,,,,,
stocks,core,2026-05-02,small_fold,,,,,,,,,,,,,
stocks,core,2026-05-02,small_fold,,,,,,,,,,,,,
stocks,core,2026-05-02,small_fold,,,,,,,,,,,,,
stocks,rotation,2026-04-28,small_fold,,,,,,,,,,,,,
stocks,rotation,2026-04-28,small_fold,,,,,,,,,,,,,
stocks,rotation,2026-04-28,small_fold,,,,,,,,,,,,,
stocks,rotation,2026-04-28,small_fold,,,,,,,,,,,,,
stocks,starter,2026-05-05,small_fold,,,,,,,,,,,,,
stocks,starter,2026-05-05,small_fold,,,,,,,,,,,,,
stocks,starter,2026-05-05,small_fold,,,,,,,,,,,,,
stocks,starter,2026-05-05,small_fold,,,,,,,,,,,,,
tov,starter,2026-04-27,small_fold,,,,,,,,,,,,,
tov,starter,2026-04-27,small_fold,,,,,,,,,,,,,
tov,starter,2026-04-27,small_fold,,,,,,,,,,,,,
tov,starter,2026-04-27,small_fold,,,,,,,,,,,,,
