role_bucket,n,nll_mean,rps_mean,mean_error,abs_mean_error,outcome_prob_assigned_mean
bench,6,2.123145456929809,0.059740914772616165,0.7209081572758476,1.7850874508803216,0.1494216190844568
rotation,21,2.5952003324191923,0.13035358660194746,-2.5262142868880852,4.361019322960705,0.08372511446243
starter,42,2.100250476103354,0.07570393863133054,-1.7256553519378288,3.174243407281563,0.11391185556131356
