role_bucket,n,nll_mean,rps_mean,mean_error,abs_mean_error,outcome_prob_assigned_mean
bench,8,5.523052568369154,0.09050218097230692,0.3430289708311111,2.6930067955382073,0.11164346362186887
rotation,16,3.904431395780165,0.10087210403361829,-2.4702185553928278,3.365627748260569,0.09109212396283783
starter,22,1.9553051309974137,0.06507981283447707,-1.5923539994832956,3.0849306869710813,0.10431135640697592
