snapshot_type,snapshot_time_utc,delivery_date,game_id,player_id,player_name,team,opponent,is_home,stat,pmf_json,pmf_mean,mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,model_version,pmf_source,calibration_source,role_bucket,role_source,calibration_confidence,minutes_mean,minutes_q50,minutes_p10,minutes_p50,minutes_p90,minutes_std,p_inactive_used,rotation_probability,starter_probability,projected_role,player_game_eligible,eligibility_reason,has_current_market_line,sportsbook,book,market_key,line,market_line,p_over,over_price_american,under_price_american,market_no_vig_over_prob,market_no_vig_under_prob,model_p_under,fair_over_odds_american,fair_under_odds_american,edge,edge_over,edge_under,market_snapshot_time_utc,market_coverage_status,finality_status,finality_blocker_codes,injury_freshness_status,lineup_freshness_status,role_freshness_status,odds_freshness_status,outcomes_freshness_status,tov_status,pmf_valid,pmf_sum_error,expected_lineup_status,official_lineup_status,lineup_source,injury_context_source,injury_report_fetched_at_utc
morning,2026-05-28T18:23:35Z,2026-05-28,21713533,56677822,Victor Wembanyama,SAS,OKC,True,blk,"{""0"": 0.0007894397329359633, ""1"": 0.030370857398124163, ""2"": 0.6421461238903415, ""3"": 0.15986850188585197, ""4"": 0.1376304127380806, ""5"": 0.02434825429992, ""6"": 0.004846410054745759}",2.4956,2.4956,2,2,0.0008,0.9992,0.9688,0.3267,0.1668,0.0292,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819db9ee#phase10c,stat_grid:hurdle_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,31.7275,35.1016,13.8174,35.1016,39.9279,10.3885,0.05,0.9432,0.6816,starter,True,current_market_line,True,hardrockbet_az,hardrockbet_az,player_blk_over_under,3.5,3.5,0.1668,-105.0,-135.0,0.4713,0.5287,0.8332,499.0,-499.0,-0.3045,-0.3045,0.3045,2026-05-28T18:22:25.078950Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T18:22:48Z
morning,2026-05-28T18:23:35Z,2026-05-28,21713533,56677822,Victor Wembanyama,SAS,OKC,True,blk,"{""0"": 0.0007894397329359633, ""1"": 0.030370857398124163, ""2"": 0.6421461238903415, ""3"": 0.15986850188585197, ""4"": 0.1376304127380806, ""5"": 0.02434825429992, ""6"": 0.004846410054745759}",2.4956,2.4956,2,2,0.0008,0.9992,0.9688,0.3267,0.1668,0.0292,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819db9ee#phase10c,stat_grid:hurdle_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,31.7275,35.1016,13.8174,35.1016,39.9279,10.3885,0.05,0.9432,0.6816,starter,True,current_market_line,True,hardrockbet_fl,hardrockbet_fl,player_blk_over_under,3.5,3.5,0.1668,-105.0,-135.0,0.4713,0.5287,0.8332,499.0,-499.0,-0.3045,-0.3045,0.3045,2026-05-28T18:22:25.078950Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T18:22:48Z
morning,2026-05-28T18:23:35Z,2026-05-28,21713533,56677822,Victor Wembanyama,SAS,OKC,True,blk,"{""0"": 0.0007894397329359633, ""1"": 0.030370857398124163, ""2"": 0.6421461238903415, ""3"": 0.15986850188585197, ""4"": 0.1376304127380806, ""5"": 0.02434825429992, ""6"": 0.004846410054745759}",2.4956,2.4956,2,2,0.0008,0.9992,0.9688,0.3267,0.1668,0.0292,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819db9ee#phase10c,stat_grid:hurdle_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,31.7275,35.1016,13.8174,35.1016,39.9279,10.3885,0.05,0.9432,0.6816,starter,True,current_market_line,True,betparx,betparx,player_blk_over_under,3.5,3.5,0.1668,-120.0,-112.0,0.508,0.492,0.8332,499.0,-499.0,-0.3412,-0.3412,0.3412,2026-05-28T18:22:25.078950Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T18:22:48Z
morning,2026-05-28T18:23:35Z,2026-05-28,21713533,56677822,Victor Wembanyama,SAS,OKC,True,blk,"{""0"": 0.0007894397329359633, ""1"": 0.030370857398124163, ""2"": 0.6421461238903415, ""3"": 0.15986850188585197, ""4"": 0.1376304127380806, ""5"": 0.02434825429992, ""6"": 0.004846410054745759}",2.4956,2.4956,2,2,0.0008,0.9992,0.9688,0.3267,0.1668,0.0292,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819db9ee#phase10c,stat_grid:hurdle_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,31.7275,35.1016,13.8174,35.1016,39.9279,10.3885,0.05,0.9432,0.6816,starter,True,current_market_line,True,hardrockbet,hardrockbet,player_blk_over_under,3.5,3.5,0.1668,-105.0,-135.0,0.4713,0.5287,0.8332,499.0,-499.0,-0.3045,-0.3045,0.3045,2026-05-28T18:22:25.078950Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T18:22:48Z
morning,2026-05-28T18:23:35Z,2026-05-28,21713533,56677822,Victor Wembanyama,SAS,OKC,True,blk,"{""0"": 0.0007894397329359633, ""1"": 0.030370857398124163, ""2"": 0.6421461238903415, ""3"": 0.15986850188585197, ""4"": 0.1376304127380806, ""5"": 0.02434825429992, ""6"": 0.004846410054745759}",2.4956,2.4956,2,2,0.0008,0.9992,0.9688,0.3267,0.1668,0.0292,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819db9ee#phase10c,stat_grid:hurdle_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,31.7275,35.1016,13.8174,35.1016,39.9279,10.3885,0.05,0.9432,0.6816,starter,True,current_market_line,True,fliff,fliff,player_blk_over_under,3.5,3.5,0.1668,-105.0,-135.0,0.4713,0.5287,0.8332,499.0,-499.0,-0.3045,-0.3045,0.3045,2026-05-28T18:22:25.078950Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T18:22:48Z
morning,2026-05-28T18:23:35Z,2026-05-28,21713533,56677822,Victor Wembanyama,SAS,OKC,True,stocks,"{""0"": 0.0004274235700489241, ""1"": 0.01669251293551088, ""2"": 0.35733529052621504, ""3"": 0.29228675209021227, ""4"": 0.19399886721686108, ""5"": 0.09250830846598214, ""6"": 0.0327403517137895, ""7"": 0.010855332783819628, ""8"": 0.0023675312044202867, ""9"": 0.0006758815644143407, ""10"": 9.702064518648155e-05, ""11"": 1.4727283539537813e-05}",3.1453,3.1453,3,2,0.0004,0.9996,0.9829,0.6255,0.3333,0.1393,0.0468,0.014,0.0032,0.0008,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819db9ee#phase10c,"stat_grid:component_convolution_mean_coherent_v1+components[stl:hurdle_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1+sparse_hurdle_guarded,blk:hurdle_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1+sparse_hurdle_guarded]+prior_combo[joint_sampler_v1+joint_combo_pmf_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1+sparse_hurdle_guarded]+stat_grid_final_component_convolution_mean_coherent_v1",phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,31.7275,35.1016,13.8174,35.1016,39.9279,10.3885,0.05,0.9432,0.6816,starter,True,current_market_line,True,draftkings,draftkings,player_stocks_over_under,4.5,4.5,0.1393,-121.0,-110.0,0.5111,0.4889,0.8607,618.0,-618.0,-0.3718,-0.3718,0.3718,2026-05-28T18:22:25.078950Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T18:22:48Z
morning,2026-05-28T18:23:35Z,2026-05-28,21713533,56677822,Victor Wembanyama,SAS,OKC,True,stocks,"{""0"": 0.0004274235700489241, ""1"": 0.01669251293551088, ""2"": 0.35733529052621504, ""3"": 0.29228675209021227, ""4"": 0.19399886721686108, ""5"": 0.09250830846598214, ""6"": 0.0327403517137895, ""7"": 0.010855332783819628, ""8"": 0.0023675312044202867, ""9"": 0.0006758815644143407, ""10"": 9.702064518648155e-05, ""11"": 1.4727283539537813e-05}",3.1453,3.1453,3,2,0.0004,0.9996,0.9829,0.6255,0.3333,0.1393,0.0468,0.014,0.0032,0.0008,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819db9ee#phase10c,"stat_grid:component_convolution_mean_coherent_v1+components[stl:hurdle_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1+sparse_hurdle_guarded,blk:hurdle_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1+sparse_hurdle_guarded]+prior_combo[joint_sampler_v1+joint_combo_pmf_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1+sparse_hurdle_guarded]+stat_grid_final_component_convolution_mean_coherent_v1",phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,31.7275,35.1016,13.8174,35.1016,39.9279,10.3885,0.05,0.9432,0.6816,starter,True,current_market_line,True,betparx,betparx,player_stocks_over_under,4.5,4.5,0.1393,-159.0,120.0,0.5746,0.4254,0.8607,618.0,-618.0,-0.4353,-0.4353,0.4353,2026-05-28T18:22:25.078950Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T18:22:48Z
morning,2026-05-28T18:23:35Z,2026-05-28,21713533,56677822,Victor Wembanyama,SAS,OKC,True,pa,"{""0"": 1.291573792276264e-06, ""1"": 2.0782701341445472e-05, ""2"": 0.00010288571193093, ""3"": 0.0002352554848984837, ""4"": 0.00034350662564819925, ""5"": 0.0004337284506350512, ""6"": 0.0005992691760352126, ""7"": 0.0009060081141250489, ""8"": 0.001397350356926922, ""9"": 0.00197776097920007, ""10"": 0.0026194776398753713, ""11"": 0.003570702482514663, ""12"": 0.004934057987856982, ""13"": 0.006617228125637281, ""14"": 0.008813664457156591, ""15"": 0.011551887178820303, ""16"": 0.014232400944308306, ""17"": 0.016603578590147976, ""18"": 0.01865934518921136, ""19"": 0.021327138698706637, ""20"": 0.025663709259634765, ""21"": 0.03190845978828948, ""22"": 0.03859709225078575, ""23"": 0.04450069274834141, ""24"": 0.048093901403476365, ""25"": 0.049392851186977026, ""26"": 0.05159288577520992, ""27"": 0.056673150141683046, ""28"": 0.06105350313265863, ""29"": 0.06056924203415726, ""30"": 0.055409009560339194, ""31"": 0.04896919136261268, ""32"": 0.044630219746686614, ""33"": 0.04272711584129025, ""34"": 0.04045807381160721, ""35"": 0.03585002984695952, ""36"": 0.02917514963382924, ""37"": 0.02242951161711443, ""38"": 0.017487333888077643, ""39"": 0.013840175222051934, ""40"": 0.011127667777512689, ""41"": 0.009150461447117906, ""42"": 0.007931826529288564, ""43"": 0.007058598763139112, ""44"": 0.006425948516860156, ""45"": 0.005679439651205776, ""46"": 0.004806390095451648, ""47"": 0.003944942965230481, ""48"": 0.003008335563615285, ""49"": 0.002162706102940335, ""50"": 0.0014033257583028645, ""51"": 0.0008796771885333689, ""52"": 0.0005599234544937069, ""53"": 0.00039991020606206467, ""54"": 0.00029297179772408026, ""55"": 0.00023020147764993593, ""56"": 0.00021632635526223584, ""57"": 0.0001912605886761065, ""58"": 0.00013907680773677714, ""59"": 8.390607706696002e-05, ""60"": 4.592905311440045e-05, ""61"": 3.530930564487201e-05, ""62"": 3.7374083091423395e-05, ""63"": 3.7400115033674095e-05, ""64"": 3.2500987344626316e-05, ""65"": 3.18387469400196e-05, ""66"": 3.660503292325391e-05, ""67"": 3.741293923222246e-05, ""68"": 2.6866530481086314e-05, ""69"": 1.3536137247593208e-05, ""70"": 2.9336581469962695e-06, ""71"": 5.965233059987553e-07, ""72"": 1.61269416656614e-07, ""73"": 1.8866134069673252e-08, ""74"": 7.913961602359679e-10, ""75"": 1.0269400395167709e-10, ""76"": 1.2621139984780855e-11, ""77"": 7.183084655188628e-13, ""78"": 8.453793204345929e-14, ""79"": 7.528667848901936e-15}",28.2214,28.2214,28,28,0.0,1.0,1.0,0.9999,0.9996,0.9993,0.9989,0.9983,0.9974,0.996,0.994,0.9914,0.9878,0.9829,0.9762,0.9674,0.9559,0.9416,0.925,0.9064,0.8851,819db9ee#phase10c,"stat_grid:component_convolution_mean_coherent_v1+components[pts:pmf_sim_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1,ast:pmf_sim_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1]+prior_combo[joint_sampler_v1+joint_combo_pmf_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1]+stat_grid_final_component_convolution_mean_coherent_v1",phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,31.7275,35.1016,13.8174,35.1016,39.9279,10.3885,0.05,0.9432,0.6816,starter,True,current_market_line,True,fanduel,fanduel,player_pa_over_under,40.5,40.5,0.0549,490.0,-900.0,0.1585,0.8415,0.9451,1721.0,-1721.0,-0.1036,-0.1036,0.1036,2026-05-28T18:22:25.078950Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T18:22:48Z
morning,2026-05-28T18:23:35Z,2026-05-28,21713533,56677822,Victor Wembanyama,SAS,OKC,True,pa,"{""0"": 1.291573792276264e-06, ""1"": 2.0782701341445472e-05, ""2"": 0.00010288571193093, ""3"": 0.0002352554848984837, ""4"": 0.00034350662564819925, ""5"": 0.0004337284506350512, ""6"": 0.0005992691760352126, ""7"": 0.0009060081141250489, ""8"": 0.001397350356926922, ""9"": 0.00197776097920007, ""10"": 0.0026194776398753713, ""11"": 0.003570702482514663, ""12"": 0.004934057987856982, ""13"": 0.006617228125637281, ""14"": 0.008813664457156591, ""15"": 0.011551887178820303, ""16"": 0.014232400944308306, ""17"": 0.016603578590147976, ""18"": 0.01865934518921136, ""19"": 0.021327138698706637, ""20"": 0.025663709259634765, ""21"": 0.03190845978828948, ""22"": 0.03859709225078575, ""23"": 0.04450069274834141, ""24"": 0.048093901403476365, ""25"": 0.049392851186977026, ""26"": 0.05159288577520992, ""27"": 0.056673150141683046, ""28"": 0.06105350313265863, ""29"": 0.06056924203415726, ""30"": 0.055409009560339194, ""31"": 0.04896919136261268, ""32"": 0.044630219746686614, ""33"": 0.04272711584129025, ""34"": 0.04045807381160721, ""35"": 0.03585002984695952, ""36"": 0.02917514963382924, ""37"": 0.02242951161711443, ""38"": 0.017487333888077643, ""39"": 0.013840175222051934, ""40"": 0.011127667777512689, ""41"": 0.009150461447117906, ""42"": 0.007931826529288564, ""43"": 0.007058598763139112, ""44"": 0.006425948516860156, ""45"": 0.005679439651205776, ""46"": 0.004806390095451648, ""47"": 0.003944942965230481, ""48"": 0.003008335563615285, ""49"": 0.002162706102940335, ""50"": 0.0014033257583028645, ""51"": 0.0008796771885333689, ""52"": 0.0005599234544937069, ""53"": 0.00039991020606206467, ""54"": 0.00029297179772408026, ""55"": 0.00023020147764993593, ""56"": 0.00021632635526223584, ""57"": 0.0001912605886761065, ""58"": 0.00013907680773677714, ""59"": 8.390607706696002e-05, ""60"": 4.592905311440045e-05, ""61"": 3.530930564487201e-05, ""62"": 3.7374083091423395e-05, ""63"": 3.7400115033674095e-05, ""64"": 3.2500987344626316e-05, ""65"": 3.18387469400196e-05, ""66"": 3.660503292325391e-05, ""67"": 3.741293923222246e-05, ""68"": 2.6866530481086314e-05, ""69"": 1.3536137247593208e-05, ""70"": 2.9336581469962695e-06, ""71"": 5.965233059987553e-07, ""72"": 1.61269416656614e-07, ""73"": 1.8866134069673252e-08, ""74"": 7.913961602359679e-10, ""75"": 1.0269400395167709e-10, ""76"": 1.2621139984780855e-11, ""77"": 7.183084655188628e-13, ""78"": 8.453793204345929e-14, ""79"": 7.528667848901936e-15}",28.2214,28.2214,28,28,0.0,1.0,1.0,0.9999,0.9996,0.9993,0.9989,0.9983,0.9974,0.996,0.994,0.9914,0.9878,0.9829,0.9762,0.9674,0.9559,0.9416,0.925,0.9064,0.8851,819db9ee#phase10c,"stat_grid:component_convolution_mean_coherent_v1+components[pts:pmf_sim_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1,ast:pmf_sim_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1]+prior_combo[joint_sampler_v1+joint_combo_pmf_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1]+stat_grid_final_component_convolution_mean_coherent_v1",phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,31.7275,35.1016,13.8174,35.1016,39.9279,10.3885,0.05,0.9432,0.6816,starter,True,current_market_line,True,fanduel,fanduel,player_pa_over_under,39.5,39.5,0.066,410.0,-700.0,0.1831,0.8169,0.934,1414.0,-1414.0,-0.117,-0.117,0.117,2026-05-28T18:22:25.078950Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T18:22:48Z
morning,2026-05-28T18:23:35Z,2026-05-28,21713533,56677822,Victor Wembanyama,SAS,OKC,True,pa,"{""0"": 1.291573792276264e-06, ""1"": 2.0782701341445472e-05, ""2"": 0.00010288571193093, ""3"": 0.0002352554848984837, ""4"": 0.00034350662564819925, ""5"": 0.0004337284506350512, ""6"": 0.0005992691760352126, ""7"": 0.0009060081141250489, ""8"": 0.001397350356926922, ""9"": 0.00197776097920007, ""10"": 0.0026194776398753713, ""11"": 0.003570702482514663, ""12"": 0.004934057987856982, ""13"": 0.006617228125637281, ""14"": 0.008813664457156591, ""15"": 0.011551887178820303, ""16"": 0.014232400944308306, ""17"": 0.016603578590147976, ""18"": 0.01865934518921136, ""19"": 0.021327138698706637, ""20"": 0.025663709259634765, ""21"": 0.03190845978828948, ""22"": 0.03859709225078575, ""23"": 0.04450069274834141, ""24"": 0.048093901403476365, ""25"": 0.049392851186977026, ""26"": 0.05159288577520992, ""27"": 0.056673150141683046, ""28"": 0.06105350313265863, ""29"": 0.06056924203415726, ""30"": 0.055409009560339194, ""31"": 0.04896919136261268, ""32"": 0.044630219746686614, ""33"": 0.04272711584129025, ""34"": 0.04045807381160721, ""35"": 0.03585002984695952, ""36"": 0.02917514963382924, ""37"": 0.02242951161711443, ""38"": 0.017487333888077643, ""39"": 0.013840175222051934, ""40"": 0.011127667777512689, ""41"": 0.009150461447117906, ""42"": 0.007931826529288564, ""43"": 0.007058598763139112, ""44"": 0.006425948516860156, ""45"": 0.005679439651205776, ""46"": 0.004806390095451648, ""47"": 0.003944942965230481, ""48"": 0.003008335563615285, ""49"": 0.002162706102940335, ""50"": 0.0014033257583028645, ""51"": 0.0008796771885333689, ""52"": 0.0005599234544937069, ""53"": 0.00039991020606206467, ""54"": 0.00029297179772408026, ""55"": 0.00023020147764993593, ""56"": 0.00021632635526223584, ""57"": 0.0001912605886761065, ""58"": 0.00013907680773677714, ""59"": 8.390607706696002e-05, ""60"": 4.592905311440045e-05, ""61"": 3.530930564487201e-05, ""62"": 3.7374083091423395e-05, ""63"": 3.7400115033674095e-05, ""64"": 3.2500987344626316e-05, ""65"": 3.18387469400196e-05, ""66"": 3.660503292325391e-05, ""67"": 3.741293923222246e-05, ""68"": 2.6866530481086314e-05, ""69"": 1.3536137247593208e-05, ""70"": 2.9336581469962695e-06, ""71"": 5.965233059987553e-07, ""72"": 1.61269416656614e-07, ""73"": 1.8866134069673252e-08, ""74"": 7.913961602359679e-10, ""75"": 1.0269400395167709e-10, ""76"": 1.2621139984780855e-11, ""77"": 7.183084655188628e-13, ""78"": 8.453793204345929e-14, ""79"": 7.528667848901936e-15}",28.2214,28.2214,28,28,0.0,1.0,1.0,0.9999,0.9996,0.9993,0.9989,0.9983,0.9974,0.996,0.994,0.9914,0.9878,0.9829,0.9762,0.9674,0.9559,0.9416,0.925,0.9064,0.8851,819db9ee#phase10c,"stat_grid:component_convolution_mean_coherent_v1+components[pts:pmf_sim_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1,ast:pmf_sim_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1]+prior_combo[joint_sampler_v1+joint_combo_pmf_v1+role_aware_pmf_cal_v1:starter+monotone_pit_cdf_v1]+stat_grid_final_component_convolution_mean_coherent_v1",phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,starter,projected_minutes,high,31.7275,35.1016,13.8174,35.1016,39.9279,10.3885,0.05,0.9432,0.6816,starter,True,current_market_line,True,fanduel,fanduel,player_pa_over_under,38.5,38.5,0.0799,350.0,-550.0,0.208,0.792,0.9201,1152.0,-1152.0,-0.1281,-0.1281,0.1281,2026-05-28T18:22:25.078950Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T18:22:48Z
