player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,role_bucket,pmf_source,calibration_source,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status,k,p_k
Jaxson Hayes,666626,LAL,OKC,False,21708301,,reb,bench,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,morning,2026-05-07T17:06:26Z,639adbe#phase10c,9c85fb90-4d61-4c0b-93f7-ff57f4b3920d,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,0,0.113383458647
Jaxson Hayes,666626,LAL,OKC,False,21708301,,reb,bench,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,morning,2026-05-07T17:06:26Z,639adbe#phase10c,9c85fb90-4d61-4c0b-93f7-ff57f4b3920d,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,1,0.161704260652
Jaxson Hayes,666626,LAL,OKC,False,21708301,,reb,bench,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,morning,2026-05-07T17:06:26Z,639adbe#phase10c,9c85fb90-4d61-4c0b-93f7-ff57f4b3920d,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,2,0.177944862155
Jaxson Hayes,666626,LAL,OKC,False,21708301,,reb,bench,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,morning,2026-05-07T17:06:26Z,639adbe#phase10c,9c85fb90-4d61-4c0b-93f7-ff57f4b3920d,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,3,0.162205513784
Jaxson Hayes,666626,LAL,OKC,False,21708301,,reb,bench,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,morning,2026-05-07T17:06:26Z,639adbe#phase10c,9c85fb90-4d61-4c0b-93f7-ff57f4b3920d,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,4,0.125614035088
Jaxson Hayes,666626,LAL,OKC,False,21708301,,reb,bench,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,morning,2026-05-07T17:06:26Z,639adbe#phase10c,9c85fb90-4d61-4c0b-93f7-ff57f4b3920d,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,5,0.093333333333
Jaxson Hayes,666626,LAL,OKC,False,21708301,,reb,bench,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,morning,2026-05-07T17:06:26Z,639adbe#phase10c,9c85fb90-4d61-4c0b-93f7-ff57f4b3920d,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,6,0.060551378446
Jaxson Hayes,666626,LAL,OKC,False,21708301,,reb,bench,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,morning,2026-05-07T17:06:26Z,639adbe#phase10c,9c85fb90-4d61-4c0b-93f7-ff57f4b3920d,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,7,0.041503759398
Jaxson Hayes,666626,LAL,OKC,False,21708301,,reb,bench,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,morning,2026-05-07T17:06:26Z,639adbe#phase10c,9c85fb90-4d61-4c0b-93f7-ff57f4b3920d,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,8,0.025162907268
Jaxson Hayes,666626,LAL,OKC,False,21708301,,reb,bench,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,morning,2026-05-07T17:06:26Z,639adbe#phase10c,9c85fb90-4d61-4c0b-93f7-ff57f4b3920d,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes,9,0.015538847118
