player_id,player_name,game_id,stat,line,role_bucket,injury_freshness_status,lineup_freshness_status,market_coverage_status,source_row_id,k,p_k
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,0,0.02085939884671014
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,1,0.01982022058549029
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,2,0.026939464573387126
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,3,0.03646679530376928
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,4,0.04453063946506159
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,5,0.04796938134919331
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,6,0.055411093768984294
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,7,0.06131873711511856
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,8,0.06700482851073619
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,9,0.07135908702612721
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,10,0.07052828041307466
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,11,0.06342289706124234
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,12,0.06617633554653961
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,13,0.056708249197127615
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,14,0.049971264312539156
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,15,0.0455332748508229
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,16,0.03843362128288545
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,17,0.03416739238302019
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,18,0.027753144647287866
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,19,0.022919168063910533
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,20,0.01698546725518476
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,21,0.012752561139047167
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,22,0.01125682670659435
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,23,0.008319434366813339
22,Deandre Ayton,21708301,pts,,core,fresh,projected,full,0,24,0.0068735001876001805
