stat,role_bucket,n,raw_nll,calibrated_nll,delta_nll_cal_minus_raw,raw_rps,calibrated_rps,delta_rps_cal_minus_raw,raw_mean,calibrated_mean,actual_mean,raw_mean_bias,calibrated_mean_bias,raw_p0,calibrated_p0,actual_p0,raw_p0_error,calibrated_p0_error,pit_mean,pit_std,pit_ks,ece,nll_threshold,caveats,status
pts,inactive_risk,1237,2.8557733833472576,2.843687653994251,-0.01208572935300678,2.686517470164476,2.6436131387373676,-0.04290433142710848,6.8320106945632375,7.226695436884462,7.807599029911075,-0.9755883353478376,-0.5809035930266129,0.24622327576925324,0.21837338591405378,0.24413904607922393,0.0020842296900293045,-0.02576566016517015,0.5210109750876182,0.2996851186491832,0.056514912972888465,0.06608891483081393,0.005,,PASS
pts,fringe,1296,2.227405486088375,2.220832018549396,-0.006573467538979028,1.9327385743806371,1.9353647476050209,0.0026261732243837432,3.1258724290745232,3.3418297408670457,3.1080246913580245,0.017847737716498724,0.23380504950902115,0.30602791102328314,0.28252231677835477,0.4089506172839506,-0.10292270626066746,-0.12642830050559584,0.46677478600989536,0.3078736615210065,0.10388381296166027,0.016618602328904882,0.005,,PASS
pts,bench,3286,2.699956401157163,2.690077146574006,-0.009879254583156971,2.5762477246773714,2.565118375368064,-0.011129349309307202,4.9861449149587,5.327510396901524,5.299147900182593,-0.3130029852238927,0.028362496718931318,0.17498187243691946,0.1613779303731239,0.2175897748021911,-0.04260790236527165,-0.05621184442906721,0.49532534661178107,0.29570875084252457,0.03174525887860771,0.012570155082057641,0.005,,PASS
pts,rotation,4772,3.0208031505640176,3.0059094163053577,-0.014893734258659919,3.0299224902663786,2.99170494536667,-0.03821754489970841,7.863915069445722,8.441018532563662,8.519069572506286,-0.6551545030605643,-0.07805103994262375,0.06671146778577514,0.05564348236955253,0.07837384744341995,-0.011662379657644814,-0.02273036507386742,0.5047252050837092,0.2855830093800308,0.016990317444912417,0.026961336375543904,0.005,,PASS
pts,core,5248,3.2628709960536306,3.2470817799653595,-0.015789216088271107,3.6175885308915903,3.576132545922792,-0.0414559849687981,12.227545136889988,12.849837193258312,13.064024390243903,-0.8364792533539145,-0.2141871969855913,0.024300764686429013,0.019517251246593405,0.021150914634146343,0.0031498500522826704,-0.0016336633875529381,0.507642217295581,0.2782806969899424,0.02672265394559864,0.019384130217432776,0.005,,PASS
pts,starter,3369,3.4508115888492865,3.4250359683721134,-0.025775620477173078,4.173628987866642,4.120863832153707,-0.05276515571293494,18.565061101915294,19.250372131457265,19.44701691896705,-0.8819558170517574,-0.1966447875097863,0.01072947831857321,0.007372891723201086,0.004452359750667854,0.006277118567905356,0.0029205319725332324,0.5030261588962416,0.273921248014478,0.02917587972734305,0.022205614828465794,0.003,,PASS
reb,inactive_risk,1237,2.1282567047313594,2.086611250770625,-0.04164545396073427,1.1814001664358937,1.1472494636039727,-0.03415070283192101,2.5497692803844854,2.6526050987791034,3.0274858528698463,-0.4777165724853609,-0.37488075409074284,0.36311603564169065,0.3163169422215614,0.22877930476960387,0.13433673087208678,0.08753763745195756,0.5584077960024145,0.27669316053901805,0.09063280572403509,0.06943788806644748,0.005,,PASS
reb,fringe,1296,1.7063187159707296,1.6909058016433447,-0.015412914327384897,0.9439483745760616,0.9361710677786094,-0.007777306797452255,1.5690798082565758,1.6105240595895036,1.6304012345679013,-0.06132142631132553,-0.019877174978397694,0.436648746158631,0.3741096060409919,0.36959876543209874,0.06704998072653223,0.004510840608893174,0.5031880289981676,0.2883065070853066,0.02132348326006972,0.01083789745966363,0.005,,PASS
reb,bench,3286,2.058392161008844,2.0342190948711223,-0.024173066137721744,1.240337683962988,1.224368012266439,-0.015969671696548948,2.539958709338103,2.664221159653378,2.7099817407181983,-0.17002303138009545,-0.04576058106482028,0.27490955735251127,0.21368572522949114,0.20085209981740718,0.0740574575351041,0.012833625412083965,0.5066540760935313,0.28601559001318405,0.015752918832399654,0.01576877333969553,0.005,,PASS
reb,rotation,4772,2.23560716031763,2.188767359005519,-0.046839801312111184,1.3388414471614374,1.3056786763633192,-0.033162770798118135,3.567096006234223,3.7605279205957345,3.827116512992456,-0.26002050675823263,-0.06658859239672132,0.1629929555332041,0.10903019755597508,0.08507963118189438,0.07791332435130971,0.023950566374080703,0.5119253822834038,0.2750706093663896,0.035916475688627464,0.03465640544152733,0.005,,PASS
reb,core,5248,2.345528960881439,2.280574428209283,-0.06495453267215634,1.43892571960531,1.3923541704454583,-0.04657154915985173,4.586443140067618,4.834432952134303,4.909108231707317,-0.32266509163969914,-0.07467527957301456,0.10164645381794345,0.060439798883107736,0.037347560975609755,0.0642988928423337,0.02309223790749798,0.5127650481170508,0.2698643293859039,0.04492010229044435,0.023520072528401482,0.005,,PASS
reb,starter,3369,2.4272410530539403,2.3647840367071162,-0.0624570163468241,1.5168718194551218,1.4767810575282216,-0.0400907619269002,5.535908764458023,5.7046168243514375,5.720391807658059,-0.18448304320003572,-0.015774983306621415,0.06419790472984123,0.03676940778400224,0.018996734936182844,0.04520116979365839,0.017772672847819398,0.5062973745212276,0.2676144397454983,0.04201825782401236,0.02384608779939329,0.003,,PASS
ast,inactive_risk,1237,1.6802775445926519,1.6506640835193807,-0.02961346107327123,0.797325676741319,0.7759023825308999,-0.021423294210419108,1.5956209889077817,1.639022042623656,1.8690379951495555,-0.2734170062417738,-0.23001595252589957,0.5184121042423957,0.48491094940496904,0.40905416329830235,0.10935794094409335,0.07585678610666668,0.5431869723496076,0.28397192822570394,0.06364951846936107,0.05977875176129351,0.005,,PASS
