stat,role_bucket,n,raw_nll,calibrated_nll,delta_nll_cal_minus_raw,raw_rps,calibrated_rps,delta_rps_cal_minus_raw,raw_mean,calibrated_mean,actual_mean,raw_mean_bias,calibrated_mean_bias,raw_p0,calibrated_p0,actual_p0,raw_p0_error,calibrated_p0_error,pit_mean,pit_std,pit_ks,ece,nll_threshold,caveats,status
pts,inactive_risk,601,2.668932602883565,2.6911785025974178,0.0222458997138526,2.5038494144061008,2.483306544914425,-0.02054286949167583,5.0735277903830305,5.1835181581015295,6.121464226289517,-1.0479364359064869,-0.9379460681879879,0.29904698678409164,0.25913517788350326,0.2978369384359401,0.0012100483481515267,-0.03870176055243685,0.5365850360519141,0.3179957197410524,0.11792969159287237,0.08134675680275669,0.005,,REVIEW
pts,fringe,624,2.2114779514417338,2.2202703636914136,0.00879241224967986,1.8716276636866422,1.877402617070665,0.005774953384022785,3.0753937146055943,3.0814802774968766,3.0096153846153846,0.06577832999020972,0.071864892881492,0.31252248721530634,0.2784855149918696,0.41185897435897434,-0.099336487143668,-0.13337345936710476,0.4746384559780494,0.31423276440031256,0.11621827281674754,0.02445906618757492,0.005,,REVIEW
pts,bench,1392,2.74079741044733,2.739690052418962,-0.0011073580283680329,2.6853439069409477,2.679484474047897,-0.005859432893050798,4.790776540060259,4.792443620986615,5.439655172413793,-0.6488786323535338,-0.6472115514271781,0.187853460318519,0.18437847792161882,0.22126436781609196,-0.03341090749757297,-0.03688588989447314,0.524135762711511,0.30518299717520286,0.05728374240365619,0.05181146689593462,0.005,,PASS
pts,rotation,1960,3.064100502771602,3.0612252777632976,-0.002875225008304394,3.162118231195257,3.118486245292029,-0.043631985903228365,7.793091180219451,8.153682154267367,8.798469387755102,-1.0053782075356503,-0.6447872334877349,0.06859611771207515,0.058640013174089185,0.07346938775510205,-0.0048732700430269005,-0.014829374581012862,0.5333373414088651,0.2919513650971526,0.06397333767548741,0.03711859283868961,0.005,,PASS
pts,core,2110,3.2881054163823076,3.2911571120316045,0.0030516956492969705,3.7955294627366922,3.732310903464238,-0.06321855927245412,12.051153062530599,12.743753494961199,13.266824644549763,-1.215671582019164,-0.5230711495885636,0.026570655396015885,0.016981445892746173,0.024644549763033177,0.0019261056329827088,-0.007663103870287003,0.5187464026544395,0.28771754120747434,0.03905146593928399,0.027435561670661135,0.005,,PASS
pts,starter,1372,3.439666609164012,3.4161927754914574,-0.023473833672554623,4.1636737441757505,4.091157049208967,-0.07251669496678392,17.92734042077199,18.544052754500232,19.02332361516035,-1.09598319438836,-0.4792708606601188,0.012468700611557755,0.008062437882669471,0.0058309037900874635,0.006637796821470292,0.0022315340925820075,0.5121765709410605,0.27781462907572796,0.03501669419925474,0.03025512055333963,0.003,,PASS
reb,inactive_risk,601,1.8799275725559346,1.856811643558561,-0.02311592899737347,1.0757918010126986,1.0489463238578247,-0.026845477154873842,1.9845241376605767,1.9731642824616331,2.4891846921797005,-0.5046605545191238,-0.5160204097180674,0.43093257029529913,0.3790445390522985,0.2945091514143095,0.13642341888098963,0.08453538763798901,0.5668720303747761,0.2845053814453656,0.09613960545463618,0.0851098704585383,0.005,,PASS
reb,fringe,624,1.6838098059184017,1.676312729030044,-0.007497076888357768,0.9340805472680938,0.931964364234106,-0.0021161830339877508,1.5181929294766177,1.4458853692777944,1.6025641025641026,-0.08437117308748499,-0.1566787332863082,0.4497939394628224,0.396958175201527,0.38621794871794873,0.06357599074487369,0.010740226483578252,0.5177302909656742,0.28858154833512467,0.04318588657869976,0.041862980660556784,0.005,,PASS
reb,bench,1392,2.0580473394355363,2.0411577998509416,-0.016889539584594715,1.2355875105938272,1.2242967514129026,-0.011290759180924592,2.431615118845585,2.3891786382389855,2.6817528735632186,-0.2501377547176338,-0.2925742353242331,0.2897783176387664,0.24799329769466882,0.20689655172413793,0.08288176591462845,0.041096745970530896,0.5335881947738116,0.2856249360389944,0.05049952171031491,0.04302704793848836,0.005,,PASS
reb,rotation,1960,2.233113510614977,2.1928397184065904,-0.04027379220838645,1.328499586571682,1.2959390094505343,-0.03256057712114768,3.435226335470788,3.516573676309914,3.7627551020408165,-0.3275287665700284,-0.24618142573090251,0.17015764001280717,0.12343550450239278,0.08877551020408163,0.08138212980872554,0.03465999429831115,0.5326267290148406,0.27938104317063583,0.054898716374778306,0.04032672008067577,0.005,,PASS
reb,core,2110,2.34051650364847,2.284351117310948,-0.056165386337521994,1.4312307007259089,1.3794837047063218,-0.0517469960195871,4.409475079863202,4.702633868074604,4.805687203791469,-0.396212123928267,-0.10305333571686504,0.10887784316900986,0.06856302895543269,0.042180094786729856,0.06669774838228001,0.026382934168702833,0.5168324401926038,0.2720122805052009,0.05247489262000507,0.027535128876848298,0.005,,PASS
reb,starter,1372,2.442268876632411,2.385124282799949,-0.057144593832461954,1.5646979854210363,1.5230844998370745,-0.04161348558396183,5.43328656721047,5.601231634608613,5.7033527696793005,-0.27006620246883006,-0.10212113507068743,0.06856381292193277,0.04347641380416721,0.026239067055393587,0.042324745866539185,0.017237346748773624,0.5142964030867864,0.2756697556296981,0.04343474482840051,0.022720458454939637,0.003,,PASS
ast,inactive_risk,601,1.4270617001801733,1.4152502435058474,-0.011811456674325926,0.7224802067508175,0.7030744771033848,-0.0194057296474327,1.1764983669193319,1.1752924560950047,1.497504159733777,-0.3210057928144452,-0.3222117036387724,0.5936297080623205,0.5574306023139723,0.4841930116472546,0.10943669641506593,0.07323759066671776,0.5542232586278838,0.2960802167854154,0.08929411768547835,0.07658267160716022,0.005,,PASS
ast,fringe,624,1.1639063250760961,1.150538242402933,-0.01336808267316325,0.5053748517855366,0.5021018319765397,-0.0032730198089969686,0.7094207574012539,0.6493128441939959,0.7051282051282052,0.0042925522730487,-0.055815360934209246,0.6609236547370413,0.624485121132167,0.594551282051282,0.06637237268575924,0.029933839080884983,0.522393021383219,0.2890875606331859,0.05024215754361244,0.04601114867926546,0.005,,PASS
ast,bench,1392,1.450224726443674,1.4110663669365742,-0.039158359507099894,0.6608142045362655,0.648522712852954,-0.01229149168331145,1.0934755366804922,1.0754666469919985,1.1573275862068966,-0.06385204952640433,-0.08186093921489812,0.5352799936781196,0.4698181018042003,0.42528735632183906,0.10999263735628056,0.044530745482361245,0.515843293203175,0.29335202742231004,0.03425709310010755,0.027079705522627878,0.005,,PASS
ast,rotation,1960,1.8096772963639245,1.7504341531171286,-0.059243143246795915,0.8867424717988479,0.8556012851376554,-0.031141186661192477,1.7936862831893987,1.9720257197115247,2.0005102040816327,-0.206823920892234,-0.028484484370107976,0.3692992324460409,0.2719177350167285,0.2239795918367347,0.14531964060930622,0.047938143179993814,0.5097951238548764,0.2718023490917051,0.04899352806277493,0.030674101406694347,0.005,,PASS
ast,core,2110,2.020687743253437,1.9676134426545073,-0.05307430059892981,1.0719195580528273,1.038033002481924,-0.033886555570903365,2.788937797354405,3.040595221659331,3.0028436018957345,-0.21390580454132957,0.03775161976359653,0.23197820499370367,0.14903258265907468,0.12748815165876778,0.10449005333493588,0.021544431000306896,0.4880336225414477,0.27394798156170663,0.043220938442980694,0.03597660454077043,0.005,,PASS
