stat,role_bucket,n,raw_nll,calibrated_nll,delta_nll_cal_minus_raw,raw_rps,calibrated_rps,delta_rps_cal_minus_raw,raw_mean,calibrated_mean,actual_mean,raw_mean_bias,calibrated_mean_bias,raw_p0,calibrated_p0,actual_p0,raw_p0_error,calibrated_p0_error,pit_mean,pit_std,pit_ks,ece,nll_threshold,caveats,status
pts,inactive_risk,825,2.7203043985363404,2.6998205180542576,-0.020483880482082828,2.605817963456308,2.5476954886882726,-0.05812247476803556,5.755193702465998,6.233860455756916,6.861818181818182,-1.1066244793521847,-0.6279577260612665,0.27748799102132443,0.2472991194197753,0.2678787878787879,0.009609203142536549,-0.020579668459012573,0.5347271533418634,0.2925520240533672,0.09328228397026134,0.07162027283278632,0.005,,PASS
pts,fringe,791,2.219551322041832,2.213838268736316,-0.00571305330551608,1.911509567260572,1.9129386869651595,0.0014291197045874782,3.036678498227924,3.37442008847968,3.0695322376738305,-0.03285373944590653,0.30488785080584924,0.315220033131161,0.28746867040700463,0.41213653603034134,-0.09691650289918036,-0.1246678656233367,0.46580966003856245,0.3067343844727213,0.11454734270200417,0.02792067167106604,0.005,,PASS
pts,bench,1933,2.725933220907442,2.713651065502927,-0.012282155404514938,2.652764954486514,2.6296718403110964,-0.023093114175417817,4.844486869776454,5.3504175794427296,5.408173823072944,-0.5636869532964894,-0.057756243630214144,0.18418460978046455,0.17120485112533,0.22038282462493533,-0.03619821484447078,-0.04917797349960534,0.5003756691566746,0.29275696687937747,0.020649960845594284,0.020048215007391623,0.005,,PASS
pts,rotation,2803,3.059022466934628,3.0390735356105525,-0.019948931324075492,3.1247415334267377,3.0610077620408656,-0.0637337713858721,7.846677773169186,8.593902777659922,8.823046735640386,-0.9763689624711995,-0.2291439579804635,0.06790541961516829,0.05471088278994483,0.07135212272565108,-0.003446703110482799,-0.016641239935706258,0.5162443938778513,0.28204997833354445,0.03891758991882971,0.029881485610972133,0.005,,PASS
pts,core,3131,3.2758957361405328,3.2647770228937008,-0.011118713246832002,3.71500649450226,3.668892173651835,-0.04611432085042466,12.08030367531176,12.896841321292868,13.04694985627595,-0.9666461809641902,-0.1501085349830813,0.026157047345091406,0.02277252763478283,0.02331523474928138,0.0028418125958100254,-0.0005427071144985494,0.5064468472527477,0.27724116931835496,0.02936700193074604,0.017938679483473295,0.005,,PASS
pts,starter,1891,3.434245793713447,3.4113544257408908,-0.02289136797255642,4.154899055285364,4.101810982563098,-0.05308807272226623,17.98339303585612,18.67883256628476,18.907985193019567,-0.9245921571634454,-0.2291526267348054,0.012260970283563304,0.008674538827423939,0.005817028027498678,0.006443942256064626,0.002857510799925261,0.504692723614864,0.2739850175925701,0.036994163236112904,0.022329335667258372,0.003,,PASS
reb,inactive_risk,825,1.9514543873150199,1.908819725312635,-0.04263466200238475,1.115748030532073,1.075849470148169,-0.03989856038390416,2.2171223956739112,2.37103940888144,2.684848484848485,-0.4677260891745738,-0.3138090759670451,0.4019614937251301,0.3419805834132861,0.2606060606060606,0.1413554331190695,0.08137452280722546,0.5469851301629178,0.2784494535536896,0.07425800785531325,0.05777804858411162,0.005,,PASS
reb,fringe,791,1.7160605171610945,1.7024225210060673,-0.013637996155027254,0.9704832686683537,0.9607956831431135,-0.009687585525240183,1.508147023760844,1.6077598889463114,1.6573957016434893,-0.14924867788264518,-0.04963581269717787,0.4493077975602924,0.37484651373411926,0.3754740834386852,0.07383371412160716,-0.0006275697045659556,0.5056933486115001,0.2896988370411324,0.021447508248598646,0.03139785549274134,0.005,,PASS
reb,bench,1933,2.0567136050325727,2.034508450056342,-0.022205154976230546,1.2369559034327322,1.2195529754750822,-0.017402927957649972,2.469007670271674,2.6574268660469667,2.686497672012416,-0.21749000174074196,-0.02907080596544942,0.28422564344542084,0.2251578597926549,0.20848422141748577,0.07574142202793507,0.016673638375169136,0.5063872157443623,0.28367205622063524,0.021581616657543906,0.019250329547192562,0.005,,PASS
reb,rotation,2803,2.2315676487189355,2.1831345268855467,-0.04843312183338888,1.3263758818568432,1.2892248784141955,-0.037151003442647657,3.4829282915511426,3.777215318863532,3.7713164466642883,-0.28838815511314575,0.0058988721992436766,0.16818420261753772,0.11347154451993137,0.08740635033892258,0.08077785227861514,0.02606519418100879,0.5079399675951525,0.27273657604826906,0.0382820484065578,0.026772882970339605,0.005,,PASS
