stat,role_bucket,n,raw_nll,calibrated_nll,delta_nll_cal_minus_raw,raw_rps,calibrated_rps,delta_rps_cal_minus_raw,raw_mean,calibrated_mean,actual_mean,raw_mean_bias,calibrated_mean_bias,raw_p0,calibrated_p0,actual_p0,raw_p0_error,calibrated_p0_error,pit_mean,pit_std,pit_ks,ece,nll_threshold,caveats,status
pts,inactive_risk,818,2.720827508412223,2.698204107569551,-0.02262340084267178,2.6075047240781157,2.5533942710444646,-0.05411045303365114,5.784627715404786,6.252272395262384,6.887530562347188,-1.1029028469424027,-0.6352581670848041,0.2763450602191434,0.2507528512784741,0.26772616136919314,0.008618898849950263,-0.016973310090719063,0.5346259473511896,0.2930542736704056,0.09361049739684307,0.07608662941766893,0.005,,PASS
pts,fringe,786,2.219195594026405,2.2139295599211932,-0.005266034105211759,1.915279315285272,1.9159902050611102,0.0007108897758381083,3.0370267499130037,3.389969860238156,3.0699745547073793,-0.032947804794375646,0.3199953055307767,0.3150547661663465,0.28508404590897174,0.41348600508905853,-0.09843123892271205,-0.1284019591800868,0.46370253102967113,0.3073099924537624,0.11819960642447613,0.028388792211349143,0.005,,PASS
pts,bench,1932,2.7263653254960594,2.7157714766878067,-0.010593848808252648,2.6538757807799573,2.6324393786912124,-0.021436402088744977,4.844293022400563,5.389400613992311,5.406832298136646,-0.562539275736083,-0.01743168414433427,0.18416883231830808,0.1657705696454612,0.2204968944099379,-0.03632806209162981,-0.0547263247644767,0.4970701382854724,0.29403427920111574,0.025288806313416914,0.015045938099085877,0.005,,PASS
pts,rotation,2799,3.059068346663443,3.039290186071662,-0.01977816059178128,3.1235520671571715,3.05949082084253,-0.06406124631464127,7.849045063067725,8.591502095889913,8.82422293676313,-0.9751778736954053,-0.23272084087321687,0.06784847844991666,0.05518955446467034,0.07109682029296177,-0.0032483418430451078,-0.015907265828291432,0.5165662073122304,0.28208575042933487,0.03949401924559681,0.029670432228842296,0.005,,PASS
pts,core,3129,3.2757674417824543,3.2663159572285907,-0.009451484553863576,3.716083482460821,3.6698477732354173,-0.04623570922540354,12.082050220752462,12.902958250812631,13.05177372962608,-0.9697235088736171,-0.14881547881344837,0.026137972271486478,0.022254859576723112,0.023330137424097154,0.002807834847389324,-0.001075277847374042,0.5064000341839201,0.27713296895159895,0.02974571829298689,0.01944587480534851,0.005,,PASS
pts,starter,1883,3.433912534890335,3.412542431990215,-0.02137010290012009,4.158021104437458,4.104702908811051,-0.053318195626407494,17.986130942186545,18.697959062519395,18.91927774827403,-0.9331468060874855,-0.22131868575463542,0.012274470599868054,0.008584176270929814,0.005841741901221455,0.0064327286986465984,0.0027424343697083587,0.504564601784082,0.27401616543985696,0.03682063271336747,0.02435584553196117,0.003,,PASS
reb,inactive_risk,818,1.9495612224358263,1.9102875728288977,-0.039273649606928585,1.1178075644798482,1.0805992967329585,-0.03720826774688968,2.2232571024013565,2.376327071238348,2.6907090464547676,-0.46745194405341106,-0.31438197521641964,0.4009941715442939,0.3422547879272632,0.2628361858190709,0.13815798572522298,0.0794186021081923,0.5464055200917622,0.2781697317996913,0.07779183020118038,0.05774196743529544,0.005,,PASS
reb,fringe,786,1.7148391966867496,1.7006813431417414,-0.014157853545008203,0.9717215143695237,0.9617265343452386,-0.009994980024285116,1.5081780692894333,1.6051846493834454,1.6577608142493638,-0.1495827449599305,-0.05257616486591843,0.4493254468238227,0.3799617769954594,0.37659033078880405,0.07273511603501864,0.0033714462066553597,0.5073423879256448,0.28940224021728717,0.024665391935661196,0.028582883450773464,0.005,,PASS
reb,bench,1932,2.0558108040031517,2.0319001144527498,-0.023910689550401987,1.235330522602901,1.2177543075585087,-0.01757621504439233,2.466670545187274,2.642144131555124,2.682712215320911,-0.21604167013363673,-0.04056808376578669,0.28448783753278045,0.22986951439702122,0.20859213250517597,0.07589570502760448,0.02127738189184525,0.5091106146546998,0.2825235576251603,0.02792122215898593,0.021089863848969576,0.005,,PASS
reb,rotation,2799,2.2329133493263846,2.1852562297213285,-0.04765711960505614,1.327549224230979,1.2909446148339774,-0.03660460939700161,3.484936763564792,3.778905242262217,3.7752768846016433,-0.29034012103685125,0.003628357660573567,0.16802619504714478,0.11432151683884186,0.08717399071096821,0.08085220433617657,0.027147526127873647,0.5082031109860957,0.2724213701956394,0.04083684803420032,0.02960583760861515,0.005,,PASS
